"nba_id","Team","Player","Experience","DPM","DPM Improvement","O-DPM","D-DPM","Box DPM","Box O-DPM","Box D-DPM","FGA/100","FG2%","FG3A/100","FG3%","FG3ARate%","RimFGA/100","RimFG%","FTA/100","FT%","FTARate%","USG%","REB/100","AST/100","AST%","BLK/100","BLK%","STL/100","STL%","TOV/100"
1631246,"Memphis Grizzlies","Vince Williams Jr.","Vet",-1.01,0.6,-1.49,0.48,-1.18,-1.52,0.34,15.607,0.507,6.998,0.338,0.429,4.414,0.651,4.392,0.721,0.277,0.19,9.627,7.155,0.225,1.1,0.012,1.75,0.017,3.953
1630173,"New York Knicks","Precious Achiuwa","Vet",-1.01,1.03,-1.84,0.83,-0.01,-1.62,1.61,11.693,0.549,1.991,0.298,0.114,7.048,0.684,3.283,0.577,0.26,0.138,14.816,2.899,0.08,2.435,0.027,1.547,0.016,2.442
1629645,"Los Angeles Clippers","Kevin Porter Jr.","Vet",-1.03,NA,-0.92,-0.11,-0.65,-0.75,0.1,21.776,0.495,6.888,0.348,0.3,4,0.678,4.382,0.727,0.195,0.245,7.497,7.809,0.245,0.562,0.006,2.028,0.02,4.175
1631159,"Minnesota Timberwolves","Leonard Miller","Sophomore",-1.03,2.01,-1.1,0.07,-1.01,-1.09,0.08,15.218,0.568,4.949,0.274,0.302,6.613,0.69,3.982,0.65,0.235,0.177,13.555,3.485,0.086,1.329,0.016,1.426,0.014,2.702
1642530,"Memphis Grizzlies","Yuki Kawamura","Rookie",-1.03,NA,-0.24,-0.79,-1.02,-0.24,-0.78,19.373,0.441,11.792,0.328,0.678,2.033,0.58,3.397,0.778,0.15,0.211,3.674,9.083,0.319,0.101,0.001,2.112,0.023,3.763
1629726,"Atlanta Hawks","Garrison Mathews","Vet",-1.04,-0.9,-0.49,-0.55,-0.41,-0.11,-0.3,13.466,0.499,11.37,0.375,0.849,1.278,0.66,3.151,0.773,0.235,0.144,4.301,2.988,0.087,0.523,0.006,1.498,0.015,1.493
1630604,"Chicago Bulls","E.J. Liddell","Vet",-1.04,0.34,-1.09,0.04,-1.04,-1.09,0.05,13.757,0.521,8.498,0.291,0.64,2.346,0.67,2.203,0.755,0.164,0.153,8.727,3.722,0.096,1.371,0.012,1.645,0.017,2.196
1641715,"Houston Rockets","Cam Whitmore","Sophomore",-1.09,1.56,0.28,-1.37,-1.16,0.46,-1.62,25.454,0.529,12.055,0.314,0.488,7.825,0.662,7.197,0.642,0.242,0.267,9.091,3.035,0.086,0.964,0.011,1.586,0.016,2.858
203937,"Golden State Warriors","Kyle Anderson","Vet",-1.1,-2.23,-2.44,1.34,-1.46,-2.66,1.2,14.544,0.5,3.578,0.307,0.242,2.349,0.641,2.53,0.677,0.217,0.149,8.739,7.744,0.23,1.428,0.016,2.27,0.023,2.494
1630611,"Golden State Warriors","Gui Santos","Sophomore",-1.11,0.87,-0.7,-0.4,-1.1,-0.7,-0.4,14.782,0.527,7.828,0.314,0.539,4.853,0.666,4.495,0.724,0.226,0.171,10.698,3.271,0.089,0.58,0.007,1.533,0.015,2.793
1631303,"Portland Trail Blazers","Justin Minaya","Vet",-1.12,1.46,-1.77,0.65,-1.08,-1.75,0.67,9.882,0.469,6.273,0.302,0.6,3.265,0.637,1.813,0.624,0.146,0.111,8.07,2.835,0.083,1.248,0.013,1.441,0.015,1.886
1629628,"Toronto Raptors","RJ Barrett","Vet",-1.13,0.19,0.53,-1.66,-0.83,1.26,-2.09,25.617,0.539,8.008,0.356,0.302,11.006,0.646,8.171,0.708,0.34,0.296,9.035,7.393,0.238,0.562,0.006,1.088,0.011,4.41
1628964,"Los Angeles Clippers","Mo Bamba","Vet",-1.13,-0.61,-1.78,0.65,-0.47,-1.42,0.95,14.369,0.54,6.761,0.345,0.451,5.241,0.69,2.911,0.677,0.21,0.15,14.653,3.095,0.086,3.762,0.044,1.473,0.014,2.296
201988,"Utah Jazz","Patty Mills","Vet",-1.14,0.66,-1.48,0.34,-1.89,-1.63,-0.26,12.586,0.471,9.416,0.351,0.725,1.034,0.64,1.156,0.761,0.083,0.145,3.925,4.221,0.129,0.376,0.004,1.573,0.016,2.308
1629098,"Houston Rockets","Jack McVeigh","Rookie",-1.14,NA,-1,-0.15,-1.14,-0.99,-0.15,18.241,0.478,11.192,0.318,0.596,2.913,0.661,3.423,0.665,0.196,0.176,8.945,3.341,0.099,1.165,0.012,1.533,0.015,2.47
1629614,"Indiana Pacers","Andrew Nembhard","Vet",-1.15,1.48,-0.48,-0.67,-1.58,-0.48,-1.1,14.918,0.545,5.084,0.362,0.344,3.419,0.703,1.916,0.797,0.139,0.169,4.855,8.152,0.235,0.327,0.003,1.709,0.017,2.825
1629234,"Utah Jazz","Drew Eubanks","Vet",-1.16,-0.64,-2.2,1.04,-0.78,-2.16,1.38,11.043,0.6,0.64,0.278,0.03,5.988,0.716,4.088,0.688,0.334,0.144,13.906,3.377,0.103,2.606,0.03,1.352,0.013,2.952
1631217,"Charlotte Hornets","Moussa Diabate","Vet",-1.16,0.45,-1.63,0.46,-1.57,-1.72,0.15,6.996,0.574,0.528,0.196,0.033,5.843,0.667,2.066,0.517,0.275,0.081,15.993,2.456,0.06,2.394,0.032,1.86,0.018,1.954
1628981,"Toronto Raptors","Bruno Fernando","Vet",-1.17,0.43,-1.25,0.08,-0.71,-0.97,0.26,15.356,0.585,0.671,0.226,0.027,8.922,0.696,5.561,0.661,0.392,0.187,15.331,4.675,0.138,2.36,0.028,1.472,0.015,3.741
1630579,"New York Knicks","Jericho Sims","Vet",-1.17,0.6,-1.93,0.76,-0.68,-1.68,1,5.864,0.672,0.561,0.151,0.031,3.975,0.755,1.541,0.63,0.251,0.08,14.559,2.857,0.078,1.758,0.018,1.179,0.012,1.855
1631218,"Golden State Warriors","Trayce Jackson-Davis","Sophomore",-1.18,1.74,-0.68,-0.5,-1.09,-0.62,-0.47,14.705,0.657,0.576,0.176,0.031,10.523,0.71,4.716,0.563,0.333,0.167,13.717,4.408,0.133,2.665,0.032,1.312,0.012,2.534
1629028,"Portland Trail Blazers","Deandre Ayton","Vet",-1.18,-1.81,-1.51,0.33,-0.53,-0.98,0.45,19.919,0.606,1.389,0.303,0.069,6.563,0.767,2.114,0.735,0.133,0.214,16.586,2.511,0.071,1.374,0.014,1.439,0.014,2.644
1642261,"Los Angeles Lakers","Dalton Knecht","Rookie",-1.19,NA,-0.28,-0.91,-1.05,-0.21,-0.84,17.011,0.542,10.303,0.364,0.569,3.384,0.683,1.804,0.773,0.123,0.168,7.568,2.847,0.074,0.307,0.003,1.377,0.014,1.191
1631321,"San Antonio Spurs","Sidy Cissoko","Sophomore",-1.19,1.37,-1.47,0.28,-1.17,-1.44,0.27,14.382,0.537,4.171,0.278,0.313,6.463,0.68,5.36,0.592,0.344,0.164,9.686,4.208,0.129,0.998,0.012,1.694,0.017,2.826
1631230,"Atlanta Hawks","Dominick Barlow","Vet",-1.2,0.62,-1.58,0.38,-0.93,-1.49,0.56,12.992,0.534,2.148,0.256,0.099,5.951,0.661,3.726,0.649,0.324,0.156,12.355,3.379,0.098,1.61,0.019,1.468,0.015,2.059
1630191,"Detroit Pistons","Isaiah Stewart","Vet",-1.25,-0.25,-2.17,0.92,-1.79,-2.43,0.64,10.618,0.586,2.92,0.338,0.159,5.503,0.666,3.222,0.759,0.286,0.128,12.758,3.786,0.113,2.228,0.025,1.014,0.01,2.383
1641774,"Washington Wizards","Tristan Vukcevic","Sophomore",-1.26,1.83,-1,-0.26,-1.24,-0.97,-0.27,18.044,0.545,9.572,0.312,0.488,5.494,0.685,5.194,0.677,0.277,0.199,10.393,3.079,0.091,1.907,0.021,1.418,0.014,2.662
1630322,"Golden State Warriors","Lindy Waters III","Vet",-1.27,-1.54,-1.06,-0.21,-1.69,-1.26,-0.43,14.318,0.537,10.765,0.368,0.71,1.403,0.664,0.816,0.767,0.09,0.137,7.014,3.427,0.101,0.798,0.009,1.492,0.014,1.184
1641763,"Chicago Bulls","Julian Phillips","Sophomore",-1.27,1.18,-1.57,0.29,-1.07,-1.58,0.51,12.469,0.553,7.827,0.325,0.636,3.685,0.656,2.15,0.671,0.217,0.135,6.808,1.866,0.048,0.919,0.01,1.612,0.017,1.49
1641775,"Boston Celtics","Jordan Walsh","Sophomore",-1.28,1.02,-2.02,0.74,-1.25,-2.01,0.76,10.844,0.536,7.046,0.31,0.656,2.638,0.667,1.629,0.623,0.186,0.124,7.711,2.137,0.063,1.361,0.016,1.644,0.017,1.549
1631111,"Detroit Pistons","Wendell Moore Jr.","Vet",-1.3,-0.22,-1.32,0.01,-1.25,-1.25,0,12.839,0.599,3.676,0.296,0.277,5.515,0.673,2.872,0.806,0.25,0.138,9.338,4.115,0.116,0.845,0.01,2.124,0.021,2.387
1642274,"New Orleans Pelicans","Yves Missi","Rookie",-1.32,NA,-1.35,0.04,-0.92,-1.27,0.35,13.956,0.569,0.599,0.205,0.032,13.155,0.657,5.73,0.662,0.421,0.17,15.009,2.176,0.066,2.375,0.026,1.353,0.013,2.198
203109,"Sacramento Kings","Jae Crowder","Vet",-1.34,-0.95,-1.91,0.56,-1.04,-1.37,0.33,11.824,0.497,7.437,0.342,0.665,1.519,0.65,1.515,0.725,0.121,0.119,7.325,2.724,0.075,0.581,0.006,1.827,0.019,1.231
1641854,"Cleveland Cavaliers","Craig Porter","Sophomore",-1.35,0.94,-1.27,-0.08,-1.05,-1.2,0.15,12.341,0.535,4.053,0.31,0.3,4.881,0.625,2.311,0.708,0.197,0.144,6.357,7.892,0.213,1.06,0.011,1.824,0.018,2.893
1631323,"Detroit Pistons","Simone Fontecchio","Vet",-1.36,1.83,-0.93,-0.42,-1.53,-0.63,-0.9,14.93,0.507,9.714,0.368,0.651,2.588,0.649,2.181,0.777,0.137,0.15,7.531,2.883,0.08,0.681,0.007,1.258,0.013,1.663
1627752,"Milwaukee Bucks","Taurean Prince","Vet",-1.38,-0.03,-1.18,-0.2,-1.22,-0.92,-0.3,10.526,0.523,6.821,0.379,0.645,2.085,0.633,0.988,0.78,0.119,0.115,6.621,3.076,0.089,0.646,0.007,1.449,0.014,1.819
1631221,"Phoenix Suns","Collin Gillespie","Vet",-1.38,0.58,-0.89,-0.49,-1.36,-0.87,-0.49,16.785,0.524,9.202,0.322,0.525,3.777,0.625,2.974,0.705,0.18,0.174,5.509,6.413,0.195,0.32,0.004,2.079,0.022,2.854
1630249,"Atlanta Hawks","Vit Krejci","Vet",-1.38,0.34,-1.42,0.04,-1.66,-1.68,0.02,10.948,0.54,5.907,0.329,0.522,2.829,0.672,1.903,0.674,0.164,0.122,6.444,4.737,0.135,0.704,0.008,1.502,0.015,2.51
1630570,"Brooklyn Nets","Trendon Watford","Vet",-1.4,0.4,-0.86,-0.54,-1.01,-0.51,-0.5,18.599,0.563,5.856,0.335,0.303,6.653,0.68,6.022,0.759,0.359,0.218,10.5,4.214,0.135,0.993,0.011,1.501,0.015,3.761
1631093,"Detroit Pistons","Jaden Ivey","Vet",-1.41,0.78,-0.46,-0.94,-1.2,-0.29,-0.91,22.403,0.494,8.654,0.34,0.382,6.316,0.617,6.539,0.733,0.294,0.259,5.984,7.283,0.233,0.669,0.008,1.505,0.015,4.516
202696,"Chicago Bulls","Nikola Vucevic","Vet",-1.43,-1.11,-0.44,-0.99,1.86,1.29,0.57,20.788,0.585,7.287,0.356,0.342,4.954,0.696,2.863,0.818,0.134,0.23,14.954,4.761,0.15,1.234,0.013,1.226,0.012,2.502
1641767,"Indiana Pacers","Ben Sheppard","Sophomore",-1.44,0.54,-1.29,-0.16,-1.34,-1.34,0,11.624,0.519,8.237,0.352,0.685,2.505,0.663,1.134,0.763,0.118,0.118,5.853,3.015,0.082,0.457,0.005,1.692,0.016,1.555
1630170,"San Antonio Spurs","Devin Vassell","Vet",-1.45,-0.42,-0.27,-1.18,-0.26,0.89,-1.15,22.781,0.516,9.745,0.37,0.42,4.115,0.68,3.852,0.808,0.174,0.23,5.06,5.584,0.181,0.64,0.007,1.743,0.017,2.532
203926,"Sacramento Kings","Doug McDermott","Vet",-1.45,0.55,-0.69,-0.77,-0.49,0.13,-0.62,16.735,0.511,14.254,0.375,0.848,1.5,0.665,1.271,0.703,0.081,0.165,4.461,2.464,0.062,0.438,0.005,0.925,0.009,1.226
203469,"Atlanta Hawks","Cody Zeller","Vet",-1.46,-0.01,-2.19,0.74,-1.64,-2.35,0.71,11.272,0.552,3.048,0.21,0.21,5.729,0.65,3.895,0.609,0.275,0.133,14.132,3.985,0.107,1.136,0.013,1.587,0.014,2.296
1631466,"Houston Rockets","Jeenathan Williams","Vet",-1.47,0.71,-0.89,-0.58,-1.53,-0.91,-0.62,16.478,0.568,4.52,0.282,0.28,7.028,0.684,3.632,0.625,0.219,0.182,8.474,3.031,0.087,0.676,0.007,1.651,0.017,2.14
203552,"Charlotte Hornets","Seth Curry","Vet",-1.48,0.01,-1.33,-0.14,-1.4,-1.3,-0.1,15.734,0.501,8.31,0.395,0.523,1.232,0.634,1.63,0.823,0.1,0.152,4.988,2.493,0.075,0.565,0.006,1.539,0.016,1.265
201569,"Philadelphia 76ers","Eric Gordon","Vet",-1.48,-0.55,-1.31,-0.17,-1.8,-1.06,-0.74,14.004,0.503,8.959,0.341,0.594,3.718,0.642,2.808,0.748,0.157,0.158,3.923,3.454,0.11,0.814,0.008,1.595,0.016,2.35
1641871,"Portland Trail Blazers","Duop Reath","Sophomore",-1.48,0.35,-0.82,-0.66,-1.37,-0.66,-0.71,16.984,0.536,10.016,0.342,0.563,4.558,0.675,2.457,0.715,0.162,0.162,10.184,2.288,0.063,1.496,0.018,1.358,0.014,1.735
1630544,"Charlotte Hornets","Tre Mann","Vet",-1.49,0.27,-0.9,-0.59,-0.55,-0.65,0.1,21.695,0.494,8.915,0.352,0.39,5.908,0.602,3.876,0.764,0.181,0.229,6.245,7.345,0.245,0.454,0.005,2.092,0.021,3.74
1629014,"Portland Trail Blazers","Anfernee Simons","Vet",-1.53,-0.15,0.14,-1.67,-0.49,1.35,-1.84,22.601,0.508,11.421,0.371,0.507,4.457,0.633,4,0.876,0.172,0.241,4.585,7.824,0.26,0.246,0.002,1.121,0.011,3.729
1641741,"Philadelphia 76ers","Ricky Council IV","Sophomore",-1.53,0.42,-0.52,-1.01,-1.58,-0.5,-1.08,15.755,0.532,6.562,0.307,0.414,5.114,0.656,5.55,0.734,0.378,0.17,7.287,3.185,0.098,0.598,0.007,1.452,0.014,1.685
1642353,"Los Angeles Clippers","Cam Christie","Rookie",-1.53,NA,-1.51,-0.02,-1.53,-1.51,-0.02,16.744,0.479,8.773,0.303,0.505,4.479,0.637,3.195,0.676,0.182,0.171,7.195,3.351,0.097,0.911,0.009,1.81,0.019,2.583
1641754,"Atlanta Hawks","Seth Lundy","Sophomore",-1.54,0.88,-1.17,-0.37,-1.52,-1.16,-0.36,16.591,0.524,8.349,0.309,0.477,4.229,0.644,3.104,0.728,0.219,0.169,7.222,3.93,0.131,0.675,0.007,1.583,0.018,2.486
202709,"Orlando Magic","Cory Joseph","Vet",-1.54,-0.85,-1.42,-0.12,-1.46,-1.12,-0.34,13.753,0.465,9.606,0.339,0.704,1.261,0.628,1.412,0.739,0.135,0.144,5.643,7.774,0.218,0.598,0.006,1.604,0.015,2.497
1629629,"Los Angeles Lakers","Cam Reddish","Vet",-1.55,0.11,-1.9,0.35,-1.34,-1.79,0.45,7.273,0.515,3.927,0.34,0.585,2.419,0.64,1.614,0.751,0.236,0.075,5.349,2.277,0.06,0.8,0.008,2.253,0.022,1.224
1642419,"Toronto Raptors","Jamison Battle","Rookie",-1.56,NA,-0.42,-1.13,-1.47,-0.34,-1.13,16.732,0.523,11.326,0.346,0.714,2.368,0.656,1.99,0.726,0.17,0.163,7.599,3.772,0.101,0.808,0.009,1.237,0.013,1.615
1630533,"Brooklyn Nets","Ziaire Williams","Vet",-1.56,0.69,-1.43,-0.14,-0.8,-1.45,0.65,16.496,0.533,7.209,0.344,0.42,6.591,0.693,3.972,0.776,0.239,0.184,9.58,3.074,0.091,0.692,0.007,1.853,0.019,2.565
1641890,"Milwaukee Bucks","Tyler Smith","Rookie",-1.59,NA,-1.87,0.28,-1.58,-1.87,0.29,15.531,0.53,8.288,0.289,0.509,5.047,0.681,3.759,0.588,0.239,0.171,11.962,1.826,0.056,2.681,0.033,1.206,0.012,2.846
1642277,"Indiana Pacers","Johnny Furphy","Rookie",-1.6,NA,-2.16,0.56,-1.55,-2.16,0.61,12.63,0.525,7.689,0.322,0.581,4.237,0.66,2.162,0.722,0.222,0.143,8.125,2.357,0.06,1.355,0.016,1.451,0.015,2.009
1631216,"Orlando Magic","Caleb Houstan","Vet",-1.62,0.4,-1.17,-0.45,-1.3,-0.83,-0.47,12.297,0.537,10.081,0.346,0.859,0.867,0.666,1.58,0.777,0.172,0.115,5.569,1.647,0.048,0.574,0.007,1.108,0.011,1.105
1642358,"Milwaukee Bucks","AJ Johnson","Rookie",-1.63,NA,-1.46,-0.17,-1.62,-1.45,-0.17,17.924,0.518,6.884,0.291,0.356,6.443,0.636,3.854,0.665,0.2,0.204,7.056,4.388,0.126,0.723,0.008,1.726,0.018,3.385
1642272,"Philadelphia 76ers","Jared McCain","Rookie",-1.65,NA,0.43,-2.08,-1.61,0.61,-2.22,21.691,0.518,11.298,0.361,0.501,4.855,0.611,4.271,0.819,0.19,0.225,4.842,5.081,0.169,0.095,0.001,1.577,0.016,2.967
1630644,"Orlando Magic","Mac McClung","Vet",-1.65,NA,-1.22,-0.42,-1.66,-1.23,-0.43,15.56,0.488,8.238,0.303,0.502,4.505,0.634,3.778,0.685,0.208,0.173,7.455,7.855,0.219,0.623,0.007,1.747,0.018,2.899
1642278,"New York Knicks","Tyler Kolek","Rookie",-1.65,NA,-1.36,-0.29,-1.61,-1.34,-0.27,17.339,0.479,9.765,0.325,0.575,2.936,0.604,2.974,0.732,0.142,0.183,5.347,5.766,0.182,0.454,0.004,2.186,0.022,3.065
1641710,"Orlando Magic","Anthony Black","Sophomore",-1.66,1.03,-2.81,1.15,-1.51,-2.87,1.36,14.41,0.519,4.451,0.315,0.307,5.465,0.658,4.89,0.685,0.343,0.181,6.021,6.959,0.213,1.363,0.015,1.888,0.019,4.21
1627763,"Washington Wizards","Malcolm Brogdon","Vet",-1.66,-1.65,-0.97,-0.69,-0.99,-0.33,-0.66,19.927,0.505,5.945,0.373,0.261,6.505,0.605,5.242,0.823,0.267,0.219,7.34,6.175,0.226,0.605,0.007,1.27,0.013,2.964
1641798,"Brooklyn Nets","Jaylen Martin","Sophomore",-1.69,0.6,-1.38,-0.31,-1.68,-1.37,-0.31,16.364,0.512,7.128,0.279,0.471,5.578,0.654,3.589,0.708,0.235,0.17,8.039,3.672,0.112,0.936,0.011,1.596,0.017,2.738
1631121,"Portland Trail Blazers","Bryce McGowens","Vet",-1.7,1.24,-1.01,-0.69,-1.67,-0.73,-0.94,17.298,0.503,7.306,0.335,0.427,5.065,0.621,6.007,0.734,0.32,0.203,5.817,3.214,0.102,0.651,0.007,1.423,0.014,2.528
1631101,"Portland Trail Blazers","Shaedon Sharpe","Vet",-1.71,-0.52,-0.31,-1.4,-0.89,0.58,-1.47,21.472,0.52,9.176,0.343,0.418,5.721,0.666,5.243,0.792,0.23,0.235,6.128,4.106,0.14,0.427,0.005,1.384,0.014,2.871
1641740,"Minnesota Timberwolves","Jaylen Clark",NA,-1.72,1.12,-1.43,-0.29,-1.72,-1.43,-0.29,16.698,0.514,6.788,0.268,0.408,5.41,0.639,3.62,0.704,0.215,0.179,7.62,4.384,0.133,0.808,0.008,1.786,0.018,2.674
1630592,"Brooklyn Nets","Jalen Wilson","Sophomore",-1.74,0.71,-0.8,-0.94,-2.01,-0.97,-1.04,13.33,0.534,7.573,0.35,0.535,3.364,0.638,2.788,0.802,0.214,0.137,7.945,3.38,0.095,0.384,0.004,1.146,0.011,1.615
203501,"Detroit Pistons","Tim Hardaway Jr.","Vet",-1.74,-2.38,-0.49,-1.24,-2.25,-1.3,-0.95,14.061,0.491,9.071,0.368,0.639,1.683,0.654,2.458,0.799,0.163,0.141,4.711,2.993,0.079,0.231,0.003,1.066,0.011,1.137
1641724,"Orlando Magic","Jett Howard","Sophomore",-1.74,0.71,-1.34,-0.4,-1.66,-1.27,-0.39,16.721,0.541,12.314,0.329,0.729,2.198,0.673,1.656,0.732,0.17,0.145,6.305,2.719,0.077,1.192,0.012,1.366,0.014,1.433
1641753,"Milwaukee Bucks","Chris Livingston","Sophomore",-1.74,0.54,-1.61,-0.14,-1.7,-1.59,-0.11,14.15,0.549,3.302,0.257,0.238,7,0.661,4.02,0.638,0.265,0.173,10.111,3.683,0.112,0.719,0.008,1.714,0.017,3.267
1630534,"Toronto Raptors","Ochai Agbaji","Vet",-1.75,0.14,-1.01,-0.74,-1.23,-0.98,-0.25,13.045,0.557,6.062,0.36,0.466,5.48,0.666,1.755,0.736,0.158,0.131,6.463,3.57,0.093,0.917,0.01,1.459,0.015,1.669
1628997,"Philadelphia 76ers","Caleb Martin","Vet",-1.75,-2.89,-1.88,0.13,-1.97,-2.22,0.25,13.11,0.506,4.877,0.349,0.379,3.074,0.653,3.333,0.714,0.213,0.151,7.707,3.671,0.111,0.763,0.008,1.685,0.017,2.289
1631108,"Los Angeles Lakers","Max Christie","Vet",-1.75,-0.13,-1.39,-0.36,-1.52,-1.35,-0.17,11.988,0.527,5.573,0.34,0.447,3.333,0.669,3.051,0.789,0.259,0.131,6.04,3.383,0.098,0.842,0.009,1.444,0.015,1.748
1631132,"Los Angeles Lakers","Christian Koloko","Vet",-1.75,-0.46,-2.93,1.18,-2.06,-3.33,1.27,8.881,0.571,0.691,0.23,0.044,5.251,0.675,2.013,0.669,0.24,0.105,11.566,2.167,0.057,2.27,0.027,1.433,0.014,1.464
1630288,"Philadelphia 76ers","Jeff Dowtin","Vet",-1.77,0.5,-1.34,-0.42,-1.92,-1.4,-0.52,12.034,0.478,5.21,0.292,0.415,2.875,0.649,1.857,0.689,0.134,0.13,5.954,6.252,0.189,0.399,0.004,1.945,0.02,1.804
1641713,"Memphis Grizzlies","GG Jackson","Sophomore",-1.78,1.5,-0.22,-1.56,-1.53,0.3,-1.83,26.115,0.491,11.935,0.329,0.504,6.854,0.663,5.52,0.7,0.245,0.273,7.509,2.847,0.09,0.76,0.01,1.381,0.013,2.701
1630164,"Indiana Pacers","James Wiseman","Vet",-1.81,2.04,-1.96,0.15,-1.5,-2.03,0.53,16.123,0.572,1.462,0.254,0.059,6.6,0.757,4.586,0.688,0.304,0.185,15.013,2.753,0.078,1.657,0.02,0.838,0.008,2.969
1641757,"Los Angeles Clippers","Jordan Miller","Sophomore",-1.81,0.35,-0.99,-0.82,-1.75,-0.95,-0.8,18.222,0.532,5.492,0.317,0.29,6.332,0.662,4.386,0.76,0.215,0.196,7.793,3.737,0.12,0.538,0.006,1.397,0.014,2.926
1630539,"Los Angeles Clippers","Kai Jones","Vet",-1.81,-0.62,-2.16,0.35,-1.82,-2.19,0.37,9.471,0.617,0.631,0.244,0.047,5.245,0.745,2.654,0.7,0.251,0.115,11.707,2.675,0.068,2.887,0.031,1.575,0.016,2.407
1641707,"Utah Jazz","Taylor Hendricks","Sophomore",-1.82,1.31,-1.65,-0.18,-1.54,-1.54,0,13.098,0.496,7.835,0.339,0.603,2.517,0.686,1.797,0.712,0.159,0.142,10.131,2.164,0.063,1.692,0.02,1.725,0.017,1.799
1630558,"Toronto Raptors","Davion Mitchell","Vet",-1.84,-0.56,-1.43,-0.41,-2.69,-2.07,-0.62,11.529,0.538,6.003,0.342,0.506,3.283,0.658,1.86,0.697,0.158,0.135,4.464,7.94,0.223,0.436,0.004,1.404,0.014,2.904
1629599,"Los Angeles Clippers","Amir Coffey","Vet",-1.84,0.46,-1.07,-0.77,-1.31,-0.58,-0.73,15.119,0.535,8.946,0.376,0.542,2.964,0.684,2.451,0.816,0.178,0.16,5.281,3.041,0.09,0.414,0.005,1.307,0.013,1.669
1630527,"New Orleans Pelicans","Brandon Boston Jr.","Vet",-1.84,0.53,-1.26,-0.58,-1.76,-1.31,-0.45,18.919,0.515,7.72,0.34,0.405,4.265,0.665,3.412,0.789,0.186,0.198,6.366,5.214,0.15,0.511,0.006,2.125,0.022,2.718
1630557,"Washington Wizards","Corey Kispert","Vet",-1.87,-1.05,-0.41,-1.46,-1.01,0.23,-1.24,16.469,0.614,10.285,0.353,0.597,4.123,0.747,2.579,0.754,0.17,0.176,5.802,3.286,0.111,0.482,0.005,1.094,0.011,1.913
1641796,"Miami Heat","Pelle Larsson","Rookie",-1.87,NA,-1.33,-0.54,-1.88,-1.32,-0.56,14.31,0.563,6.402,0.317,0.465,5.377,0.64,3.644,0.673,0.238,0.166,6.765,4.559,0.124,0.356,0.003,1.802,0.018,2.137
1641744,"Memphis Grizzlies","Zach Edey","Rookie",-1.88,NA,-1.65,-0.23,-1.97,-1.67,-0.3,16.297,0.565,2.2,0.296,0.108,8.532,0.735,5.204,0.632,0.338,0.195,16.264,1.747,0.05,2.977,0.035,1.347,0.014,3.556
1631110,"San Antonio Spurs","Jeremy Sochan","Vet",-1.88,0.88,-1.74,-0.14,-2.58,-1.76,-0.82,18.727,0.52,3.627,0.308,0.202,8.851,0.666,4.883,0.739,0.266,0.205,12.412,4.586,0.14,1.118,0.011,1.596,0.016,3.02
1631386,"Portland Trail Blazers","Taze Moore","Sophomore",-1.88,0.23,-1.69,-0.2,-1.88,-1.69,-0.19,18.255,0.485,8.39,0.275,0.411,5.031,0.648,3.547,0.659,0.172,0.203,8.607,4.128,0.148,0.508,0.007,1.916,0.02,2.858
1631098,"Washington Wizards","Johnny Davis","Vet",-1.89,1.08,-2.11,0.22,-2.11,-2.29,0.18,13.03,0.513,4.194,0.312,0.315,5.276,0.644,2.84,0.664,0.202,0.135,6.433,2.626,0.075,0.925,0.01,1.761,0.018,1.548
1631209,"Charlotte Hornets","Isaiah Wong","Sophomore",-1.89,0.76,-1.19,-0.7,-1.89,-1.19,-0.7,16.924,0.492,5.383,0.296,0.319,5.462,0.621,4.915,0.762,0.326,0.205,7.129,5.894,0.189,0.609,0.007,1.969,0.02,3.603
1629216,"Los Angeles Lakers","Gabe Vincent","Vet",-1.9,-0.01,-1.52,-0.37,-2.42,-1.95,-0.47,10.797,0.509,6.41,0.34,0.562,2.035,0.61,0.577,0.757,0.093,0.102,3.725,3.179,0.087,0.313,0.003,1.905,0.019,1.376
1641745,"Oklahoma City Thunder","Adam Flagler","Sophomore",-1.9,0.57,-1.23,-0.67,-1.89,-1.22,-0.67,21.608,0.469,15.208,0.312,0.829,2.149,0.623,2.248,0.712,0.146,0.193,5.868,4.698,0.154,0.325,0.003,1.849,0.019,1.75
203924,"Portland Trail Blazers","Jerami Grant","Vet",-1.91,-1.55,-0.87,-1.04,-0.24,-0.24,0,18.131,0.513,8.46,0.377,0.456,4.244,0.627,5.164,0.785,0.305,0.187,5.451,3.714,0.109,1.226,0.013,1.397,0.014,2.135
1642359,"New York Knicks","Pacôme Dadiet","Rookie",-1.91,NA,-2.21,0.3,-1.87,-2.21,0.34,14.437,0.482,7.857,0.306,0.609,2.972,0.645,2.977,0.647,0.191,0.155,8.925,3.276,0.091,1.192,0.014,1.487,0.015,2.205
1642260,"Oklahoma City Thunder","Nikola Topić",NA,-1.91,NA,-1.78,-0.13,-1.9,-1.78,-0.12,15.598,0.521,6.69,0.286,0.415,5.295,0.647,3.329,0.679,0.219,0.169,7.574,3.785,0.112,1.013,0.01,1.6,0.017,2.902
