"nba_id","Team","Player","Experience","DPM","DPM Improvement","O-DPM","D-DPM","Box DPM","Box O-DPM","Box D-DPM","FGA/100","FG2%","FG3A/100","FG3%","FG3ARate%","RimFGA/100","RimFG%","FTA/100","FT%","FTARate%","USG%","REB/100","AST/100","AST%","BLK/100","BLK%","STL/100","STL%","TOV/100"
1629626,"Phoenix Suns","Bol Bol","Vet",-0.11,0.01,-1,0.89,0.29,-0.8,1.09,17.242,0.606,5.692,0.328,0.312,3.903,0.788,3.351,0.721,0.152,0.197,14.111,2.475,0.073,2.199,0.026,1.218,0.012,2.785
1630643,"Memphis Grizzlies","Jay Huff","Vet",-0.12,0.53,-0.19,0.07,0.07,-0.09,0.16,17.653,0.624,11.648,0.365,0.652,4.236,0.742,3.768,0.767,0.229,0.189,9.014,2.396,0.071,3.197,0.035,1.155,0.011,1.722
1629656,"Dallas Mavericks","Quentin Grimes","Vet",-0.12,-0.25,-0.14,0.02,-0.35,-0.29,-0.06,14.968,0.536,8.802,0.369,0.577,3.765,0.67,3.027,0.751,0.189,0.173,7.056,3.486,0.103,0.594,0.006,1.677,0.017,2.338
1627749,"New Orleans Pelicans","Dejounte Murray","Vet",-0.13,-0.28,0.61,-0.74,0.7,0.61,0.09,23.501,0.502,9.038,0.36,0.366,4.744,0.625,4.297,0.785,0.171,0.258,8.03,9.516,0.31,0.494,0.005,2.242,0.022,3.789
203486,"Phoenix Suns","Mason Plumlee","Vet",-0.14,0.01,-1.71,1.57,-0.23,-1.77,1.54,8.801,0.622,0.645,0.2,0.031,6.459,0.72,4.364,0.582,0.457,0.124,17.159,4.526,0.129,1.732,0.02,1.282,0.013,2.512
203957,"Dallas Mavericks","Dante Exum","Vet",-0.14,1.22,-0.18,0.04,-1.28,-0.54,-0.74,13.011,0.501,6.281,0.35,0.457,3.947,0.649,2.118,0.742,0.178,0.147,6.415,5.531,0.157,0.455,0.004,1.193,0.012,2.311
1628379,"Memphis Grizzlies","Luke Kennard","Vet",-0.14,-0.39,0.26,-0.41,0.09,0.39,-0.3,12.963,0.48,9.553,0.393,0.728,0.636,0.657,1.552,0.814,0.098,0.133,5.405,6.303,0.167,0.245,0.003,1.285,0.012,1.98
1630572,"San Antonio Spurs","Sandro Mamukelashvili","Vet",-0.15,1.87,0.01,-0.16,-0.72,0.26,-0.98,16.146,0.574,9.429,0.325,0.588,4.77,0.669,3.203,0.712,0.179,0.189,14.864,3.401,0.095,1.184,0.014,1.155,0.012,2.063
1630590,"Memphis Grizzlies","Scotty Pippen Jr.","Vet",-0.16,1.35,-0.79,0.63,0.02,-0.7,0.72,17.221,0.543,5.625,0.352,0.305,6.279,0.67,4.688,0.722,0.257,0.202,6.773,10.346,0.311,0.617,0.007,2.62,0.026,4.189
202691,"Dallas Mavericks","Klay Thompson","Vet",-0.21,-0.57,0.52,-0.73,-0.24,0.77,-1.01,21.361,0.48,13.207,0.402,0.63,1.745,0.683,1.839,0.868,0.08,0.21,5.644,3.159,0.082,0.686,0.007,1.193,0.012,1.777
1630549,"Brooklyn Nets","Day'Ron Sharpe","Vet",-0.21,0.87,-0.58,0.37,-0.64,-0.72,0.08,14.083,0.576,1.973,0.282,0.096,9.313,0.673,5.216,0.638,0.384,0.171,16.974,4.484,0.131,2.199,0.025,1.626,0.016,3.208
1630256,"Houston Rockets","Jae'Sean Tate","Vet",-0.22,0.86,-1.57,1.35,-0.6,-1.44,0.84,12.153,0.539,2.724,0.311,0.188,5.037,0.673,3.25,0.645,0.221,0.154,11.103,3.579,0.104,0.748,0.008,2.003,0.02,2.77
1627884,"Los Angeles Clippers","Derrick Jones Jr.","Vet",-0.23,-1.44,-0.95,0.72,0.03,-0.77,0.8,14.65,0.574,5.682,0.348,0.366,5.823,0.697,2.863,0.744,0.207,0.155,6.962,2.394,0.069,1.207,0.012,1.812,0.017,1.81
1630625,"Portland Trail Blazers","Dalano Banton","Vet",-0.23,0.35,-0.25,0.03,0.26,-0.04,0.3,23.49,0.498,10.216,0.329,0.43,6.769,0.64,5.593,0.725,0.26,0.255,7.335,7.099,0.221,1.206,0.013,2.071,0.02,4.084
1630166,"Portland Trail Blazers","Deni Avdija","Vet",-0.23,0.79,-0.08,-0.15,0.81,0.8,0.01,16.958,0.539,7.55,0.339,0.417,5.832,0.684,5.856,0.75,0.36,0.196,10.63,5.432,0.163,1.01,0.011,1.544,0.015,3.341
203915,"Dallas Mavericks","Spencer Dinwiddie","Vet",-0.24,-1.18,-0.13,-0.11,-1.14,-0.65,-0.49,13.534,0.476,7.99,0.355,0.596,2.229,0.635,4.388,0.8,0.308,0.156,4.536,6.976,0.189,0.612,0.006,1.404,0.014,2.295
1628370,"Sacramento Kings","Malik Monk","Vet",-0.26,0.02,0.9,-1.16,0.34,1.46,-1.12,21.691,0.529,10.947,0.36,0.516,3.696,0.664,3.772,0.828,0.204,0.222,5.849,7.973,0.246,0.746,0.008,1.354,0.013,2.989
1631169,"Minnesota Timberwolves","Josh Minott","Vet",-0.26,1,-0.79,0.53,-0.23,-0.76,0.53,13.65,0.575,6.186,0.326,0.495,5.173,0.689,2.99,0.744,0.204,0.154,9.55,3.184,0.087,1.577,0.017,1.798,0.018,2.326
1631128,"Denver Nuggets","Christian Braun","Vet",-0.28,0.98,-0.53,0.25,-0.64,-0.47,-0.17,13.37,0.581,3.793,0.362,0.228,7.272,0.672,3.769,0.725,0.279,0.153,7.681,2.75,0.08,0.893,0.01,1.567,0.016,1.684
1630696,"Miami Heat","Dru Smith","Vet",-0.28,1.8,-1.43,1.15,-0.0899999999999999,-1.38,1.29,12.683,0.515,7.412,0.344,0.538,3.036,0.635,1.031,0.776,0.113,0.129,7.562,5.312,0.156,1.048,0.011,2.405,0.024,2.202
1630183,"Minnesota Timberwolves","Jaden McDaniels","Vet",-0.3,-0.26,-0.93,0.63,-1.64,-1.34,-0.3,14.437,0.569,6.241,0.367,0.412,4.008,0.734,1.77,0.723,0.146,0.145,6.137,2.951,0.087,1.229,0.014,1.612,0.016,1.963
1630224,"Houston Rockets","Jalen Green","Vet",-0.3,0.79,0.51,-0.81,-0.64,0.25,-0.89,23.376,0.505,10.575,0.335,0.448,6.007,0.652,5.978,0.807,0.262,0.245,6.95,4.357,0.143,0.496,0.006,1.491,0.015,3.321
1630180,"Washington Wizards","Saddiq Bey","Vet",-0.32,-0.01,0.22,-0.54,-1.62,-0.58,-1.04,17.952,0.478,8.767,0.36,0.514,4.945,0.635,4.738,0.793,0.251,0.197,9.003,2.745,0.079,0.469,0.005,1.374,0.014,1.517
1641709,"Detroit Pistons","Ausar Thompson","Sophomore",-0.32,2.36,-1.76,1.43,-0.17,-1.97,1.8,15.564,0.547,5.117,0.287,0.318,5.963,0.672,3.958,0.59,0.247,0.194,10.597,4.539,0.137,1.546,0.018,2.135,0.021,3.366
1629674,"Boston Celtics","Neemias Queta","Vet",-0.33,1.93,-1.27,0.94,-0.61,-1.51,0.9,11.365,0.666,0.532,0.174,0.028,7.986,0.733,3.089,0.706,0.294,0.132,15.353,2.252,0.059,2.972,0.034,1.176,0.012,1.817
1626162,"Philadelphia 76ers","Kelly Oubre Jr.","Vet",-0.33,0.54,-0.87,0.53,0.0399999999999999,-0.78,0.82,15.974,0.536,6.74,0.348,0.425,5.233,0.66,3.333,0.739,0.215,0.172,8.368,2.599,0.071,0.931,0.01,2.018,0.02,1.88
1630230,"Dallas Mavericks","Naji Marshall","Vet",-0.34,0.83,-0.21,-0.13,-0.41,-0.16,-0.25,17.444,0.556,5.901,0.344,0.324,5.487,0.661,4.044,0.81,0.261,0.197,7.631,4.304,0.131,0.475,0.005,1.872,0.019,2.622
1631119,"Oklahoma City Thunder","Jaylin Williams","Vet",-0.38,1.43,-1.06,0.69,0.0700000000000001,-0.96,1.03,13.601,0.527,8.418,0.359,0.614,3.005,0.663,2.483,0.733,0.204,0.146,12.526,5.696,0.171,1.379,0.015,1.604,0.016,2.167
1626153,"Milwaukee Bucks","Delon Wright","Vet",-0.38,-1.02,-1.48,1.1,0.4,-1.15,1.55,10.003,0.479,5.748,0.335,0.539,2.138,0.642,1.285,0.696,0.131,0.105,6.048,5.255,0.154,0.716,0.008,3.393,0.034,1.344
1630214,"Boston Celtics","Xavier Tillman","Vet",-0.38,-0.32,-2.22,1.84,0.11,-2.17,2.28,10.829,0.539,4.42,0.298,0.445,3.092,0.678,1.45,0.489,0.164,0.121,12.159,2.879,0.084,1.844,0.02,2.477,0.025,1.515
202692,"Miami Heat","Alec Burks","Vet",-0.39,-1.18,-0.36,-0.04,0.33,0.07,0.26,17.042,0.471,10.816,0.362,0.636,1.78,0.561,4.581,0.784,0.237,0.17,6.631,3.843,0.114,0.514,0.006,1.529,0.015,1.66
1629675,"Minnesota Timberwolves","Naz Reid","Vet",-0.4,0.72,-0.83,0.43,-0.45,-0.1,-0.35,18.797,0.567,9.746,0.371,0.505,4.683,0.707,3.531,0.753,0.17,0.199,10.734,3.072,0.092,1.979,0.022,1.688,0.016,2.441
1642367,"Toronto Raptors","Jonathan Mogbo","Rookie",-0.42,NA,-1.36,0.94,-0.0900000000000001,-1.28,1.19,13.892,0.536,3.03,0.291,0.164,6.962,0.665,4.685,0.7,0.335,0.162,12.796,4.487,0.133,1.278,0.014,1.931,0.019,2.923
1630231,"Philadelphia 76ers","Kenyon Martin Jr.","Vet",-0.44,1.09,-1.03,0.59,-1.38,-1.8,0.42,11.553,0.646,2.572,0.325,0.135,7.108,0.728,2.957,0.699,0.257,0.125,8.329,2.837,0.082,1.323,0.015,1.222,0.012,1.539
1628998,"Charlotte Hornets","Cody Martin","Vet",-0.46,-0.43,-1.57,1.11,-0.16,-1.77,1.61,13.598,0.512,6.674,0.324,0.465,3.66,0.659,1.705,0.657,0.148,0.136,8.236,5.123,0.139,1.074,0.012,2.145,0.021,1.906
1628381,"Utah Jazz","John Collins","Vet",-0.46,-0.59,0.03,-0.49,2.01,1.21,0.8,20.174,0.595,6.086,0.364,0.309,7.092,0.752,5.403,0.826,0.252,0.229,13.961,3.571,0.115,1.511,0.017,1.276,0.013,3.422
1627777,"Cleveland Cavaliers","Georges Niang","Vet",-0.47,0.38,0.04,-0.51,-1.44,-0.3,-1.14,15.37,0.565,10.244,0.368,0.656,2.635,0.659,1.285,0.807,0.089,0.165,7.754,2.645,0.073,0.529,0.006,1.067,0.01,1.933
1627824,"Philadelphia 76ers","Guerschon Yabusele","Vet",-0.47,NA,-0.58,0.11,-0.04,-0.42,0.38,14.499,0.582,7.9,0.348,0.507,4.668,0.692,3.098,0.634,0.235,0.17,11.515,3.579,0.102,0.974,0.011,1.411,0.014,2.205
1631288,"New Orleans Pelicans","Jamal Cain","Vet",-0.47,0.15,-0.63,0.16,-0.06,-0.48,0.42,13.635,0.543,6.04,0.331,0.448,3.714,0.672,3.132,0.705,0.221,0.145,9.177,2.785,0.079,1.207,0.013,1.878,0.019,1.875
1641716,"Indiana Pacers","Jarace Walker","Sophomore",-0.48,2.09,-2.02,1.54,-0.19,-2.14,1.95,11.16,0.528,6.369,0.335,0.557,2.878,0.633,2.203,0.678,0.209,0.135,9.568,4.041,0.107,1.045,0.012,2.5,0.024,2.698
1628975,"Chicago Bulls","Jevon Carter","Vet",-0.5,-0.31,-0.76,0.26,-1.39,-1.28,-0.11,17.943,0.47,11.753,0.344,0.661,1.322,0.569,0.89,0.708,0.048,0.182,4.523,4.96,0.149,0.56,0.006,1.828,0.019,2.184
203471,"Brooklyn Nets","Dennis Schroder","Vet",-0.5,-0.22,0.38,-0.88,-0.28,0.38,-0.66,21.167,0.481,9.413,0.36,0.42,4.916,0.604,5.173,0.834,0.247,0.233,4.76,9.865,0.315,0.427,0.004,1.491,0.015,3.82
201567,"Miami Heat","Kevin Love","Vet",-0.51,-0.01,-0.61,0.11,0.55,0.68,-0.13,21.554,0.497,13.283,0.355,0.609,3.799,0.628,5,0.783,0.237,0.233,16.686,4.925,0.151,0.762,0.008,1.431,0.014,2.765
1630228,"Golden State Warriors","Jonathan Kuminga","Vet",-0.51,-0.38,-0.06,-0.45,-1.47,-0.14,-1.33,25.26,0.553,7.25,0.342,0.283,7.475,0.722,6.922,0.677,0.292,0.26,8.328,3.971,0.125,1.089,0.012,1.578,0.016,2.976
1630208,"Charlotte Hornets","Nick Richards","Vet",-0.51,0.1,-1.02,0.51,-0.0499999999999999,-0.85,0.8,12.174,0.641,0.646,0.159,0.032,9.009,0.748,5.567,0.722,0.457,0.168,17.027,2.767,0.075,2.162,0.025,0.907,0.009,2.686
1630538,"Los Angeles Clippers","Nah'Shon Hyland","Vet",-0.52,0.2,-0.11,-0.4,1.2,0.68,0.52,24.448,0.474,15.545,0.354,0.681,3.639,0.635,3.383,0.824,0.139,0.264,5.774,7.734,0.249,0.639,0.007,2.188,0.021,3.714
1629610,"Charlotte Hornets","DaQuan Jeffries","Vet",-0.54,1.25,-0.37,-0.17,-0.34,-0.24,-0.1,14.776,0.589,8.706,0.328,0.549,4.482,0.665,2.303,0.684,0.192,0.163,8.12,3.072,0.084,0.829,0.009,1.495,0.014,1.619
1629004,"Utah Jazz","Svi Mykhailiuk","Vet",-0.54,0.39,-0.5,-0.05,-0.99,-0.82,-0.17,19.528,0.52,12.283,0.351,0.755,2.204,0.645,1.759,0.728,0.143,0.173,6.385,4.022,0.125,0.489,0.005,1.703,0.017,2.479
1630175,"Orlando Magic","Cole Anthony","Vet",-0.56,0.12,-0.62,0.06,-1.06,-0.75,-0.31,22.279,0.477,9.05,0.337,0.407,3.606,0.616,5.156,0.793,0.222,0.24,8.251,7.188,0.221,0.84,0.01,1.708,0.017,3.865
1629060,"Los Angeles Lakers","Rui Hachimura","Vet",-0.57,0.78,-0.28,-0.29,-1.68,-0.6,-1.08,14.274,0.582,5.98,0.379,0.405,4.809,0.748,2.169,0.769,0.162,0.147,7.784,2.793,0.075,0.752,0.008,1.177,0.013,1.148
1629684,"Charlotte Hornets","Grant Williams","Vet",-0.58,0.09,-0.45,-0.13,-0.9,-0.59,-0.31,13.697,0.534,7.577,0.374,0.538,3.294,0.721,3.682,0.755,0.257,0.16,8.318,4.33,0.122,1.091,0.012,1.305,0.013,2.653
1630531,"Boston Celtics","Jaden Springer","Vet",-0.58,0.3,-1.66,1.08,-0.28,-1.58,1.3,15.067,0.525,4.066,0.307,0.289,5.371,0.67,4.575,0.73,0.306,0.165,8.697,4.71,0.144,1.164,0.013,3.286,0.032,3.375
1628467,"Dallas Mavericks","Maxi Kleber","Vet",-0.59,-0.13,-2.17,1.59,-2.74,-3.31,0.57,6.254,0.515,3.129,0.329,0.461,1.755,0.695,1.35,0.675,0.181,0.075,8.668,2.561,0.069,1.541,0.017,0.997,0.01,1.376
1630581,"Chicago Bulls","Josh Giddey","Vet",-0.59,0.49,0.14,-0.74,-0.04,0.33,-0.37,16.77,0.549,6.406,0.333,0.376,6.057,0.65,2.777,0.748,0.169,0.205,11.046,11.628,0.346,0.91,0.01,1.399,0.014,4.241
1631213,"Brooklyn Nets","Tyrese Martin","Vet",-0.6,NA,-0.44,-0.16,-0.52,-0.41,-0.11,15.727,0.523,11.055,0.342,0.698,2.623,0.651,1.727,0.739,0.157,0.166,7.453,3.703,0.099,0.792,0.008,1.497,0.015,1.973
1641739,"Portland Trail Blazers","Toumani Camara","Sophomore",-0.6,1.9,-1.39,0.79,-0.68,-1.24,0.56,12.533,0.529,7.255,0.349,0.538,4.181,0.649,1.715,0.741,0.169,0.145,8.537,3.259,0.091,0.727,0.008,2.033,0.02,2.255
1631105,"Detroit Pistons","Jalen Duren","Vet",-0.61,0.23,-1.14,0.54,0.89,-0.53,1.42,12.743,0.674,0.575,0.18,0.033,8.876,0.741,5.493,0.679,0.406,0.174,18.325,4.497,0.129,1.984,0.022,1.2,0.012,3.646
1631109,"Charlotte Hornets","Mark Williams","Vet",-0.63,0.66,0.58,-1.21,-0.57,0.9,-1.47,19.091,0.599,1.082,0.199,0.05,10.666,0.723,7.041,0.699,0.367,0.225,17.309,2.942,0.088,2.068,0.024,1.713,0.016,2.934
1630541,"Golden State Warriors","Moses Moody","Vet",-0.64,-0.16,-0.01,-0.63,-0.91,-0.01,-0.9,18.165,0.537,10.673,0.363,0.573,3.528,0.698,3.734,0.742,0.199,0.188,6.63,2.705,0.075,0.842,0.01,1.43,0.014,1.939
1626171,"Milwaukee Bucks","Bobby Portis","Vet",-0.65,-0.94,0.11,-0.76,-0.0599999999999999,0.51,-0.57,22.796,0.532,7.041,0.393,0.302,5.216,0.667,2.518,0.753,0.116,0.239,15.161,3.473,0.104,0.906,0.01,1.442,0.014,2.458
1630215,"Washington Wizards","Jared Butler","Vet",-0.66,1.18,-0.01,-0.65,-0.98,-0.08,-0.9,19.734,0.531,6.054,0.324,0.305,4.882,0.694,3.799,0.775,0.167,0.211,4.824,10.495,0.33,0.622,0.007,2.228,0.022,3.724
1628970,"Charlotte Hornets","Miles Bridges","Vet",-0.66,-2.03,0.65,-1.32,0.24,1.12,-0.88,22.006,0.54,10.105,0.364,0.464,6.983,0.679,4.061,0.79,0.191,0.227,9.704,4.813,0.141,0.76,0.009,1.333,0.013,2.639
1641727,"Brooklyn Nets","Dariq Whitehead","Sophomore",-0.69,2.02,-0.63,-0.06,-0.66,-0.62,-0.04,16.629,0.527,13.337,0.303,0.777,3.324,0.649,2.557,0.667,0.195,0.19,7.511,3.083,0.085,1.219,0.014,1.705,0.017,2.342
1641706,"Charlotte Hornets","Brandon Miller","Sophomore",-0.71,2.03,0.43,-1.14,0.68,1.47,-0.79,25.927,0.501,14.999,0.358,0.565,3.967,0.666,4.396,0.836,0.163,0.272,6.981,4.79,0.162,0.969,0.011,1.552,0.015,3.472
1631214,"Detroit Pistons","Alondes Williams","Vet",-0.72,1.97,-1.13,0.42,-0.7,-1.13,0.43,18.583,0.526,8.87,0.287,0.462,4.936,0.637,3.3,0.716,0.214,0.192,7.004,5.043,0.15,0.932,0.011,1.715,0.017,4.241
1630537,"Chicago Bulls","Chris Duarte","Vet",-0.72,1.16,-0.41,-0.31,-0.32,-0.17,-0.15,16.617,0.483,10.553,0.336,0.629,3.345,0.618,3.555,0.748,0.176,0.176,7.773,3.139,0.098,0.547,0.006,1.752,0.018,2.162
1628963,"Washington Wizards","Marvin Bagley III","Vet",-0.73,1.4,-0.67,-0.06,-2.17,-0.43,-1.74,19.712,0.573,2.938,0.309,0.146,9.932,0.732,5.113,0.723,0.268,0.21,13.933,2.482,0.074,1.792,0.019,1.217,0.012,2.505
201587,"Los Angeles Clippers","Nicolas Batum","Vet",-0.74,-0.65,-2.05,1.3,-1.28,-1.56,0.28,8.495,0.506,7.041,0.365,0.777,1.168,0.649,0.561,0.689,0.081,0.093,7.945,3.784,0.103,1.118,0.013,1.536,0.015,1.211
203482,"Toronto Raptors","Kelly Olynyk","Vet",-0.76,-1.44,-1.24,0.48,3.31,1.05,2.26,15.88,0.564,5.215,0.354,0.321,5.065,0.709,5.439,0.803,0.334,0.19,11.276,7.735,0.227,1.067,0.012,2.043,0.02,3.905
1629018,"Milwaukee Bucks","Gary Trent Jr.","Vet",-0.78,-0.19,0.08,-0.86,0.3,0.47,-0.17,15.525,0.511,10.297,0.383,0.657,1.687,0.632,1.745,0.821,0.131,0.149,4.277,2.443,0.062,0.209,0.002,2.051,0.021,1.073
1631170,"Miami Heat","Jaime Jaquez Jr.","Sophomore",-0.79,1.61,-1.07,0.27,-0.4,-0.76,0.36,17.579,0.533,4.523,0.331,0.267,6.455,0.656,4.673,0.762,0.266,0.197,8.528,5.094,0.159,0.568,0.006,2.025,0.02,3.318
1626145,"Phoenix Suns","Tyus Jones","Vet",-0.81,-0.84,0.12,-0.93,-0.43,1.01,-1.44,15.448,0.529,8.802,0.388,0.544,2.045,0.656,0.997,0.806,0.071,0.152,3.985,10.253,0.3,0.33,0.004,1.917,0.019,1.758
1629637,"Los Angeles Lakers","Jaxson Hayes","Vet",-0.82,-0.83,-1.38,0.56,0.91,-0.87,1.78,10.046,0.673,0.687,0.25,0.036,7.018,0.773,4.579,0.67,0.451,0.134,12.835,2.35,0.065,1.666,0.02,1.498,0.016,2.352
1631172,"Oklahoma City Thunder","Ousmane Dieng","Vet",-0.82,0.87,-1.06,0.24,-0.62,-0.91,0.29,14.897,0.546,9.078,0.329,0.599,3.534,0.703,2.155,0.71,0.152,0.153,9.224,3.81,0.108,0.958,0.01,1.71,0.018,1.9
1631095,"Houston Rockets","Jabari Smith Jr.","Vet",-0.83,1.82,-0.69,-0.14,-0.59,-0.44,-0.15,14.99,0.531,8.317,0.352,0.535,2.911,0.71,2.78,0.806,0.195,0.147,10.839,2.249,0.057,1.554,0.017,0.888,0.01,1.272
1631200,"Portland Trail Blazers","Kris Murray","Sophomore",-0.83,1.59,-1.23,0.4,-0.81,-1.12,0.31,14.223,0.532,6.037,0.31,0.43,5.127,0.67,2.853,0.601,0.181,0.147,8.945,2.701,0.078,0.784,0.009,1.775,0.018,2.146
1630700,"Atlanta Hawks","Dyson Daniels","Vet",-0.84,0.28,-1.71,0.87,-0.76,-1.9,1.14,15.324,0.523,4.927,0.328,0.291,5.476,0.65,2.385,0.702,0.145,0.158,7.149,4.671,0.143,1.129,0.012,3.22,0.03,2.614
1630243,"Orlando Magic","Trevelin Queen","Vet",-0.84,0.42,-1.41,0.56,-0.9,-1.45,0.55,15.811,0.488,7.965,0.29,0.432,4.388,0.641,3.71,0.704,0.214,0.18,7.354,3.696,0.114,1.116,0.011,1.784,0.018,2.672
1626158,"Washington Wizards","Richaun Holmes","Vet",-0.84,-0.43,-1.48,0.63,-1.21,-1.75,0.54,14.468,0.571,1.027,0.249,0.055,7.858,0.707,4.348,0.729,0.284,0.17,14.54,2.127,0.054,1.858,0.023,1.108,0.011,2.409
203084,"San Antonio Spurs","Harrison Barnes","Vet",-0.84,-0.9,-0.28,-0.56,-0.72,0.1,-0.82,12.93,0.554,6.157,0.385,0.455,4.1,0.667,4.476,0.804,0.331,0.143,6.42,3.08,0.081,0.394,0.005,1.041,0.01,1.432
1631115,"Sacramento Kings","Orlando Robinson","Vet",-0.85,0,-1.81,0.96,-0.73,-1.78,1.05,14.086,0.528,4.41,0.303,0.301,5.392,0.683,4.892,0.66,0.274,0.176,13.693,5.789,0.151,1.388,0.015,1.627,0.015,3.249
1641730,"Brooklyn Nets","Noah Clowney","Sophomore",-0.88,2.45,-1.21,0.33,-0.43,-1.1,0.67,16.69,0.536,10.856,0.323,0.629,5.066,0.675,3.879,0.683,0.264,0.189,10.345,2.633,0.073,1.97,0.022,1.279,0.013,2.188
1631260,"Milwaukee Bucks","A.J. Green","Vet",-0.89,0.93,-0.3,-0.59,-0.92,-0.35,-0.57,13.257,0.523,11.417,0.393,0.88,0.375,0.647,0.942,0.818,0.133,0.13,5.108,2.503,0.068,0.284,0.003,1.167,0.012,1.266
1630172,"Chicago Bulls","Patrick Williams","Vet",-0.9,0.14,-0.96,0.06,-0.68,-1.01,0.33,14.533,0.493,8.218,0.384,0.532,3.916,0.621,2.188,0.785,0.158,0.169,7.481,3.631,0.102,1.082,0.012,1.732,0.017,2.605
1631116,"Washington Wizards","Patrick Baldwin Jr.","Vet",-0.9,1.26,-1.68,0.77,-1.36,-1.94,0.58,15.036,0.513,9.662,0.316,0.632,3.822,0.687,2.856,0.646,0.193,0.164,11.18,2.584,0.069,1.426,0.017,1.612,0.018,2.005
1630528,"Miami Heat","Josh Christopher","Vet",-0.9,1.08,-0.53,-0.37,-0.48,-0.36,-0.12,20.084,0.545,5.56,0.307,0.273,5.239,0.664,3.482,0.722,0.186,0.208,5.799,4.968,0.195,0.896,0.009,2.185,0.023,2.991
1641764,"Golden State Warriors","Brandin Podziemski","Sophomore",-0.92,1.35,-1.05,0.13,-1.29,-1.19,-0.1,14.655,0.51,7.094,0.328,0.469,2.405,0.662,1.864,0.704,0.136,0.159,9.569,6.561,0.192,0.44,0.005,1.632,0.017,2.384
202685,"Washington Wizards","Jonas Valanciunas","Vet",-0.92,-0.72,-1.25,0.33,-0.24,-0.24,0,20.753,0.576,1.478,0.32,0.058,7.78,0.706,5.538,0.808,0.254,0.25,19.714,4.732,0.153,1.587,0.018,0.943,0.009,3.834
1626192,"Milwaukee Bucks","Pat Connaughton","Vet",-0.92,-0.35,-1.04,0.12,-0.33,-0.49,0.16,12.361,0.558,8.105,0.336,0.62,3.205,0.692,1.902,0.709,0.11,0.138,7.691,4.939,0.148,0.631,0.007,1.425,0.013,2.144
1626166,"New York Knicks","Cameron Payne","Vet",-0.93,0.04,0,-0.93,0.32,0.41,-0.09,18.065,0.486,11.229,0.359,0.595,2.875,0.578,1.485,0.802,0.108,0.172,5.006,7.523,0.213,0.777,0.008,1.758,0.017,2.27
1630568,"Minnesota Timberwolves","Luka Garza","Vet",-0.93,-0.59,0.36,-1.29,-1.14,0.33,-1.47,25.886,0.617,8.609,0.304,0.289,9.09,0.705,8.156,0.636,0.347,0.276,12.103,2.031,0.056,0.722,0.008,1.289,0.013,2.588
1630550,"Cleveland Cavaliers","JT Thor","Vet",-0.93,1.93,-1.06,0.13,-1.27,-1.07,-0.2,15.022,0.52,7.283,0.33,0.469,4.751,0.667,3.286,0.659,0.157,0.182,9.21,2.396,0.069,1.965,0.022,1.213,0.012,1.939
1630182,"Charlotte Hornets","Josh Green","Vet",-0.94,0.04,-1.09,0.15,-0.68,-1.15,0.47,11.318,0.546,6.098,0.375,0.535,3.759,0.7,1.859,0.688,0.189,0.123,5.548,3.328,0.1,0.517,0.006,1.713,0.017,1.669
1630526,"New Orleans Pelicans","Jeremiah Robinson-Earl","Vet",-0.94,0.24,-0.98,0.04,-0.4,-0.67,0.27,14.698,0.547,6.353,0.35,0.424,5.899,0.655,2.648,0.791,0.189,0.16,11.663,3.02,0.088,0.533,0.005,1.634,0.017,1.805
1626179,"Miami Heat","Terry Rozier","Vet",-0.96,-0.73,-0.33,-0.63,-1.33,-0.73,-0.6,19.249,0.506,9.441,0.368,0.486,3.786,0.598,2.969,0.831,0.153,0.197,6.259,5.825,0.162,0.509,0.006,1.667,0.016,2.157
1629611,"Los Angeles Clippers","Terance Mann","Vet",-0.96,-1.32,-0.56,-0.41,-0.75,-0.68,-0.07,13.063,0.556,5.506,0.361,0.389,4.464,0.725,2.319,0.767,0.178,0.14,7.099,3.713,0.106,0.563,0.006,1.456,0.014,1.662
1631120,"Boston Celtics","JD Davison","Vet",-0.97,0.15,-1.01,0.05,-0.91,-0.98,0.07,15.072,0.523,6.905,0.284,0.47,4.568,0.652,3.542,0.691,0.227,0.173,7.902,7.167,0.214,0.848,0.01,1.824,0.018,3.386
1630245,"Chicago Bulls","Ayo Dosunmu","Vet",-0.98,0.68,0.17,-1.15,0.79,1.01,-0.22,14.65,0.603,6.106,0.372,0.404,6.506,0.683,2.415,0.803,0.173,0.159,5.399,6.796,0.196,0.738,0.008,1.503,0.015,2.484
1627814,"Phoenix Suns","Damion Lee","Vet",-0.99,0.42,-0.93,-0.06,-0.66,-0.48,-0.18,17.242,0.432,11.286,0.355,0.62,2.113,0.65,3.258,0.806,0.147,0.191,6.737,4.005,0.111,0.437,0.005,1.462,0.014,2.982
1630241,"Cleveland Cavaliers","Sam Merrill","Vet",-1,0.22,-0.61,-0.38,-0.83,-0.53,-0.3,14.452,0.494,12.23,0.38,0.822,1.25,0.645,1.399,0.846,0.134,0.141,4.941,4.023,0.115,0.405,0.004,1.325,0.013,1.246
1630561,"San Antonio Spurs","David Duke Jr.","Vet",-1.01,1.25,-0.86,-0.14,-1.04,-0.89,-0.15,17.064,0.521,5.375,0.314,0.312,6.256,0.65,3.48,0.724,0.215,0.186,7.486,4.372,0.141,0.538,0.006,1.82,0.019,2.874
