first_name,last_name,position,position_alt,injury_status,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,ppg_projection,value_projection,ppg_actual,value_actual
Drew,Peterson,PF,,,2024-12-21,,BOS,CHI,-9.5,240.5,125,3400,26,9.6,7.3,7.8,13.8,4.04
Ricky,Council IV,SG,SF,,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3700,3,,,,13.5,3.65
Maxi,Kleber,PF,C,,2024-12-21,,DAL,LAC,-4.5,221.5,113,3300,1,5.9,7.4,7.0,13.3,4.02
Richaun,Holmes,C,,,2024-12-21,,WAS,MIL,+11.5,227.5,108,3000,10,13.0,19.1,7.1,12.0,4.00
Brice,Sensabaugh,SF,PF,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3100,12,16.7,17.2,14.1,11.0,3.55
Cameron,Payne,PG,SG,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3100,20,13.0,16.9,17.4,11.0,3.55
Marcus,Sasser,PG,,,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3100,25,14.2,17.1,12.4,11.0,3.55
Luke,Kennard,SG,SF,,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3200,27,15.8,16.6,17.0,10.8,3.36
David,Jones Garcia,SG,SF,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,24,,,,10.0,3.33
Anton,Watson,SF,,,2024-12-21,,BOS,CHI,-9.5,240.5,125,3000,23,,,,10.0,3.33
Jesse,Edwards,C,,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,11,,,,10.0,3.33
Quinten,Post,C,,,2024-12-21,,GSW,MIN,+4.5,215.5,105.5,3000,23,,,,10.0,3.33
Jaylen,Clark,SG,,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,28,,,,10.0,3.33
Boo,Buie,PG,,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,20,,,,10.0,3.33
Kevin,Love,C,,,2024-12-21,,MIA,ORL,+2.5,208.5,103,3200,2,13.7,15.4,16.6,10.0,3.13
Nikola,Jovic,PF,C,,2024-12-21,,MIA,ORL,+2.5,208.5,103,3100,5,17.0,15.1,17.1,10.0,3.23
Bobi,Klintman,PF,,,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3000,20,,,,10.0,3.33
JT,Thor,PF,,,2024-12-21,,CLE,PHI,-12.5,217.5,115,3000,25,17.2,14.5,9.3,9.8,3.25
Gary,Payton II,SF,,,2024-12-21,,GSW,MIN,+4.5,215.5,105.5,3100,3,15.2,14.7,11.9,9.8,3.15
Micah,Potter,PF,C,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,28,9.8,14.3,14.0,9.5,3.17
Johnny,Juzang,SG,SF,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,24,14.3,14.2,12.6,9.5,3.17
Mo,Bamba,C,,,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3100,25,12.0,14.2,14.4,9.5,3.06
Josh,Christopher,PG,,,2024-12-21,,MIA,ORL,+2.5,208.5,103,3000,18,15.7,14.3,,9.5,3.17
Tre,Jones,PG,,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,7,13.2,14.2,12.4,9.5,3.17
Keaton,Wallace,PG,,,2024-12-21,,ATL,MEM,+2.5,240.5,119,3000,15,10.1,13.8,11.8,9.3,3.08
Ronald,Holland II,SF,,,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3200,9,16.2,13.9,12.2,9.3,2.89
Torrey,Craig,PF,,,2024-12-21,,CHI,BOS,+9.5,240.5,115.5,3000,30,11.4,13.2,9.9,9.0,3.00
Trentyn,Flowers,SG,,,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3000,9,13.5,13.5,13.5,9.0,3.00
Wendell,Moore Jr.,PG,SG,,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3000,25,10.7,13.5,11.6,9.0,3.00
Drew,Eubanks,C,,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,6,13.9,12.6,12.7,8.8,2.92
Cam,Christie,SG,,,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3000,9,12.8,12.8,12.8,8.8,2.92
Pat,Connaughton,SF,PF,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,13,13.5,12.7,12.4,8.8,2.92
Julian,Phillips,PF,,,2024-12-21,,CHI,BOS,+9.5,240.5,115.5,3100,30,10.5,12.3,10.3,8.5,2.74
Jordan,Miller,SG,SF,,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3000,9,9.2,12.5,11.8,8.5,2.83
Kyle,Anderson,SF,PF,,2024-12-21,,GSW,MIN,+4.5,215.5,105.5,3200,3,10.0,12.4,14.7,8.5,2.66
Jamal,Cain,SF,,,2024-12-21,,NO,NY,+8.5,224.5,108,3000,18,12.0,12.5,10.7,8.5,2.83
Alec,Burks,PG,SG,,2024-12-21,,MIA,ORL,+2.5,208.5,103,3000,18,5.3,12.1,11.7,8.5,2.83
Pelle,Larsson,SF,,,2024-12-21,,MIA,ORL,+2.5,208.5,103,3000,4,12.4,12.1,12.0,8.5,2.83
Cam,Spencer,SG,,,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3100,27,11.1,11.1,11.1,8.0,2.58
Reggie,Jackson,PG,,,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3000,12,10.2,11.1,10.1,8.0,2.67
Nicolas,Batum,PF,C,,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3100,17,9.2,11.1,11.3,8.0,2.58
Mac,McClung,PG,,,2024-12-21,,ORL,MIA,-2.5,208.5,105.5,3000,10,14.4,10.8,4.3,7.8,2.58
Monte,Morris,PG,,,2024-12-21,,PHO,DET,-6.5,225.5,116,3200,13,10.5,10.9,10.5,7.8,2.42
Johnny,Davis,SG,SF,,2024-12-21,,WAS,MIL,+11.5,227.5,108,3200,25,15.8,10.4,8.1,7.5,2.34
Daniel,Theis,C,,Q,2024-12-21,,NO,NY,+8.5,224.5,108,3200,8,8.7,10.5,11.5,7.5,2.34
Josh,Okogie,SF,,,2024-12-21,,PHO,DET,-6.5,225.5,116,3000,30,9.0,10.3,13.7,7.5,2.50
Sandro,Mamukelashvili,PF,C,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,16,7.9,10.5,9.9,7.5,2.50
David,Duke Jr.,SG,,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,30,11.2,10.3,6.0,7.5,2.50
Taze,Moore,SG,,,2024-12-21,,POR,SA,+6.5,227.5,110.5,3000,11,11.1,9.9,10.5,7.3,2.42
Justin,Minaya,PF,,,2024-12-21,,POR,SA,+6.5,227.5,110.5,3000,13,10.9,10.1,1.3,7.3,2.42
Dominick,Barlow,C,,,2024-12-21,,ATL,MEM,+2.5,240.5,119,3000,17,2.8,9.2,0.5,7.0,2.33
Isaiah,Collier,PG,,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,9,11.5,9.5,11.2,7.0,2.33
Eric,Gordon,SG,SF,,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3100,3,12.0,9.3,10.0,7.0,2.26
Moses,Moody,PG,SG,Q,2024-12-21,,GSW,MIN,+4.5,215.5,105.5,3000,8,7.3,9.2,12.4,7.0,2.33
Antonio,Reeves,SG,SF,,2024-12-21,,NO,NY,+8.5,224.5,108,3000,6,4.2,9.5,7.4,7.0,2.33
Kris,Murray,SF,,,2024-12-21,,POR,SA,+6.5,227.5,110.5,3000,14,6.7,9.3,9.5,7.0,2.33
Blake,Wesley,PG,SG,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,7,8.1,9.3,8.8,7.0,2.33
Garrison,Mathews,SG,SF,,2024-12-21,,ATL,MEM,+2.5,240.5,119,3000,14,3.7,9.0,13.8,6.8,2.25
Mouhamed,Gueye,C,,,2024-12-21,,ATL,MEM,+2.5,240.5,119,3000,17,11.4,8.9,2.0,6.8,2.25
Dariq,Whitehead,SG,,,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,3000,29,9.1,9.1,10.3,6.8,2.25
Cody,Williams,SF,,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,12,6.1,8.8,9.1,6.8,2.25
Craig,Porter Jr.,PG,,,2024-12-21,,CLE,PHI,-12.5,217.5,115,3000,3,6.1,8.7,7.2,6.8,2.25
Adama,Sanogo,C,,,2024-12-21,,CHI,BOS,+9.5,240.5,115.5,3000,1,13.2,8.4,4.1,6.5,2.17
John,Konchar,SG,SF,,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3000,27,9.3,7.9,9.8,6.3,2.08
Vit,Krejci,PG,SG,,2024-12-21,,ATL,MEM,+2.5,240.5,119,3200,15,9.8,7.7,8.1,6.3,1.95
Patty,Mills,PG,,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,9,10.4,8.1,8.6,6.3,2.08
Svi,Mykhailiuk,SG,SF,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,24,10.6,7.7,10.8,6.3,2.08
Dalen,Terry,SF,,Q,2024-12-21,,CHI,BOS,+9.5,240.5,115.5,3000,2,6.6,8.1,8.9,6.3,2.08
Olivier-Maxence,Prosper,SF,PF,,2024-12-21,,DAL,LAC,-4.5,221.5,113,3100,28,10.3,7.8,5.4,6.3,2.02
Ryan,Rollins,PG,,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,30,11.3,8.0,7.3,6.3,2.08
Josh,Minott,SF,,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3200,6,12.4,7.8,6.8,6.3,1.95
Rob,Dillingham,PG,,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,14,12.0,8.1,7.6,6.3,2.08
Trey,Jemison,C,,,2024-12-21,,NO,NY,+8.5,224.5,108,3000,8,5.9,7.9,8.1,6.3,2.08
Bryce,McGowens,SG,,,2024-12-21,,POR,SA,+6.5,227.5,110.5,3000,11,11.5,7.7,3.5,6.3,2.08
Oscar,Tshiebwe,C,,,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,6,10.1,7.5,17.8,6.0,2.00
David,Roddy,PF,,,2024-12-21,,ATL,MEM,+2.5,240.5,119,3000,12,2.5,7.1,12.1,5.8,1.92
Tristan,Thompson,C,,,2024-12-21,,CLE,PHI,-12.5,217.5,115,3100,16,10.4,6.9,6.9,5.8,1.85
Jaylon,Tyson,SG,SF,,2024-12-21,,CLE,PHI,-12.5,217.5,115,3000,10,3.1,7.0,6.0,5.8,1.92
Jericho,Sims,C,,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,21,4.4,7.1,8.4,5.8,1.92
Kai,Jones,PF,C,,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3000,17,7.4,6.5,6.3,5.5,1.83
Anthony,Gill,C,,,2024-12-21,,WAS,MIL,+11.5,227.5,108,3000,10,6.4,6.5,5.0,5.5,1.83
Damion,Lee,SG,,,2024-12-21,,PHO,DET,-6.5,225.5,116,3000,8,8.2,6.6,7.9,5.5,1.83
Emoni,Bates,PG,,,2024-12-21,,CLE,PHI,-12.5,217.5,115,3000,3,6.6,5.9,,5.3,1.75
Luka,Garza,C,,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,11,7.7,5.9,5.8,5.3,1.75
Pat,Spencer,PG,,,2024-12-21,,GSW,MIN,+4.5,215.5,105.5,3000,8,5.8,6.0,5.4,5.3,1.75
Ariel,Hukporti,C,,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,21,5.2,5.8,5.8,5.3,1.75
Kel'el,Ware,C,,,2024-12-21,,MIA,ORL,+2.5,208.5,103,3000,2,5.8,6.1,6.1,5.3,1.75
Jett,Howard,SF,PF,,2024-12-21,,ORL,MIA,-2.5,208.5,105.5,3000,25,6.5,5.8,7.0,5.3,1.75
Malaki,Branham,PG,SG,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,7,3.7,5.9,10.6,5.3,1.75
Rayan,Rupert,SG,SF,,2024-12-21,,POR,SA,+6.5,227.5,110.5,3000,11,5.6,5.9,7.1,5.3,1.75
JD,Davison,PG,,,2024-12-21,,BOS,CHI,-9.5,240.5,125,3000,28,1.9,5.3,1.9,5.0,1.67
Jeff,Dowtin,PG,,,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3000,12,8.4,5.4,5.7,5.0,1.67
Markieff,Morris,PF,C,,2024-12-21,,DAL,LAC,-4.5,221.5,113,3000,1,4.8,5.4,3.9,5.0,1.67
Stanley,Umude,SG,,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,22,1.5,5.7,1.8,5.0,1.67
Adem,Bona,C,,,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3000,3,5.6,5.2,4.3,4.8,1.58
Tyler,Kolek,PG,,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,20,2.6,5.0,5.5,4.8,1.58
Chris,Duarte,SG,,,2024-12-21,,CHI,BOS,+9.5,240.5,115.5,3000,12,4.8,4.6,4.5,4.5,1.50
Luke,Travers,SF,,Q,2024-12-21,,CLE,PHI,-12.5,217.5,115,3000,19,2.9,4.3,4.3,4.5,1.50
Gui,Santos,SG,,,2024-12-21,,GSW,MIN,+4.5,215.5,105.5,3000,1,2.1,4.7,2.8,4.5,1.50
Pacome,Dadiet,SG,SF,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,26,0.6,4.5,4.2,4.5,1.50
Bol,Bol,PF,C,Q,2024-12-21,,PHO,DET,-6.5,225.5,116,3000,9,4.4,4.6,5.3,4.5,1.50
TyTy,Washington Jr.,PG,,,2024-12-21,,PHO,DET,-6.5,225.5,116,3000,13,7.4,4.6,6.6,4.5,1.50
Duop,Reath,C,,,2024-12-21,,POR,SA,+6.5,227.5,110.5,3000,18,6.4,4.4,4.2,4.5,1.50
Jevon,Carter,PG,SG,,2024-12-21,,CHI,BOS,+9.5,240.5,115.5,3000,17,2.2,4.0,3.9,4.3,1.42
E.J.,Liddell,C,,,2024-12-21,,CHI,BOS,+9.5,240.5,115.5,3000,1,5.7,3.9,4.7,4.3,1.42
Jordan,Walsh,SG,SF,,2024-12-21,,BOS,CHI,-9.5,240.5,125,3200,19,2.9,4.0,4.1,4.3,1.33
Justin,Edwards,SF,,,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3000,26,4.0,4.0,4.0,4.3,1.42
Baylor,Scheierman,SG,SF,,2024-12-21,,BOS,CHI,-9.5,240.5,125,3000,19,3.6,3.6,3.6,4.0,1.33
Dwight,Powell,C,,,2024-12-21,,DAL,LAC,-4.5,221.5,113,3000,14,2.9,3.7,5.8,4.0,1.33
Daishen,Nix,PG,,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,14,3.2,3.6,2.8,4.0,1.33
Cory,Joseph,PG,,,2024-12-21,,ORL,MIA,-2.5,208.5,105.5,3000,10,3.7,3.8,3.9,4.0,1.33
Yuki,Kawamura,PG,,,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3000,27,2.2,2.9,2.1,3.8,1.25
Jaden,Springer,SG,SF,,2024-12-21,,BOS,CHI,-9.5,240.5,125,3000,19,3.6,3.3,3.4,3.8,1.25
Patrick,Baldwin Jr.,PF,,,2024-12-21,,WAS,MIL,+11.5,227.5,108,3000,3,3.2,3.3,4.3,3.8,1.25
Marjon,Beauchamp,PG,SF,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,30,1.3,3.1,2.8,3.8,1.25
Tyler,Smith,PF,,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,22,5.4,3.1,3.8,3.8,1.25
PJ,Dozier,PF,,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,15,3.1,2.9,2.9,3.8,1.25
Terrence,Shannon Jr.,SG,SF,,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,28,3.2,3.1,3.1,3.8,1.25
Trevelin,Queen,PG,,,2024-12-21,,ORL,MIA,-2.5,208.5,105.5,3000,10,1.1,2.9,1.0,3.8,1.25
Cole,Swider,C,,,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3000,24,1.1,2.9,2.0,3.8,1.25
Colin,Castleton,C,,,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3000,7,3.8,2.6,2.6,3.5,1.17
Xavier,Tillman,PF,C,,2024-12-21,,BOS,CHI,-9.5,240.5,125,3000,26,2.0,2.7,4.8,3.5,1.17
Jazian,Gortman,PG,,,2024-12-21,,DAL,LAC,-4.5,221.5,113,3000,1,3.3,2.6,2.6,3.5,1.17
Chris,Livingston,SF,,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,13,2.2,2.5,2.5,3.5,1.17
Caleb,Houstan,SF,PF,,2024-12-21,,ORL,MIA,-2.5,208.5,105.5,3000,25,4.4,2.5,2.4,3.5,1.17
Sidy,Cissoko,SG,,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,30,2.7,2.7,2.7,3.5,1.17
Riley,Minix,PF,,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,16,2.5,2.5,2.5,3.5,1.17
Reece,Beekman,PG,,,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,3000,26,2.1,2.1,2.1,3.3,1.08
AJ,Johnson,SG,,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,22,2.4,2.0,2.1,3.3,1.08
Matt,Ryan,SG,SF,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,26,3.2,2.2,2.2,3.3,1.08
Keshad,Johnson,SF,,,2024-12-21,,MIA,ORL,+2.5,208.5,103,3000,4,2.3,2.3,2.3,3.3,1.08
Jaylen,Martin,SF,,,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,3000,7,1.8,1.8,1.8,3.0,1.00
Liam,Robbins,C,,,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,3000,28,1.8,1.8,1.8,3.0,1.00
Alondes,Williams,PG,SG,,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3000,25,2.1,1.6,7.0,3.0,1.00
Pete,Nance,PF,C,,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3000,24,1.5,1.1,,2.8,0.92
Jacob,Toppin,SF,PF,,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,8,1.7,1.1,1.2,2.8,0.92
Harrison,Ingram,PF,,,2024-12-21,,SA,POR,-6.5,227.5,117,3000,16,1.3,1.3,1.3,2.8,0.92
Kessler,Edwards,SG,SF,,2024-12-21,,DAL,LAC,-4.5,221.5,113,3000,23,0.2,0.6,0.1,2.5,0.83
Jalen,Bridges,SF,,,2024-12-21,,PHO,DET,-6.5,225.5,116,3000,30,0.6,0.6,0.6,2.5,0.83
Daniss,Jenkins,PG,,,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3000,25,0.0,0.0,0.0,2.3,0.75
Cody,Zeller,C,,O,2024-12-21,,ATL,MEM,+2.5,240.5,119,3000,17,6.3,5.8,,0.0,0.00
Jay,Huff,C,,O,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3000,7,18.7,16.2,17.3,0.0,0.00
Vince,Williams Jr.,PF,,O,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3900,27,23.8,25.9,14.8,0.0,0.00
Onyeka,Okongwu,C,,O,2024-12-21,,ATL,MEM,+2.5,240.5,119,4500,17,25.0,25.3,24.4,0.0,0.00
Kobe,Bufkin,PG,,O,2024-12-21,,ATL,MEM,+2.5,240.5,119,3000,15,10.6,11.3,11.3,0.0,0.00
Gregory,Jackson,PF,,O,2024-12-21,,MEM,ATL,-2.5,240.5,121.5,3000,27,39.8,31.7,,0.0,0.00
Bojan,Bogdanovic,SG,,O,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,3900,29,13.6,13.7,,0.0,0.00
De'Anthony,Melton,PG,,O,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,3000,26,21.5,16.8,22.1,0.0,0.00
Trendon,Watford,PF,,O,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,4400,6,14.6,15.5,15.8,0.0,0.00
Ziaire,Williams,SG,SF,O,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,5100,29,18.8,18.4,18.4,0.0,0.00
Cam,Thomas,SG,SF,O,2024-12-21,,BKN,UTA,-2.5,220.5,111.5,7000,29,38.0,34.3,35.3,0.0,0.00
Taylor,Hendricks,PF,,O,2024-12-21,,UTA,BKN,+2.5,220.5,109,3000,28,21.4,20.2,18.1,0.0,0.00
Joel,Embiid,C,,O,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,9600,3,39.9,47.8,37.5,0.0,0.00
Caleb,Martin,SF,PF,O,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,4000,26,10.1,15.3,20.2,0.0,0.00
Isaac,Okoro,SF,PF,O,2024-12-21,,CLE,PHI,-12.5,217.5,115,4000,19,17.3,16.2,14.8,0.0,0.00
Jared,McCain,PG,,O,2024-12-21,,PHI,CLE,+12.5,217.5,102.5,3000,12,21.7,24.5,23.9,0.0,0.00
P.J.,Tucker,PF,,O,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3000,17,8.8,6.3,,0.0,0.00
Kawhi,Leonard,PF,C,O,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,8000,17,38.9,37.9,,0.0,0.00
Dante,Exum,SF,,O,2024-12-21,,DAL,LAC,-4.5,221.5,113,3000,28,6.2,4.5,,0.0,0.00
Terance,Mann,SG,SF,O,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3400,9,16.4,16.2,15.1,0.0,0.00
Luka,Doncic,PG,,O,2024-12-21,,DAL,LAC,-4.5,221.5,113,11500,1,68.0,61.2,57.9,0.0,0.00
Brandon,Williams,PG,,O,2024-12-21,,DAL,LAC,-4.5,221.5,113,3000,1,2.6,5.7,2.6,0.0,0.00
Kobe,Brown,PF,C,O,2024-12-21,,LAC,DAL,+4.5,221.5,108.5,3000,17,8.8,5.1,6.9,0.0,0.00
Jaden,Hardy,PG,SG,O,2024-12-21,,DAL,LAC,-4.5,221.5,113,3800,1,10.9,13.9,11.2,0.0,0.00
Damian,Lillard,PG,,O,2024-12-21,,MIL,WAS,-11.5,227.5,119.5,8800,30,43.8,46.7,45.8,0.0,0.00
Kyle,Kuzma,PF,,O,2024-12-21,,WAS,MIL,+11.5,227.5,108,6600,3,21.7,27.2,26.6,0.0,0.00
Saddiq,Bey,SF,,O,2024-12-21,,WAS,MIL,+11.5,227.5,108,5100,20,29.6,26.4,,0.0,0.00
Joe,Ingles,PF,,O,2024-12-21,,MIN,GSW,-4.5,215.5,110,3000,15,2.5,3.5,2.2,0.0,0.00
Brandon,Ingram,PG,,O,2024-12-21,,NO,NY,+8.5,224.5,108,8100,11,35.5,37.0,39.2,0.0,0.00
Jose,Alvarado,PG,,O,2024-12-21,,NO,NY,+8.5,224.5,108,5800,11,29.4,25.7,24.2,0.0,0.00
Mitchell,Robinson,C,,O,2024-12-21,,NY,NO,-8.5,224.5,116.5,3900,21,12.7,14.5,,0.0,0.00
Zion,Williamson,PF,,O,2024-12-21,,NO,NY,+8.5,224.5,108,8700,8,42.3,46.1,43.4,0.0,0.00
Kevin,McCullar Jr.,SF,,O,2024-12-21,,NY,NO,-8.5,224.5,116.5,3000,8,,,,0.0,0.00
Karlo,Matkovic,PF,C,O,2024-12-21,,NO,NY,+8.5,224.5,108,3000,8,5.3,5.3,5.3,0.0,0.00
Jimmy,Butler,SF,PF,O,2024-12-21,,MIA,ORL,+2.5,208.5,103,8000,4,45.3,40.7,37.8,0.0,0.00
Josh,Richardson,PG,SG,O,2024-12-21,,MIA,ORL,+2.5,208.5,103,3000,18,9.6,10.2,10.3,0.0,0.00
Franz,Wagner,PF,,O,2024-12-21,,ORL,MIA,-2.5,208.5,105.5,9600,4,48.9,49.4,44.2,0.0,0.00
Paolo,Banchero,PF,,O,2024-12-21,,ORL,MIA,-2.5,208.5,105.5,9300,4,51.8,51.5,51.8,0.0,0.00
Devin,Booker,PG,SG,O,2024-12-21,,PHO,DET,-6.5,225.5,116,9200,13,41.6,43.8,42.5,0.0,0.00
Collin,Gillespie,PG,,O,2024-12-21,,PHO,DET,-6.5,225.5,116,3000,13,9.2,12.3,3.5,0.0,0.00
Isaiah,Stewart,C,,O,2024-12-21,,DET,PHO,+6.5,225.5,109.5,3600,24,12.7,14.8,19.2,0.0,0.00
Matisse,Thybulle,PF,,O,2024-12-21,,POR,SA,+6.5,227.5,110.5,3000,13,13.5,18.4,,0.0,0.00
