Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
54,4581626972,kjoe51689 (16/20),0,340,C Kelly Olynyk F RJ Barrett G Zach LaVine PF Bobby Portis PG Trae Young SF Jaime Jaquez Jr. SG Trevelin Queen UTIL Zach Edey,,Noah Clowney,PF,3.07%,32
54,4582211192,KeGotRacks,0,340,C Zach Edey F Amen Thompson G Coby White PF Bobby Portis PG Shai Gilgeous-Alexander SF Zach LaVine SG Trevelin Queen UTIL Ryan Rollins,,Myles Turner,C,2.95%,39.75
57,4581195588,bbchi85 (11/13),0,339.75,C Zach Edey F Jalen Johnson G Coby White PF Bobby Portis PG Davion Mitchell SF Zach LaVine SG Amen Thompson UTIL De'Andre Hunter,,Justin Champagnie,PF,2.95%,21
57,4581466096,chupa77 (1/20),0,339.75,C Goga Bitadze F Miles Bridges G Delon Wright PF Alexandre Sarr PG Trae Young SF Jaime Jaquez Jr. SG Zach LaVine UTIL Jaren Jackson Jr.,,Gradey Dick,SG,2.92%,25.25
59,4581722816,emperordune55 (15/20),0,339.5,C Brook Lopez F Jalen Johnson G Zach LaVine PF Alexandre Sarr PG Shai Gilgeous-Alexander SF Talen Horton-Tucker SG Trevelin Queen UTIL Zach Edey,,Duncan Robinson,G,2.83%,4
60,4581409006,melonthumper (18/20),0,339.25,C Zach Edey F Amen Thompson G Jalen Green PF Bobby Portis PG Shai Gilgeous-Alexander SF Zach LaVine SG Trevelin Queen UTIL Ryan Rollins,,Julian Phillips,F,2.83%,7.25
61,4581555500,jdub.14 (1/2),0,339,C Zach Edey F Desmond Bane G Gradey Dick PF Miles Bridges PG Coby White SF De'Andre Hunter SG Amen Thompson UTIL Zach LaVine,,Keon Johnson,PG,2.64%,25.5
61,4582173250,operative007 (10/20),0,339,C Jaren Jackson Jr. F Cam Whitmore G Davion Mitchell PF Jalen Johnson PG Coby White SF Zach LaVine SG Amen Thompson UTIL Bobby Portis,,Luguentz Dort,SG,2.60%,23.25
63,4581846212,TooEasy27 (6/20),0,338.75,C Bobby Portis F Amen Thompson G Trae Young PF Jaime Jaquez Jr. PG Coby White SF Zaccharie Risacher SG Zach LaVine UTIL Fred VanVleet,,Gary Trent Jr.,SG,2.51%,23.25
63,4581931474,rrod133 (17/20),0,338.75,C Zach Edey F Scottie Barnes G Trae Young PF Noah Clowney PG Coby White SF Zach LaVine SG Keon Johnson UTIL Kelly Olynyk,,Chris Boucher,UTIL,2.34%,21.75
63,4582089492,kjames1012 (9/20),0,338.75,C Mark Williams F Jaren Jackson Jr. G Coby White PF Patrick Williams PG Shai Gilgeous-Alexander SF Talen Horton-Tucker SG Zach LaVine UTIL Goga Bitadze,,Herbert Jones,SF,2.29%,27
66,4581128175,kabiman (12/20),0,338.5,C Yves Missi F De'Andre Hunter G Fred VanVleet PF Alexandre Sarr PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Coby White UTIL Zach Edey,,Cameron Johnson,SF,2.05%,38.75
66,4581908474,Niromada (8/20),0,338.5,C Zach Edey F Khris Middleton G Keon Johnson PF Bobby Portis PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Zach LaVine UTIL Yves Missi,,Ben Simmons,UTIL,2.04%,25.5
68,4581803859,nolefan17 (2/2),0,338.25,C Jonas Valanciunas F Amen Thompson G Coby White PF Jaren Jackson Jr. PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Jaylen Wells UTIL Dyson Daniels,,Trey Murphy III,SG,2.04%,31.25
68,4581956773,STR8XHOOD (12/12),0,338.25,C Zach Edey F Alexandre Sarr G Trevelin Queen PF Tristan da Silva PG Shai Gilgeous-Alexander SF RJ Barrett SG Amen Thompson UTIL Coby White,,Jaylen Wells,G,1.93%,24.25
68,4581970987,KingMe803 (12/20),0,338.25,C Goga Bitadze F Amen Thompson G Ryan Rollins PF Alexandre Sarr PG Trae Young SF Zach LaVine SG Coby White UTIL Zach Edey,,Jake LaRavia,SF,1.88%,24.25
68,4581993067,thechek182 (7/20),0,338.25,C Kelly Olynyk F Bobby Portis G Fred VanVleet PF Jaime Jaquez Jr. PG Shai Gilgeous-Alexander SF Herbert Jones SG Coby White UTIL Zach Edey,,Nikola Jovic,PF,1.78%,26.5
72,4581557790,gehrenberg (8/20),0,338,C Zach Edey F Khris Middleton G Coby White PF Alexandre Sarr PG Shai Gilgeous-Alexander SF Talen Horton-Tucker SG Zach LaVine UTIL Brook Lopez,,Pascal Siakam,F,1.77%,42.5
73,4581615940,willoc729 (8/20),0,337.75,C Yves Missi F Amen Thompson G Ryan Rollins PF Bobby Portis PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Zach LaVine UTIL Zach Edey,,Jonas Valanciunas,C,1.77%,40
73,4582273201,Nycfreeze (8/20),0,337.75,C Zach Edey F Brandon Clarke G LaMelo Ball PF Patrick Williams PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Coby White,,Wendell Carter Jr.,PF,1.65%,15.5
75,4581475973,cpforfree (9/20),0,337.5,C Mark Williams F Jaime Jaquez Jr. G Trae Young PF Cam Whitmore PG Shai Gilgeous-Alexander SF Amen Thompson SG Coby White UTIL Clint Capela,,Bennedict Mathurin,SG,1.55%,32.5
75,4581857307,ScottHill2022,0,337.5,C Zach Edey F Tristan da Silva G Coby White PF Miles Bridges PG Jordan Poole SF Amen Thompson SG Jalen Green UTIL Isaiah Hartenstein,,Terry Rozier,G,1.54%,22
75,4582030443,aangulo (1/3),0,337.5,C Zach Edey F Patrick Williams G Zach LaVine PF Jalen Johnson PG LaMelo Ball SF Jaime Jaquez Jr. SG Trevelin Queen UTIL Bobby Portis,,Obi Toppin,F,1.50%,9.25
75,4582301391,BroDiMaggio15,0,337.5,C Zach Edey F Jaime Jaquez Jr. G Amen Thompson PF Miles Bridges PG LaMelo Ball SF RJ Barrett SG Isaiah Joe UTIL Brook Lopez,,Jordan Hawkins,SG,1.37%,10.5
79,4581128171,kabiman (8/20),0,337.25,C Myles Turner F Jalen Johnson G Shai Gilgeous-Alexander PF Jaime Jaquez Jr. PG Coby White SF Tristan da Silva SG Trevelin Queen UTIL Bennedict Mathurin,,Cason Wallace,PG,1.27%,12
79,4581545965,derektriller02 (5/6),0,337.25,C Mark Williams F Zach LaVine G Ryan Rollins PF Bobby Portis PG Shai Gilgeous-Alexander SF Zaccharie Risacher SG Coby White UTIL Myles Turner,,Cole Anthony,SG,1.18%,4.75
79,4581711790,jsolis75 (14/20),0,337.25,C Zach Edey F Zaccharie Risacher G Scottie Barnes PF Bobby Portis PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Amen Thompson UTIL Kelly Olynyk,,Nic Claxton,C,1.16%,29.75
79,4582005699,Demskins21,0,337.25,C Goga Bitadze F Cam Whitmore G Trevelin Queen PF Miles Bridges PG LaMelo Ball SF Bilal Coulibaly SG Jordan Poole UTIL Zach Edey,,Cody Martin,F,1.16%,7.5
83,4580916950,yjd168 (8/15),0,337,C Mark Williams F Bobby Portis G Zach LaVine PF Patrick Williams PG LaMelo Ball SF Jaime Jaquez Jr. SG Amen Thompson UTIL Miles Bridges,,T.J. McConnell,G,1.12%,21.25
83,4581509469,realdealtrades,0,337,C Alexandre Sarr F Talen Horton-Tucker G Zach LaVine PF De'Andre Hunter PG Shai Gilgeous-Alexander SF Amen Thompson SG Coby White UTIL Zach Edey,,Andrew Nembhard,G,1.08%,46.25
83,4582339105,bkswed (11/20),0,337,C Zach Edey F Bobby Portis G Zach LaVine PF Patrick Williams PG LaMelo Ball SF Cam Whitmore SG Trevelin Queen UTIL Jalen Johnson,,Ochai Agbaji,F,1.07%,13.5
86,4581619053,Link2121,0,336.75,C Zach Edey F Khris Middleton G Terry Rozier PF Bobby Portis PG Coby White SF Cam Whitmore SG Zach LaVine UTIL Trae Young,,Haywood Highsmith,PF,0.96%,15.25
86,4581867605,Dafreezeman (9/14),0,336.75,C Mark Williams F Jalen Johnson G Trevelin Queen PF Miles Bridges PG LaMelo Ball SF Cam Whitmore SG Zach LaVine UTIL Jonathan Mogbo,,Garrison Mathews,SG,0.91%,12.75
86,4582301381,balboa13,0,336.75,C Jonas Valanciunas F Bennedict Mathurin G Jalen Green PF Miles Bridges PG Coby White SF Zach LaVine SG Gradey Dick UTIL De'Andre Hunter,,Delon Wright,UTIL,0.86%,9
89,4581398289,NickBeez (17/20),0,336.5,C Zach Edey F Bobby Portis G Coby White PF Jalen Johnson PG Trae Young SF Zaccharie Risacher SG Kentavious Caldwell-Pope UTIL Brook Lopez,,Scotty Pippen Jr.,G,0.85%,29.5
89,4581557783,gehrenberg (1/20),0,336.5,C Goga Bitadze F Cam Whitmore G Coby White PF Bobby Portis PG LaMelo Ball SF Zaccharie Risacher SG Zach LaVine UTIL Brook Lopez,,Jonathan Mogbo,C,0.67%,20.5
89,4581563770,Supermantis,0,336.5,C Zach Edey F Jalen Johnson G Trevelin Queen PF Chris Boucher PG LaMelo Ball SF Cam Whitmore SG Keon Johnson UTIL Shai Gilgeous-Alexander,,Taurean Prince,UTIL,0.65%,13.75
92,4581411921,Bears38 (1/8),0,335.75,C Mark Williams F Jaren Jackson Jr. G Zach LaVine PF Jalen Johnson PG Fred VanVleet SF Cam Whitmore SG Trevelin Queen UTIL Isaiah Hartenstein,,Corey Kispert,F,0.64%,18.5
92,4581753927,Aquiles2173,0,335.75,C Mark Williams F Larry Nance Jr. G Jalen Green PF Patrick Williams PG Shai Gilgeous-Alexander SF Zach LaVine SG Amen Thompson UTIL Coby White,,Torrey Craig,F,0.61%,12.5
92,4581808596,CaptainJack1915 (20/20),0,335.75,C Mark Williams F Miles Bridges G Amen Thompson PF Jaren Jackson Jr. PG Coby White SF Luguentz Dort SG Zach LaVine UTIL Isaiah Hartenstein,,AJ Green,SG,0.59%,19.5
95,4581087121,cpetruccelli (20/20),0,335.5,C Kelly Olynyk F Amen Thompson G Coby White PF Bobby Portis PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Zach LaVine UTIL Ryan Rollins,,Kyshawn George,UTIL,0.58%,10
95,4581555682,badsanta1000,0,335.5,C Bobby Portis F Jalen Johnson G Amen Thompson PF Miles Bridges PG Ryan Rollins SF Jaime Jaquez Jr. SG Coby White UTIL Jalen Green,,Isaiah Joe,G,0.57%,11
95,4581845581,itsJamesLopez (8/20),0,335.5,C Myles Turner F Bobby Portis G Fred VanVleet PF Alexandre Sarr PG Coby White SF Zach LaVine SG Amen Thompson UTIL Zach Edey,,Aaron Wiggins,SF,0.50%,5
98,4581268397,siyu798 (1/20),0,335,C Clint Capela F Amen Thompson G Coby White PF Bobby Portis PG Trae Young SF Jaime Jaquez Jr. SG Zach LaVine UTIL Zach Edey,,Shake Milton,G,0.50%,25.5
98,4581466949,slickwill459 (9/20),0,335,C Brook Lopez F Zach LaVine G Dyson Daniels PF Jalen Johnson PG Coby White SF Jaime Jaquez Jr. SG Trevelin Queen UTIL Pascal Siakam,,Alec Burks,G,0.50%,31.5
98,4581773258,tckrush (8/20),0,335,C Clint Capela F Amen Thompson G Coby White PF Jaime Jaquez Jr. PG LaMelo Ball SF Zach LaVine SG Jalen Green UTIL Zach Edey,,Brandon Miller,SF,0.48%,38.75
98,4581893973,Kgabes11 (2/20),0,335,C Clint Capela F Zach LaVine G Trae Young PF Bobby Portis PG Coby White SF Jaime Jaquez Jr. SG Amen Thompson UTIL Zach Edey,,Andre Jackson Jr.,G,0.47%,14.25
98,4582190356,soupy1967,0,335,C Nikola Vucevic F Zach LaVine G Scotty Pippen Jr. PF Miles Bridges PG Fred VanVleet SF De'Andre Hunter SG Jalen Green UTIL Zaccharie Risacher,,Tyrese Martin,SF,0.45%,13.75
98,4582253160,cwthrow24 (7/20),0,335,C Clint Capela F Bobby Portis G Trae Young PF Jaime Jaquez Jr. PG Coby White SF Amen Thompson SG Zach LaVine UTIL Zach Edey,,Nick Richards,UTIL,0.44%,12.25
104,4581237879,aclegend89 (19/20),0,334.75,C Nikola Vucevic F Zach LaVine G Ryan Rollins PF Alexandre Sarr PG Trae Young SF Jaime Jaquez Jr. SG Coby White UTIL Zach Edey,,Josh Green,F,0.43%,15.75
104,4581639583,laceratedsky (1/3),0,334.75,C Nic Claxton F Amen Thompson G Trae Young PF Alexandre Sarr PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Kentavious Caldwell-Pope UTIL Zach Edey,,Brandon Boston Jr.,SF,0.42%,33.5
104,4581760770,Tubesteakbuffet (4/5),0,334.75,C Mark Williams F Zach LaVine G Trae Young PF Jaime Jaquez Jr. PG Shai Gilgeous-Alexander SF Talen Horton-Tucker SG Coby White UTIL Ryan Rollins,,Jonathan Isaac,PF,0.40%,4.5
104,4581890896,romindra,0,334.75,C Clint Capela F Patrick Williams G Coby White PF Bobby Portis PG Shai Gilgeous-Alexander SF Jaime Jaquez Jr. SG Zach LaVine UTIL Brook Lopez,,Carlton Carrington,PG,0.38%,12.75
108,4581516072,sjw3 (11/20),0,334.5,C Yves Missi F Jaren Jackson Jr. G Ryan Rollins PF Taurean Prince PG Shai Gilgeous-Alexander SF Zach LaVine SG Coby White UTIL Zach Edey,,Kenrich Williams,UTIL,0.34%,17
108,4581614466,kcelite13 (2/10),0,334.5,C Zach Edey F Jaime Jaquez Jr. G Shai Gilgeous-Alexander PF Jalen Johnson PG Scottie Barnes SF Kentavious Caldwell-Pope SG Jaylen Wells UTIL Trevelin Queen,,Jeremiah Robinson-Earl,PF,0.32%,16.25
108,4581797250,corndog7 (2/3),0,334.5,C Zach Edey F Cam Whitmore G Jalen Suggs PF Jaime Jaquez Jr. PG Trae Young SF Amen Thompson SG Jordan Poole UTIL Mark Williams,,Ajay Mitchell,UTIL,0.29%,12.75
108,4582220870,STAV (16/20),0,334.5,C Alexandre Sarr F Jaren Jackson Jr. G Zach LaVine PF Jaime Jaquez Jr. PG Trae Young SF Tristan da Silva SG Jordan Poole UTIL Kelly Olynyk,,Brandon Clarke,C,0.29%,24.25
112,4581862665,foransound (2/20),0,334.25,C Mark Williams F Cam Whitmore G Coby White PF Bobby Portis PG Shai Gilgeous-Alexander SF Zach LaVine SG Trevelin Queen UTIL Desmond Bane,,Anthony Black,G,0.28%,5.5
112,4581870698,BBage,0,334.25,C Zach Edey F Alexandre Sarr G Dyson Daniels PF Jaren Jackson Jr. PG Trae Young SF Cam Whitmore SG Amen Thompson UTIL Jalen Green,,Day'Ron Sharpe,UTIL,0.27%,4.75
