Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4551552371,rtwcandy2021 (20/20),0,418.25,C Jonas Valanciunas F Jaren Jackson Jr. G Jordan Poole PF OG Anunoby PG Russell Westbrook SF Justin Champagnie SG Julian Strawther UTIL Nikola Jokic,,Nikola Jokic,C,62.21%,90.5
2,4552070989,marcuswek (7/20),0,415.25,C Jonas Valanciunas F Julian Strawther G Luka Doncic PF Brandon Clarke PG Jared Butler SF Justin Champagnie SG Jordan Poole UTIL Nikola Jokic,,Russell Westbrook,G,61.09%,48
3,4551570943,goblue7985 (18/20),0,410.75,C Jonas Valanciunas F Scottie Barnes G Julian Strawther PF Haywood Highsmith PG Russell Westbrook SF Justin Champagnie SG Jordan Poole UTIL Nikola Jokic,,Justin Champagnie,SF,45.00%,42.5
4,4551645429,moklovin (10/20),0,408,C Nikola Jokic F Julian Strawther G Tyler Herro PF Royce O'Neale PG Russell Westbrook SF Justin Champagnie SG Jordan Poole UTIL Jonas Valanciunas,,Carlton Carrington,SG,43.93%,25
5,4552084125,tommyh1399 (11/20),0,406.75,C Jonas Valanciunas F Julian Strawther G Jalen Brunson PF Royce O'Neale PG Russell Westbrook SF Justin Champagnie SG Jordan Poole UTIL Luka Doncic,,Peyton Watson,F,32.12%,13
6,4552209070,horntj77 (4/4),0,403.75,C Nikola Jokic F Bilal Coulibaly G Russell Westbrook PF Haywood Highsmith PG Luka Doncic SF Justin Champagnie SG Julian Strawther UTIL Jonas Valanciunas,,Mikal Bridges,SG,30.36%,35.25
7,4551276286,siyu798 (15/20),0,402.5,C Nikola Jokic F Mikal Bridges G Jordan Poole PF Jimmy Butler PG Russell Westbrook SF Justin Champagnie SG Julian Strawther UTIL Jonas Valanciunas,,OG Anunoby,F,29.78%,36.5
7,4551904850,y2jammo (2/10),0,402.5,C Jonas Valanciunas F Julian Strawther G Mikal Bridges PF Jimmy Butler PG Russell Westbrook SF Justin Champagnie SG Jordan Poole UTIL Nikola Jokic,,Josh Hart,F,27.01%,31.5
9,4551363356,Tr0ubl35 (1/20),0,401.5,C Nikola Jokic F Justin Champagnie G Carlton Carrington PF Jalen Williams PG Russell Westbrook SF Julian Strawther SG Jordan Poole UTIL Jonas Valanciunas,,Jared Butler,PG,24.97%,20.5
9,4551387412,MikePerez64 (10/20),0,401.5,C Nikola Jokic F Julian Strawther G Carlton Carrington PF Jalen Williams PG Russell Westbrook SF Justin Champagnie SG Jordan Poole UTIL Jonas Valanciunas,,Jonas Valanciunas,C,24.04%,51.5
