Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4549557918,khp5050 (2/20),0,370.25,C Nikola Jokic F Matas Buzelis G Stephon Castle PF OG Anunoby PG Ayo Dosunmu SF Royce O'Neale SG Devin Vassell UTIL Nikola Vucevic,,Devin Vassell,SG,49.71%,31.75
2,4549548339,pebcak1 (13/20),0,365.75,C Nikola Jokic F Keldon Johnson G Chris Paul PF Royce O'Neale PG Luka Doncic SF Talen Horton-Tucker SG Ayo Dosunmu UTIL Marvin Bagley III,,Zach Collins,UTIL,39.81%,24.5
3,4548763345,winteriscoming12345 (2/20),0,363.25,C Nikola Jokic F Keldon Johnson G Stephon Castle PF Julian Phillips PG Ayo Dosunmu SF Josh Hart SG Devin Vassell UTIL Nikola Vucevic,,Scottie Barnes,SF,38.90%,43.5
4,4549765309,dee_flee,0,361.75,C Nikola Jokic F Josh Hart G Ayo Dosunmu PF Keldon Johnson PG Shai Gilgeous-Alexander SF Talen Horton-Tucker SG Devin Vassell UTIL Marvin Bagley III,,Chris Paul,G,30.92%,33.5
5,4549321529,Seanpaul34 (7/12),0,358.5,C Nikola Jokic F Mikal Bridges G Devin Vassell PF Julian Phillips PG Chris Paul SF Keldon Johnson SG Ayo Dosunmu UTIL Nikola Vucevic,,Luka Doncic,PG,29.83%,58.5
6,4549080314,eafern (5/16),0,358.25,C Nikola Jokic F Royce O'Neale G Chris Paul PF Alexandre Sarr PG Ayo Dosunmu SF Talen Horton-Tucker SG Devin Vassell UTIL Nikola Vucevic,,Charles Bassey,C,28.28%,14.75
7,4548738529,hittinmiddle (11/18),0,358,C Zach Collins F Royce O'Neale G Ayo Dosunmu PF Keldon Johnson PG Luka Doncic SF Talen Horton-Tucker SG Devin Vassell UTIL Nikola Jokic,,Nikola Jokic,UTIL,26.88%,77.5
8,4549910984,Rubrik (19/20),0,357.5,C Nikola Jokic F Scottie Barnes G Chris Paul PF OG Anunoby PG Marcus Smart SF Isaiah Joe SG Ayo Dosunmu UTIL Zach Collins,,Royce O'Neale,F,25.57%,36.25
9,4549301586,donkbowler (7/20),0,357,C Marvin Bagley III F Keldon Johnson G Scottie Barnes PF Evan Mobley PG Ayo Dosunmu SF Talen Horton-Tucker SG Devin Vassell UTIL Nikola Jokic,,Shai Gilgeous-Alexander,PG,22.99%,48
10,4548498609,HeWro37,0,356,C Marvin Bagley III F Alexandre Sarr G Devin Vassell PF Keldon Johnson PG Luka Doncic SF Isaiah Joe SG Ayo Dosunmu UTIL Nikola Jokic,,Chris Boucher,PF,21.63%,16.5
11,4549264231,gimmedemracks (8/15),0,355.75,C Nikola Jokic F Royce O'Neale G Devin Vassell PF Julian Phillips PG Shai Gilgeous-Alexander SF Josh Hart SG Ayo Dosunmu UTIL Marvin Bagley III,,Alexandre Sarr,F,21.06%,27
