Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions
4581075916,NBA $60K Four Point Play [20 Entry Max],172231700,$4,Jalen Suggs (37149019) (LOCKED),Tyler Herro (37149015) (LOCKED),Amen Thompson (37149123),Santi Aldama (37149175),Nikola Vucevic (37148998) (LOCKED),Gary Trent Jr. (37149295),Talen Horton-Tucker (37149413) (LOCKED),Bobby Portis (37149053),,1. Column A lists all of your contest entries for this draftgroup
4581075917,NBA $60K Four Point Play [20 Entry Max],172231700,$4,Shai Gilgeous-Alexander (37148951) (LOCKED),Duncan Robinson (37149292) (LOCKED),Dalen Terry (37149533) (LOCKED),Santi Aldama (37149175),Bobby Portis (37149053),Fred VanVleet (37149062),Chris Boucher (37149350),Trae Young (37148966) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
4581075918,NBA $60K Four Point Play [20 Entry Max],172231700,$4,Jordan Poole (37149025) (LOCKED),Amen Thompson (37149123),Cam Whitmore (37149376),Jonathan Mogbo (37149248),Bam Adebayo (37149003) (LOCKED),Trae Young (37148966) (LOCKED),Bobby Portis (37149053),Dalen Terry (37149533) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
4581075919,NBA $60K Four Point Play [20 Entry Max],172231700,$4,Trae Young (37148966) (LOCKED),Jordan Poole (37149025) (LOCKED),Zach LaVine (37149044) (LOCKED),Jonathan Isaac (37149438) (LOCKED),Myles Turner (37149102) (LOCKED),Amen Thompson (37149123),Jamison Battle (37149693),Bobby Portis (37149053),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
4581075920,NBA $60K Four Point Play [20 Entry Max],172231700,$4,Andrew Nembhard (37149188) (LOCKED),Jordan Hawkins (37149259),Amen Thompson (37149123),Jake LaRavia (37149316),Clint Capela (37149169) (LOCKED),Trae Young (37148966) (LOCKED),Bobby Portis (37149053),Alperen Sengun (37148990),,5. For faster processing only include entries you are changing in the file you upload
4581075921,NBA $60K Four Point Play [20 Entry Max],172231700,$4,Trae Young (37148966) (LOCKED),Duncan Robinson (37149292) (LOCKED),Dalen Terry (37149533) (LOCKED),Jalen Johnson (37148974) (LOCKED),Mark Williams (37149209) (LOCKED),Amen Thompson (37149123),De'Andre Hunter (37149119) (LOCKED),Bobby Portis (37149053),,
,,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,SG/SF,Gary Trent Jr. (37149295),Gary Trent Jr.,37149295,SG/SF/F/G/UTIL,4200,BKN@MIL 12/26/2024 08:00PM ET,MIL,16.32
,,,,,,,,,,,,,PG/SG,AJ Green (37149320),AJ Green,37149320,PG/SG/G/UTIL,4200,BKN@MIL 12/26/2024 08:00PM ET,MIL,14.63
,,,,,,,,,,,,,PF,Patrick Williams (37149336) (LOCKED),Patrick Williams,37149336,PF/F/UTIL,4100,In Progress,CHI,22.05
,,,,,,,,,,,,,PG,Tre Mann (37149329) (LOCKED),Tre Mann,37149329,PG/G/UTIL,4100,In Progress,CHA,23.88
,,,,,,,,,,,,,PF,Tidjane Salaun (37149339) (LOCKED),Tidjane Salaun,37149339,PF/F/UTIL,4100,In Progress,CHA,13.42
,,,,,,,,,,,,,PG/SG,Marcus Smart (37149332),Marcus Smart,37149332,PG/SG/G/UTIL,4100,TOR@MEM 12/26/2024 08:00PM ET,MEM,20.92
,,,,,,,,,,,,,SF/PF,Jaime Jaquez Jr. (37149342) (LOCKED),Jaime Jaquez Jr.,37149342,SF/PF/F/UTIL,4100,In Progress,MIA,19.36
,,,,,,,,,,,,,SG/SF,Garrison Mathews (37149358) (LOCKED),Garrison Mathews,37149358,SG/SF/F/G/UTIL,4000,In Progress,ATL,14.62
,,,,,,,,,,,,,PG,Vasilije Micic (37149363) (LOCKED),Vasilije Micic,37149363,PG/G/UTIL,4000,In Progress,CHA,17.06
,,,,,,,,,,,,,SG/SF,Corey Kispert (37149366) (LOCKED),Corey Kispert,37149366,SG/SF/F/G/UTIL,4000,In Progress,WAS,19.59
,,,,,,,,,,,,,PF,Chris Boucher (37149350),Chris Boucher,37149350,PF/F/UTIL,4000,TOR@MEM 12/26/2024 08:00PM ET,TOR,19.82
,,,,,,,,,,,,,SG/SF,Jaylen Wells (37149353),Jaylen Wells,37149353,SG/SF/F/G/UTIL,4000,TOR@MEM 12/26/2024 08:00PM ET,MEM,19.53
,,,,,,,,,,,,,SG/SF,Alex Caruso (37149371) (LOCKED),Alex Caruso,37149371,SG/SF/F/G/UTIL,4000,In Progress,OKC,17.54
,,,,,,,,,,,,,SF/PF,Cam Whitmore (37149376),Cam Whitmore,37149376,SF/PF/F/UTIL,4000,HOU@NOP 12/26/2024 08:00PM ET,HOU,11.54
,,,,,,,,,,,,,PG/SG,Keon Johnson (37149346),Keon Johnson,37149346,PG/SG/G/UTIL,4000,BKN@MIL 12/26/2024 08:00PM ET,BKN,13.51
,,,,,,,,,,,,,PG/SG,Lonzo Ball (37149384) (LOCKED),Lonzo Ball,37149384,PG/SG/G/UTIL,3900,In Progress,CHI,17.85
,,,,,,,,,,,,,C,Jalen Smith (37149391) (LOCKED),Jalen Smith,37149391,C/UTIL,3900,In Progress,CHI,18.47
,,,,,,,,,,,,,PF,Vince Williams Jr. (37149388),Vince Williams Jr.,37149388,PF/F/UTIL,3900,TOR@MEM 12/26/2024 08:00PM ET,MEM,14.75
,,,,,,,,,,,,,SF/PF,Aaron Nesmith (37149380) (LOCKED),Aaron Nesmith,37149380,SF/PF/F/UTIL,3900,In Progress,IND,17.75
,,,,,,,,,,,,,SF/PF,Kyshawn George (37149397) (LOCKED),Kyshawn George,37149397,SF/PF/F/UTIL,3800,In Progress,WAS,19.04
,,,,,,,,,,,,,SG/SF,Ben Sheppard (37149408) (LOCKED),Ben Sheppard,37149408,SG/SF/F/G/UTIL,3800,In Progress,IND,12.03
,,,,,,,,,,,,,PF/C,Nikola Jovic (37149401) (LOCKED),Nikola Jovic,37149401,PF/C/F/UTIL,3800,In Progress,MIA,16.78
,,,,,,,,,,,,,PG/SG,Shake Milton (37149393),Shake Milton,37149393,PG/SG/G/UTIL,3800,BKN@MIL 12/26/2024 08:00PM ET,BKN,13.14
,,,,,,,,,,,,,SG,Bojan Bogdanovic (37149405),Bojan Bogdanovic,37149405,SG/G/UTIL,3800,BKN@MIL 12/26/2024 08:00PM ET,BKN,0
,,,,,,,,,,,,,SF,Talen Horton-Tucker (37149413) (LOCKED),Talen Horton-Tucker,37149413,SF/F/UTIL,3700,In Progress,CHI,13.04
,,,,,,,,,,,,,PG,Jamal Shead (37149416),Jamal Shead,37149416,PG/G/UTIL,3700,TOR@MEM 12/26/2024 08:00PM ET,TOR,12.30
,,,,,,,,,,,,,SG/SF,Tyrese Martin (37149419),Tyrese Martin,37149419,SG/SF/F/G/UTIL,3700,BKN@MIL 12/26/2024 08:00PM ET,BKN,14.62
,,,,,,,,,,,,,C,Day'Ron Sharpe (37149424),Day'Ron Sharpe,37149424,C/UTIL,3700,BKN@MIL 12/26/2024 08:00PM ET,BKN,17.5
,,,,,,,,,,,,,SG,Trevelin Queen (37149435) (LOCKED),Trevelin Queen,37149435,SG/G/UTIL,3600,In Progress,ORL,10.6
,,,,,,,,,,,,,PF/C,Jonathan Isaac (37149438) (LOCKED),Jonathan Isaac,37149438,PF/C/F/UTIL,3600,In Progress,ORL,16.77
,,,,,,,,,,,,,SF/PF,Taurean Prince (37149426),Taurean Prince,37149426,SF/PF/F/UTIL,3600,BKN@MIL 12/26/2024 08:00PM ET,MIL,17.53
,,,,,,,,,,,,,SG/SF,Andre Jackson Jr. (37149430),Andre Jackson Jr.,37149430,SG/SF/F/G/UTIL,3600,BKN@MIL 12/26/2024 08:00PM ET,MIL,11.38
,,,,,,,,,,,,,PG,Delon Wright (37149442),Delon Wright,37149442,PG/G/UTIL,3600,BKN@MIL 12/26/2024 08:00PM ET,MIL,10.31
,,,,,,,,,,,,,SF,Zaccharie Risacher (37149445) (LOCKED),Zaccharie Risacher,37149445,SF/F/UTIL,3500,In Progress,ATL,19.15
,,,,,,,,,,,,,C,Marvin Bagley III (37149456) (LOCKED),Marvin Bagley III,37149456,C/UTIL,3500,In Progress,WAS,10.16
,,,,,,,,,,,,,PG/SG,Davion Mitchell (37149448),Davion Mitchell,37149448,PG/SG/G/UTIL,3500,TOR@MEM 12/26/2024 08:00PM ET,TOR,18.42
,,,,,,,,,,,,,PF/C,Brandon Clarke (37149452),Brandon Clarke,37149452,PF/C/F/UTIL,3500,TOR@MEM 12/26/2024 08:00PM ET,MEM,17.27
,,,,,,,,,,,,,PG,Ajay Mitchell (37149458) (LOCKED),Ajay Mitchell,37149458,PG/G/UTIL,3500,In Progress,OKC,12.26
,,,,,,,,,,,,,SF/PF,Matas Buzelis (37149461) (LOCKED),Matas Buzelis,37149461,SF/PF/F/UTIL,3400,In Progress,CHI,11.62
,,,,,,,,,,,,,C,Moussa Diabate (37149475) (LOCKED),Moussa Diabate,37149475,C/UTIL,3400,In Progress,CHA,16.44
,,,,,,,,,,,,,SG/SF,Isaiah Joe (37149470) (LOCKED),Isaiah Joe,37149470,SG/SF/F/G/UTIL,3400,In Progress,OKC,16.57
,,,,,,,,,,,,,SG/SF,Gary Harris (37149465) (LOCKED),Gary Harris,37149465,SG/SF/F/G/UTIL,3400,In Progress,ORL,8.31
,,,,,,,,,,,,,PG/SG,Isaiah Wong (37149490) (LOCKED),Isaiah Wong,37149490,PG/SG/G/UTIL,3300,In Progress,CHA,14.68
,,,,,,,,,,,,,SG/SF,Luke Kennard (37149477),Luke Kennard,37149477,SG/SF/F/G/UTIL,3300,TOR@MEM 12/26/2024 08:00PM ET,MEM,15.69
,,,,,,,,,,,,,SF/PF,Jarace Walker (37149482) (LOCKED),Jarace Walker,37149482,SF/PF/F/UTIL,3300,In Progress,IND,14.46
,,,,,,,,,,,,,PF/C,Kenrich Williams (37149486) (LOCKED),Kenrich Williams,37149486,PF/C/F/UTIL,3300,In Progress,OKC,13.21
,,,,,,,,,,,,,PG/SG,Vit Krejci (37149498) (LOCKED),Vit Krejci,37149498,PG/SG/G/UTIL,3200,In Progress,ATL,8.31
,,,,,,,,,,,,,PF,Julian Phillips (37149511) (LOCKED),Julian Phillips,37149511,PF/F/UTIL,3200,In Progress,CHI,10.30
,,,,,,,,,,,,,SG/SF,John Konchar (37149506),John Konchar,37149506,SG/SF/F/G/UTIL,3200,TOR@MEM 12/26/2024 08:00PM ET,MEM,9.4
,,,,,,,,,,,,,SF/PF,Haywood Highsmith (37149502) (LOCKED),Haywood Highsmith,37149502,SF/PF/F/UTIL,3200,In Progress,MIA,15.36
,,,,,,,,,,,,,PG/SG,Alec Burks (37149514) (LOCKED),Alec Burks,37149514,PG/SG/G/UTIL,3200,In Progress,MIA,12.54
,,,,,,,,,,,,,SF/PF,Javonte Green (37149494),Javonte Green,37149494,SF/PF/F/UTIL,3200,HOU@NOP 12/26/2024 08:00PM ET,NOP,14.71
,,,,,,,,,,,,,C,Steven Adams (37149518),Steven Adams,37149518,C/UTIL,3200,HOU@NOP 12/26/2024 08:00PM ET,HOU,9.25
,,,,,,,,,,,,,SF,Dalen Terry (37149533) (LOCKED),Dalen Terry,37149533,SF/F/UTIL,3100,In Progress,CHI,9.08
,,,,,,,,,,,,,PF,DaQuan Jeffries (37149524) (LOCKED),DaQuan Jeffries,37149524,PF/F/UTIL,3100,In Progress,CHA,18.95
,,,,,,,,,,,,,SF/PF,Aaron Wiggins (37149520) (LOCKED),Aaron Wiggins,37149520,SF/PF/F/UTIL,3100,In Progress,OKC,16.83
,,,,,,,,,,,,,C,Kel'el Ware (37149531) (LOCKED),Kel'el Ware,37149531,C/UTIL,3100,In Progress,MIA,8.71
,,,,,,,,,,,,,PG/SG,Reed Sheppard (37149527),Reed Sheppard,37149527,PG/SG/G/UTIL,3100,HOU@NOP 12/26/2024 08:00PM ET,HOU,8.91
,,,,,,,,,,,,,PG,Keaton Wallace (37149563) (LOCKED),Keaton Wallace,37149563,PG/G/UTIL,3000,In Progress,ATL,10.88
,,,,,,,,,,,,,PF,David Roddy (37149566) (LOCKED),David Roddy,37149566,PF/F/UTIL,3000,In Progress,ATL,11.09
,,,,,,,,,,,,,C,Mouhamed Gueye (37149617) (LOCKED),Mouhamed Gueye,37149617,C/UTIL,3000,In Progress,ATL,2
,,,,,,,,,,,,,C,Dominick Barlow (37149619) (LOCKED),Dominick Barlow,37149619,C/UTIL,3000,In Progress,ATL,2.58
,,,,,,,,,,,,,PG,Kobe Bufkin (37149621) (LOCKED),Kobe Bufkin,37149621,PG/G/UTIL,3000,In Progress,ATL,11.28
,,,,,,,,,,,,,C,Cody Zeller (37149624) (LOCKED),Cody Zeller,37149624,C/UTIL,3000,In Progress,ATL,0
,,,,,,,,,,,,,PG/SG,Jevon Carter (37149711) (LOCKED),Jevon Carter,37149711,PG/SG/G/UTIL,3000,In Progress,CHI,3.98
,,,,,,,,,,,,,PG,DJ Steward (37149715) (LOCKED),DJ Steward,37149715,PG/G/UTIL,3000,In Progress,CHI,0
,,,,,,,,,,,,,SG,Chris Duarte (37149718) (LOCKED),Chris Duarte,37149718,SG/G/UTIL,3000,In Progress,CHI,4.65
,,,,,,,,,,,,,C,Adama Sanogo (37149721) (LOCKED),Adama Sanogo,37149721,C/UTIL,3000,In Progress,CHI,4.12
,,,,,,,,,,,,,C,E.J. Liddell (37149723) (LOCKED),E.J. Liddell,37149723,C/UTIL,3000,In Progress,CHI,5.04
,,,,,,,,,,,,,PF,Torrey Craig (37149725) (LOCKED),Torrey Craig,37149725,PF/F/UTIL,3000,In Progress,CHI,9.88
,,,,,,,,,,,,,PG,Jared Butler (37149626) (LOCKED),Jared Butler,37149626,PG/G/UTIL,3000,In Progress,WAS,11.42
,,,,,,,,,,,,,SG/SF,Johnny Davis (37149629) (LOCKED),Johnny Davis,37149629,SG/SF/F/G/UTIL,3000,In Progress,WAS,7.88
,,,,,,,,,,,,,C,Anthony Gill (37149634) (LOCKED),Anthony Gill,37149634,C/UTIL,3000,In Progress,WAS,5.25
,,,,,,,,,,,,,PF,Patrick Baldwin Jr. (37149636) (LOCKED),Patrick Baldwin Jr.,37149636,PF/F/UTIL,3000,In Progress,WAS,4.08
,,,,,,,,,,,,,C,Richaun Holmes (37149639) (LOCKED),Richaun Holmes,37149639,C/UTIL,3000,In Progress,WAS,5.94
,,,,,,,,,,,,,C,Tristan Vukcevic (37149641) (LOCKED),Tristan Vukcevic,37149641,C/UTIL,3000,In Progress,WAS,2
,,,,,,,,,,,,,C,Taj Gibson (37149728) (LOCKED),Taj Gibson,37149728,C/UTIL,3000,In Progress,CHA,8.41
,,,,,,,,,,,,,PG,KJ Simpson (37149730) (LOCKED),KJ Simpson,37149730,PG/G/UTIL,3000,In Progress,CHA,10.19
,,,,,,,,,,,,,SG/SF,Nick Smith Jr. (37149733) (LOCKED),Nick Smith Jr.,37149733,SG/SF/F/G/UTIL,3000,In Progress,CHA,6.12
,,,,,,,,,,,,,SG,Seth Curry (37149738) (LOCKED),Seth Curry,37149738,SG/G/UTIL,3000,In Progress,CHA,8.28
,,,,,,,,,,,,,C,Grant Williams (37149741) (LOCKED),Grant Williams,37149741,C/UTIL,3000,In Progress,CHA,24.09
,,,,,,,,,,,,,C,Jay Huff (37149569),Jay Huff,37149569,C/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,MEM,17.31
,,,,,,,,,,,,,PG,Yuki Kawamura (37149583),Yuki Kawamura,37149583,PG/G/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,MEM,2.11
,,,,,,,,,,,,,C,Colin Castleton (37149586),Colin Castleton,37149586,C/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,MEM,2.59
,,,,,,,,,,,,,SG,Cam Spencer (37149588),Cam Spencer,37149588,SG/G/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,MEM,8.85
,,,,,,,,,,,,,PF,Gregory Jackson (37149591),Gregory Jackson,37149591,PF/F/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,MEM,0
,,,,,,,,,,,,,SG,Garrett Temple (37149688),Garrett Temple,37149688,SG/G/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,TOR,3
,,,,,,,,,,,,,C,Ulrich Chomche (37149691),Ulrich Chomche,37149691,C/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,TOR,2
,,,,,,,,,,,,,SF,Jamison Battle (37149693),Jamison Battle,37149693,SF/F/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,TOR,10.96
,,,,,,,,,,,,,PG,AJ Lawson (37149696),AJ Lawson,37149696,PG/G/UTIL,3000,TOR@MEM 12/26/2024 08:00PM ET,TOR,3.5
,,,,,,,,,,,,,PF/C,James Johnson (37149547) (LOCKED),James Johnson,37149547,PF/C/F/UTIL,3000,In Progress,IND,3.38
,,,,,,,,,,,,,PG/SG,Quenton Jackson (37149551) (LOCKED),Quenton Jackson,37149551,PG/SG/G/UTIL,3000,In Progress,IND,13.45
,,,,,,,,,,,,,PG,Tristen Newton (37149555) (LOCKED),Tristen Newton,37149555,PG/G/UTIL,3000,In Progress,IND,0.8
,,,,,,,,,,,,,C,Thomas Bryant (37149643) (LOCKED),Thomas Bryant,37149643,C/UTIL,3000,In Progress,IND,11.16
,,,,,,,,,,,,,PF/C,Enrique Freeman (37149645) (LOCKED),Enrique Freeman,37149645,PF/C/F/UTIL,3000,In Progress,IND,3.41
,,,,,,,,,,,,,SG/SF,Johnny Furphy (37149649) (LOCKED),Johnny Furphy,37149649,SG/SF/F/G/UTIL,3000,In Progress,IND,6.93
,,,,,,,,,,,,,C,Isaiah Jackson (37149654) (LOCKED),Isaiah Jackson,37149654,C/UTIL,3000,In Progress,IND,19.4
,,,,,,,,,,,,,C,James Wiseman (37149656) (LOCKED),James Wiseman,37149656,C/UTIL,3000,In Progress,IND,7.25
,,,,,,,,,,,,,PF,Dillon Jones (37149743) (LOCKED),Dillon Jones,37149743,PF/F/UTIL,3000,In Progress,OKC,5.85
,,,,,,,,,,,,,PF/C,Ousmane Dieng (37149746) (LOCKED),Ousmane Dieng,37149746,PF/C/F/UTIL,3000,In Progress,OKC,9.52
,,,,,,,,,,,,,C,Branden Carlson (37149750) (LOCKED),Branden Carlson,37149750,C/UTIL,3000,In Progress,OKC,3.71
,,,,,,,,,,,,,C,Jaylin Williams (37149752) (LOCKED),Jaylin Williams,37149752,C/UTIL,3000,In Progress,OKC,8.5
,,,,,,,,,,,,,PG,Adam Flagler (37149754) (LOCKED),Adam Flagler,37149754,PG/G/UTIL,3000,In Progress,OKC,2.64
,,,,,,,,,,,,,SG,Alex Ducas (37149757) (LOCKED),Alex Ducas,37149757,SG/G/UTIL,3000,In Progress,OKC,0
,,,,,,,,,,,,,PG,Nikola Topic (37149760) (LOCKED),Nikola Topic,37149760,PG/G/UTIL,3000,In Progress,OKC,0
,,,,,,,,,,,,,C,Moritz Wagner (37149558) (LOCKED),Moritz Wagner,37149558,C/UTIL,3000,In Progress,ORL,23.22
,,,,,,,,,,,,,PG,Cory Joseph (37149560) (LOCKED),Cory Joseph,37149560,PG/G/UTIL,3000,In Progress,ORL,4.48
,,,,,,,,,,,,,SF/PF,Jett Howard (37149658) (LOCKED),Jett Howard,37149658,SF/PF/F/UTIL,3000,In Progress,ORL,7.19
,,,,,,,,,,,,,SF/PF,Caleb Houstan (37149662) (LOCKED),Caleb Houstan,37149662,SF/PF/F/UTIL,3000,In Progress,ORL,2.36
,,,,,,,,,,,,,PG,Mac McClung (37149666) (LOCKED),Mac McClung,37149666,PG/G/UTIL,3000,In Progress,ORL,4.25
,,,,,,,,,,,,,SF,Keshad Johnson (37149763) (LOCKED),Keshad Johnson,37149763,SF/F/UTIL,3000,In Progress,MIA,1.92
,,,,,,,,,,,,,PG,Josh Christopher (37149766) (LOCKED),Josh Christopher,37149766,PG/G/UTIL,3000,In Progress,MIA,-0.5
,,,,,,,,,,,,,SF,Pelle Larsson (37149769) (LOCKED),Pelle Larsson,37149769,SF/F/UTIL,3000,In Progress,MIA,11.54
,,,,,,,,,,,,,C,Kevin Love (37149772) (LOCKED),Kevin Love,37149772,C/UTIL,3000,In Progress,MIA,15.5
,,,,,,,,,,,,,PG,Josh Richardson (37149774) (LOCKED),Josh Richardson,37149774,PG/G/UTIL,3000,In Progress,MIA,10.25
,,,,,,,,,,,,,PF/C,Jeremiah Robinson-Earl (37149536),Jeremiah Robinson-Earl,37149536,PF/C/F/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,NOP,16.31
,,,,,,,,,,,,,C,Trey Jemison (37149540),Trey Jemison,37149540,C/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,NOP,8.06
,,,,,,,,,,,,,PG,Aaron Holiday (37149542),Aaron Holiday,37149542,PG/G/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,HOU,7.97
,,,,,,,,,,,,,C,Daniel Theis (37149545),Daniel Theis,37149545,C/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,NOP,11.36
,,,,,,,,,,,,,SG/SF,Antonio Reeves (37149571),Antonio Reeves,37149571,SG/SF/F/G/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,NOP,7.42
,,,,,,,,,,,,,SF,Jamal Cain (37149576),Jamal Cain,37149576,SF/F/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,NOP,10.70
,,,,,,,,,,,,,PF/C,Karlo Matkovic (37149579),Karlo Matkovic,37149579,PF/C/F/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,NOP,5.3
,,,,,,,,,,,,,PG/SF,Nate Williams (37149669),Nate Williams,37149669,PG/SF/F/G/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,HOU,4.42
,,,,,,,,,,,,,SG,Jack McVeigh (37149674),Jack McVeigh,37149674,SG/G/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,HOU,2.83
,,,,,,,,,,,,,PF/C,Jeff Green (37149677),Jeff Green,37149677,PF/C/F/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,HOU,3.66
,,,,,,,,,,,,,C,Jock Landale (37149681),Jock Landale,37149681,C/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,HOU,8.94
,,,,,,,,,,,,,C,N'Faly Dante (37149683),N'Faly Dante,37149683,C/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,HOU,0
,,,,,,,,,,,,,PF,Jae'Sean Tate (37149685),Jae'Sean Tate,37149685,PF/F/UTIL,3000,HOU@NOP 12/26/2024 08:00PM ET,HOU,7.29
,,,,,,,,,,,,,SG,Stanley Umude (37149594),Stanley Umude,37149594,SG/G/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,MIL,2.25
,,,,,,,,,,,,,SF/PF,Pat Connaughton (37149597),Pat Connaughton,37149597,SF/PF/F/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,MIL,11.32
,,,,,,,,,,,,,PF,Tyler Smith (37149601),Tyler Smith,37149601,PF/F/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,MIL,3.5
,,,,,,,,,,,,,PG/SF,Marjon Beauchamp (37149604),Marjon Beauchamp,37149604,PG/SF/F/G/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,MIL,2.88
,,,,,,,,,,,,,C,Liam Robbins (37149609),Liam Robbins,37149609,C/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,MIL,2.68
,,,,,,,,,,,,,SG,AJ Johnson (37149611),AJ Johnson,37149611,SG/G/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,MIL,1.96
,,,,,,,,,,,,,SF,Chris Livingston (37149614),Chris Livingston,37149614,SF/F/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,MIL,2.19
,,,,,,,,,,,,,SG,Dariq Whitehead (37149699),Dariq Whitehead,37149699,SG/G/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,BKN,8.19
,,,,,,,,,,,,,PG,Reece Beekman (37149702),Reece Beekman,37149702,PG/G/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,BKN,1.56
,,,,,,,,,,,,,SF,Jaylen Martin (37149705),Jaylen Martin,37149705,SF/F/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,BKN,1.17
,,,,,,,,,,,,,PG,De'Anthony Melton (37149708),De'Anthony Melton,37149708,PG/G/UTIL,3000,BKN@MIL 12/26/2024 08:00PM ET,BKN,22.25
