Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Giannis Antetokounmpo,PF/C,MIL,39.0,11200,58.20,57.90,18.05,69.7
Shai Gilgeous-Alexander,PG,OKC,37.0,10200,55.36,29.80,17.64,57.5
Trae Young,PG,ATL,37.0,9300,46.69,24.90,12.68,50.7
Alperen Sengun,C,HOU,34.0,8900,47.59,19.80,16.53,51.6
Damian Lillard,PG,MIL,39.0,8800,42.48,35.10,10.30,52.5
Jalen Williams,PF,OKC,35.0,8600,43.55,16.10,13.29,48.1
Jalen Johnson,PF,ATL,38.0,8200,45.35,30.80,11.13,49.5
Chet Holmgren,PF,OKC,0.0,7800,0.00,0.00,0.00,0.0
Fred VanVleet,PG,HOU,38.0,7100,37.57,19.20,8.36,38.8
Isaiah Hartenstein,C,OKC,31.0,7000,36.47,24.90,12.46,42.5
Dyson Daniels,SG,ATL,36.0,6600,31.23,8.40,7.23,34.0
Jalen Green,SG,HOU,32.0,6400,30.78,10.60,9.78,33.7
Amen Thompson,SG/SF,HOU,26.0,5700,26.20,27.50,10.62,31.0
De'Andre Hunter,SF/PF,ATL,32.0,5600,29.50,22.20,9.21,30.9
Bobby Portis,PF/C,MIL,30.0,5500,31.49,48.40,11.29,31.4
Clint Capela,C,ATL,24.0,5400,27.71,10.10,12.41,28.5
Khris Middleton,SG/SF,MIL,22.0,5300,21.85,29.60,10.23,28.0
Jabari Smith Jr.,PF/C,HOU,36.0,5200,30.28,35.90,6.92,30.8
Brook Lopez,C,MIL,32.0,5100,23.64,4.80,6.47,30.0
Tari Eason,SF/PF,HOU,24.0,5000,26.08,36.30,11.32,30.7
Bogdan Bogdanovic,SG/SF,ATL,26.0,4600,23.11,33.60,8.68,20.8
Luguentz Dort,SG/SF,OKC,32.0,4400,23.56,35.90,6.30,26.4
Onyeka Okongwu,C,ATL,24.0,4300,25.07,29.40,11.09,25.4
Dillon Brooks,SF,HOU,33.0,4200,23.01,26.00,5.98,24.0
Zaccharie Risacher,SF,ATL,17.0,4000,14.40,1.90,7.32,17.7
Cason Wallace,PG/SG,OKC,32.0,3900,23.48,60.80,6.22,20.2
Alex Caruso,SG/SF,OKC,24.0,3800,20.84,40.30,8.19,19.0
Gary Trent Jr.,SG/SF,MIL,30.0,3600,18.85,20.10,5.49,16.1
AJ Green,PG/SG,MIL,23.0,3500,13.27,10.30,4.99,18.9
Isaiah Joe,SG/SF,OKC,18.0,3500,14.33,3.80,6.72,14.3
Larry Nance Jr.,PF/C,ATL,0.0,3400,0.00,0.00,0.00,0.0
Kenrich Williams,PF/C,OKC,10.0,3400,8.33,0.40,4.90,14.4
Taurean Prince,SF/PF,MIL,19.0,3300,10.70,2.70,4.61,14.3
Aaron Wiggins,SF/PF,OKC,13.0,3300,11.45,2.30,6.44,10.9
Aaron Holiday,PG,HOU,7.0,3300,5.14,0.90,3.21,8.7
Vit Krejci,PG/SG,ATL,6.0,3200,3.90,0.00,2.42,2.9
Steven Adams,C,HOU,10.0,3200,8.77,0.00,5.31,0.7
Andre Jackson Jr.,SG/SF,MIL,6.0,3100,3.60,0.00,2.21,6.8
Ajay Mitchell,PG,OKC,8.0,3100,5.88,0.60,3.64,5.0
Stanley Umude,SG,MIL,0.0,3000,0.00,0.00,0.00,0.0
Delon Wright,PG,MIL,0.0,3000,0.00,0.00,0.00,0.0
Pat Connaughton,SF/PF,MIL,0.0,3000,0.00,0.00,0.00,0.0
Ryan Rollins,PG,MIL,0.0,3000,0.00,0.00,0.00,0.0
Liam Robbins,C,MIL,0.0,3000,0.00,0.00,0.00,0.0
AJ Johnson,SG,MIL,0.0,3000,0.00,0.00,0.00,0.0
Tyler Smith,PF,MIL,0.0,3000,0.00,0.00,0.00,0.0
