Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Marjon Beauchamp,PG/SF,MIL,0.0,3000,0.00,0.00,0.00,0.0
Chris Livingston,SF,MIL,0.0,3000,0.00,0.00,0.00,0.0
Garrison Mathews,SG/SF,ATL,0.0,3000,0.00,0.00,0.00,0.0
Keaton Wallace,PG,ATL,0.0,3000,0.00,0.00,0.00,0.0
Mouhamed Gueye,C,ATL,0.0,3000,0.00,0.00,0.00,0.0
Dominick Barlow,C,ATL,0.0,3000,0.00,0.00,0.00,0.0
David Roddy,PF,ATL,0.0,3000,0.00,0.00,0.00,0.0
Kobe Bufkin,PG,ATL,0.0,3000,0.00,0.00,0.00,0.0
Cody Zeller,C,ATL,0.0,3000,0.00,0.00,0.00,0.0
Seth Lundy,SG,ATL,0.0,3000,0.00,0.00,0.00,0.0
Branden Carlson,C,OKC,0.0,3000,0.00,0.00,0.00,0.0
Dillon Jones,PF,OKC,0.0,3000,0.00,0.00,0.00,0.0
Adam Flagler,PG,OKC,0.0,3000,0.00,0.00,0.00,0.0
Alex Ducas,SF,OKC,0.0,3000,0.00,0.00,0.00,0.0
Ousmane Dieng,C,OKC,0.0,3000,0.00,0.00,0.00,0.0
Nikola Topic,PG,OKC,0.0,3000,0.00,0.00,0.00,0.0
Jaylin Williams,C,OKC,0.0,3000,0.00,0.00,0.00,0.0
Nate Williams,PG/SF,HOU,0.0,3000,0.00,0.00,0.00,0.0
Reed Sheppard,PG/SG,HOU,0.0,3000,0.00,0.00,0.00,0.0
Jack McVeigh,SG,HOU,0.0,3000,0.00,0.00,0.00,0.0
Jeff Green,PF/C,HOU,0.0,3000,0.00,0.00,0.00,0.0
Jock Landale,C,HOU,0.0,3000,0.00,0.00,0.00,0.0
N'Faly Dante,C,HOU,0.0,3000,0.00,0.00,0.00,0.0
Cam Whitmore,SF/PF,HOU,0.0,3000,0.00,0.00,0.00,0.0
Jae'Sean Tate,SF/PF,HOU,0.0,3000,0.00,0.00,0.00,0.0
