Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4550537396,wwilder73 (7/20),0,373.75,C Anthony Davis F Rui Hachimura G Svi Mykhailiuk PF LeBron James PG Anthony Edwards SF De'Andre Hunter SG Bogdan Bogdanovic UTIL Obi Toppin,,Keldon Johnson,F,47.03%,26.75
2,4550759577,deadfan1125 (1/7),0,373.5,C Jalen Smith F LeBron James G Trae Young PF Obi Toppin PG Jrue Holiday SF Zaccharie Risacher SG Stephon Castle UTIL Anthony Davis,,Stephon Castle,G,44.65%,32.25
3,4550527779,westh8bamix (9/20),0,372.25,C Anthony Davis F Julian Champagnie G Chris Paul PF Obi Toppin PG Trae Young SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Tyrese Haliburton,PG,32.07%,45.5
4,4550860896,to81760 (16/20),0,370,C Onyeka Okongwu F Obi Toppin G Stephon Castle PF LeBron James PG Trae Young SF Keldon Johnson SG Gabe Vincent UTIL Anthony Davis,,Jeremy Sochan,PF,31.59%,22.75
5,4551084695,mike3094 (16/18),0,369,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Trae Young SF Keldon Johnson SG Stephon Castle UTIL Jalen Smith,,Obi Toppin,PF,28.22%,36.25
6,4550502624,sam97 (15/20),0,368.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Julian Champagnie SG Stephon Castle UTIL Walker Kessler,,D'Angelo Russell,PG,27.23%,16.25
6,4550909406,mcafeend (9/20),0,368.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Julian Champagnie SG Stephon Castle UTIL Walker Kessler,,Anthony Davis,UTIL,25.80%,67
6,4551038443,bryanbigbets (13/20),0,368.25,C Moritz Wagner F De'Andre Hunter G Stephon Castle PF LeBron James PG Trae Young SF Rui Hachimura SG Ayo Dosunmu UTIL Walker Kessler,,T.J. McConnell,G,25.10%,30
9,4550829325,hoodmaster (10/15),0,367.75,C Anthony Davis F LeBron James G Chris Paul PF Rui Hachimura PG Jrue Holiday SF De'Andre Hunter SG Svi Mykhailiuk UTIL T.J. McConnell,,Dalton Knecht,SG,23.79%,21.75
10,4550311788,melvco (4/20),0,366.5,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Chris Paul SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,Walker Kessler,C,20.09%,47.75
10,4550531582,opatlion (4/20),0,366.5,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,LeBron James,PF,19.25%,83.5
10,4550559128,mwvlaxcrt (3/20),0,366.5,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,Domantas Sabonis,C,17.59%,49
10,4550637417,mrhands17 (7/20),0,366.5,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Chris Paul SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,Chris Paul,UTIL,15.73%,43
10,4550722574,gregr1224 (4/20),0,366.5,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Chris Paul SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,Jalen Johnson,PF,14.88%,36
10,4550877924,ross_the_boss (7/20),0,366.5,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,De'Andre Hunter,PF,14.59%,38.25
10,4550879054,FLEX305JC (12/20),0,366.5,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,Anfernee Simons,UTIL,13.38%,28.75
10,4550915021,squirrelpatroldk (17/20),0,366.5,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,Nikola Vucevic,C,12.50%,28.75
18,4550898055,kevinroach (14/20),0,365.5,C Anthony Davis F Obi Toppin G Anthony Edwards PF LeBron James PG Dalano Banton SF De'Andre Hunter SG Stephon Castle UTIL Max Christie,,Bogdan Bogdanovic,SF,12.18%,29.5
19,4550975189,BrizzyBam,0,365,C Walker Kessler F Keldon Johnson G T.J. McConnell PF LeBron James PG Trae Young SF Julian Champagnie SG Dalton Knecht UTIL Chris Paul,,Julian Champagnie,F,12.05%,39.75
20,4550395506,Pinseekers (5/6),0,363.75,C Anthony Davis F Julian Champagnie G Jrue Holiday PF Rui Hachimura PG Trae Young SF Bogdan Bogdanovic SG Stephon Castle UTIL Walker Kessler,,Pascal Siakam,PF,11.78%,33.75
20,4550640410,CHEEZER7 (1/2),0,363.75,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Chris Paul SF Keldon Johnson SG Bogdan Bogdanovic UTIL Walker Kessler,,John Collins,C,11.66%,29.25
22,4550787071,Protectyaneck316 (7/15),0,363.5,C Anthony Davis F Obi Toppin G Stephon Castle PF LeBron James PG Trae Young SF Dalton Knecht SG Bogdan Bogdanovic UTIL Jalen Smith,,Derrick White,PG,11.12%,29
22,4551072431,NYGFan56 (12/20),0,363.5,C Anthony Davis F Keldon Johnson G Chris Paul PF LeBron James PG Jrue Holiday SF Julian Champagnie SG Stephon Castle UTIL T.J. McConnell,,Clint Capela,C,10.97%,16
24,4550886518,FLEX305JC (20/20),0,362.75,C Anthony Davis F Keldon Johnson G Chris Paul PF LeBron James PG Jrue Holiday SF De'Andre Hunter SG Stephon Castle UTIL Dalano Banton,,Ayo Dosunmu,SG,10.94%,34
25,4550446704,AstroPepper (2/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Myles Turner,C,10.06%,38.75
25,4550446706,AstroPepper (4/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Bennedict Mathurin,G,9.69%,29
25,4550446708,AstroPepper (6/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Shaedon Sharpe,G,9.30%,19
25,4550446709,AstroPepper (7/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Jerami Grant,F,9.12%,31.75
25,4550446710,AstroPepper (8/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Rui Hachimura,PF,9.12%,33.75
25,4550446711,AstroPepper (9/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Keyonte George,G,8.83%,31.75
25,4550446712,AstroPepper (10/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Moritz Wagner,UTIL,8.70%,26.25
25,4550446714,AstroPepper (12/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Julius Randle,C,8.67%,34.75
25,4550446716,AstroPepper (14/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Jrue Holiday,G,8.64%,41.25
25,4550446717,AstroPepper (15/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Deandre Ayton,C,8.58%,16
25,4550446719,AstroPepper (17/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Jayson Tatum,F,8.44%,57
25,4550531589,opatlion (11/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Franz Wagner,SF,8.22%,47.25
25,4550622949,ChipotleShark (5/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Payton Pritchard,SG,8.00%,6.75
25,4550657986,astella2004 (7/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Malik Monk,PG,6.99%,42.25
25,4550660309,tinderella (2/3),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,DeMar DeRozan,SF,6.98%,31.25
25,4550932689,monarch11 (7/20),0,362.25,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Walker Kessler,,Jaylen Brown,SF,6.48%,36.25
41,4550521952,invertedcheese (10/20),0,362,C Anthony Davis F LeBron James G Keyonte George PF Obi Toppin PG T.J. McConnell SF De'Andre Hunter SG Stephon Castle UTIL Chris Paul,,Jalen Smith,UTIL,6.45%,20.75
41,4550763043,whited726 (9/20),0,362,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF De'Andre Hunter SG Stephon Castle UTIL Jerami Grant,,Paul George,SF,6.24%,41.5
43,4550281011,sullybrochill (19/20),0,360.25,C Jalen Smith F Obi Toppin G Tyrese Haliburton PF LeBron James PG Trae Young SF Dalton Knecht SG Stephon Castle UTIL Walker Kessler,,Jonathan Kuminga,PF,6.00%,20
44,4550446720,AstroPepper (18/20),0,359.5,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Bogdan Bogdanovic UTIL Walker Kessler,,Anthony Edwards,SG,5.88%,54.5
44,4550609299,Yeti_75 (10/20),0,359.5,C Anthony Davis F Obi Toppin G Anthony Edwards PF LeBron James PG Jalen Suggs SF Svi Mykhailiuk SG Stephon Castle UTIL Jalen Smith,,Zach Collins,C,5.74%,6
44,4550783892,JONESZY9 (17/20),0,359.5,C Anthony Davis F Obi Toppin G Keyonte George PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Bogdan Bogdanovic UTIL Walker Kessler,,Giannis Antetokounmpo,PF,5.55%,46.25
47,4550509176,lozingitall (5/20),0,359.25,C Moritz Wagner F Obi Toppin G Tyrese Haliburton PF LeBron James PG Trae Young SF Zaccharie Risacher SG Stephon Castle UTIL Chris Paul,,Rudy Gobert,C,5.46%,34.25
47,4550722588,gregr1224 (18/20),0,359.25,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF De'Andre Hunter SG Bogdan Bogdanovic UTIL Keyonte George,,Collin Sexton,SG,4.83%,29
49,4550586012,JadedOne1 (11/20),0,359,C Walker Kessler F Obi Toppin G Dalano Banton PF LeBron James PG Trae Young SF Keldon Johnson SG Stephon Castle UTIL John Collins,,Trae Young,PG,4.63%,72.5
50,4550623136,Dr_Two_Inch (6/20),0,358.75,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Chris Paul SF Bogdan Bogdanovic SG Dalton Knecht UTIL Walker Kessler,,Zaccharie Risacher,UTIL,4.54%,20
51,4551030337,RubioDimes (10/20),0,358.5,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Trae Young SF Keldon Johnson SG Dalton Knecht UTIL Jalen Smith,,Onyeka Okongwu,C,4.49%,24
52,4550648763,gutp (9/20),0,358.25,C Anthony Davis F Obi Toppin G Stephon Castle PF LeBron James PG Chris Paul SF Keldon Johnson SG Dalton Knecht UTIL Walker Kessler,,Gabe Vincent,PG,4.34%,27.75
52,4550858194,deerockem (12/20),0,358.25,C Anthony Davis F Obi Toppin G Dalton Knecht PF LeBron James PG Chris Paul SF Keldon Johnson SG Stephon Castle UTIL Walker Kessler,,Jalen Suggs,PG,4.24%,34.25
54,4550362296,HendersonBrady (8/20),0,358,C Anthony Davis F Obi Toppin G T.J. McConnell PF LeBron James PG Gabe Vincent SF Keldon Johnson SG Stephon Castle UTIL Anthony Edwards,,Dyson Daniels,SG,4.20%,31.5
54,4550446715,AstroPepper (13/20),0,358,C Anthony Davis F Obi Toppin G Anthony Edwards PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Jalen Smith,,Harrison Barnes,F,4.06%,14.75
54,4550550745,misterpost (12/20),0,358,C Anthony Davis F Obi Toppin G Anthony Edwards PF LeBron James PG T.J. McConnell SF Rui Hachimura SG Stephon Castle UTIL Jalen Smith,,Andrew Wiggins,PF,3.77%,15
54,4550564359,RunTheBasesMLB (19/20),0,358,C Walker Kessler F Obi Toppin G T.J. McConnell PF LeBron James PG Jrue Holiday SF Paul George SG Stephon Castle UTIL Tyrese Haliburton,,Deni Avdija,SF,3.72%,17.25
58,4550696978,SpeedRacer101 (15/20),0,357.75,C Moritz Wagner F Keldon Johnson G Keyonte George PF LeBron James PG Trae Young SF Julian Champagnie SG Bogdan Bogdanovic UTIL Walker Kessler,,De'Aaron Fox,G,3.58%,41
58,4550867328,yoyirisk (6/20),0,357.75,C Myles Turner F Obi Toppin G T.J. McConnell PF LeBron James PG Trae Young SF Harrison Barnes SG Johnny Juzang UTIL Anthony Edwards,,Kentavious Caldwell-Pope,G,3.44%,15.75
58,4550872234,albcool (15/20),0,357.75,C Anthony Davis F Keldon Johnson G T.J. McConnell PF LeBron James PG Jrue Holiday SF Julian Champagnie SG Dalton Knecht UTIL Walker Kessler,,Lauri Markkanen,F,3.38%,0
58,4551050193,millertime7 (20/20),0,357.75,C Anthony Davis F Keldon Johnson G T.J. McConnell PF LeBron James PG Jrue Holiday SF Julian Champagnie SG Dalton Knecht UTIL Walker Kessler,,Goga Bitadze,C,3.26%,19.5
58,4551060008,Frrststhl (7/20),0,357.75,C Obi Toppin F LeBron James G Chris Paul PF Jalen Johnson PG Jrue Holiday SF Svi Mykhailiuk SG Stephon Castle UTIL Anthony Edwards,,Al Horford,PF,3.10%,27.75
63,4550518237,Stree (11/20),0,357.5,C Anthony Davis F Obi Toppin G Chris Paul PF LeBron James PG T.J. McConnell SF Svi Mykhailiuk SG Shaedon Sharpe UTIL Walker Kessler,,Dalano Banton,UTIL,3.08%,30.75
63,4550531590,opatlion (12/20),0,357.5,C Anthony Davis F Keldon Johnson G T.J. McConnell PF LeBron James PG Jrue Holiday SF Rui Hachimura SG Stephon Castle UTIL Chris Paul,,Mike Conley,G,3.01%,32
63,4550864527,str8ace1 (6/15),0,357.5,C Anthony Davis F Obi Toppin G Jrue Holiday PF LeBron James PG Chris Paul SF De'Andre Hunter SG Stephon Castle UTIL Clint Capela,,Kevon Looney,UTIL,2.98%,16.75
63,4550909744,seminolefs (15/20),0,357.5,C Anthony Davis F Keldon Johnson G T.J. McConnell PF LeBron James PG Jrue Holiday SF Rui Hachimura SG Stephon Castle UTIL Chris Paul,,Zach LaVine,UTIL,2.87%,42.75
67,4550829326,hoodmaster (11/15),0,357.25,C Anthony Davis F LeBron James G Dalano Banton PF Rui Hachimura PG Tyrese Haliburton SF De'Andre Hunter SG Johnny Juzang UTIL Svi Mykhailiuk,,Naz Reid,F,2.74%,38
68,4550823674,Mr2tall_dfs (5/10),0,357,C Onyeka Okongwu F Rui Hachimura G Jrue Holiday PF LeBron James PG Trae Young SF De'Andre Hunter SG Gabe Vincent UTIL Jalen Johnson,,Guerschon Yabusele,C,2.71%,27.25
68,4550909399,mcafeend (2/20),0,357,C Moritz Wagner F Obi Toppin G Collin Sexton PF LeBron James PG Chris Paul SF Julian Champagnie SG Stephon Castle UTIL Anthony Davis,,Josh Giddey,G,2.54%,25.75
68,4550979018,Emac77 (4/5),0,357,C Anthony Davis F Zaccharie Risacher G Jrue Holiday PF Naz Reid PG Trae Young SF De'Andre Hunter SG Stephon Castle UTIL Walker Kessler,,Wendell Carter Jr.,F,2.45%,24.25
