Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
14,4569857660,Nathan4140 (2/14),0,376.75,C Victor Wembanyama F Jeremy Sochan G Spencer Dinwiddie PF Larry Nance Jr. PG LaMelo Ball SF Jaden McDaniels SG Klay Thompson UTIL Jalen Green,,Clint Capela,C,13.17%,23.25
14,4570080264,jalpha92,0,376.75,C Ivica Zubac F Precious Achiuwa G Cade Cunningham PF Cameron Johnson PG LaMelo Ball SF Quentin Grimes SG Malik Beasley UTIL Spencer Dinwiddie,,Zach Edey,UTIL,12.64%,26.5
17,4569986695,DirtyBirdz05,0,376,C Karl-Anthony Towns F Jonathan Mogbo G Malik Beasley PF Larry Nance Jr. PG LaMelo Ball SF Jayson Tatum SG Seth Curry UTIL Spencer Dinwiddie,,Karl-Anthony Towns,C,12.16%,72
18,4570620549,JConard1 (2/3),0,375.75,C Moritz Wagner F Kevin Durant G Spencer Dinwiddie PF Larry Nance Jr. PG LaMelo Ball SF Zach LaVine SG Malik Beasley UTIL Ivica Zubac,,Devin Vassell,SG,11.62%,37
19,4569764313,joses2 (2/2),0,375.5,C Victor Wembanyama F Malik Beasley G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Quentin Grimes SG Jalen Green UTIL Jordan Poole,,Jaren Jackson Jr.,F,11.24%,36.5
20,4569450539,BeatsByRay04,0,375.25,C Larry Nance Jr. F Ausar Thompson G Shai Gilgeous-Alexander PF Alexandre Sarr PG LaMelo Ball SF Cameron Johnson SG Gradey Dick UTIL Spencer Dinwiddie,,Payton Pritchard,PG,10.60%,30
21,4569471889,Ericleit69 (1/2),0,374.5,C Jalen Duren F Cameron Johnson G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Klay Thompson SG Malik Beasley UTIL Victor Wembanyama,,Jayson Tatum,PF,10.48%,56.5
22,4569622149,jbles311,0,374.25,C Victor Wembanyama F Devin Vassell G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Quentin Grimes SG Seth Curry UTIL Karl-Anthony Towns,,Ben Simmons,G,9.59%,26.25
22,4570156473,RolMe,0,374.25,C Victor Wembanyama F Quentin Grimes G Donte DiVincenzo PF Larry Nance Jr. PG Cade Cunningham SF Malik Beasley SG Miles McBride UTIL LaMelo Ball,,Amen Thompson,UTIL,9.54%,19.5
24,4568941996,DaBurg33 (7/20),0,374,C Zach Edey F Larry Nance Jr. G Spencer Dinwiddie PF Miles Bridges PG Cade Cunningham SF Cameron Johnson SG Malik Beasley UTIL Victor Wembanyama,,Larry Nance Jr.,PF,9.19%,48.25
24,4569776390,kmcclain21 (1/2),0,374,C Kevin Durant F Quentin Grimes G LaMelo Ball PF Larry Nance Jr. PG Cade Cunningham SF Klay Thompson SG Malik Beasley UTIL Spencer Dinwiddie,,Justin Champagnie,SF,8.63%,26.5
24,4569813103,Sighkoh (8/20),0,374,C Zach Edey F Jalen Johnson G Spencer Dinwiddie PF Larry Nance Jr. PG LaMelo Ball SF Malik Beasley SG Klay Thompson UTIL Victor Wembanyama,,Dereck Lively II,UTIL,8.48%,29.75
27,4569637885,jocko249,0,373.75,C Victor Wembanyama F Larry Nance Jr. G Ben Simmons PF Obi Toppin PG Cade Cunningham SF Cameron Johnson SG Malik Beasley UTIL Spencer Dinwiddie,,Bilal Coulibaly,SF,8.05%,35.75
28,4569415789,emdidds24,0,373,C Victor Wembanyama F Ausar Thompson G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Malik Beasley SG Seth Curry UTIL Karl-Anthony Towns,,Nic Claxton,C,7.21%,15.25
28,4569514017,patdschaeffer (18/20),0,373,C Victor Wembanyama F Jaren Jackson Jr. G Quentin Grimes PF Larry Nance Jr. PG Spencer Dinwiddie SF Klay Thompson SG Jalen Green UTIL Karl-Anthony Towns,,Cameron Johnson,SF,7.08%,61
30,4569524057,Cowhawk84,0,372.25,C Larry Nance Jr. F Bilal Coulibaly G Cade Cunningham PF Obi Toppin PG LaMelo Ball SF Cameron Johnson SG Payton Pritchard UTIL Spencer Dinwiddie,,Alperen Sengun,C,7.06%,46.75
30,4569913144,Naten (4/20),0,372.25,C Alperen Sengun F Klay Thompson G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Quentin Grimes SG Collin Sexton UTIL Victor Wembanyama,,Alexandre Sarr,PF,6.91%,43.75
32,4569493158,Jay_arrr (3/3),0,371.75,C Ivica Zubac F Santi Aldama G LaMelo Ball PF PJ Washington PG Spencer Dinwiddie SF Norman Powell SG Klay Thompson UTIL De'Andre Hunter,,Derrick White,G,6.34%,39.5
32,4570186000,jjax33 (18/20),0,371.75,C Karl-Anthony Towns F Jalen Johnson G Jamal Shead PF Larry Nance Jr. PG LaMelo Ball SF Klay Thompson SG Jalen Green UTIL Spencer Dinwiddie,,Jalen Green,SG,6.01%,48.5
34,4568985358,coltz88 (1/4),0,371.5,C Karl-Anthony Towns F Quentin Grimes G Spencer Dinwiddie PF Larry Nance Jr. PG LaMelo Ball SF Ronald Holland II SG Malik Beasley UTIL Victor Wembanyama,,Trae Young,G,5.82%,53.5
34,4569677766,brockstar5 (20/20),0,371.5,C Zach Edey F PJ Washington G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Cameron Johnson SG Klay Thompson UTIL Karl-Anthony Towns,,Obi Toppin,PF,5.62%,29.5
36,4569725358,to81760 (4/20),0,371.25,C Karl-Anthony Towns F Ausar Thompson G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Quentin Grimes SG Malik Beasley UTIL Spencer Dinwiddie,,Moritz Wagner,C,5.33%,12.5
36,4570072152,ericchristenson (2/5),0,371.25,C Karl-Anthony Towns F Quentin Grimes G LaMelo Ball PF Larry Nance Jr. PG Cade Cunningham SF Ausar Thompson SG Malik Beasley UTIL Spencer Dinwiddie,,Gradey Dick,SG,5.16%,33.5
38,4569610728,dmm_pops (6/20),0,370,C Victor Wembanyama F Klay Thompson G Quentin Grimes PF Cameron Johnson PG Spencer Dinwiddie SF Devin Vassell SG Zach LaVine UTIL Norman Powell,,Yves Missi,C,4.99%,27.25
38,4569717869,clinc (1/2),0,370,C Ivica Zubac F Larry Nance Jr. G Cade Cunningham PF Miles Bridges PG LaMelo Ball SF Quentin Grimes SG Jalen Green UTIL Spencer Dinwiddie,,Kevin Durant,F,4.71%,61
38,4569981120,UNC44 (1/2),0,370,C Victor Wembanyama F Larry Nance Jr. G Spencer Dinwiddie PF Ausar Thompson PG Cade Cunningham SF Quentin Grimes SG Miles McBride UTIL Karl-Anthony Towns,,Day'Ron Sharpe,C,4.38%,16.75
41,4569631415,footballguru29 (13/20),0,369.5,C Paul Reed F Klay Thompson G Spencer Dinwiddie PF De'Andre Hunter PG LaMelo Ball SF Malik Beasley SG Jordan Poole UTIL Victor Wembanyama,,Lauri Markkanen,PF,4.33%,52.5
41,4569837247,byrdjt24 (1/4),0,369.5,C Victor Wembanyama F Larry Nance Jr. G Spencer Dinwiddie PF Lauri Markkanen PG Cade Cunningham SF Malik Beasley SG Gradey Dick UTIL Zach Edey,,Seth Curry,SG,4.16%,24.5
43,4568971962,JulesSantana (3/20),0,369.25,C Karl-Anthony Towns F Larry Nance Jr. G Spencer Dinwiddie PF Miles Bridges PG Cade Cunningham SF Cameron Johnson SG Klay Thompson UTIL Zach Edey,,Jabari Smith Jr.,PF,4.11%,28.5
43,4569676687,DOMINO254 (2/2),0,369.25,C Karl-Anthony Towns F Alexandre Sarr G Spencer Dinwiddie PF Jeremy Sochan PG LaMelo Ball SF Dillon Brooks SG Quentin Grimes UTIL Bilal Coulibaly,,Ja Morant,G,3.95%,25.25
45,4569431606,krysti.love75 (3/5),0,368.75,C Isaiah Hartenstein F Miles Bridges G LaMelo Ball PF Cameron Johnson PG Spencer Dinwiddie SF Klay Thompson SG Mikal Bridges UTIL Alexandre Sarr,,Tyrese Haliburton,UTIL,3.94%,40.5
45,4569597902,ShaidyAdvice (17/20),0,368.75,C Paul Reed F Zach LaVine G Spencer Dinwiddie PF Alexandre Sarr PG Shai Gilgeous-Alexander SF Ausar Thompson SG Collin Sexton UTIL Victor Wembanyama,,Fred VanVleet,G,3.92%,37
47,4569344282,kobefan082409 (1/10),0,368.5,C Clint Capela F Dillon Brooks G Spencer Dinwiddie PF Alexandre Sarr PG Cade Cunningham SF Malik Beasley SG Jalen Green UTIL Karl-Anthony Towns,,Jamal Shead,PG,3.92%,13.75
48,4568913163,Tr0ubl35 (7/20),0,367.5,C Isaiah Hartenstein F Larry Nance Jr. G Cade Cunningham PF Miles Bridges PG LaMelo Ball SF De'Andre Hunter SG Malik Beasley UTIL Spencer Dinwiddie,,De'Andre Hunter,SF,3.90%,38.5
48,4569593325,reem_geez (4/20),0,367.5,C Victor Wembanyama F Miles Bridges G Jordan Poole PF Larry Nance Jr. PG LaMelo Ball SF Malik Beasley SG Quentin Grimes UTIL Spencer Dinwiddie,,Dillon Brooks,F,3.89%,42.25
48,4569837249,byrdjt24 (3/4),0,367.5,C Isaiah Hartenstein F PJ Washington G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Malik Beasley SG Klay Thompson UTIL Karl-Anthony Towns,,Ivica Zubac,C,3.86%,52.25
48,4569846405,LuckyGuess31 (8/17),0,367.5,C Karl-Anthony Towns F Larry Nance Jr. G Ben Simmons PF Miles Bridges PG LaMelo Ball SF Klay Thompson SG Jalen Green UTIL Spencer Dinwiddie,,Goga Bitadze,C,3.84%,34.5
52,4570238280,ksp6687 (6/7),0,367.25,C Karl-Anthony Towns F Ja'Kobe Walter G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Malik Beasley SG Quentin Grimes UTIL Spencer Dinwiddie,,Ja'Kobe Walter,G,3.51%,15.5
53,4569679295,thugologist (17/20),0,366.75,C Victor Wembanyama F Miles Bridges G Seth Curry PF Lauri Markkanen PG Cade Cunningham SF Malik Beasley SG Collin Sexton UTIL Spencer Dinwiddie,,Chris Boucher,F,3.40%,12.75
53,4569738644,codymcelveen (10/10),0,366.75,C Victor Wembanyama F Klay Thompson G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Cameron Johnson SG Quentin Grimes UTIL PJ Washington,,Jeremy Sochan,F,3.31%,42
53,4569739570,Jfred21 (5/5),0,366.75,C Victor Wembanyama F Klay Thompson G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Cameron Johnson SG Quentin Grimes UTIL PJ Washington,,Walker Kessler,C,3.20%,35
56,4569686025,tejjy (19/20),0,366.25,C Larry Nance Jr. F Miles Bridges G Spencer Dinwiddie PF Lauri Markkanen PG Cade Cunningham SF Cameron Johnson SG Payton Pritchard UTIL Jordan Poole,,Lonzo Ball,PG,3.12%,12.75
56,4569755507,DaddyRaks (18/20),0,366.25,C Jalen Duren F Larry Nance Jr. G Cade Cunningham PF Alexandre Sarr PG LaMelo Ball SF Devin Vassell SG Jordan Poole UTIL Spencer Dinwiddie,,Isaiah Hartenstein,C,3.12%,43.5
56,4569854835,Fithuck (2/10),0,366.25,C Victor Wembanyama F Malik Beasley G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Quentin Grimes SG Jalen Green UTIL Kristaps Porzingis,,Jaylen Brown,SF,3.03%,29.75
56,4570206459,kjs3md (19/20),0,366.25,C Victor Wembanyama F Jaden McDaniels G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Tim Hardaway Jr. SG Miles McBride UTIL Karl-Anthony Towns,,Norman Powell,UTIL,3.03%,52.25
60,4569605496,reem_geez (14/20),0,366,C Karl-Anthony Towns F Luke Kennard G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Malik Beasley SG Quentin Grimes UTIL Mark Williams,,Julius Randle,UTIL,2.92%,34.25
60,4569733658,kjoe51689 (18/20),0,366,C Alperen Sengun F Kevin Durant G Miles McBride PF Alexandre Sarr PG Spencer Dinwiddie SF Dillon Brooks SG Quentin Grimes UTIL Victor Wembanyama,,Precious Achiuwa,F,2.89%,32
62,4569668572,Velllo (20/20),0,365.75,C Day'Ron Sharpe F Larry Nance Jr. G Spencer Dinwiddie PF Jalen Johnson PG LaMelo Ball SF Cameron Johnson SG Devin Vassell UTIL Alperen Sengun,,Miles McBride,PG,2.85%,37.75
62,4569679283,thugologist (5/20),0,365.75,C Jalen Duren F Kevin Durant G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Malik Beasley SG Seth Curry UTIL Victor Wembanyama,,Shai Gilgeous-Alexander,PG,2.75%,59.5
62,4569811404,ATL05 (11/20),0,365.75,C Larry Nance Jr. F Mikal Bridges G Spencer Dinwiddie PF Jalen Johnson PG Ben Simmons SF Bilal Coulibaly SG Jalen Green UTIL Karl-Anthony Towns,,Mikal Bridges,SG,2.73%,48
62,4569862044,GiantDolphins33,0,365.75,C Karl-Anthony Towns F Larry Nance Jr. G LaMelo Ball PF Miles Bridges PG Cade Cunningham SF Quentin Grimes SG Seth Curry UTIL Spencer Dinwiddie,,Jaden McDaniels,SF,2.68%,25
66,4569718072,nickfromcwe (3/20),0,365.25,C Alperen Sengun F Klay Thompson G Spencer Dinwiddie PF Larry Nance Jr. PG LaMelo Ball SF Ausar Thompson SG Miles McBride UTIL Victor Wembanyama,,CJ McCollum,G,2.64%,34.25
67,4570018978,davis2543 (13/20),0,364.75,C Walker Kessler F Larry Nance Jr. G Spencer Dinwiddie PF Miles Bridges PG LaMelo Ball SF Klay Thompson SG Devin Vassell UTIL Karl-Anthony Towns,,Zach LaVine,SG,2.54%,52
68,4569008101,bobloblaw7648,0,364.5,C Karl-Anthony Towns F Klay Thompson G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Ausar Thompson SG Quentin Grimes UTIL Spencer Dinwiddie,,Tim Hardaway Jr.,F,2.47%,14.5
68,4569458201,rroopinsurance (2/6),0,364.5,C Karl-Anthony Towns F Ausar Thompson G Cade Cunningham PF Larry Nance Jr. PG Spencer Dinwiddie SF Klay Thompson SG Quentin Grimes UTIL LaMelo Ball,,Jonathan Kuminga,UTIL,2.46%,19
68,4569739980,cubzfan747 (4/20),0,364.5,C Karl-Anthony Towns F Quentin Grimes G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Ausar Thompson SG Klay Thompson UTIL Spencer Dinwiddie,,Jonathan Mogbo,PF,2.45%,25
68,4569748844,clathren (11/20),0,364.5,C Karl-Anthony Towns F Quentin Grimes G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Ausar Thompson SG Klay Thompson UTIL Spencer Dinwiddie,,OG Anunoby,PF,2.44%,25.25
68,4569815635,amjennison25 (7/20),0,364.5,C Day'Ron Sharpe F Jalen Johnson G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Devin Vassell SG Jalen Green UTIL Spencer Dinwiddie,,Desmond Bane,F,2.39%,32.5
68,4569899979,infam0u5p (15/15),0,364.5,C Day'Ron Sharpe F Jalen Johnson G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Devin Vassell SG Jalen Green UTIL Spencer Dinwiddie,,Wendell Carter Jr.,UTIL,2.37%,35.75
74,4569688020,foransound (20/20),0,363.75,C Karl-Anthony Towns F Larry Nance Jr. G James Harden PF Alexandre Sarr PG Trae Young SF Dillon Brooks SG Quentin Grimes UTIL Spencer Dinwiddie,,James Harden,PG,2.35%,39.5
74,4570066808,juzaro,0,363.75,C Larry Nance Jr. F Cameron Johnson G Cade Cunningham PF Jonathan Mogbo PG Spencer Dinwiddie SF Jayson Tatum SG Miles McBride UTIL Jaren Jackson Jr.,,Daniel Gafford,UTIL,2.34%,9.5
76,4569672632,thetylercrowley (12/13),0,363.25,C Walker Kessler F Jeremy Sochan G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Klay Thompson SG Devin Vassell UTIL Spencer Dinwiddie,,Dejounte Murray,G,2.30%,32.75
76,4570233765,m203,0,363.25,C Victor Wembanyama F Larry Nance Jr. G Trae Young PF Lauri Markkanen PG Spencer Dinwiddie SF Klay Thompson SG Seth Curry UTIL Tyrese Haliburton,,Jalen Brunson,PG,2.28%,29.75
78,4569071482,desportsfan (5/10),0,363,C Larry Nance Jr. F Devin Vassell G LaMelo Ball PF Jalen Johnson PG Cade Cunningham SF Malik Beasley SG Quentin Grimes UTIL Spencer Dinwiddie,,Tobias Harris,F,2.22%,25.25
78,4569086289,HeWro37,0,363,C Victor Wembanyama F Larry Nance Jr. G Spencer Dinwiddie PF Miles Bridges PG Ben Simmons SF Lauri Markkanen SG Quentin Grimes UTIL Karl-Anthony Towns,,Keyonte George,G,2.18%,40.5
78,4569679166,ryguyryguy (7/20),0,363,C Alperen Sengun F Klay Thompson G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Dillon Brooks SG Quentin Grimes UTIL Victor Wembanyama,,Naji Marshall,F,2.17%,18.75
78,4569857671,Nathan4140 (13/14),0,363,C Karl-Anthony Towns F Miles Bridges G Spencer Dinwiddie PF Larry Nance Jr. PG LaMelo Ball SF Jaden McDaniels SG Payton Pritchard UTIL Jalen Green,,Bogdan Bogdanovic,SG,2.17%,22.5
82,4569661934,wtfbra97 (5/20),0,362.75,C Walker Kessler F Larry Nance Jr. G Spencer Dinwiddie PF Alexandre Sarr PG Cade Cunningham SF Lauri Markkanen SG Tim Hardaway Jr. UTIL Victor Wembanyama,,Jrue Holiday,G,2.16%,17.25
83,4568995939,nolesfan95 (10/20),0,362.5,C Victor Wembanyama F Mikal Bridges G Spencer Dinwiddie PF Cameron Johnson PG Jamal Shead SF Klay Thompson SG Quentin Grimes UTIL Karl-Anthony Towns,,John Collins,F,2.09%,27.25
83,4569602142,reem_geez (10/20),0,362.5,C Victor Wembanyama F Chris Boucher G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Quentin Grimes SG Malik Beasley UTIL Spencer Dinwiddie,,Andrew Wiggins,SF,2.07%,21.75
83,4569641622,trejohncc,0,362.5,C Zach Edey F Jalen Johnson G Quentin Grimes PF Larry Nance Jr. PG Spencer Dinwiddie SF Jayson Tatum SG Jalen Green UTIL Karl-Anthony Towns,,Donte DiVincenzo,G,2.03%,27.5
83,4570078106,ericchristenson (5/5),0,362.5,C Karl-Anthony Towns F PJ Washington G Trae Young PF Larry Nance Jr. PG LaMelo Ball SF Luke Kennard SG Quentin Grimes UTIL Spencer Dinwiddie,,Herbert Jones,PF,2.02%,27
83,4570112649,mrog_bobbyjohnson (20/20),0,362.5,C Jalen Duren F Devin Vassell G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Malik Beasley SG Jordan Poole UTIL Spencer Dinwiddie,,Anthony Edwards,SG,1.96%,42.25
88,4569556792,UglyLovely (6/20),0,362.25,C Dereck Lively II F Larry Nance Jr. G Cade Cunningham PF Miles Bridges PG LaMelo Ball SF De'Andre Hunter SG Jalen Green UTIL Spencer Dinwiddie,,Julian Champagnie,F,1.96%,20.5
88,4569637997,gophils42 (20/20),0,362.25,C Victor Wembanyama F Larry Nance Jr. G Klay Thompson PF Miles Bridges PG Spencer Dinwiddie SF Jayson Tatum SG Jordan Poole UTIL Miles McBride,,Kelly Olynyk,C,1.94%,22
88,4569828803,BradyFolk24 (5/5),0,362.25,C Victor Wembanyama F Larry Nance Jr. G Malik Beasley PF Miles Bridges PG Cade Cunningham SF Zach LaVine SG Quentin Grimes UTIL Spencer Dinwiddie,,Andrew Nembhard,SG,1.94%,29.25
88,4570165691,mojordan86 (2/3),0,362.25,C Isaiah Hartenstein F Jalen Johnson G Jalen Green PF Larry Nance Jr. PG LaMelo Ball SF Devin Vassell SG Malik Beasley UTIL Dereck Lively II,,Dyson Daniels,SG,1.87%,14.25
88,4570206460,kjs3md (20/20),0,362.25,C Jalen Duren F Julius Randle G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Mikal Bridges SG Miles McBride UTIL Karl-Anthony Towns,,Tristan da Silva,UTIL,1.80%,22.75
93,4569590275,TnRiddles (1/2),0,362,C Victor Wembanyama F Jayson Tatum G Jamal Shead PF Larry Nance Jr. PG LaMelo Ball SF Malik Beasley SG Quentin Grimes UTIL Spencer Dinwiddie,,Kevin Porter Jr.,PG,1.70%,17
93,4569603980,Quarantini2020 (1/2),0,362,C Zach Edey F Malik Beasley G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Quentin Grimes SG Seth Curry UTIL Karl-Anthony Towns,,Chris Paul,PG,1.69%,42.25
93,4570121261,miwills8 (6/6),0,362,C Karl-Anthony Towns F Ausar Thompson G Cade Cunningham PF Larry Nance Jr. PG LaMelo Ball SF Tim Hardaway Jr. SG Malik Beasley UTIL Spencer Dinwiddie,,Luguentz Dort,F,1.69%,13.5
96,4570003395,guitar247 (14/20),0,361.75,C Day'Ron Sharpe F Precious Achiuwa G Spencer Dinwiddie PF Kevin Durant PG LaMelo Ball SF Klay Thompson SG Devin Vassell UTIL Karl-Anthony Towns,,Talen Horton-Tucker,F,1.61%,14.25
97,4568995942,nolesfan95 (13/20),0,361.5,C Ivica Zubac F PJ Washington G Spencer Dinwiddie PF Larry Nance Jr. PG Shai Gilgeous-Alexander SF Klay Thompson SG Quentin Grimes UTIL Karl-Anthony Towns,,Jalen Suggs,PG,1.60%,25.75
97,4569444468,johnnycakes10 (1/2),0,361.5,C Victor Wembanyama F Norman Powell G Quentin Grimes PF Obi Toppin PG Spencer Dinwiddie SF Klay Thompson SG Malik Beasley UTIL Karl-Anthony Towns,,Pascal Siakam,PF,1.59%,58.5
97,4569875260,texasnumbercruncher (17/20),0,361.5,C Paul Reed F Pascal Siakam G Spencer Dinwiddie PF Miles Bridges PG Jordan Poole SF Cameron Johnson SG Quentin Grimes UTIL Victor Wembanyama,,Jalen Williams,PF,1.57%,21.75
97,4570238268,craigv,0,361.5,C Dereck Lively II F Dillon Brooks G Spencer Dinwiddie PF Alexandre Sarr PG Cade Cunningham SF Malik Beasley SG Ayo Dosunmu UTIL LaMelo Ball,,Jordan Clarkson,UTIL,1.51%,14.25
101,4568938430,ericlman950,0,361.25,C Karl-Anthony Towns F Jonathan Mogbo G Spencer Dinwiddie PF Larry Nance Jr. PG Cade Cunningham SF Malik Beasley SG Quentin Grimes UTIL Trae Young,,Paul Reed,C,1.51%,31.75
101,4569387979,LuckyGuess31 (6/17),0,361.25,C Karl-Anthony Towns F PJ Washington G Spencer Dinwiddie PF Larry Nance Jr. PG Ben Simmons SF Quentin Grimes SG Jalen Green UTIL Victor Wembanyama,,Collin Sexton,SG,1.49%,51.5
103,4568913880,baysprint22 (2/3),0,361,C Victor Wembanyama F Larry Nance Jr. G Quentin Grimes PF Jalen Johnson PG Spencer Dinwiddie SF De'Andre Hunter SG Malik Beasley UTIL Trae Young,,Mark Williams,C,1.49%,31.5
103,4569385483,bpcologna (6/20),0,361,C Victor Wembanyama F Precious Achiuwa G Spencer Dinwiddie PF Jayson Tatum PG Cade Cunningham SF Dillon Brooks SG Quentin Grimes UTIL Miles McBride,,Tyus Jones,G,1.47%,21.5
103,4569861281,Umlklb (6/6),0,361,C Clint Capela F Kevin Durant G LaMelo Ball PF Larry Nance Jr. PG Cade Cunningham SF Quentin Grimes SG Devin Vassell UTIL Spencer Dinwiddie,,Stephen Curry,PG,1.45%,10.25
106,4569040061,oxenduck (7/20),0,360.75,C Victor Wembanyama F Klay Thompson G Spencer Dinwiddie PF Jaren Jackson Jr. PG LaMelo Ball SF Dillon Brooks SG Devin Vassell UTIL Precious Achiuwa,,Naz Reid,UTIL,1.31%,8.5
106,4569362110,sdoyle8448 (6/20),0,360.75,C Karl-Anthony Towns F Quentin Grimes G Spencer Dinwiddie PF Alexandre Sarr PG LaMelo Ball SF Justin Champagnie SG Gradey Dick UTIL Collin Sexton,,Bruno Fernando,UTIL,1.25%,0
