Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Ricky Council IV,PF/SF/F/UTIL,PHI,7.21,5.5615449545189986,1.58%,0.0%,3.87%,21.48%,$-3.19,24
Royce O'Neale,PF/SF/F/UTIL,PHX,20.96,8.45,14.01%,0.0%,1.23%,0.86%,$-3.27,48
Brandon Miller,SF/SG/G/F/UTIL,CHA,31.14,9.17,10.99%,0.0%,8.66%,0.89%,$-3.28,48
Ben Simmons,PG/G/UTIL,BKN,25.78,10.09,12.77%,0.0%,1.88%,1.73%,$-3.28,48
Al Horford,C/PF/F/UTIL,BOS,27.735,5.400922717565381,7.89%,0.11%,1.19%,0.65%,$-3.31,24
Caris LeVert,PG/SG/G/UTIL,CLE,17.5625,5.6887042254406115,1.98%,0.0%,1.95%,2.3%,$-3.31,24
Ousmane Dieng,C/PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Reggie Jackson,PG/G/UTIL,PHI,6.7125,2.409333554304259,0.0%,0.0%,0.02%,0.1%,$-3.36,24
Caleb Martin,PF/SF/F/UTIL,PHI,0,0.0,0.0%,0.0%,0.12%,0.04%,$-3.36,24
Moussa Diabate,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Grant Williams,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Vasilije Micic,PG/G/UTIL,CHA,7.05,4.33,0.0%,0.0%,0.02%,0.1%,$-3.36,48
Richaun Holmes,C/UTIL,WAS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Patrick Baldwin Jr.,PF/F/UTIL,WAS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Jordan Walsh,SF/SG/G/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Quenton Jackson,PG/SG/G/UTIL,IND,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Xavier Tillman,C/PF/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Andre Drummond,C/UTIL,PHI,0,0.0,0.0%,0.0%,0.08%,0.04%,$-3.36,24
Jusuf Nurkic,C/UTIL,PHX,0,0.0,0.0%,0.0%,0.02%,0.04%,$-3.36,48
Gary Harris,SF/SG/G/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
KJ Martin,PF/SF/F/UTIL,PHI,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Drew Peterson,PF/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
James Wiseman,C/UTIL,IND,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Adam Flagler,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Ajay Mitchell,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,24
Ryan Dunn,PF/SF/F/UTIL,PHX,17.77,7.37,11.86%,0.0%,0.44%,0.32%,$-3.39,48
Goga Bitadze,C/UTIL,ORL,30.830000000000002,8.586597083812123,8.86%,0.0%,0.67%,2.23%,$-3.45,24
Jonathan Isaac,C/PF/F/UTIL,ORL,14.1725,6.190648715920665,8.79%,0.0%,2.71%,5.12%,$-3.46,24
Tosan Evbuomwan,PF/SF/F/UTIL,BKN,14.12,6.28,10.23%,0.0%,0.27%,0.1%,$-3.47,48
Sam Hauser,PF/SF/F/UTIL,BOS,4.6875,3.5470743993923812,0.0%,0.0%,0.27%,0.1%,$-3.49,24
Alexandre Sarr,C/PF/F/UTIL,WAS,19.1725,6.739441358845525,2.82%,0.0%,3.4%,1.33%,$-3.52,24
Zion Williamson,C/PF/F/UTIL,NOP,39.58,9.831419420202657,5.4%,0.04%,1.78%,1.21%,$-3.59,24
Guerschon Yabusele,C/PF/F/UTIL,PHI,10.110000000000001,4.919056006704529,2.5%,0.0%,7.49%,5.86%,$-3.60,24
Jalen Wilson,PF/SF/F/UTIL,BKN,17.46,6.77,9.4%,0.0%,0.24%,0.21%,$-3.64,48
Tyrese Haliburton,PG/G/UTIL,IND,30.845,7.234693256119178,4.69%,0.0%,5.77%,3.73%,$-3.66,24
Obi Toppin,C/PF/F/UTIL,IND,15.602500000000001,5.742244971091817,4.39%,0.0%,1.61%,0.69%,$-3.70,24
Paolo Banchero,PF/F/UTIL,ORL,32.51,10.145971300903492,4.76%,0.0%,9.57%,3.59%,$-3.73,24
Eric Gordon,SG/G/UTIL,PHI,9.684999999999999,3.3596817896131608,5.31%,0.0%,1.24%,2.38%,$-3.75,24
Donovan Mitchell,PG/SG/G/UTIL,CLE,28.3525,8.412589660445704,3.77%,0.0%,5.97%,5.23%,$-3.77,24
Jared Butler,PG/G/UTIL,WAS,5.36,7.2949265949767845,1.11%,0.0%,3.85%,1.53%,$-3.77,24
Jonas Valanciunas,C/UTIL,WAS,22.21,10.05227499601388,5.81%,0.0%,0.93%,2.87%,$-3.77,24
Yves Missi,C/UTIL,NOP,17.565,5.635163479789406,4.25%,0.0%,0.66%,1.59%,$-3.78,24
Payton Pritchard,PG/SG/G/UTIL,BOS,25.759999999999998,6.384733918906286,4.07%,0.0%,2.47%,1.71%,$-3.81,24
Kyshawn George,PF/SF/F/UTIL,WAS,16.67,3.62738551786919,5.08%,0.0%,0.5%,0.76%,$-3.82,24
Justin Champagnie,PF/SF/F/UTIL,WAS,9.8475,4.945826379530132,0.0%,0.0%,0.67%,0.19%,$-3.82,24
Jordan Poole,PG/SG/G/UTIL,WAS,28.54,6.7327487656391245,2.96%,0.0%,2.24%,4.05%,$-3.82,24
Josh Okogie,SF/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.07%,0.03%,$-3.84,48
Kyle Kuzma,PF/F/UTIL,WAS,15.74,6.900063595799142,0.02%,0.0%,1.28%,2.14%,$-3.84,24
Collin Gillespie,PG/G/UTIL,PHX,0,0.0,0.0%,0.0%,0.07%,0.03%,$-3.84,48
Oscar Tshiebwe,C/UTIL,UTA,9.61,5.88,0.0%,0.0%,0.07%,0.1%,$-3.84,48
Kentavious Caldwell-Pope,SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.07%,0.04%,$-3.84,24
Bol Bol,C/PF/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.07%,0.03%,$-3.84,48
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.07%,0.05%,$-3.84,48
Tristan da Silva,PF/SF/F/UTIL,ORL,7.875,4.664737464861301,0.68%,0.0%,5.62%,2.93%,$-3.86,24
Carlton Carrington,PG/SG/G/UTIL,WAS,24.755000000000003,4.022248517046832,2.87%,0.0%,0.59%,1.04%,$-3.87,24
John Collins,C/PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.47%,0.06%,$-3.87,48
Bennedict Mathurin,SF/SG/G/F/UTIL,IND,15.3975,5.5816227341382,1.53%,0.0%,7.86%,3.78%,$-3.90,24
Cody Williams,SF/F/UTIL,UTA,17.75,6.11,0.02%,0.0%,0.19%,0.1%,$-3.90,48
Georges Niang,PF/SF/F/UTIL,CLE,16.73,4.2230263132388535,0.0%,0.0%,0.12%,0.1%,$-3.92,24
Luke Kornet,C/UTIL,BOS,20.6825,3.312833637168356,0.51%,0.0%,0.12%,0.1%,$-3.92,24
Reece Beekman,PG/G/UTIL,BKN,6.92,4.02,0.16%,0.0%,0.12%,0.1%,$-3.92,48
Isaac Okoro,PF/SF/F/UTIL,CLE,8.002500000000001,3.4667632809155724,0.0%,0.0%,0.12%,0.1%,$-3.92,24
Josh Green,PF/SF/F/UTIL,CHA,13.46,4.89,4.32%,0.0%,0.2%,0.1%,$-3.94,48
Mason Plumlee,C/UTIL,PHX,19.08,9.26,10.94%,0.0%,0.08%,0.37%,$-3.94,48
Daniel Theis,C/UTIL,NOP,14.719999999999999,4.37026336377967,2.69%,0.0%,0.15%,0.1%,$-3.98,24
Caleb Houstan,PF/SF/F/UTIL,ORL,10.3325,3.212444739072345,0.0%,0.0%,0.22%,0.1%,$-3.98,24
Wendell Carter Jr.,C/UTIL,ORL,12.465,6.78628951129033,0.01%,0.0%,0.44%,3.99%,$-3.98,24
Tidjane Salaun,PF/F/UTIL,CHA,15.35,6.59,0.58%,0.0%,0.27%,0.1%,$-3.98,48
Walker Kessler,C/UTIL,UTA,0,0.0,0.0%,0.0%,0.22%,0.06%,$-3.98,48
Jordan Hawkins,SG/G/UTIL,NOP,6.7924999999999995,4.591118939590894,0.0%,0.0%,0.64%,0.24%,$-3.99,24
Jose Alvarado,PG/G/UTIL,NOP,14.85,5.347381971914175,0.45%,0.0%,1.41%,1.37%,$-4.00,24
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,6.029999999999999,5.02613749800694,0.0%,0.0%,0.52%,1.41%,$-4.01,24
Patty Mills,PG/G/UTIL,UTA,10.92,5.7,7.49%,0.0%,0.08%,0.1%,$-4.01,48
Corey Kispert,SF/SG/G/F/UTIL,WAS,17.5325,4.162792974381247,0.0%,0.0%,0.94%,0.1%,$-4.01,24
Lauri Markkanen,PF/SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.57%,0.07%,$-4.01,48
Cameron Johnson,PF/SF/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.2%,0.06%,$-4.04,48
Maxwell Lewis,SF/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.1%,0.03%,$-4.04,48
Thomas Bryant,C/UTIL,IND,14.655,5.655241259408608,0.0%,0.0%,0.25%,0.1%,$-4.04,24
Javonte Green,PF/SF/F/UTIL,NOP,14.1175,2.690422468973089,0.0%,0.0%,0.25%,0.1%,$-4.04,24
Jalen Bridges,SF/F/UTIL,PHX,0,0.0,0.0%,0.0%,0.1%,0.03%,$-4.04,48
Joel Embiid,C/UTIL,PHI,0,0.0,0.0%,0.0%,0.4%,0.08%,$-4.04,24
Trendon Watford,PF/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.05%,0.04%,$-4.04,48
Damion Lee,SG/G/UTIL,PHX,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.04,48
Bojan Bogdanovic,SF/F/UTIL,BKN,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.04,48
Keyonte George,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.05%,0.05%,$-4.04,48
Ben Sheppard,SF/SG/G/F/UTIL,IND,13.89,2.6101113504962807,0.0%,0.0%,0.05%,0.1%,$-4.04,24
KJ Simpson,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.04,48
De'Anthony Melton,PG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.04,48
Cam Thomas,SG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.15%,0.06%,$-4.04,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.05%,0.03%,$-4.04,48
Taylor Hendricks,SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.13%,0.03%,$-4.14,48
DaQuan Jeffries,PF/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.08%,0.03%,$-4.21,48
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.08%,0.03%,$-4.21,24
Dariq Whitehead,SG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.08%,0.03%,$-4.21,48
Trevelin Queen,PG/SG/G/UTIL,ORL,17.4625,3.7411596023780023,0.0%,0.0%,0.08%,0.1%,$-4.21,24
Isaiah Wong,PG/SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.08%,0.03%,$-4.21,48
EJ Harkless,PG/SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
D'Angelo Russell,PG/SG/G/UTIL,BKN,0,0.0,0.0%,0.0%,0.03%,0.05%,$-4.49,48
Jarace Walker,PF/SF/F/UTIL,IND,15.0675,3.6608484839011934,0.0%,0.0%,0.03%,0.1%,$-4.49,24
Jared McCain,PG/G/UTIL,PHI,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,24
Taj Gibson,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Tre Mann,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.03%,0.04%,$-4.49,48
TyTy Washington Jr.,PG/G/UTIL,PHX,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Sam Merrill,SG/G/UTIL,CLE,14.73,1.4656779122017576,0.0%,0.0%,0.03%,0.1%,$-4.49,24
Adem Bona,C/UTIL,PHI,5.8875,4.671430058067703,0.0%,0.0%,0.03%,0.1%,$-4.49,24
