Name,Position,Team,Site,Projection,Price,Value,Ownership,+/-,Opponent,Team Total,Game Total,min,max,lock,exclude,Projections 👉,Points,3 pointers,Rebounds,Assists,Blocks,Steals,Turnovers,Minutes,Site ID,Slate ID
Alexandre Sarr,PF/C,WAS,dk,0.00,5600,0,0,-28,CHA,105.75,216,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429349,37514594
Chet Holmgren,C,OKC,dk,0.00,7800,0,0,-39,MIL,121,224.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343009,37514470
Cason Wallace,PG/SG,OKC,dk,0.00,4100,0,0,-20,MIL,121,224.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408195,37514803
Ajay Mitchell,PG,OKC,dk,0.00,3000,0,0,-15,MIL,121,224.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340238,37515121
Trey Alexander,PG/SG,DEN,dk,0.00,3000,0,0,-15,NOP,126,242,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323633,37515142
Damian Lillard,PG,MIL,dk,0.00,8800,0,0,-44,OKC,103.5,224.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463121,37514429
Bobby Portis,PF/C,MIL,dk,0.00,5700,0,0,-28,OKC,103.5,224.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750703,37514585
Brook Lopez,C,MIL,dk,0.00,5600,0,0,-28,OKC,103.5,224.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330047,37514592
Jaden Ivey,PG,DET,dk,0.00,3000,0,0,-15,ATL,121,237.5,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231418,37515182
Jordan Mclaughlin,PG,SAS,dk,0.00,3000,0,0,-15,MEM,118.75,241,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844465,37515216
Tre Mann,PG,CHA,dk,0.00,3900,0,0,-19,WAS,110.25,216,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175356,37514837
Cody Martin,SG/SF,CHA,dk,0.00,3700,0,0,-18,WAS,110.25,216,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842971,37514863
Tidjane Salaun,SF/PF,CHA,dk,0.00,3000,0,0,-15,WAS,110.25,216,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504463,37515185
Jared Butler,PG,WAS,dk,0.00,3000,0,0,-15,CHA,105.75,216,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134886,37515320
Saddiq Bey,SF,WAS,dk,0.00,4400,0,0,-22,CHA,105.75,216,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138653,37514736
Ariel Hukporti,C,NYK,dk,0.00,3000,0,0,-15,HOU,115.5,224,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350535,37515100
Daniel Theis,C,NOP,dk,0.00,3500,0,0,-17,DEN,116,242,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066725,37514895
OG Anunoby,SF/PF,NYK,dk,0.00,6300,0,0,-31,HOU,115.5,224,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900535,37514550
Brandon Miller,PF,CHA,dk,0.00,3000,0,0,-15,WAS,110.25,216,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401381,37515189
Brandon Ingram,PG/SG,NOP,dk,0.00,8000,0,0,-40,DEN,116,242,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887665,37514458
Cody Williams,SF,UTA,dk,0.00,3800,0,0,-19,IND,117.5,242,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458830,37514860
Brandon Boston,SG/SF,NOP,dk,0.00,4400,0,0,-22,DEN,116,242,,,,,Proj 👉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245906,37514771
