Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Feasibility,Weighted Feasibility,Tournament Feasibility,Team_Contest_Rank,Slot Count,Player_Pool_Size,Proj_Salary_Ratio,Normalized_Value,Log_Proj,Prev_Salary_Mean,Salary_Proj_Interaction,Value_Feasibility_Interaction,Proj_Feasibility_Interaction,Low_Minutes_Flag,Low_Minutes_Penalty,High_Points_Boost,Team_Total_Points_Proj,Player_Points_Percentage,Value_Plus,Ceiling_Plus,Custom_Target,Rank,Preliminary_Predictions,Scaled_Predictions,Group_Rank,Dynamic_Shift,Predicted Ownership
16,Bobby Portis,6300,46.29,7.35,77.39,14863,11,14.79,PF/C,MIL,15.7,32.0,0.63536,500.0,8.439383238794967e-05,1.0,4,387,0.007347619047619047,2.037085165573376,3.8562988566557843,3766.6666666666665,291627.0,4.669896,29.4108144,0,0.0,0,1607.59,0.028794655353666047,21.09,30.489999999999995,0.7739835498940648,1.0,0.4554901648237384,34.50669925165734,2.0,0.4003228389670733,51.980544477895826
16,Ryan Rollins,3500,31.4,8.97,63.99,14863,11,13.9,PG,MIL,10.18,30.0,0.6423,162.0,4.479732005659924e-05,3.0,3,387,0.008971428571428571,2.722204082854945,3.4781584227982836,3766.6666666666665,109900.0,5.761431,20.168219999999998,0,0.0,0,1607.59,0.019532343445779084,17.4,24.08,0.6399443493468566,2.0,0.498824231625419,37.789570597640115,1.0,0.4001266471598736,57.12639740715533
16,Tyler Herro,7400,43.49,5.88,35.34,14863,11,6.49,PG/SG,MIA,11.82,36.0,0.74484,919.0,8.104858276710043e-05,2.0,4,387,0.005877027027027027,1.4154031850771376,3.7952644448179504,5166.666666666667,321826.0,4.3796592,32.3930916,0,0.0,0,1603.08,0.027129026623749285,13.89,18.310000000000002,0.35348023809693974,3.0,0.14453410961327595,10.949512057985638,8.0,0.4020978137971399,15.222432904284696
16,Jonas Valanciunas,4500,26.89,5.98,33.42,14863,11,4.39,C,WAS,14.57,20.0,0.4285,192.0,0.0001529961208522,4.0,2,387,0.005975555555555556,1.4576944762673583,3.3282682016393976,4966.666666666667,121005.0,2.56243,11.522365,0,0.0,0,1853.22,0.01450988010058169,8.89,18.96,0.334351466159644,4.0,0.12086602504546184,9.156482176955395,12.0,0.4036265205028571,12.387450397392282
16,Amen Thompson,5800,36.25,6.25,28.41,14863,11,7.25,SG/SF,HOU,10.09,35.0,0.71785,522.0,0.0001057621480723,3.0,5,387,0.00625,1.5718809624809529,3.6176519448255684,5800.0,210250.0,4.4865625,26.0220625,0,0.0,0,1899.84,0.019080554151928584,13.05,17.340000000000003,0.2842047045265918,5.0,0.2024851135507426,15.339722909136722,3.0,0.4005580963071217,22.123454695660733
16,Khris Middleton,6000,31.57,5.26,22.42,14863,11,1.57,SG/SF,MIL,14.11,24.0,0.49272,542.0,3.384408758744499e-05,2.0,5,387,0.005261666666666667,1.1531971796977718,3.4833916192881422,5133.333333333333,189420.0,2.5917071999999997,15.5551704,0,0.0,0,1607.59,0.019638091802014198,7.57,15.68,0.22423350564671177,6.0,0.05738256238397388,4.347147261103842,63.0,0.43401771957545204,4.482688515639841
16,LaMelo Ball,9800,47.69,4.87,21.35,14863,11,-1.31,PG,CHA,16.2,34.0,0.68867,718.0,0.0001236070467001,1.0,3,387,0.004866326530612245,0.9882611440559128,3.8854736701946093,6833.333333333333,467362.0,3.3538229,32.8426723,0,0.0,0,1615.24,0.029525024145018695,8.489999999999995,14.89,0.21362237097623332,7.0,0.08641288530418323,6.546405773247137,30.0,0.4124942200011019,8.133510483876613
16,Lauri Markkanen,6700,37.55,5.6,20.47,14863,11,4.05,SF/PF,UTA,11.68,33.0,0.67749,737.0,8.515546574784035e-05,1.0,4,387,0.005604477611940298,1.2969875697445208,3.6519561000093383,7233.333333333333,251584.99999999997,3.7939439999999998,25.439749499999998,0,0.0,0,1379.9,0.02721211682005942,10.749999999999996,15.729999999999997,0.2047843039110905,8.0,0.06934307999206202,5.253243629081753,50.0,0.42490032186122395,5.944579959782134
16,Joel Embiid,9600,45.76,4.77,20.27,14863,11,-2.24,C,PHI,18.0,33.0,0.65967,547.0,3.235340341654136e-05,1.0,2,387,0.0047666666666666664,0.9459698528656922,3.8450281366038674,8700.0,439296.0,3.1466258999999996,30.186499199999997,0,0.0,0,1721.99,0.02657390577181052,7.359999999999999,15.759999999999998,0.20273202986938257,9.0,0.06975124844499092,5.2841653638126935,48.0,0.4235651997510455,6.014944523696431
16,Jaime Jaquez Jr.,3800,24.79,6.52,17.35,14863,11,5.79,SF/PF,MIA,9.76,26.0,0.55588,338.0,3.55061506111762e-05,4.0,4,387,0.006523684210526315,1.6860674486945475,3.2499868198932536,6700.0,94202.0,3.6243376,13.7802652,0,0.0,0,1603.08,0.015463981834967687,9.59,15.549999999999997,0.17353515108910525,10.0,0.14595797128575638,11.05737995569811,7.0,0.4017517729220945,15.405339339052828
16,Shai Gilgeous-Alexander,10100,54.73,5.42,15.97,14863,11,4.23,PG,OKC,20.8,33.0,0.645645,793.0,0.000236502886198,1.0,3,387,0.005418811881188118,1.2208632456021242,4.020518601581445,7900.0,552773.0,3.4993959,35.33615085,0,0.0,0,1935.54,0.028276346652613738,14.329999999999998,25.03,0.15993413785733618,11.0,0.18298526790766179,13.862467501613457,5.0,0.4011122565214687,19.79248480599056
16,Coby White,6100,35.21,5.77,14.45,14863,11,4.71,PG/SG,CHI,9.13,35.0,0.7259000000000001,708.0,4.724703359056256e-05,3.0,4,387,0.0057721311475409836,1.3688827647678952,3.58933532377755,6900.0,214781.0,4.188443,25.558939000000006,0,0.0,0,1880.7,0.018721752538948262,10.810000000000002,13.840000000000003,0.1445467745632548,12.0,0.08219368023653306,6.226770243011677,34.0,0.4147942172851988,7.597486873997723
