Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Feasibility,Weighted Feasibility,Tournament Feasibility,Team_Contest_Rank,Slot Count,Player_Pool_Size,Proj_Salary_Ratio,Normalized_Value,Log_Proj,Prev_Salary_Mean,Salary_Proj_Interaction,Value_Feasibility_Interaction,Proj_Feasibility_Interaction,Low_Minutes_Flag,Low_Minutes_Penalty,High_Points_Boost,Team_Total_Points_Proj,Player_Points_Percentage,Value_Plus,Ceiling_Plus,Custom_Target,Rank,Preliminary_Predictions,Scaled_Predictions,Group_Rank,Dynamic_Shift,Predicted Ownership
2,Keldon Johnson,4500,26.58,5.91,47.03,19406,7,4.08,SF/PF,SAS,3.87,28.6,1.5185170000000001,1347.0,0.0001099388706202,4.0,4,154,0.005906666666666666,1.3549670906641862,3.3170908723651555,,119609.99999999999,8.974435470000001,40.36218186,0,0.0,0,2126.85,0.012497355243670216,8.579999999999998,7.949999999999999,0.4704088394819144,1.0,0.42255577911619047,48.318108471683814,1.0,0.5001942727911755,61.679692019846335
2,Stephon Castle,4800,26.81,5.59,44.65,19406,7,2.81,SG,SAS,3.46,26.0,1.33471,1122.0,0.0001144223846063,3.0,3,154,0.0055854166666666665,1.1558237019736668,3.3253956682458736,,128688.0,7.4610289000000005,35.7835751,0,0.0,0,2126.85,0.01260549639137692,7.609999999999999,6.27,0.44661327816076063,2.0,0.26767010253614143,30.607351001136653,4.0,0.5012623883214329,38.189763076307834
2,Tyrese Haliburton,8300,44.85,5.4,32.07,19406,7,3.35,PG,IND,6.63,32.9,1.588741,1159.0,4.544604370071638e-05,1.0,3,154,0.005403614457831325,1.0375823149386714,3.825375198702474,,372255.0,8.5792014,71.25503385,0,0.0,0,1399.11,0.032056092801852606,11.649999999999999,9.980000000000004,0.32074499158326397,3.0,0.18856771824356344,21.562207676835694,5.0,0.5017061667955647,26.245409577956455
2,Jeremy Sochan,6100,32.88,5.39,31.59,19406,7,2.38,C,SAS,5.1,29.3,1.4882935,523.0,1.6563650566295053e-05,2.0,2,154,0.00539016393442623,1.031359084042092,3.522824869783854,,200568.00000000003,8.021901965,48.935090280000004,0,0.0,0,2126.85,0.015459482333027718,8.480000000000004,7.480000000000004,0.3159163980140609,4.0,0.09415996272573102,10.766936621213647,21.0,0.5118415356758624,11.740963033416703
2,Obi Toppin,3600,18.87,5.24,28.22,19406,7,0.87,PF/C,IND,2.47,20.7,1.1114865,555.0,0.0001009989579729,6.0,4,154,0.005241666666666667,0.9380106205934116,2.9892110565637253,,67932.0,5.824189260000001,20.973750255000002,0,0.0,0,1399.11,0.013487145399575446,4.470000000000001,3.34,0.2822999889683934,5.0,0.03919630200854973,4.48199093643734,56.0,0.5445108426684727,3.286426900492134
2,D'Angelo Russell,5400,31.43,5.82,27.23,19406,7,4.43,PG,LAL,3.8,31.6,1.6462020000000002,966.0,9.599635953335092e-05,3.0,3,154,0.005820370370370371,1.2989580125949778,3.4790839203192268,,169722.0,9.580895640000001,51.740128860000006,0,0.0,0,1386.85,0.022662869091826802,9.829999999999998,8.229999999999997,0.27239503639593826,6.0,0.36624772068158373,41.879434550423525,3.0,0.5008561023195269,53.09024037422895
2,Anthony Davis,10200,53.33,5.23,25.8,19406,7,2.33,C,LAL,17.08,35.5,1.59182,1069.0,0.0003382192423356,1.0,2,154,0.00522843137254902,0.931787389696833,3.9950765605634317,,543966.0,8.325218600000001,84.8917606,0,0.0,0,1386.85,0.03845405054620182,12.530000000000001,19.409999999999997,0.25833483704991245,7.0,0.3822081135373747,43.70446223048454,2.0,0.5004952249011834,55.545247283449996
2,T.J. McConnell,4700,25.82,5.49,25.1,19406,7,2.32,PG,IND,5.49,18.7,0.9750179999999999,737.0,0.000111649132141,5.0,3,154,0.005493617021276596,1.0935913930078798,3.2891478778535324,,121354.0,5.35284882,25.174964759999998,0,0.0,0,1399.11,0.018454588988714257,7.02,7.810000000000002,0.25111053264081984,8.0,0.15617374662827688,17.858044790672267,11.0,0.5049464327031696,21.207615280201924
2,Dalton Knecht,4700,23.38,4.98,23.79,19406,7,-0.12,SG/SF,LAL,1.96,24.6,1.305768,938.0,0.0001555465189348,4.0,5,154,0.004974468085106383,0.7762066172823648,3.1937631240531252,,109886.0,6.502724640000001,30.52885584,0,0.0,0,1386.85,0.01685834805494466,4.579999999999998,1.8399999999999999,0.23805399105374564,9.0,0.04619980089973508,5.282822059403857,46.0,0.5341299028939239,4.381915974762568
2,Walker Kessler,6300,31.56,5.01,20.09,19406,7,0.06,C,UTA,5.09,24.2,1.247873,424.0,1.6714999171759527e-05,3.0,2,154,0.005009523809523809,0.7948763099721007,3.4830845411343394,,198828.0,6.25184373,39.382871879999996,0,0.0,0,1606.77,0.01964189025187177,6.359999999999999,5.149999999999999,0.20091654784918023,10.0,0.04214653433346083,4.819342009448047,53.0,0.5413222921466064,3.729514441172136
2,LeBron James,9600,49.06,5.11,19.25,19406,7,1.06,PF/C,LAL,12.92,35.0,1.6135000000000002,1352.0,0.0001292167770899,2.0,4,154,0.005110416666666667,0.8571086189378883,3.913222286003628,,470976.0,8.244985000000002,79.15831000000001,0,0.0,0,1386.85,0.03537513069185565,10.660000000000004,13.980000000000004,0.19262792460931918,11.0,0.17153852313612128,19.614965355105177,9.0,0.5037725879010885,23.567825594494288
