Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Feasibility,Weighted Feasibility,Tournament Feasibility,Team_Contest_Rank,Player_Pool_Size,Proj_Salary_Ratio,Normalized_Value,Log_Proj,Prev_Salary_Mean,Salary_Proj_Interaction,Value_Feasibility_Interaction,Proj_Feasibility_Interaction,Low_Minutes_Flag,Low_Minutes_Penalty,Team_Total_Points_Proj,Player_Points_Percentage,Value_Plus,Ceiling_Plus,Custom_Target,Rank,Preliminary_Predictions,Scaled_Predictions,Group_Rank,Dynamic_Shift,Predicted Ownership
9,Cason Wallace,3900,23.48,6.02,62.0,8917,2,3.98,PG/SG,OKC,1.35,32.0,3.684,4024.0,0.0004913654094806,5.0,71,0.0060205128205128204,1.5164218382066157,3.1978564576441255,,91572.0,22.17768,86.50032,0,0.0,1935.54,0.012130981534868822,7.880000000000001,5.330000000000002,0.6204864517553863,1.0,0.4420501849135634,53.8910050317366,2.0,0.45026871649977834,51.0253926835444
9,Giannis Antetokounmpo,11200,58.2,5.2,57.0,8917,2,2.2,PF/C,MIL,22.14,39.0,4.289804999999999,3692.0,0.0005901294729095,1.0,71,0.0051964285714285715,1.1804650688455705,4.0809215418899605,,651840.0,22.306986,249.66665099999997,0,0.0,1607.59,0.03620326078166697,13.400000000000006,24.340000000000003,0.5705842281781809,2.0,0.529585994648532,64.56262767523067,1.0,0.4501054153462843,64.25875157939473
9,Bobby Portis,5500,31.49,5.73,52.0,8917,2,3.99,PF/C,MIL,5.72,30.0,3.4046999999999996,2795.0,0.0002473871486717,3.0,71,0.005725454545454545,1.3976078587984415,3.4809323496810087,6866.666666666667,173195.0,19.508931,107.21400299999998,0,0.0,1607.59,0.01958832786966826,9.489999999999998,9.71,0.5202449132771855,3.0,0.3452428930616531,42.089082014058846,4.0,0.4506849909410571,38.200807704346886
9,Onyeka Okongwu,4300,25.07,5.83,51.0,8917,2,3.57,C,ATL,3.97,24.0,2.73564,1368.0,0.0001554415905218,6.0,71,0.005830232558139535,1.438578196525398,3.2607852279454104,7133.333333333333,107801.0,15.9487812,68.5824948,0,0.0,1694.84,0.014791956762880273,7.870000000000001,7.539999999999999,0.5101538871746171,4.0,0.3245186693298885,39.562560629104,5.0,0.45092579183366305,36.99720280120315
9,Luguentz Dort,4400,23.56,5.35,46.0,8917,2,1.56,SG/SF,OKC,1.4,32.0,3.57872,2599.0,0.0002703548607848,4.0,71,0.005354545454545454,1.2419205754360054,3.2011191032789417,4900.0,103664.0,19.146152,84.31464319999999,0,0.0,1935.54,0.012172313669570249,5.959999999999997,2.9599999999999973,0.46026765131217734,5.0,0.24368430108166517,29.7079208287518,9.0,0.45204706308883935,31.4038921122139
9,Damian Lillard,8800,42.48,4.83,41.0,8917,2,-1.52,PG,MIL,8.0,39.0,4.378725,3099.0,8.762330342554944e-05,2.0,71,0.004827272727272727,1.0288748192558301,3.7723010622530087,6033.333333333333,373824.0,21.14924175,186.008238,0,0.0,1607.59,0.02642464807569094,7.279999999999994,6.479999999999997,0.41008674707039167,6.0,0.1325873027652984,16.163918134919985,23.0,0.45726501337799164,17.837130180307305
9,Jalen Johnson,8200,45.35,5.53,40.0,8917,2,4.35,PF,ATL,7.28,38.0,4.2522,2945.0,0.0001625033565498,2.0,71,0.005530487804878049,1.3156671833445277,3.836221292011864,7233.333333333333,371870.0,23.514666000000002,192.83727000000002,0,0.0,1694.84,0.026757688041349037,12.550000000000004,11.630000000000003,0.40016087832298464,7.0,0.2874551679373296,35.044093250947085,7.0,0.4514580962524416,32.735707590943235
9,Shai Gilgeous-Alexander,10200,55.36,5.43,39.0,8917,2,4.36,PG,OKC,15.84,37.0,4.082395,3339.0,0.000467079904022,1.0,71,0.005427450980392157,1.274696845617571,4.03175968703048,9100.0,564672.0,22.16740485,226.0013872,0,0.0,1935.54,0.02860183721338748,14.560000000000002,20.200000000000003,0.39046240910498214,8.0,0.30789665975340874,37.53614636145971,6.0,0.45118415356758623,37.06662308331898
9,Alex Caruso,3800,20.84,5.48,37.0,8917,2,1.84,SG/SF,OKC,1.88,24.0,2.7260400000000002,2433.0,0.0001879841423165,6.0,71,0.005484210526315789,1.2951820144810495,3.083743150876704,7333.333333333333,79192.0,14.938699200000002,56.8106736,0,0.0,1935.54,0.010767021089721732,5.640000000000001,3.719999999999999,0.37018610430089366,9.0,0.2369460039412492,28.886444857261143,12.0,0.4530185510278901,28.444974022069154
9,Dillon Brooks,4200,23.01,5.48,36.0,8917,2,2.01,SF,HOU,1.45,33.0,3.75309,1944.0,0.0001571195871597,7.0,71,0.005478571428571429,1.2951820144810495,3.178470410233162,6033.333333333333,96642.0,20.5669332,86.3586009,0,0.0,1899.84,0.012111546235472462,6.210000000000001,3.460000000000001,0.36015554839128844,10.0,0.26351137118444456,32.12506886112375,8.0,0.4517461249670834,32.50083688694938
