Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Feasibility,Weighted Feasibility,Tournament Feasibility,Team_Contest_Rank,Player_Pool_Size,Proj_Salary_Ratio,Normalized_Value,Log_Proj,Prev_Salary_Mean,Salary_Proj_Interaction,Value_Feasibility_Interaction,Proj_Feasibility_Interaction,Low_Minutes_Flag,Low_Minutes_Penalty,Team_Total_Points_Proj,Player_Points_Percentage,Value_Plus,Ceiling_Plus,Custom_Target,Rank,Preliminary_Predictions,Scaled_Predictions,Group_Rank,Dynamic_Shift,Predicted Ownership
21,Scotty Pippen Jr.,5300,35.21,6.64,72.45,4458,5,8.71,PG,MEM,11.95,31.0,1.40151,705.0,5.9455370364881e-05,3.0,177,0.006643396226415094,1.6892115886498913,3.58933532377755,3566.6666666666665,186613.0,9.3060264,49.3471671,0,0.0,2246.27,0.015674874347251223,14.010000000000002,20.659999999999997,0.7245588608166619,1.0,0.5238784246362362,52.20672715457741,1.0,0.4500305974214142,74.61104755694305
21,Jaren Jackson Jr.,7800,43.94,5.63,45.96,4458,5,4.94,PF/C,MEM,15.15,33.0,1.4534850000000001,1288.0,0.000115647106638,1.0,177,0.005633333333333333,1.273220576151522,3.8053282667571833,4933.333333333333,342732.0,8.18312055,63.8661309,0,0.0,2246.27,0.01956131720585682,12.739999999999998,20.089999999999996,0.459714490635572,2.0,0.20412501655384263,20.3419315312512,4.0,0.4501988226309282,26.632888794104627
21,Jay Huff,3000,20.25,6.75,45.56,4458,5,5.25,C,MEM,9.97,19.0,0.86279,274.0,2.7901675637018696e-05,6.0,177,0.00675,1.7345175405061493,3.056356895370426,4933.333333333333,60750.0,5.8238325,17.471497499999998,0,0.0,2246.27,0.009014944775116081,8.25,15.219999999999999,0.45562762265888107,3.0,0.1106523187570112,11.026977143370289,34.0,0.45357422070278325,10.763049102922876
21,Jayson Tatum,10300,52.08,5.06,42.49,4458,5,0.58,SF/PF,BOS,16.93,35.0,1.526,1917.0,0.0003127854354276,1.0,177,0.0050563106796116504,1.0384533710781851,3.9718002094640066,6666.666666666667,536424.0,7.721559999999999,79.47408,0,0.0,1997.59,0.0260714160563479,10.879999999999995,17.50999999999999,0.4252096575810737,4.0,0.14517087318695743,14.466898827768631,17.0,0.45140213836288856,15.305363110727471
21,Zaccharie Risacher,3600,21.23,5.9,42.42,4458,5,3.23,SF,ATL,8.58,24.0,1.1028,568.0,4.815458657148756e-05,6.0,177,0.005897222222222222,1.3844260943441558,3.101442727976105,5466.666666666667,76428.0,6.50652,23.412444,0,0.0,1694.84,0.01252625616577376,6.83,11.810000000000002,0.4242476730407062,5.0,0.10408466611584744,10.372482448878227,36.0,0.4538609413462575,10.930152081231956
21,Jaylen Brown,8400,43.75,5.21,35.8,4458,5,1.75,SG/SF,BOS,13.31,35.0,1.543675,1512.0,9.710669619983888e-05,2.0,177,0.005208333333333333,1.100234214518537,3.8010914447208646,7100.0,367500.0,8.04254675,67.53578125,0,0.0,1997.59,0.021901391176367524,10.149999999999999,15.060000000000002,0.3580961356292381,6.0,0.14263352703320886,14.214041423997044,19.0,0.45162930424606623,15.079177774351217
21,Payton Pritchard,5600,31.54,5.63,25.77,4458,5,3.54,PG/SG,BOS,9.22,32.0,1.44864,1536.0,0.0001524589147039,4.0,177,0.005632142857142857,1.273220576151522,3.482470101790892,5700.0,176624.0,8.1558432,45.690105599999995,0,0.0,1997.59,0.015789025776060152,9.14,12.759999999999998,0.25785093432555706,7.0,0.18588284499109697,18.524021060621408,7.0,0.4504232209737104,22.74371781411047
21,John Konchar,3000,18.17,6.06,23.37,4458,5,3.17,SG/SF,MEM,7.61,21.0,0.980175,656.0,5.02873907208038e-05,7.0,177,0.006056666666666668,1.4503256606805306,2.9533465570575532,5566.666666666667,54510.00000000001,5.9398605,17.80977975,0,0.0,2246.27,0.0080889652624128,6.170000000000002,10.780000000000001,0.2337497845168138,8.0,0.11391406599962384,11.352024216000762,29.0,0.4528835144040552,11.015863443588847
21,Terry Rozier,4700,24.38,5.19,23.35,4458,5,0.88,PG/SG,MIA,8.73,28.0,1.25468,1372.0,9.188355190213272e-05,3.0,177,0.005187234042553192,1.0919967687264902,3.2339614622862416,4566.666666666667,114586.0,6.511789200000001,30.589098399999997,0,0.0,1603.08,0.015208224168475684,5.579999999999998,9.61,0.23359096471638335,9.0,0.11253179640274902,11.214275134716837,31.0,0.4531551725484445,12.954946240008512
21,Julius Randle,7400,39.99,5.4,22.12,4458,5,2.99,PF/C,MIN,12.6,34.0,1.52456,1172.0,6.746072536261086e-05,2.0,177,0.005404054054054054,1.1784899495429828,3.7133281345162463,5033.333333333333,295926.0,8.232624,60.9671544,0,0.0,2090.29,0.01913131670725115,10.39,15.590000000000003,0.22126678611810918,10.0,0.16423879676996767,16.367099021341733,11.0,0.45077904932028934,19.540852824163697
