Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Feasibility,Weighted Feasibility,Tournament Feasibility,Team_Contest_Rank,Slot Count,Player_Pool_Size,Proj_Salary_Ratio,Normalized_Value,Log_Proj,Prev_Salary_Mean,Salary_Proj_Interaction,Value_Feasibility_Interaction,Proj_Feasibility_Interaction,Low_Minutes_Flag,Low_Minutes_Penalty,High_Points_Boost,Team_Total_Points_Proj,Player_Points_Percentage,Value_Plus,Ceiling_Plus,Custom_Target,Rank,Preliminary_Predictions,Scaled_Predictions,Group_Rank,Dynamic_Shift,Predicted Ownership
22,Miles Bridges,7300,41.11,5.63,58.45,14863,7,4.61,PF,CHA,12.85,34.0,1.0992199999999999,1069.0,0.0001539328283404,1.0,3,247,0.0056315068493150685,1.287433877274292,3.740285242173836,4266.666666666667,300103.0,6.188608599999999,45.18893419999999,0,0.0,0,1615.24,0.025451326118719197,11.91,17.46,0.5846523935000576,1.0,0.16058218777869349,14.1241000742934,14.0,0.4082198912926847,17.373794127214666
22,Spencer Dinwiddie,5200,32.73,6.29,57.21,14863,7,6.73,PG,DAL,8.23,35.0,1.135575,471.0,3.031856112630288e-05,4.0,3,247,0.006294230769230769,1.5601366015710296,3.5183876490735586,4933.333333333333,170195.99999999997,7.14276675,37.16736975,0,0.0,0,2102.78,0.015565109046119895,11.929999999999996,14.959999999999994,0.5721300153755156,2.0,0.2275065289359688,20.010469571352445,6.0,0.40261877034262167,25.79916661600163
22,Vasilije Micic,4600,29.68,6.45,47.95,14863,7,6.68,PG,CHA,8.9,32.0,1.0184,392.0,4.380378851324915e-05,3.0,3,247,0.006452173913043478,1.6262463529156932,3.4236109764990554,5266.666666666667,136528.0,6.56868,30.226112,0,0.0,0,1615.24,0.018374978331393475,11.280000000000001,15.579999999999998,0.4795433657506286,3.0,0.19056402833145714,16.761170363573196,8.0,0.4038615770821264,21.23004648603712
22,Deni Avdija,5500,34.37,6.25,33.88,14863,7,6.87,SF/PF,POR,10.65,33.0,1.068705,981.0,9.62512039519054e-05,2.0,4,247,0.006249090909090909,1.5436091637348637,3.5658640032173894,4766.666666666667,189035.0,6.67940625,36.73139085,0,0.0,0,1123.69,0.03058672765620411,12.369999999999997,17.519999999999996,0.3388952886919127,4.0,0.2932417674734453,25.792250853286482,2.0,0.4005942698814201,33.993419694252005
22,Nikola Jokic,12000,64.35,5.36,32.66,14863,7,4.35,C,DEN,21.23,37.0,1.105375,1320.0,0.0001172277042703,1.0,2,247,0.005362499999999999,1.1758736718801723,4.179757440070231,7066.666666666667,772199.9999999999,5.92481,71.13088124999999,0,0.0,0,1737.89,0.03702765997847964,16.349999999999994,25.58,0.32671605542722787,5.0,0.2650817183333165,23.315417291270634,5.0,0.40204740015467766,30.418014383013926
22,Quentin Grimes,5100,33.38,6.55,31.9,14863,7,7.88,SG/SF,DAL,8.34,35.0,1.1350500000000001,780.0,0.0001232894557747,2.0,5,247,0.006545098039215687,1.6675649475061076,3.5374749999547035,7433.333333333333,170238.0,7.4345775000000005,37.887969000000005,0,0.0,0,2102.78,0.01587422364679139,12.980000000000004,16.22,0.3191220565612172,6.0,0.29804186778703246,26.21444647867668,1.0,0.40023312734941063,34.617830039605586
22,Mark Williams,5300,36.05,6.8,27.11,14863,7,9.55,C,CHA,15.91,27.0,0.86454,332.0,0.0001805216503297,2.0,2,247,0.00680188679245283,1.7708614339821445,3.6122683517420957,7300.0,191064.99999999997,5.878871999999999,31.166666999999997,0,0.0,0,1615.24,0.022318664718555755,14.849999999999998,25.459999999999994,0.2712787164338266,7.0,0.27812261164745,24.462436676016146,4.0,0.40151486598571945,32.05643999144544
22,Jamal Murray,7700,41.26,5.36,26.41,14863,7,2.76,PG/SG,DEN,10.41,37.0,1.1912150000000001,1681.0,8.412238729436919e-05,2.0,4,247,0.005358441558441558,1.1758736718801723,3.7438410121879104,5800.0,317702.0,6.384912400000001,49.1495309,0,0.0,0,1737.89,0.02374143357749915,10.459999999999997,13.170000000000002,0.26418328116342166,8.0,0.11112784028333311,9.774314068787067,29.0,0.42197002358153507,10.995228194810885
22,Jaden Hardy,4000,24.13,6.03,24.17,14863,7,4.13,PG/SG,DAL,9.71,25.0,0.8015,635.0,0.0001705777383932,5.0,4,247,0.0060325,1.4527082556359512,3.2240623515555007,5466.666666666667,96520.0,4.833045,19.340194999999998,0,0.0,0,2102.78,0.011475285098774003,8.129999999999999,13.840000000000003,0.24186887196100948,9.0,0.1516292703642026,13.336640996369868,15.0,0.40902228258941287,16.263871467729885
22,Patrick Williams,4200,23.41,5.57,19.65,14863,7,2.41,PF,CHI,7.6,29.0,0.9439500000000001,491.0,5.967848598655029e-05,4.0,3,247,0.005573809523809523,1.2626427205200432,3.1949928844048685,5233.333333333333,98322.0,5.2578015,22.0978695,0,0.0,0,1880.7,0.01244749295475089,6.609999999999999,10.009999999999998,0.19655908170112682,10.0,0.09240662218367746,8.127678401345417,34.0,0.4272326411878934,8.694331513836675
