Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Dereck Lively II,C/UTIL,DAL,31.3,11.64,27.89%,1.16%,11.23%,23.1%,$-0.46,48
Jordan Clarkson,SG/G/UTIL,UTA,0.0,0.001,0.0%,0.0%,0.03%,0.05%,$-1.92,48
Jonas Valanciunas,C/UTIL,WAS,25.384652777777777,14.830933060867766,6.96%,0.0%,1.48%,6.93%,$-3.28,46
Kyle Anderson,PF/F/UTIL,GSW,17.03,8.43,15.52%,0.18%,6.14%,7.53%,$-2.73,48
Bradley Beal,SF/SG/G/F/UTIL,PHX,26.137743055555553,8.978411216099856,2.5%,0.0%,1.12%,0.36%,$-2.89,46
Dennis Schroder,PG/SG/G/UTIL,GSW,29.19,9.87,24.65%,0.89%,14.77%,8.93%,$-7.274393185962999e+244,48
Trae Young,PG/G/UTIL,ATL,52.61,16.35,31.99%,1.74%,16.42%,11.75%,$2.25,48
Zaccharie Risacher,PF/SF/F/UTIL,ATL,25.46,8.86,21.73%,0.63%,11.6%,13.44%,$-1.83,48
Naji Marshall,PF/SF/F/UTIL,DAL,30.31,8.71,29.39%,1.24%,32.32%,40.32%,$0.19,48
Cam Whitmore,PF/SF/F/UTIL,HOU,17.357812499999998,9.630855415100605,7.39%,0.06%,4.58%,4.04%,$-3.23,46
LeBron James,PF/F/UTIL,LAL,47.89,16.31,15.46%,0.23%,7.35%,7.76%,$-2.7,48
De'Andre Hunter,PF/SF/F/UTIL,ATL,32.72,11.41,12.36%,0.31%,3.27%,2.97%,$-2.34,48
Oso Ighodaro,C/PF/F/UTIL,PHX,0.0,0.000973797311941416,0.17%,0.0%,0.13%,0.03%,$-1.46,46
Isaiah Collier,PG/G/UTIL,UTA,24.16,8.04,27.2%,0.89%,10.01%,9.66%,$-1.25,48
Anthony Davis,C/UTIL,LAL,53.99,17.77,21.99%,0.66%,13.71%,17.09%,$-1.77,48
Russell Westbrook,PG/G/UTIL,DEN,33.71,10.65,21.61%,0.58%,7.84%,6.09%,$2.107117458409199e+153,48
Sam Hauser,PF/SF/F/UTIL,BOS,18.32,6.91,11.06%,0.07%,2.47%,2.58%,$-3.06,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,19.67,7.58,15.7%,0.11%,5.27%,3.09%,$-2.75,48
Jaden McDaniels,SF/F/UTIL,MIN,24.78,7.21,21.2%,0.7%,5.95%,9.42%,$-1.66,48
Austin Reaves,PG/G/UTIL,LAL,37.22,9.81,24.92%,0.73%,3.82%,2.73%,$-1.65,48
Jamal Murray,PG/SG/G/UTIL,DEN,37.68,9.38,18.17%,0.25%,7.53%,3.72%,$-1.4268630459053586e+245,48
Grayson Allen,SG/G/UTIL,PHX,18.0190625,7.225576054605306,4.33%,0.0%,0.18%,0.92%,$-2.73,46
Bogdan Bogdanovic,SF/SG/G/F/UTIL,ATL,21.98,9.08,16.83%,0.13%,5.91%,3.36%,$-2.62,48
CJ McCollum,PG/SG/G/UTIL,NOP,34.52,9.64,7.61%,0.02%,2.62%,1.16%,$-3.27,48
Alec Burks,PG/SG/G/UTIL,MIA,6.93,4.2,3.39%,0.0%,0.22%,0.1%,$-3.29,48
Quincy Olivari,PG/G/UTIL,LAL,0.0,0.001,16.02%,0.0%,0.03%,0.02%,$-1.31,48
Stephen Curry,PG/G/UTIL,GSW,44.13,13.68,23.99%,0.72%,10.89%,7.74%,$-1.69,48
Dorian Finney-Smith,C/PF/F/UTIL,LAL,18.5,6.45,12.4%,0.07%,1.69%,1.66%,$-2.98,48
Lindy Waters III,SF/SG/G/F/UTIL,GSW,15.94,6.98,19.28%,0.39%,1.22%,0.75%,$-2.28,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,17.3,7.91,15.08%,0.17%,4.51%,2.76%,$-2.71,48
Terry Rozier,PG/SG/G/UTIL,MIA,28.48,8.59,24.66%,0.97%,6.37%,3.92%,$-1.31,48
Justin Champagnie,PF/SF/F/UTIL,WAS,18.937465277777783,7.965662011680783,2.31%,0.0%,1.13%,1.88%,$-3.1,46
Nikola Jokic,C/UTIL,DEN,64.39,21.93,23.47%,0.63%,23.74%,21.12%,$-4.525812441308911e+244,48
Jayson Tatum,PF/SF/F/UTIL,BOS,49.92,14.42,17.17%,0.26%,30.91%,27.29%,$-3.47598794424696e+244,48
Julius Randle,C/PF/F/UTIL,MIN,37.2,13.17,16.56%,0.13%,4.5%,3.29%,$-2.67,48
Vit Krejci,PG/SG/G/UTIL,ATL,16.76,6.67,27.91%,0.02%,0.46%,0.27%,$-1.92,48
Bam Adebayo,C/UTIL,MIA,40.23,13.38,16.16%,0.41%,2.88%,3.55%,$-2.48,48
Jrue Holiday,PG/G/UTIL,BOS,27.38,7.8,24.2%,0.7%,6.26%,5.73%,$-1.67,48
Dejounte Murray,PG/G/UTIL,NOP,38.43,11.19,10.29%,0.01%,2.19%,1.5%,$-3.04,48
Draymond Green,C/PF/F/UTIL,GSW,28.46,10.57,15.68%,0.22%,4.3%,3.84%,$-2.68,48
Kristaps Porzingis,C/UTIL,BOS,34.45,12.53,13.75%,0.29%,3.44%,5.18%,$4.802267695909337e+153,48
Moses Moody,SF/SG/G/F/UTIL,GSW,17.52,8.06,19.97%,0.3%,1.16%,0.65%,$-2.23,48
Nickeil Alexander-Walker,SF/SG/G/F/UTIL,MIN,14.73,6.95,10.92%,0.25%,2.67%,1.5%,$-4.0240744328342143e+245,48
Corey Kispert,SF/SG/G/F/UTIL,WAS,18.368055555555557,7.06976848469468,6.72%,0.0%,0.43%,0.62%,$-3.08,46
Walker Kessler,C/UTIL,UTA,33.87,11.73,21.06%,0.37%,4.24%,7.34%,$-2.14,48
Kyle Filipowski,C/UTIL,UTA,22.36,9.15,18.03%,0.6%,5.2%,11.42%,$-2.19,48
Clint Capela,C/UTIL,ATL,26.48,12.38,14.58%,0.05%,2.9%,5.85%,$-2.86,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,29.13,9.56,14.51%,0.09%,4.72%,2.64%,$3.499957812272907e+153,48
Drew Eubanks,C/UTIL,UTA,14.57,8.01,18.43%,0.01%,0.22%,0.17%,$-2.5,48
Spencer Dinwiddie,PG/G/UTIL,DAL,27.53,8.08,11.74%,0.01%,0.58%,0.5%,$2.848241529987608e+154,48
Gary Payton II,SF/F/UTIL,GSW,0.0,0.001,0.01%,0.0%,0.02%,0.02%,$-4.81,48
Steven Adams,C/UTIL,HOU,7.237013888888889,4.98584223714005,0.51%,0.0%,0.41%,0.1%,$-3.48,46
Max Christie,SF/SG/G/F/UTIL,LAL,20.93,5.91,18.32%,0.64%,4.08%,2.4%,$-2.09,48
Antonio Reeves,SF/SG/G/F/UTIL,NOP,0.0,0.001,4.6%,0.0%,0.06%,0.02%,$-2.93,48
Jordan Poole,PG/SG/G/UTIL,WAS,0.0,0.000973797311941416,0.0%,0.0%,0.05%,0.07%,$-0.77,46
Hunter Tyson,PF/SF/F/UTIL,DEN,5.49,3.31,2.73%,0.0%,0.14%,0.1%,$-7.674484811190963e+246,48
Yves Missi,C/UTIL,NOP,28.26,8.56,13.12%,0.36%,1.11%,2.5%,$-2.75,48
Jaylen Brown,SF/SG/G/F/UTIL,BOS,42.55,11.54,17.19%,0.42%,4.99%,3.78%,$-2.26,48
Duncan Robinson,SG/G/UTIL,MIA,18.45,7.91,10.61%,0.24%,1.33%,1.23%,$-3.0,48
Cody Martin,SF/SG/G/F/UTIL,CHA,15.0434375,6.6802495599181135,0.74%,0.0%,0.61%,0.4%,$-3.26,46
Kobe Bufkin,PG/G/UTIL,ATL,0.0,0.001,0.0%,0.0%,0.03%,0.02%,$-3.84,48
Shake Milton,PG/SG/G/UTIL,LAL,4.81,3.15,3.0%,0.0%,0.12%,0.1%,$-3.79,48
Tidjane Salaun,PF/F/UTIL,CHA,13.794409722222223,6.251778742663891,5.38%,0.13%,0.21%,0.1%,$-3.13,46
Larry Nance Jr.,C/UTIL,ATL,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-3.36,48
Herbert Jones,PF/SF/F/UTIL,NOP,23.85,6.32,8.06%,0.0%,0.77%,0.71%,$-3.26,48
Pelle Larsson,SF/F/UTIL,MIA,5.98,3.54,1.77%,0.0%,0.14%,0.1%,$-3.6,48
Tyler Herro,PG/SG/G/UTIL,MIA,39.32,10.73,7.91%,0.21%,2.59%,1.23%,$6.378301495725143e+153,48
Aaron Gordon,PF/F/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.04%,0.05%,$-2.88,48
Al Horford,C/PF/F/UTIL,BOS,21.19,7.96,9.58%,0.08%,0.82%,0.87%,$-3.18,48
Rui Hachimura,PF/SF/F/UTIL,LAL,20.71,6.94,10.11%,0.01%,1.0%,1.11%,$-3.18,48
Nick Richards,C/UTIL,CHA,12.343333333333332,7.644308898740116,0.24%,0.0%,0.25%,0.09%,$-3.13,46
Cody Zeller,C/UTIL,ATL,0.0,0.001,8.4%,0.0%,0.02%,0.02%,$-4.31,48
Reed Sheppard,PG/SG/G/UTIL,HOU,0.0,0.000973797311941416,0.0%,0.0%,0.02%,0.02%,$-1.92,46
Zion Williamson,PF/F/UTIL,NOP,33.56,14.56,2.21%,0.0%,1.82%,1.92%,$-3.5,48
Dyson Daniels,PG/SG/G/UTIL,ATL,33.03,8.6,10.91%,0.06%,1.63%,0.73%,$-3.11,48
Gabe Vincent,PG/SG/G/UTIL,LAL,11.05,4.52,9.49%,0.0%,0.22%,0.1%,$-3.16,48
PJ Washington,PF/F/UTIL,DAL,35.33,9.24,18.79%,0.48%,1.27%,1.64%,$-2.34,48
David Roddy,PF/F/UTIL,ATL,5.06,3.25,3.07%,0.0%,0.16%,0.1%,$-3.09,48
Patty Mills,PG/G/UTIL,UTA,0.0,0.001,8.84%,0.0%,0.05%,0.02%,$-2.55,48
Svi Mykhailiuk,SF/SG/G/F/UTIL,UTA,11.89,6.56,11.48%,0.0%,0.09%,0.05%,$-2.88,48
Trey Murphy III,SF/SG/G/F/UTIL,NOP,0.0,0.001,0.0%,0.0%,0.06%,0.06%,$-1.6,48
Nikola Jovic,C/PF/F/UTIL,MIA,22.12,8.74,8.79%,0.0%,1.5%,1.47%,$-3.33,48
Kel'el Ware,C/UTIL,MIA,14.16,7.74,6.05%,0.0%,0.08%,0.1%,$-3.48,48
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,6.42,4.01,1.8%,0.0%,0.14%,0.1%,$-3.33,48
Keshad Johnson,PF/SF/F/UTIL,MIA,0.0,0.001,0.0%,0.0%,0.01%,0.03%,$-1.92,48
Luke Kornet,C/UTIL,BOS,13.54,7.31,9.07%,0.0%,0.04%,0.1%,$-3.3,48
DeAndre Jordan,C/UTIL,DEN,10.71,6.47,2.56%,0.0%,0.07%,0.1%,$-3.42,48
Karlo Matkovic,C/PF/F/UTIL,NOP,0.0,0.001,0.93%,0.0%,0.03%,0.02%,$-3.15,48
Tristen Newton,PG/G/UTIL,MIN,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-2.88,48
DaQuan Jeffries,PF/F/UTIL,CHA,0.0,0.000973797311941416,0.26%,0.0%,0.08%,0.02%,$-1.67,46
Dante Exum,SF/F/UTIL,DAL,0.0,0.001,0.08%,0.0%,0.04%,0.02%,$-2.4,48
Dalton Knecht,SF/SG/G/F/UTIL,LAL,13.42,6.38,5.35%,0.0%,0.16%,0.1%,$-3.29,48
Josh Minott,SF/F/UTIL,MIN,5.67,3.79,2.08%,0.0%,0.13%,0.1%,$-3.57,48
Keaton Wallace,PG/G/UTIL,ATL,0.0,0.001,0.42%,0.0%,0.02%,0.02%,$-3.82,48
Jose Alvarado,PG/G/UTIL,NOP,15.79,7.4,9.39%,0.01%,0.1%,0.1%,$-2.69,48
Kevon Looney,C/UTIL,GSW,12.35,7.72,26.42%,0.17%,0.06%,0.1%,$-1.65,48
Royce O'Neale,PF/SF/F/UTIL,PHX,0.0,0.000973797311941416,0.0%,0.0%,0.01%,0.04%,$0.0,46
Jaden Springer,SF/SG/G/F/UTIL,BOS,4.41,3.02,1.53%,0.0%,0.28%,0.1%,$-3.41,48
Maxi Kleber,C/PF/F/UTIL,DAL,9.11,4.23,2.47%,0.0%,0.08%,0.1%,$-3.46,48
Jusuf Nurkic,C/UTIL,PHX,17.28434027777778,9.864566769966546,0.04%,0.0%,0.41%,0.55%,$-2.52,46
Dwight Powell,C/UTIL,DAL,9.41,5.47,3.21%,0.0%,0.13%,0.1%,$-3.5,48
Anton Watson,SF/F/UTIL,BOS,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-3.36,48
Jeff Green,C/PF/F/UTIL,HOU,0.0,0.000973797311941416,0.0%,0.0%,0.06%,0.03%,$-2.56,46
PJ Hall,C/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-3.36,48
Jazian Gortman,PG/G/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.03%,0.02%,$-2.56,48
Baylor Scheierman,SG/G/UTIL,BOS,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-3.33,48
Daeqwon Plowden,SF/SG/G/F/UTIL,ATL,0.0,0.001,0.0%,0.0%,0.08%,0.02%,$-3.35,48
Keyonte George,PG/G/UTIL,UTA,0.0,0.001,0.0%,0.0%,0.02%,0.05%,$-3.84,48
Drew Peterson,PF/F/UTIL,BOS,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-2.88,48
Trey Alexander,PG/SG/G/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-3.84,48
Jaylen Clark,SG/G/UTIL,MIN,0.0,0.001,0.0%,0.0%,0.03%,0.02%,$-2.56,48
Mouhamed Gueye,C/UTIL,ATL,0.0,0.001,0.0%,0.0%,0.01%,0.02%,$-5.77,48
JD Davison,PG/G/UTIL,BOS,0.0,0.001,0.07%,0.0%,0.05%,0.02%,$-3.07,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,11.865763888888889,6.144661038350335,3.4%,0.0%,0.08%,0.1%,$-3.4,46
Peyton Watson,PF/F/UTIL,DEN,16.54,6.96,5.93%,0.0%,0.11%,0.12%,$-2.92,48
Neemias Queta,C/UTIL,BOS,4.79,3.35,0.07%,0.0%,0.07%,0.1%,$-3.57,48
Jimmy Butler,PF/SF/F/UTIL,MIA,0.0,0.001,0.0%,0.0%,0.06%,0.07%,$-0.32,48
Luka Doncic,PG/G/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.09%,0.09%,$0.0,48
Jalen Hood-Schifino,PG/G/UTIL,LAL,0.0,0.001,0.0%,0.0%,0.05%,0.02%,$3.3039601747856245e+155,48
Markieff Morris,C/PF/F/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-2.88,48
Aaron Holiday,PG/G/UTIL,HOU,10.249375,5.589596570543728,0.04%,0.0%,0.03%,0.1%,$-4.48,46
Vasilije Micic,PG/G/UTIL,CHA,0.0,0.000973797311941416,0.0%,0.0%,0.08%,0.04%,$-1.19,46
Daniel Theis,C/UTIL,NOP,10.64,5.86,9.53%,0.0%,0.05%,0.1%,$-3.61,48
Rob Dillingham,PG/G/UTIL,MIN,0.0,0.001,0.37%,0.0%,0.04%,0.02%,$-2.86,48
Brandon Ingram,PG/G/UTIL,NOP,0.0,0.001,0.0%,0.0%,0.06%,0.07%,$-0.32,48
Garrison Mathews,SF/SG/G/F/UTIL,ATL,13.19,6.52,8.86%,0.0%,0.06%,0.04%,$-2.93,48
Derrick White,PG/SG/G/UTIL,BOS,0.0,0.001,0.0%,0.0%,0.12%,0.06%,$-1.12,48
Vlatko Cancar,C/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.01%,0.02%,$-3.84,48
Armel Traore,C/PF/F/UTIL,LAL,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-3.84,48
Spencer Jones,SF/SG/G/F/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.06%,0.02%,$-2.56,48
Leonard Miller,C/PF/F/UTIL,MIN,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-2.88,48
Jalen Pickett,PG/SG/G/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.01%,0.02%,$-3.84,48
Cam Reddish,PF/SF/F/UTIL,LAL,0.0,0.001,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Josh Okogie,SF/F/UTIL,PHX,0.0,0.000973797311941416,2.34%,0.0%,0.05%,0.03%,$-1.78,46
Taylor Hendricks,SF/F/UTIL,UTA,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-1.44,48
Kessler Edwards,PF/SF/F/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-2.88,48
Jordan Walsh,SF/SG/G/F/UTIL,BOS,0.0,0.001,0.0%,0.0%,0.05%,0.03%,$-3.46,48
Brandon Williams,PG/G/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.04%,0.03%,$-2.4,48
EJ Harkless,PG/SG/G/UTIL,UTA,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-3.84,48
Jordan Hawkins,SG/G/UTIL,NOP,12.4,6.36,9.64%,0.0%,0.1%,0.1%,$-3.14,48
Haywood Highsmith,PF/SF/F/UTIL,MIA,17.53,5.73,66.4%,0.0%,0.01%,0.01%,$0.33,48
Brandin Podziemski,PG/SG/G/UTIL,GSW,0.0,0.001,0.0%,0.0%,0.03%,0.03%,$-2.56,48
Dru Smith,PG/G/UTIL,MIA,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-3.84,48
Pat Spencer,PG/G/UTIL,GSW,0.0,0.001,0.0%,0.0%,0.03%,0.02%,$-3.84,48
Quinten Post,C/UTIL,GSW,0.0,0.001,0.0%,0.0%,0.01%,0.02%,$-1.92,48
Jamal Cain,SF/F/UTIL,NOP,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-2.88,48
Joe Ingles,PF/F/UTIL,MIN,0.0,0.001,0.02%,0.0%,0.03%,0.02%,$-3.84,48
DaRon Holmes II,C/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-2.88,48
Josh Christopher,PG/G/UTIL,MIA,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-3.84,48
Cody Williams,PF/SF/F/UTIL,UTA,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-3.84,48
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0.0,0.001,0.0%,0.0%,0.06%,0.02%,$-2.88,48
John Collins,C/PF/F/UTIL,UTA,0.0,0.001,0.0%,0.0%,0.04%,0.06%,$-0.96,48
Jabari Smith Jr.,C/PF/F/UTIL,HOU,0.0,0.000973797311941416,0%,0%,0.0%,0.05%,$0,46
Luka Garza,C/UTIL,MIN,0.0,0.001,0.0%,0.0%,0.03%,0.02%,$-3.84,48
Jalen Johnson,PF/F/UTIL,ATL,0.0,0.001,0.0%,0.0%,0.04%,0.07%,$0.0,48
Javonte Green,PF/SF/F/UTIL,NOP,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-2.88,48
Jalen Bridges,SF/F/UTIL,PHX,0.0,0.000973797311941416,0.0%,0.0%,0.01%,0.02%,$-1.92,46
Monte Morris,PG/G/UTIL,PHX,12.352517361111113,6.563393882485144,0.79%,0.0%,0.09%,0.1%,$-3.53,46
Gui Santos,SG/G/UTIL,GSW,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-2.88,48
Dario Saric,C/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.01%,0.03%,$-1.92,48
Oscar Tshiebwe,C/UTIL,UTA,0.0,0.001,0.0%,0.0%,0.02%,0.02%,$-2.88,48
Jaxson Hayes,C/UTIL,LAL,4.33,2.98,0.0%,0.0%,0.03%,0.1%,$-2.56,48
Isaiah Stevens,PG/G/UTIL,MIA,0.0,0.001,0.0%,0.0%,0.03%,0.02%,$-3.2,48
Olivier-Maxence Prosper,PF/SF/F/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-3.36,48
Bronny James,PG/G/UTIL,LAL,0.0,0.001,0.0%,0.0%,0.05%,0.02%,$-3.08,48
Xavier Tillman,C/PF/F/UTIL,BOS,0.0,0.001,0.0%,0.0%,0.04%,0.02%,$-4.33,48
Christian Wood,PF/F/UTIL,LAL,0.0,0.001,0.0%,0.0%,0.02%,0.04%,$-3.84,48
Kyrie Irving,PG/SG/G/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.1%,0.08%,$0.0,48
Jesse Edwards,C/UTIL,MIN,0.0,0.001,0%,0%,0.0%,0.02%,$0,48
Jonathan Kuminga,PF/F/UTIL,GSW,0.0,0.001,0.0%,0.0%,0.04%,0.05%,$-0.48,48
Kevin Love,C/UTIL,MIA,0.0,0.001,0.0%,0.0%,0.01%,0.02%,$-3.84,48
Zeke Nnaji,C/UTIL,DEN,0.0,0.001,0.0%,0.0%,0.01%,0.02%,$-5.77,48
Dominick Barlow,C/UTIL,ATL,0.0,0.001,0.0%,0.0%,0.01%,0.02%,$-5.77,48
Daniel Gafford,C/UTIL,DAL,0.0,0.001,0.0%,0.0%,0.02%,0.04%,$-0.96,48
Jarred Vanderbilt,PF/F/UTIL,LAL,0.0,0.001,0.0%,0.0%,0.01%,0.03%,$-1.92,48
Christian Koloko,C/UTIL,LAL,0.0,0.001,0.0%,0.0%,0.02%,0.03%,$-3.78,48
Josh Richardson,PG/G/UTIL,MIA,0.0,0.001,0.0%,0.0%,0.01%,0.03%,$-1.92,48
Tari Eason,PF/F/UTIL,HOU,0.0,0.000973797311941416,0.0%,0.0%,0.01%,0.04%,$-3.84,46
Bol Bol,C/PF/F/UTIL,PHX,0.0,0.000973797311941416,0.0%,0.0%,0.01%,0.02%,$-1.92,46
Isaiah Wong,PG/SG/G/UTIL,CHA,0.0,0.000973797311941416,0.0%,0.0%,0.01%,0.02%,$0.0,46
Richaun Holmes,C/UTIL,WAS,0.0,0.000973797311941416,0%,0%,0.0%,0.02%,$0,46
