Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Collin Sexton (37250660),Amen Thompson (37250634),Andrew Wiggins (37250682),Draymond Green (37250692),Kyle Filipowski (37250892),Jalen Green (37250653),LeBron James (37250513),Clint Capela (37250731),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Trae Young (37250516),Jalen Green (37250653),De'Andre Hunter (37250623),Nikola Jovic (37250788),Jonas Valanciunas (37250715),Moses Moody (37250987),Kyle Anderson (37250999),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Mike Conley (37250894),Lindy Waters III (37251007),Amen Thompson (37250634),Lauri Markkanen (37250598),Alperen Sengun (37250526),Bogdan Bogdanovic (37250814),Christian Braun (37250799),Trae Young (37250516),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Dennis Schroder (37250733),Jalen Green (37250653),Amen Thompson (37250634),Lauri Markkanen (37250598),Alperen Sengun (37250526),Isaiah Collier (37250869),Kyle Anderson (37250999),Collin Sexton (37250660),
