Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4533123419,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Josh Giddey (36791127),Malcolm Brogdon (36791162),Kyshawn George (36791286),Alexandre Sarr (36791220),John Collins (36791101),Austin Reaves (36791116),Bobby Portis (36791169),Damian Lillard (36791062),
4533123420,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Malcolm Brogdon (36791162),Corey Kispert (36791268),Kyshawn George (36791286),Alexandre Sarr (36791220),Bobby Portis (36791169),Jalen Green (36791130),LeBron James (36791050),Damian Lillard (36791062),
4533123421,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Malcolm Brogdon (36791162),Julian Champagnie (36791228),Corey Kispert (36791268),Bobby Portis (36791169),Alexandre Sarr (36791220),Damian Lillard (36791062),Royce O'Neale (36791239),Victor Wembanyama (36791046),
4533123422,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Malcolm Brogdon (36791162),Devin Booker (36791058),Kyshawn George (36791286),Alexandre Sarr (36791220),Nikola Vucevic (36791073),Josh Giddey (36791127),Dalton Knecht (36791199),Bobby Portis (36791169),
4533123423,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Damian Lillard (36791062),Corey Kispert (36791268),Kyshawn George (36791286),Bobby Portis (36791169),Jonas Valanciunas (36791237),Amen Thompson (36791207),LeBron James (36791050),Jusuf Nurkic (36791139),
4533123424,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Josh Giddey (36791127),Jalen Green (36791130),Corey Kispert (36791268),Bobby Portis (36791169),Alexandre Sarr (36791220),Devin Booker (36791058),Naz Reid (36791216),John Collins (36791101),
