Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Trae Young (37250516),Amen Thompson (37250634),Naji Marshall (37250810),Brice Sensabaugh (37250850),Julius Randle (37250594),Jalen Green (37250653),Nikola Jovic (37250788),Collin Sexton (37250660),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Donte DiVincenzo (37250769),Jalen Green (37250653),Zaccharie Risacher (37250829),Jayson Tatum (37250509),Jonas Valanciunas (37250715),Bogdan Bogdanovic (37250814),Jaden McDaniels (37250844),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Stephen Curry (37250549),Quentin Grimes (37250705),Amen Thompson (37250634),Andrew Wiggins (37250682),Alperen Sengun (37250526),Moses Moody (37250987),Naji Marshall (37250810),Naz Reid (37250804),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Isaiah Collier (37250869),Jalen Green (37250653),Amen Thompson (37250634),Naz Reid (37250804),Alperen Sengun (37250526),Moses Moody (37250987),Lindy Waters III (37251007),Nikola Jokic (37250502),
