Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Trae Young (37250516),Amen Thompson (37250634),Andrew Wiggins (37250682),Kyle Anderson (37250999),Bam Adebayo (37250568),Jalen Green (37250653),Jaime Jaquez Jr. (37250755),Naji Marshall (37250810),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Payton Pritchard (37250686),Jalen Green (37250653),Jayson Tatum (37250509),Naz Reid (37250804),Jonas Valanciunas (37250715),Mike Conley (37250894),Bogdan Bogdanovic (37250814),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Stephen Curry (37250549),Jaden Hardy (37250833),Amen Thompson (37250634),Al Horford (37250762),Alperen Sengun (37250526),Collin Sexton (37250660),Naz Reid (37250804),Rudy Gobert (37250713),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Collin Sexton (37250660),Jalen Green (37250653),Amen Thompson (37250634),Andrew Wiggins (37250682),Alperen Sengun (37250526),Johnny Juzang (37250900),Zaccharie Risacher (37250829),Lauri Markkanen (37250598),
