Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Jrue Holiday (37250740),Amen Thompson (37250634),Brice Sensabaugh (37250850),Lauri Markkanen (37250598),Clint Capela (37250731),Jalen Green (37250653),Bogdan Bogdanovic (37250814),Jayson Tatum (37250509),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Jamal Murray (37250585),Jalen Green (37250653),Jaime Jaquez Jr. (37250755),Brice Sensabaugh (37250850),Jonas Valanciunas (37250715),Russell Westbrook (37250639),Nikola Jovic (37250788),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Trae Young (37250516),Johnny Juzang (37250900),Amen Thompson (37250634),Jaime Jaquez Jr. (37250755),Alperen Sengun (37250526),Max Christie (37250872),Nikola Jovic (37250788),Collin Sexton (37250660),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Vit Krejci (37251012),Jalen Green (37250653),Amen Thompson (37250634),Rui Hachimura (37250795),Alperen Sengun (37250526),Russell Westbrook (37250639),Jaylen Brown (37250560),Naz Reid (37250804),
