Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Stephen Curry (37250549),Amen Thompson (37250634),Rui Hachimura (37250795),Naz Reid (37250804),Kristaps Porzingis (37250621),Jalen Green (37250653),Michael Porter Jr. (37250656),Andrew Wiggins (37250682),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Terry Rozier (37250743),Jalen Green (37250653),Naji Marshall (37250810),LeBron James (37250513),Jonas Valanciunas (37250715),Isaiah Collier (37250869),Nikola Jovic (37250788),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Mike Conley (37250894),Anthony Edwards (37250565),Amen Thompson (37250634),Andrew Wiggins (37250682),Alperen Sengun (37250526),Bogdan Bogdanovic (37250814),Zaccharie Risacher (37250829),De'Andre Hunter (37250623),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Isaiah Collier (37250869),Jalen Green (37250653),Amen Thompson (37250634),Jaime Jaquez Jr. (37250755),Alperen Sengun (37250526),Anthony Edwards (37250565),Moses Moody (37250987),Walker Kessler (37250651),
