Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Terry Rozier (37250743),Amen Thompson (37250634),De'Andre Hunter (37250623),Brice Sensabaugh (37250850),Julius Randle (37250594),Jalen Green (37250653),Lauri Markkanen (37250598),Draymond Green (37250692),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Jamal Murray (37250585),Jalen Green (37250653),Zaccharie Risacher (37250829),Draymond Green (37250692),Jonas Valanciunas (37250715),Klay Thompson (37250668),Jaden McDaniels (37250844),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Vit Krejci (37251012),Klay Thompson (37250668),Amen Thompson (37250634),Naz Reid (37250804),Alperen Sengun (37250526),Jaden Hardy (37250833),Kyle Anderson (37250999),Nikola Jokic (37250502),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Terry Rozier (37250743),Jalen Green (37250653),Amen Thompson (37250634),LeBron James (37250513),Alperen Sengun (37250526),Mike Conley (37250894),Max Christie (37250872),Zaccharie Risacher (37250829),
