Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Mike Conley (37250894),Amen Thompson (37250634),Lauri Markkanen (37250598),Naz Reid (37250804),Dereck Lively II (37250747),Jalen Green (37250653),Jayson Tatum (37250509),Collin Sexton (37250660),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Isaiah Collier (37250869),Jalen Green (37250653),Brice Sensabaugh (37250850),Naji Marshall (37250810),Jonas Valanciunas (37250715),Anthony Edwards (37250565),Julius Randle (37250594),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Mike Conley (37250894),Collin Sexton (37250660),Amen Thompson (37250634),Jayson Tatum (37250509),Alperen Sengun (37250526),Terry Rozier (37250743),Naz Reid (37250804),Onyeka Okongwu (37250808),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Mike Conley (37250894),Jalen Green (37250653),Amen Thompson (37250634),Naji Marshall (37250810),Alperen Sengun (37250526),Collin Sexton (37250660),Lauri Markkanen (37250598),Dereck Lively II (37250747),
