Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Terry Rozier (37250743),Amen Thompson (37250634),Jaden McDaniels (37250844),Jaime Jaquez Jr. (37250755),Dereck Lively II (37250747),Jalen Green (37250653),LeBron James (37250513),Lauri Markkanen (37250598),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Jaden Hardy (37250833),Jalen Green (37250653),Moses Moody (37250987),Michael Porter Jr. (37250656),Jonas Valanciunas (37250715),Trae Young (37250516),Brice Sensabaugh (37250850),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Donte DiVincenzo (37250769),Julian Strawther (37251002),Amen Thompson (37250634),Naz Reid (37250804),Alperen Sengun (37250526),Terry Rozier (37250743),Brandon Boston Jr. (37250948),Nikola Jokic (37250502),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Collin Sexton (37250660),Jalen Green (37250653),Amen Thompson (37250634),Julius Randle (37250594),Alperen Sengun (37250526),Terry Rozier (37250743),Brice Sensabaugh (37250850),Onyeka Okongwu (37250808),
