Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Austin Reaves (37250606),Amen Thompson (37250634),Lauri Markkanen (37250598),Naji Marshall (37250810),Walker Kessler (37250651),Jalen Green (37250653),Michael Porter Jr. (37250656),Naz Reid (37250804),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Collin Sexton (37250660),Jalen Green (37250653),Andrew Wiggins (37250682),Brice Sensabaugh (37250850),Jonas Valanciunas (37250715),Jaylen Brown (37250560),Jaden McDaniels (37250844),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Stephen Curry (37250549),Anthony Edwards (37250565),Amen Thompson (37250634),Brice Sensabaugh (37250850),Alperen Sengun (37250526),Donte DiVincenzo (37250769),Kyle Anderson (37250999),Onyeka Okongwu (37250808),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Mike Conley (37250894),Jalen Green (37250653),Amen Thompson (37250634),Julius Randle (37250594),Alperen Sengun (37250526),Russell Westbrook (37250639),Naz Reid (37250804),Dereck Lively II (37250747),
