Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,
4600395239,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Collin Sexton (37250660),Amen Thompson (37250634),Zaccharie Risacher (37250829),LeBron James (37250513),Dereck Lively II (37250747),Jalen Green (37250653),PJ Washington (37250631),Naji Marshall (37250810),
4600395240,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Jaden Hardy (37250833),Jalen Green (37250653),Michael Porter Jr. (37250656),Brice Sensabaugh (37250850),Jonas Valanciunas (37250715),Collin Sexton (37250660),Julius Randle (37250594),Alperen Sengun (37250526),
4600395241,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Terry Rozier (37250743),Dennis Schroder (37250733),Amen Thompson (37250634),Nikola Jovic (37250788),Alperen Sengun (37250526),Jaylen Brown (37250560),Naz Reid (37250804),Rudy Gobert (37250713),
4600395242,NBA $70K Four Point Play [20 Entry Max],172787608,$4,Trae Young (37250516),Jalen Green (37250653),Amen Thompson (37250634),Naz Reid (37250804),Alperen Sengun (37250526),Jordan Hawkins (37250973),Jaime Jaquez Jr. (37250755),Naji Marshall (37250810),
