Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4533123419,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Ayo Dosunmu (36791173),Malcolm Brogdon (36791162),Corey Kispert (36791268),Alexandre Sarr (36791220),Bobby Portis (36791169),Keyonte George (36791166),John Collins (36791101),Victor Wembanyama (36791046)
4533123420,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Josh Giddey (36791127),Tyler Herro (36791079),Kyshawn George (36791286),Alexandre Sarr (36791220),Bobby Portis (36791169),Tyus Jones (36791156),Corey Kispert (36791268),Victor Wembanyama (36791046)
4533123421,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Malcolm Brogdon (36791162),Amen Thompson (36791207),Kyshawn George (36791286),Alexandre Sarr (36791220),Victor Wembanyama (36791046),Damian Lillard (36791062),Naz Reid (36791216),Keyonte George (36791166)
4533123422,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Josh Giddey (36791127),Amen Thompson (36791207),Corey Kispert (36791268),Kyshawn George (36791286),Alexandre Sarr (36791220),Damian Lillard (36791062),Bobby Portis (36791169),Anthony Davis (36791048)
4533123423,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Keyonte George (36791166),Amen Thompson (36791207),Harrison Barnes (36791254),Kyle Kuzma (36791136),Victor Wembanyama (36791046),Devin Booker (36791058),Bobby Portis (36791169),Isaiah Collier (36791363)
4533123424,NBA $80K Four Point Play [20 Entry Max],170847674,$4,Ayo Dosunmu (36791173),Malcolm Brogdon (36791162),Bilal Coulibaly (36791159),Kyle Kuzma (36791136),Alexandre Sarr (36791220),Keyonte George (36791166),Bobby Portis (36791169),Victor Wembanyama (36791046)
