Contest ID,DK Name,Salary,Points Proj,Value,Own Actual,Contest Size,Games Played,Plus,Position,Team,Ceiling,Minutes,Min Actual,Player
2,De'Andre Hunter,5000,24.54516667,4.909033333,14.59,19406,7,-0.454833333,SF/PF,ATL,2.999939817,29,34,DeAndre Hunter
2,Anfernee Simons,6600,33.42656667,5.064631313,13.38,19406,7,0.426566667,PG,POR,4.252708074,33,28,Anfernee Simons
2,Nikola Vucevic,8400,42.91646667,5.109103175,12.5,19406,7,0.916466667,C,CHI,7.51850085,33.5,0,Nikola Vucevic
2,Bogdan Bogdanovic,4700,23.9133,5.08793617,12.18,19406,7,0.4133,SG/SF,ATL,2.310386836,29.8,29,Bogdan Bogdanovic
2,Julian Champagnie,4900,24.8716,5.075836735,12.05,19406,7,0.3716,SG/SF,SAS,2.485604201,21.9,35,Julian Champagnie
2,Pascal Siakam,7800,39.78676667,5.100867521,11.78,19406,7,0.786766667,PF/C,IND,5.949985062,33.4,37,Pascal Siakam
2,John Collins,7200,33.40226667,4.639203704,11.66,19406,7,-2.597733333,PF/C,UTA,6.330092833,27.8,28,John Collins
2,Derrick White,7100,33.9479,4.781394366,11.12,19406,7,-1.5521,PG/SG,BOS,3.570146911,33.1,37,Derrick White
2,Clint Capela,5400,28.80703333,5.334635802,10.97,19406,7,1.807033333,C,ATL,5.382885799,25,24,Clint Capela
2,Ayo Dosunmu,5700,26.05073333,4.570304094,10.94,19406,7,-2.449266667,PG/SG,CHI,2.395272441,29.2,32,Ayo Dosunmu
2,Myles Turner,6700,34.75313333,5.187034826,10.06,19406,7,1.253133333,C,IND,4.93998875,28.5,32,Myles Turner
2,Bennedict Mathurin,6800,32.75316667,4.816642157,9.69,19406,7,-1.246833333,SG/SF,IND,3.955322847,27.7,34,Bennedict Mathurin
2,Shaedon Sharpe,5900,29.18743333,4.947022599,9.3,19406,7,-0.312566667,PG/SG,POR,3.277489039,32.2,29,Shaedon Sharpe
2,Jerami Grant,5700,29.19706667,5.122292398,9.12,19406,7,0.697066667,PF,POR,2.806137235,33,29,Jerami Grant
2,Rui Hachimura,4900,22.87206667,4.667768707,9.12,19406,7,-1.627933333,SF/PF,LAL,1.781696663,27.6,41,Rui Hachimura
2,Keyonte George,5900,29.88353333,5.06500565,8.83,19406,7,0.383533333,PG,UTA,3.754967848,27.7,24,Keyonte George
2,Moritz Wagner,4500,23.72935,5.273188889,8.7,19406,7,1.22935,C,ORL,5.365287846,17.7,18,Moritz Wagner
2,Julius Randle,7300,36.47126667,4.996063927,8.67,19406,7,-0.028733333,PF/C,MIN,6.374560327,34.6,24,Julius Randle
2,Jrue Holiday,5100,26.55813333,5.207477124,8.64,19406,7,1.058133333,PG,BOS,2.603448033,33,34,Jrue Holiday
2,Deandre Ayton,6800,36.1173,5.311367647,8.58,19406,7,2.1173,C,POR,6.449125472,31.7,17,Deandre Ayton
2,Jayson Tatum,10000,49.1396,4.91396,8.44,19406,7,-0.8604,SF/PF,BOS,12.35227865,36.2,37,Jayson Tatum
2,Franz Wagner,9500,47.31076667,4.980080702,8.22,19406,7,-0.189233333,SF/PF,ORL,10.82876032,32.5,38,Franz Wagner
2,Payton Pritchard,5800,24.3566,4.199413793,8,19406,7,-4.6434,PG/SG,BOS,2.914368836,22.7,24,Payton Pritchard
2,Malik Monk,7000,33.37933333,4.76847619,6.99,19406,7,-1.620666667,PG/SG,SAC,4.664128627,26.2,34,Malik Monk
2,DeMar DeRozan,7400,36.49643333,4.93195045,6.98,19406,7,-0.503566667,SF/PF,SAC,5.495876095,37.2,32,DeMar DeRozan
2,Jaylen Brown,8600,40.95286667,4.76196124,6.48,19406,7,-2.047133333,SG/SF,BOS,7.32742743,34.1,34,Jaylen Brown
2,Jalen Smith,3300,16.03176667,4.858111111,6.45,19406,7,-0.468233333,C,CHI,2.696609175,15.7,18,Jalen Smith
2,Paul George,7600,34.8277,4.582592105,6.24,19406,7,-3.1723,SF/PF,PHI,5.700803847,33.1,37,Paul George
2,Jonathan Kuminga,5200,22.25756667,4.280301282,6,19406,7,-3.742433333,PF,GSW,4.076803186,25.5,29,Jonathan Kuminga
2,Anthony Edwards,8900,43.18283333,4.852003745,5.88,19406,7,-1.317166667,PG/SG,MIN,8.410181599,35.8,35,Anthony Edwards
2,Zach Collins,5000,24.53033333,4.906066667,5.74,19406,7,-0.469666667,C,SAS,4.458533274,20.5,9,Zach Collins
2,Giannis Antetokounmpo,12000,54.18176667,4.515147222,5.55,19406,7,-5.818233333,PF/C,MIL,21.64336656,34.8,36,Giannis Antetokounmpo
2,Rudy Gobert,6600,34.93243333,5.292792929,5.46,19406,7,1.932433333,C,MIN,4.443714738,33.8,35,Rudy Gobert
2,Collin Sexton,6200,29.9584,4.832,4.83,19406,7,-1.0416,PG/SG,UTA,4.479835319,26.8,23,Collin Sexton
2,Trae Young,9100,44.61626667,4.902886447,4.63,19406,7,-0.883733333,PG,ATL,9.087498929,35.4,42,Trae Young
2,Zaccharie Risacher,3900,19.4957,4.998897436,4.54,19406,7,-0.0043,SF,ATL,1.9898737,24,22,Zaccharie Risacher
2,Onyeka Okongwu,4400,22.99583333,5.226325758,4.49,19406,7,0.995833333,C,ATL,3.612018337,24.9,29,Onyeka Okongwu
2,Gabe Vincent,3400,11.6899,3.438205882,4.34,19406,7,-5.3101,PG/SG,LAL,0.444365234,17.5,34,Gabe Vincent
