Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
vince williams jr.,SF/SG/G/F/UTIL,MEM,36.61%,0.03%,2.33%,0.08%,0.03%,$3.95
jalen duren,C/UTIL,DET,29.24%,0.01%,1.42%,10.63%,19.73%,$0.54
jarrett allen,C/UTIL,CLE,28.47%,0.01%,1.36%,5.23%,10.11%,$0.53
aj green,PG/SG/G/UTIL,MIL,30.43%,0.01%,1.41%,24.48%,17.73%,$0.49
ryan rollins,PG/G/UTIL,MIL,29.2%,0.01%,1.28%,26.46%,33.32%,$0.12
isaiah stewart,C/UTIL,DET,26.6%,0.01%,1.19%,2.99%,4.31%,$0.05
de'aaron fox,PG/SG/G/UTIL,SAS,28.59%,0.01%,1.23%,12.11%,12.37%,$0.03
alexandre sarr,C/UTIL,WAS,27.73%,0.01%,1.21%,5.86%,11.05%,$0.03
zion williamson,PF/SF/F/UTIL,NOP,27.42%,0.01%,1.26%,15.46%,11.91%,$-0.01
giannis antetokounmpo,C/PF/F/UTIL,MIL,24.2%,0.01%,1.33%,8.88%,5.96%,$-0.01
miles mcbride,PG/SG/G/UTIL,NYK,28.94%,0.01%,1.2%,22.02%,17.95%,$-0.07
wendell carter jr.,C/UTIL,ORL,29.3%,0.01%,1.21%,27.62%,53.06%,$-0.08
jordan poole,PG/G/UTIL,WAS,28.55%,0.01%,1.2%,15.33%,23.24%,$-0.08
rj barrett,SF/SG/G/F/UTIL,TOR,29.15%,0.01%,1.19%,23.39%,14.31%,$-0.12
ausar thompson,PF/SF/F/UTIL,DET,27.42%,0.01%,1.18%,17.91%,11.03%,$-0.14
darius garland,PG/G/UTIL,CLE,26.71%,0.01%,1.14%,9.08%,12.64%,$-0.21
max christie,SF/SG/G/F/UTIL,DAL,28.87%,0.01%,1.15%,37.39%,22.88%,$-0.24
santi aldama,PF/F/UTIL,MEM,26.35%,0.01%,1.12%,13.45%,12.5%,$-0.32
jalen brunson,PG/G/UTIL,NYK,26.58%,0.01%,1.05%,7.32%,11.96%,$-0.43
karl-anthony towns,C/UTIL,NYK,27.19%,0.01%,1.07%,12.08%,29.53%,$-0.44
cade cunningham,PG/G/UTIL,DET,27.08%,0.01%,1.08%,15.5%,27.07%,$-0.45
charles bassey,C/UTIL,SAS,26.26%,0.01%,1.07%,21.66%,37.68%,$-0.48
paolo banchero,PF/F/UTIL,ORL,28.09%,0.01%,1.05%,27.83%,34.71%,$-0.48
cole anthony,PG/SG/G/UTIL,ORL,27.51%,0.01%,1.06%,38.57%,34.73%,$-0.5
scottie barnes,PG/SF/G/F/UTIL,TOR,26.29%,0.01%,1.02%,12.37%,9.41%,$-0.56
evan mobley,C/PF/F/UTIL,CLE,24.5%,0.01%,1.02%,8.09%,7.05%,$-0.56
bam adebayo,C/PF/F/UTIL,MIA,26.69%,0.01%,1.02%,18.3%,15.41%,$-0.6
devin vassell,SF/SG/G/F/UTIL,SAS,27.03%,0.01%,1.01%,24.94%,14.42%,$-0.61
khris middleton,PF/SF/F/UTIL,WAS,24.74%,0.01%,1.0%,10.03%,6.4%,$-0.61
franz wagner,SF/F/UTIL,ORL,24.94%,0.01%,0.98%,9.93%,11.64%,$-0.69
brandon clarke,C/UTIL,MEM,26.13%,0.01%,0.91%,0.04%,0.06%,$-0.69
jeremy sochan,C/PF/F/UTIL,SAS,25.73%,0.01%,0.98%,17.9%,12.94%,$-0.71
kyshawn george,PF/F/UTIL,WAS,25.47%,0.01%,0.96%,5.65%,5.19%,$-0.74
kyle kuzma,PF/SF/F/UTIL,MIL,27.06%,0.0%,0.97%,36.74%,26.74%,$-0.75
kyrie irving,PG/G/UTIL,DAL,25.54%,0.01%,0.9%,5.78%,8.96%,$-0.84
donovan mitchell,PG/SG/G/UTIL,CLE,24.11%,0.01%,0.92%,12.97%,13.5%,$-0.87
kevin porter jr.,PG/SG/G/UTIL,MIL,24.08%,0.0%,0.91%,20.69%,16.25%,$-0.92
pj washington,C/PF/F/UTIL,DAL,25.96%,0.0%,0.89%,25.35%,20.42%,$-0.93
ronald holland ii,SF/F/UTIL,DET,26.14%,0.0%,0.92%,0.26%,0.1%,$-0.94
zach edey,C/UTIL,MEM,22.36%,0.01%,0.83%,0.85%,1.56%,$-0.98
tobias harris,PF/F/UTIL,DET,24.92%,0.0%,0.87%,6.89%,6.56%,$-1.0
chris paul,PG/G/UTIL,SAS,23.79%,0.0%,0.86%,7.41%,9.34%,$-1.01
brook lopez,C/UTIL,MIL,25.21%,0.0%,0.86%,6.62%,12.47%,$-1.01
karlo matkovic,C/PF/F/UTIL,NOP,23.89%,0.0%,0.85%,1.78%,1.14%,$-1.03
jonathan mogbo,C/PF/F/UTIL,TOR,24.21%,0.0%,0.84%,3.45%,2.34%,$-1.04
de'andre hunter,PF/SF/F/UTIL,CLE,23.31%,0.01%,0.84%,1.95%,1.14%,$-1.05
andrew wiggins,SF/F/UTIL,MIA,24.02%,0.0%,0.82%,7.45%,6.41%,$-1.11
jose alvarado,PG/G/UTIL,NOP,24.02%,0.0%,0.83%,9.48%,12.52%,$-1.12
naji marshall,PF/SF/F/UTIL,DAL,23.35%,0.0%,0.82%,5.66%,3.41%,$-1.13
corey kispert,SF/SG/G/F/UTIL,WAS,23.61%,0.0%,0.83%,6.49%,3.35%,$-1.16
keldon johnson,PF/SF/F/UTIL,SAS,22.25%,0.0%,0.77%,3.3%,1.91%,$-1.27
kentavious caldwell-pope,SG/G/UTIL,ORL,23.88%,0.0%,0.79%,3.72%,3.99%,$-1.28
cameron payne,PG/SG/G/UTIL,NYK,23.04%,0.0%,0.76%,0.7%,0.5%,$-1.28
tim hardaway jr.,SF/SG/G/F/UTIL,DET,23.0%,0.0%,0.77%,1.79%,0.84%,$-1.31
jaren jackson jr.,C/PF/F/UTIL,MEM,22.08%,0.0%,0.74%,7.28%,6.0%,$-1.33
klay thompson,SF/SG/G/F/UTIL,DAL,22.37%,0.0%,0.74%,9.89%,5.34%,$-1.36
tyler herro,PG/G/UTIL,MIA,22.15%,0.0%,0.7%,3.53%,5.7%,$-1.41
stephon castle,PG/SG/G/UTIL,SAS,20.64%,0.0%,0.68%,1.83%,1.45%,$-1.47
immanuel quickley,PG/G/UTIL,TOR,22.05%,0.0%,0.69%,11.51%,15.18%,$-1.5
trey murphy iii,SF/SG/G/F/UTIL,NOP,22.64%,0.0%,0.67%,8.69%,6.03%,$-1.52
desmond bane,SG/G/UTIL,MEM,21.37%,0.0%,0.67%,4.24%,5.29%,$-1.53
harrison barnes,PF/SF/F/UTIL,SAS,21.53%,0.0%,0.67%,2.15%,1.32%,$-1.54
malik beasley,SF/SG/G/F/UTIL,DET,21.38%,0.0%,0.67%,3.39%,1.71%,$-1.56
yves missi,C/UTIL,NOP,22.14%,0.0%,0.65%,1.16%,2.14%,$-1.57
max strus,SF/SG/G/F/UTIL,CLE,21.63%,0.0%,0.67%,5.23%,2.54%,$-1.58
marcus smart,PG/SG/G/UTIL,WAS,21.07%,0.0%,0.67%,3.74%,3.09%,$-1.59
gregory jackson,PF/SF/F/UTIL,MEM,20.82%,0.0%,0.67%,2.43%,1.5%,$-1.6
nikola jovic,C/PF/F/UTIL,MIA,21.27%,0.0%,0.63%,1.85%,1.12%,$-1.65
ochai agbaji,PF/SF/F/UTIL,TOR,22.78%,0.0%,0.65%,0.36%,0.22%,$-1.66
orlando robinson,C/UTIL,TOR,20.26%,0.0%,0.61%,0.43%,0.72%,$-1.66
ja morant,PG/G/UTIL,MEM,19.68%,0.0%,0.61%,2.21%,3.59%,$-1.67
bilal coulibaly,SF/SG/G/F/UTIL,WAS,22.35%,0.0%,0.63%,5.86%,3.31%,$-1.67
cj mccollum,PG/SG/G/UTIL,NOP,21.11%,0.0%,0.6%,3.84%,3.75%,$-1.72
jonathan isaac,C/PF/F/UTIL,ORL,17.93%,0.0%,0.54%,0.06%,0.03%,$-1.73
andre jackson jr.,SF/SG/G/F/UTIL,MIL,21.04%,0.0%,0.62%,0.49%,0.21%,$-1.73
goga bitadze,C/UTIL,ORL,19.17%,0.0%,0.59%,0.64%,1.1%,$-1.78
gary trent jr.,SF/SG/G/F/UTIL,MIL,20.54%,0.0%,0.6%,5.6%,2.96%,$-1.79
kel'el ware,C/UTIL,MIA,19.38%,0.0%,0.53%,0.56%,1.08%,$-1.95
pat connaughton,PF/SF/F/UTIL,MIL,19.61%,0.0%,0.51%,0.19%,0.1%,$-2.01
dante exum,SF/SG/G/F/UTIL,DAL,18.93%,0.0%,0.52%,2.94%,1.57%,$-2.02
ty jerome,PG/G/UTIL,CLE,18.63%,0.0%,0.51%,1.75%,2.19%,$-2.06
bruce brown,PG/SF/G/F/UTIL,NOP,19.2%,0.0%,0.53%,0.24%,0.16%,$-2.06
carlton carrington,PG/G/UTIL,WAS,19.87%,0.0%,0.5%,1.52%,1.84%,$-2.07
bismack biyombo,C/UTIL,SAS,18.27%,0.0%,0.51%,0.14%,0.1%,$-2.07
gradey dick,SG/G/UTIL,TOR,18.7%,0.0%,0.5%,0.91%,0.96%,$-2.09
dennis schroder,PG/SG/G/UTIL,DET,18.5%,0.0%,0.47%,0.41%,0.27%,$-2.09
jamal shead,PG/G/UTIL,TOR,17.8%,0.0%,0.52%,0.07%,0.1%,$-2.09
anthony black,PG/G/UTIL,ORL,20.33%,0.0%,0.52%,0.07%,0.1%,$-2.1
og anunoby,PF/SF/F/UTIL,NYK,19.45%,0.0%,0.47%,1.88%,1.06%,$-2.13
alec burks,PG/SG/G/UTIL,MIA,17.12%,0.0%,0.53%,0.12%,0.1%,$-2.15
terry rozier,PG/SG/G/UTIL,MIA,18.16%,0.0%,0.46%,1.49%,1.16%,$-2.17
luke kennard,PG/SG/G/UTIL,MEM,19.39%,0.0%,0.46%,0.15%,0.1%,$-2.18
davion mitchell,PG/SG/G/UTIL,MIA,18.91%,0.0%,0.48%,0.2%,0.13%,$-2.18
simone fontecchio,PF/F/UTIL,DET,18.84%,0.0%,0.46%,0.21%,0.1%,$-2.18
ja'kobe walter,SF/SG/G/F/UTIL,TOR,19.08%,0.0%,0.48%,0.17%,0.1%,$-2.18
olivier-maxence prosper,C/PF/F/UTIL,DAL,18.08%,0.0%,0.45%,0.19%,0.1%,$-2.18
landry shamet,SF/SG/G/F/UTIL,NYK,18.56%,0.0%,0.44%,0.28%,0.1%,$-2.24
jordan hawkins,SG/G/UTIL,NOP,17.7%,0.0%,0.44%,0.31%,0.27%,$-2.27
