Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonathan kuminga,PF/F/UTIL,GSW,28.09%,0.01%,1.46%,4.13%,4.47%,$0.87
dennis schroder,PG/SG/G/UTIL,DET,33.71%,0.01%,1.53%,44.75%,56.79%,$0.82
jalen duren,C/UTIL,DET,28.55%,0.01%,1.46%,6.4%,7.94%,$0.68
sandro mamukelashvili,C/PF/F/UTIL,SAS,26.78%,0.01%,1.32%,1.68%,1.56%,$0.61
walker kessler,C/UTIL,UTA,27.82%,0.01%,1.35%,3.22%,3.79%,$0.52
scotty pippen jr.,PG/G/UTIL,MEM,30.07%,0.01%,1.38%,22.17%,40.04%,$0.39
cameron payne,PG/SG/G/UTIL,NYK,30.74%,0.01%,1.33%,42.79%,54.87%,$0.24
deni avdija,PF/SF/F/UTIL,POR,30.7%,0.01%,1.32%,21.14%,13.31%,$0.22
alperen sengun,C/UTIL,HOU,28.86%,0.01%,1.33%,12.19%,12.81%,$0.2
domantas sabonis,C/UTIL,SAC,26.98%,0.01%,1.27%,6.94%,7.07%,$0.1
quinten post,C/UTIL,GSW,27.43%,0.01%,1.22%,3.47%,8.7%,$0.1
collin sexton,PG/SG/G/UTIL,UTA,25.47%,0.01%,1.16%,7.38%,6.37%,$-0.11
evan mobley,C/PF/F/UTIL,CLE,26.77%,0.01%,1.19%,9.77%,5.37%,$-0.18
ausar thompson,PF/SF/F/UTIL,DET,28.67%,0.01%,1.18%,35.98%,34.27%,$-0.19
jaren jackson jr.,C/PF/F/UTIL,MEM,28.46%,0.01%,1.17%,22.01%,13.61%,$-0.2
trae young,PG/G/UTIL,ATL,24.45%,0.01%,1.12%,4.59%,4.57%,$-0.25
kai jones,C/UTIL,DAL,26.63%,0.01%,1.12%,1.68%,3.32%,$-0.25
tobias harris,PF/F/UTIL,DET,27.84%,0.01%,1.13%,12.79%,14.63%,$-0.29
santi aldama,PF/F/UTIL,MEM,25.78%,0.01%,1.1%,4.52%,4.58%,$-0.29
jarrett allen,C/UTIL,CLE,25.1%,0.01%,1.05%,2.37%,3.13%,$-0.34
wendell carter jr.,C/UTIL,ORL,26.56%,0.01%,1.06%,2.67%,5.22%,$-0.37
keyonte george,PG/G/UTIL,UTA,25.41%,0.01%,1.05%,4.08%,5.69%,$-0.39
draymond green,C/PF/F/UTIL,GSW,27.39%,0.01%,1.07%,5.38%,3.22%,$-0.42
paolo banchero,PF/F/UTIL,ORL,26.54%,0.01%,1.06%,10.01%,7.95%,$-0.47
karl-anthony towns,C/UTIL,NYK,28.65%,0.01%,1.05%,26.23%,25.5%,$-0.49
josh hart,PF/SF/F/UTIL,NYK,28.01%,0.01%,1.06%,14.68%,8.78%,$-0.49
kel'el ware,C/UTIL,MIA,26.47%,0.01%,1.04%,6.27%,11.46%,$-0.51
andrew wiggins,PF/SF/F/UTIL,MIA,27.45%,0.01%,1.04%,16.69%,11.98%,$-0.56
keldon johnson,PF/SF/F/UTIL,SAS,25.79%,0.01%,1.04%,11.06%,9.29%,$-0.56
franz wagner,SF/SG/G/F/UTIL,ORL,26.18%,0.01%,1.0%,13.84%,7.22%,$-0.65
desmond bane,SG/G/UTIL,MEM,25.55%,0.01%,0.99%,9.98%,9.32%,$-0.67
kessler edwards,C/PF/F/UTIL,DAL,26.24%,0.01%,1.0%,10.55%,10.2%,$-0.67
max strus,SF/SG/G/F/UTIL,CLE,25.76%,0.01%,0.98%,8.6%,6.73%,$-0.68
tim hardaway jr.,SF/SG/G/F/UTIL,DET,26.15%,0.01%,0.99%,13.87%,11.07%,$-0.69
darius garland,PG/G/UTIL,CLE,23.46%,0.01%,0.93%,2.81%,3.34%,$-0.71
bam adebayo,C/PF/F/UTIL,MIA,26.38%,0.0%,0.97%,19.18%,11.31%,$-0.73
ty jerome,PG/G/UTIL,CLE,25.22%,0.01%,0.98%,24.5%,49.71%,$-0.74
brandin podziemski,PG/SG/G/UTIL,GSW,26.39%,0.0%,0.95%,8.35%,7.6%,$-0.75
dillon brooks,PF/F/UTIL,HOU,26.31%,0.0%,0.97%,4.37%,5.47%,$-0.77
