PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Scottie Barnes (37851372),Coby White (37851438),Franz Wagner (37851369),Pascal Siakam (37851401),Andre Drummond (37851556),Tre Jones (37851720),Matas Buzelis (37851566),Onyeka Okongwu (37851459),269.07057291666666,352.6773748227838,49800,7.97%,0,-90.26%,0,161.23,$-3.61,CHI 3,TOR 1,user26,1,marvalshot,17711,4655040906_26
Jalen Brunson (37851340),Talen Horton-Tucker (37851832),Kyle Kuzma (37851449),Giannis Antetokounmpo (37851317),Onyeka Okongwu (37851459),Tre Jones (37851720),Guerschon Yabusele (37851548),Andre Drummond (37851556),280.78947048611116,376.9832664305983,49600,99.94%,0,67.67%,0,208.1,$2.71,CHI 2,MIL 2,user13,1,marvalshot,17744,4655040907_13
Tre Jones (37851720),Stephon Castle (37851463),Talen Horton-Tucker (37851832),Josh Hart (37851385),Alperen Sengun (37851332),Jalen Brunson (37851340),Matas Buzelis (37851566),Onyeka Okongwu (37851459),272.4633203125,358.9511969349011,49800,42.99%,0,-42.75%,0,176.3,$-1.71,CHI 3,NYK 2,user,1,marvalshot,8838,4655040908
Ty Jerome (37851543),Aaron Nesmith (37851609),Franz Wagner (37851369),Pascal Siakam (37851401),Andre Drummond (37851556),Jalen Brunson (37851340),Matas Buzelis (37851566),Onyeka Okongwu (37851459),257.1615972222222,343.3380030674736,49700,0.00%,0,-100.0%,0,148.67000000000002,$-4.0,IND 2,CLE 1,user3,1,marvalshot,17753,4655040909_3
Tre Jones (37851720),Caris LeVert (37851534),Talen Horton-Tucker (37851832),Julius Randle (37851443),Andre Drummond (37851556),Jalen Brunson (37851340),Giannis Antetokounmpo (37851317),Onyeka Okongwu (37851459),278.4625954861111,379.444909610219,49900,99.32%,0,52.28%,0,228.57,$2.09,CHI 2,ATL 2,user7,1,marvalshot,17762,4655040910_7
Tre Jones (37851720),Andrew Nembhard (37851576),Kyle Kuzma (37851449),Paolo Banchero (37851362),Andre Drummond (37851556),Stephon Castle (37851463),Matas Buzelis (37851566),Giannis Antetokounmpo (37851317),299.78637586805553,390.2728923954447,50000,100.00%,49934,6262.88%,1,186.18,$250.52,CHI 2,MIL 2,user7,1,marvalshot,17775,4655040911_7
Tre Jones (37851720),Coby White (37851438),Kyle Kuzma (37851449),Guerschon Yabusele (37851548),Andre Drummond (37851556),Talen Horton-Tucker (37851832),Giannis Antetokounmpo (37851317),Jalen Brunson (37851340),283.4425954861111,377.87914526334134,50000,100.00%,0,94.66%,0,194.35,$3.79,CHI 3,MIL 2,user13,1,marvalshot,17807,4655040912_13
Jalen Brunson (37851340),Ja'Kobe Walter (37851749),Max Strus (37851614),Paolo Banchero (37851362),Andre Drummond (37851556),Tre Jones (37851720),Matas Buzelis (37851566),Giannis Antetokounmpo (37851317),297.1407248263889,387.1236064275994,49800,100.00%,47553,2073.58%,0,196.07999999999998,$82.94,CHI 2,NYK 1,user24,1,marvalshot,17867,4655040913_24
Tre Jones (37851720),Talen Horton-Tucker (37851832),Josh Hart (37851385),Pascal Siakam (37851401),Alperen Sengun (37851332),Stephon Castle (37851463),Kyle Kuzma (37851449),Onyeka Okongwu (37851459),263.2637673611111,347.354709574212,49900,0.02%,0,-99.97%,0,157.95,$-4.0,CHI 2,NYK 1,user,50,marvalshot,5058,4655040914
Jalen Brunson (37851340),Aaron Nesmith (37851609),Franz Wagner (37851369),Giannis Antetokounmpo (37851317),Onyeka Okongwu (37851459),Tre Jones (37851720),Talen Horton-Tucker (37851832),Jalen Smith (37851692),260.79299913194444,356.5745060382428,49800,0.00%,0,-100.0%,0,186.45,$-4.0,CHI 3,NYK 1,user,50,marvalshot,9768,4655040915
Scottie Barnes (37851372),Stephon Castle (37851463),Franz Wagner (37851369),Pascal Siakam (37851401),Andre Drummond (37851556),Tre Jones (37851720),Guerschon Yabusele (37851548),Onyeka Okongwu (37851459),268.2205729166667,352.4373748227838,49700,4.28%,0,-94.9%,0,161.39999999999998,$-3.8,PHI 2,TOR 1,user24,1,marvalshot,17709,4655040906_24
Jalen Brunson (37851340),Talen Horton-Tucker (37851832),Kyle Kuzma (37851449),Giannis Antetokounmpo (37851317),Onyeka Okongwu (37851459),Tre Jones (37851720),Matas Buzelis (37851566),Andre Drummond (37851556),279.92947048611114,377.20326643059826,49200,99.87%,0,60.89%,0,214.95999999999998,$2.44,CHI 3,MIL 2,user16,1,marvalshot,17747,4655040907_16
Tre Jones (37851720),Talen Horton-Tucker (37851832),Max Strus (37851614),Josh Hart (37851385),Alperen Sengun (37851332),Jalen Brunson (37851340),Julius Randle (37851443),Onyeka Okongwu (37851459),271.7133203125,357.51119693490114,50000,31.15%,0,-60.25%,0,185.62,$-2.41,CHI 2,NYK 2,user1,49,marvalshot,17750,4655040908_1
Tre Jones (37851720),Aaron Nesmith (37851609),Franz Wagner (37851369),Pascal Siakam (37851401),Andre Drummond (37851556),Jalen Brunson (37851340),Devin Vassell (37851496),Onyeka Okongwu (37851459),258.0215972222222,342.0080030674736,49400,0.00%,0,-100.0%,0,165.53,$-4.0,IND 2,CHI 1,user2,1,marvalshot,17752,4655040909_2
Tre Jones (37851720),Caris LeVert (37851534),Max Strus (37851614),Guerschon Yabusele (37851548),Andre Drummond (37851556),Jalen Brunson (37851340),Giannis Antetokounmpo (37851317),Onyeka Okongwu (37851459),276.9325954861111,371.334909610219,49700,94.71%,0,41.53%,0,187.84,$1.66,ATL 2,PHI 2,user1,1,marvalshot,17756,4655040910_1
Darius Garland (37851392),Andrew Nembhard (37851576),Kyle Kuzma (37851449),Paolo Banchero (37851362),Andre Drummond (37851556),Tre Jones (37851720),Talen Horton-Tucker (37851832),Giannis Antetokounmpo (37851317),299.46637586805554,393.1928923954447,50000,100.00%,49944,5088.01%,0,209.79999999999998,$203.52,MIL 2,CHI 2,user9,1,marvalshot,17777,4655040911_9
Tre Jones (37851720),Stephon Castle (37851463),Kyle Kuzma (37851449),Guerschon Yabusele (37851548),Andre Drummond (37851556),Talen Horton-Tucker (37851832),Giannis Antetokounmpo (37851317),Jalen Brunson (37851340),281.7325954861111,377.85914526334136,49500,99.98%,0,76.49%,0,201.38,$3.06,CHI 2,MIL 2,user21,1,marvalshot,17815,4655040912_21
Jalen Brunson (37851340),Ja'Kobe Walter (37851749),Keldon Johnson (37851583),Paolo Banchero (37851362),Andre Drummond (37851556),Tre Jones (37851720),Matas Buzelis (37851566),Giannis Antetokounmpo (37851317),293.95072482638886,385.9836064275993,49900,100.00%,30236,570.95%,0,189.71999999999997,$22.84,CHI 2,NYK 1,user22,1,marvalshot,17865,4655040913_22
