PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Cole Anthony (37732343),AJ Green (37732595),Ausar Thompson (37732322),Giannis Antetokounmpo (37732118),Jarrett Allen (37732242),De'Aaron Fox (37732175),Max Christie (37732300),Miles McBride (37732430),274.3,262.54999999999995,365.23,49800,0.15%,6.39%,563.0%,47.14%,132.76,$22.5,MIL 2,ORL 1,generated,1
Ryan Rollins (37732555),Cole Anthony (37732343),RJ Barrett (37732209),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),AJ Green (37732595),Paolo Banchero (37732172),Jarrett Allen (37732242),276.8,271.95000000000005,375.68,50000,0.13%,6.58%,529.6%,49.94%,203.93,$21.2,MIL 3,ORL 3,generated,1
Ryan Rollins (37732555),AJ Green (37732595),Max Christie (37732300),Zion Williamson (37732152),Karl-Anthony Towns (37732130),RJ Barrett (37732209),Ausar Thompson (37732322),Jalen Duren (37732240),280.22,273.53000000000003,371.3,49900,0.08%,6.4%,441.4%,53.85%,160.44,$17.7,MIL 2,DET 2,generated,1
Jordan Poole (37732198),Miles McBride (37732430),RJ Barrett (37732209),Ausar Thompson (37732322),Karl-Anthony Towns (37732130),Ryan Rollins (37732555),Max Christie (37732300),Jalen Duren (37732240),282.38,274.94,368.22,49900,0.09%,6.36%,432.2%,57.27%,171.99,$17.3,NYK 2,DET 2,generated,1
AJ Green (37732595),Cole Anthony (37732343),RJ Barrett (37732209),Zion Williamson (37732152),Wendell Carter Jr. (37732434),Jordan Poole (37732198),PJ Washington (37732214),Jalen Duren (37732240),280.4200000000001,277.74,373.97999999999996,50000,0.09%,6.12%,399.7%,54.51%,195.13,$16.0,ORL 2,MIL 1,generated,1
AJ Green (37732595),Miles McBride (37732430),RJ Barrett (37732209),Paolo Banchero (37732172),Jarrett Allen (37732242),Max Christie (37732300),Scottie Barnes (37732138),Alexandre Sarr (37732282),281.25,269.42,361.62,50000,0.08%,5.55%,389.2%,55.82%,138.15,$15.6,TOR 2,MIL 1,generated,1
Jordan Poole (37732198),AJ Green (37732595),Scottie Barnes (37732138),Ausar Thompson (37732322),Jarrett Allen (37732242),De'Aaron Fox (37732175),Devin Vassell (37732269),Charles Bassey (37732549),275.23,267.4,365.42,50000,0.09%,4.85%,369.2%,47.54%,135.99,$14.8,SAS 3,WAS 1,generated,1
Jalen Brunson (37732143),AJ Green (37732595),Scottie Barnes (37732138),Santi Aldama (37732412),Jarrett Allen (37732242),Ryan Rollins (37732555),Max Christie (37732300),Zion Williamson (37732152),274.19000000000005,267.33,362.39000000000004,50000,0.09%,4.71%,360.3%,46.63%,129.82,$14.4,MIL 2,NYK 1,generated,1
De'Aaron Fox (37732175),Miles McBride (37732430),Khris Middleton (37732311),Santi Aldama (37732412),Wendell Carter Jr. (37732434),Kyrie Irving (37732135),RJ Barrett (37732209),Jalen Duren (37732240),274.54,268.42,361.31,50000,0.09%,4.41%,336.4%,46.66%,145.28,$13.5,SAS 1,NYK 1,generated,1
Cole Anthony (37732343),AJ Green (37732595),Max Christie (37732300),Giannis Antetokounmpo (37732118),Charles Bassey (37732549),Miles McBride (37732430),Zion Williamson (37732152),Bam Adebayo (37732183),270.22999999999996,266.34999999999997,366.38,50000,0.07%,5.11%,327.1%,42.92%,164.25,$13.1,MIL 2,ORL 1,generated,1
Cole Anthony (37732343),AJ Green (37732595),Zion Williamson (37732152),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),Ryan Rollins (37732555),Ausar Thompson (37732322),Paolo Banchero (37732172),271.75,270.0,376.14000000000004,50000,0.08%,5.13%,323.8%,43.95%,202.45,$13.0,ORL 3,MIL 3,generated,1
Ryan Rollins (37732555),AJ Green (37732595),RJ Barrett (37732209),Santi Aldama (37732412),Jalen Duren (37732240),De'Aaron Fox (37732175),Bam Adebayo (37732183),Jordan Poole (37732198),276.37,270.56,366.21999999999997,49300,0.07%,4.8%,323.7%,49.17%,148.61,$12.9,MIL 2,TOR 1,generated,1
AJ Green (37732595),Cole Anthony (37732343),RJ Barrett (37732209),Paolo Banchero (37732172),Jalen Duren (37732240),Darius Garland (37732204),Bam Adebayo (37732183),Ryan Rollins (37732555),279.14,278.17999999999995,370.73999999999995,49800,0.07%,5.23%,318.4%,52.73%,182.57999999999998,$12.7,MIL 2,ORL 2,generated,1
Jordan Poole (37732198),AJ Green (37732595),Ausar Thompson (37732322),Paolo Banchero (37732172),Wendell Carter Jr. (37732434),RJ Barrett (37732209),Max Christie (37732300),Zion Williamson (37732152),281.18,275.86999999999995,370.61,50000,0.05%,5.47%,316.5%,55.45%,188.87,$12.7,ORL 2,WAS 1,generated,1
AJ Green (37732595),Cole Anthony (37732343),Kyle Kuzma (37732226),Giannis Antetokounmpo (37732118),Jalen Duren (37732240),De'Aaron Fox (37732175),Santi Aldama (37732412),Ryan Rollins (37732555),271.19,267.4,369.46,49900,0.06%,4.75%,315.9%,43.53%,163.07999999999998,$12.6,MIL 4,ORL 1,generated,1
Ryan Rollins (37732555),Cole Anthony (37732343),Devin Vassell (37732269),Evan Mobley (37732159),Jarrett Allen (37732242),AJ Green (37732595),Max Christie (37732300),Giannis Antetokounmpo (37732118),270.88,263.98,364.26000000000005,50000,0.07%,4.8%,315.5%,43.15%,146.2,$12.6,MIL 3,CLE 2,generated,1
Cole Anthony (37732343),Miles McBride (37732430),RJ Barrett (37732209),Zion Williamson (37732152),Wendell Carter Jr. (37732434),De'Aaron Fox (37732175),Ausar Thompson (37732322),Jalen Duren (37732240),278.18000000000006,271.54,372.68,49600,0.06%,5.53%,311.8%,51.62%,175.08999999999997,$12.5,ORL 2,DET 2,generated,1
Ryan Rollins (37732555),Miles McBride (37732430),Zion Williamson (37732152),Tobias Harris (37732262),Jalen Duren (37732240),RJ Barrett (37732209),Max Christie (37732300),De'Aaron Fox (37732175),277.97,269.03999999999996,364.14,50000,0.06%,5.11%,309.4%,51.43%,139.02999999999997,$12.4,DET 2,MIL 1,generated,1
Jordan Poole (37732198),Miles McBride (37732430),Max Christie (37732300),Bam Adebayo (37732183),Alexandre Sarr (37732282),AJ Green (37732595),Ausar Thompson (37732322),Cade Cunningham (37732127),278.91999999999996,271.85,361.8900000000001,50000,0.07%,4.91%,309.2%,52.94%,146.35999999999999,$12.4,WAS 2,DET 2,generated,1
Jordan Poole (37732198),Cole Anthony (37732343),Ausar Thompson (37732322),Giannis Antetokounmpo (37732118),Wendell Carter Jr. (37732434),Darius Garland (37732204),Santi Aldama (37732412),Miles McBride (37732430),267.86,265.63,367.1,50000,0.08%,4.44%,301.0%,39.82%,171.11,$12.0,ORL 2,WAS 1,generated,1
