PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Russell Westbrook (37338173),Stephon Castle (37338477),Paul George (37338105),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Keaton Wallace (37338930),Scottie Barnes (37338057),David Roddy (37338933),301.823671875,338.78965900003124,50000,100.00%,1426,1634.28%,0,144.43,$65.37,ATL 2,DEN 1,user3,1,marvalshot,4411,4611344379_3
Keaton Wallace (37338930),Quentin Grimes (37338318),Josh Hart (37338127),Naz Reid (37338300),Daniel Gafford (37338424),Dejounte Murray (37338096),Trey Murphy III (37338144),Alperen Sengun (37338065),296.650625,330.4453971196117,49700,100.00%,15,556.41%,0,105.50999999999999,$22.26,DAL 2,NOP 2,user1,1,marvalshot,4414,4611344380_1
Keyonte George (37338282),Mikal Bridges (37338239),Andrew Wiggins (37338228),Brice Sensabaugh (37338383),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Paolo Banchero (37338047),Victor Wembanyama (37338018),300.52812500000005,335.38878609830783,49900,100.00%,693,1240.11%,0,126.51,$49.6,UTA 2,ORL 2,user1,1,marvalshot,4418,4611344381_1
Keaton Wallace (37338930),Trey Murphy III (37338144),Jayson Tatum (37338023),Cam Whitmore (37338526),Mark Williams (37338232),Buddy Hield (37338351),Devin Vassell (37338234),Alperen Sengun (37338065),290.17580295138885,324.2130908032596,50000,100.00%,0,207.52%,0,109.13,$8.3,HOU 2,ATL 1,user4,1,marvalshot,4425,4611344382_4
Jalen Brunson (37338088),Stephon Castle (37338477),Amen Thompson (37338122),Julius Randle (37338149),Daniel Gafford (37338424),Trey Murphy III (37338144),David Roddy (37338933),Jalen Green (37338162),294.043125,325.783862082892,49300,100.00%,0,349.99%,0,127.72999999999999,$14.0,HOU 2,NYK 1,user2,1,marvalshot,4427,4611344383_2
Jalen Brunson (37338088),Mikal Bridges (37338239),Olivier-Maxence Prosper (37338958),Giannis Antetokounmpo (37338014),Alperen Sengun (37338065),Keaton Wallace (37338930),Buddy Hield (37338351),Daniel Gafford (37338424),309.60125,347.0899280612007,50000,100.00%,9753,14863.53%,65,120.27000000000001,$594.54,NYK 2,DAL 2,user2,1,marvalshot,4431,4611344384_2
Keaton Wallace (37338930),Anthony Edwards (37338044),Paul George (37338105),Michael Porter Jr. (37338208),Mark Williams (37338232),Stephon Castle (37338477),Scottie Barnes (37338057),Daniel Gafford (37338424),300.393671875,334.27521558434086,50000,100.00%,547,1172.71%,0,150.25,$46.91,ATL 1,MIN 1,user1,1,marvalshot,4405,4611344379_1
Keaton Wallace (37338930),Garrison Mathews (37338609),Josh Hart (37338127),David Roddy (37338933),Victor Wembanyama (37338018),Ja Morant (37338082),Jaren Jackson Jr. (37338053),Daniel Gafford (37338424),295.910625,332.2908781961569,50000,100.00%,2,474.14%,0,132.08999999999997,$18.97,ATL 3,MEM 2,user4,1,marvalshot,4417,4611344380_4
Keaton Wallace (37338930),Mikal Bridges (37338239),Amen Thompson (37338122),Julius Randle (37338149),Nikola Jokic (37338012),Bogdan Bogdanovic (37338369),Jonathan Isaac (37338510),Onyeka Okongwu (37338359),300.32812500000006,334.6197783898713,49600,100.00%,623,1179.75%,0,131.86,$47.19,ATL 3,NYK 1,user3,1,marvalshot,4420,4611344381_3
Keaton Wallace (37338930),CJ McCollum (37338156),Jayson Tatum (37338023),Jonathan Isaac (37338510),Daniel Gafford (37338424),Russell Westbrook (37338173),Jaren Jackson Jr. (37338053),Wendell Carter Jr. (37338391),288.8658029513889,323.92513073032825,49100,100.00%,0,178.32%,0,123.41,$7.13,ORL 2,ATL 1,user1,1,marvalshot,4422,4611344382_1
Jalen Brunson (37338088),Stephon Castle (37338477),Brice Sensabaugh (37338383),PJ Washington (37338176),Daniel Gafford (37338424),Dejounte Murray (37338096),Santi Aldama (37338417),Stephen Curry (37338062),291.043125,325.4858294606732,49800,100.00%,0,228.64%,0,130.04999999999998,$9.15,DAL 2,NYK 1,user,1,marvalshot,1993,4611344383
Jalen Brunson (37338088),Mikal Bridges (37338239),Amen Thompson (37338122),Jonathan Isaac (37338510),Giannis Antetokounmpo (37338014),Stephon Castle (37338477),Quentin Grimes (37338318),Keaton Wallace (37338930),306.38124999999997,340.88331780435556,49600,100.00%,7724,5550.46%,0,133.75,$222.02,NYK 2,HOU 1,user3,1,marvalshot,4432,4611344384_3
Russell Westbrook (37338173),Stephon Castle (37338477),Paul George (37338105),Bobby Portis (37338274),Alperen Sengun (37338065),Keaton Wallace (37338930),Scottie Barnes (37338057),Daniel Gafford (37338424),299.423671875,334.47949456008297,49800,100.00%,237,946.69%,0,134.75,$37.87,DEN 1,SAS 1,user,1,marvalshot,1003,4611344379
Cole Anthony (37338216),CJ McCollum (37338156),Josh Hart (37338127),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Keaton Wallace (37338930),Cam Whitmore (37338526),Mark Williams (37338232),294.920625,332.70878878995524,49800,100.00%,0,408.1%,0,130.87,$16.32,ORL 1,NOP 1,user2,1,marvalshot,4415,4611344380_2
Keaton Wallace (37338930),Mikal Bridges (37338239),Devin Vassell (37338234),Jaren Jackson Jr. (37338053),Victor Wembanyama (37338018),Russell Westbrook (37338173),David Roddy (37338933),Daniel Gafford (37338424),300.198125,335.023438957107,49500,100.00%,531,1140.24%,0,128.81,$45.61,ATL 2,SAS 2,user4,1,marvalshot,4421,4611344381_4
Russell Westbrook (37338173),Jordan Hawkins (37338687),Jayson Tatum (37338023),Giannis Antetokounmpo (37338014),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Devin Vassell (37338234),Brice Sensabaugh (37338383),287.46580295138887,323.697338446191,49800,100.00%,0,152.9%,0,118.00999999999999,$6.12,DEN 1,NOP 1,user3,1,marvalshot,4424,4611344382_3
Jalen Brunson (37338088),Jalen Green (37338162),Buddy Hield (37338351),Cam Whitmore (37338526),Wendell Carter Jr. (37338391),Amen Thompson (37338122),Bogdan Bogdanovic (37338369),Jaren Jackson Jr. (37338053),289.133125,320.25375144879246,49900,100.00%,0,180.7%,0,99.57999999999998,$7.23,HOU 3,NYK 1,user4,1,marvalshot,4429,4611344383_4
Jalen Brunson (37338088),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Harrison Barnes (37338459),Victor Wembanyama (37338018),Keaton Wallace (37338930),Zach LaVine (37338073),Stephon Castle (37338477),304.69124999999997,336.85860274741066,49900,100.00%,5371,3402.48%,0,159.14999999999998,$136.1,SAS 3,NYK 2,user,1,marvalshot,506,4611344384
Stephon Castle (37338477),Devin Vassell (37338234),Paul George (37338105),Jaren Jackson Jr. (37338053),Daniel Gafford (37338424),Chris Paul (37338220),Scottie Barnes (37338057),Keaton Wallace (37338930),297.61367187499997,330.8561913963596,49500,100.00%,27,647.38%,0,132.73000000000002,$25.9,SAS 3,PHI 1,user2,1,marvalshot,4410,4611344379_2
Keaton Wallace (37338930),Jalen Green (37338162),Josh Hart (37338127),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Spencer Dinwiddie (37338199),Giannis Antetokounmpo (37338014),Bogdan Bogdanovic (37338369),294.73062500000003,330.158394088901,49300,100.00%,0,387.76%,0,145.91000000000003,$15.51,ATL 2,DAL 2,user,1,marvalshot,2384,4611344380
Keyonte George (37338282),Mikal Bridges (37338239),Buddy Hield (37338351),PJ Washington (37338176),Wendell Carter Jr. (37338391),Josh Giddey (37338141),Giannis Antetokounmpo (37338014),Keaton Wallace (37338930),299.868125,333.7756476492746,50000,100.00%,546,1101.21%,0,93.22,$44.05,UTA 1,NYK 1,user2,1,marvalshot,4419,4611344381_2
Stephon Castle (37338477),Jordan Hawkins (37338687),Jayson Tatum (37338023),PJ Washington (37338176),Nikola Jokic (37338012),Keyonte George (37338282),Quentin Grimes (37338318),Keaton Wallace (37338930),287.4358029513889,322.62807716478846,50000,100.00%,0,152.68%,0,118.03,$6.11,DAL 2,SAS 1,user2,1,marvalshot,4423,4611344382_2
Jalen Brunson (37338088),Cole Anthony (37338216),Devin Vassell (37338234),Julius Randle (37338149),Daniel Gafford (37338424),Desmond Bane (37338134),Jaden McDaniels (37338396),Keyonte George (37338282),287.823125,321.8503272147763,49800,100.00%,0,158.39%,0,94.97999999999999,$6.34,MIN 2,NYK 1,user3,1,marvalshot,4428,4611344383_3
Jalen Brunson (37338088),Mikal Bridges (37338239),Keldon Johnson (37338409),Brice Sensabaugh (37338383),Nikola Vucevic (37338099),Keaton Wallace (37338930),Jonathan Isaac (37338510),Victor Wembanyama (37338018),302.49125,337.0076719289362,49500,100.00%,1888,1856.26%,0,125.22,$74.25,NYK 2,SAS 2,user4,1,marvalshot,4433,4611344384_4
