Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
nikola jokic,C/UTIL,DEN,29.19%,0.04%,1.59%,10.05%,33.63%,$0.59
daniel gafford,C/UTIL,DAL,29.35%,0.05%,1.51%,6.01%,11.54%,$0.58
shai gilgeous-alexander,PG/G/UTIL,OKC,31.83%,0.03%,1.45%,21.29%,26.96%,$0.49
drew eubanks,C/UTIL,UTA,31.04%,0.04%,1.4%,16.67%,46.22%,$0.44
wendell carter jr.,C/UTIL,ORL,30.46%,0.03%,1.38%,15.59%,41.05%,$0.32
keyonte george,PG/G/UTIL,UTA,29.85%,0.04%,1.39%,11.13%,10.21%,$0.32
mike conley,PG/G/UTIL,MIN,29.57%,0.03%,1.35%,21.0%,20.86%,$0.15
kyle filipowski,C/PF/F/UTIL,UTA,28.68%,0.03%,1.22%,24.07%,18.71%,$-0.07
jalen brunson,PG/G/UTIL,NYK,27.43%,0.03%,1.18%,8.46%,8.86%,$-0.23
jalen williams,PF/F/UTIL,OKC,27.79%,0.03%,1.18%,15.86%,15.95%,$-0.23
duncan robinson,SG/G/UTIL,MIA,27.52%,0.03%,1.15%,12.88%,11.44%,$-0.26
rj barrett,SF/F/UTIL,TOR,26.73%,0.03%,1.17%,7.94%,7.99%,$-0.26
cody martin,SF/SG/G/F/UTIL,CHA,28.16%,0.02%,1.15%,34.19%,17.68%,$-0.29
jakob poeltl,C/UTIL,TOR,27.28%,0.03%,1.17%,8.14%,18.17%,$-0.29
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,27.93%,0.02%,1.14%,33.09%,16.26%,$-0.3
mark williams,C/UTIL,CHA,27.96%,0.02%,1.14%,21.8%,58.67%,$-0.32
gradey dick,SG/G/UTIL,TOR,27.09%,0.03%,1.1%,10.39%,9.97%,$-0.36
collin sexton,PG/SG/G/UTIL,UTA,24.62%,0.03%,1.11%,3.19%,2.04%,$-0.39
miles bridges,PF/F/UTIL,CHA,28.28%,0.02%,1.08%,31.97%,33.96%,$-0.41
brice sensabaugh,PF/SF/F/UTIL,UTA,26.9%,0.03%,1.07%,20.37%,12.46%,$-0.44
anthony edwards,SG/G/UTIL,MIN,26.16%,0.03%,1.06%,6.95%,6.03%,$-0.47
naz reid,C/PF/F/UTIL,MIN,25.67%,0.03%,1.07%,8.48%,5.98%,$-0.47
khris middleton,SF/SG/G/F/UTIL,MIL,25.83%,0.03%,1.06%,10.79%,5.21%,$-0.49
cole anthony,PG/SG/G/UTIL,ORL,25.24%,0.03%,1.06%,8.19%,5.24%,$-0.51
jaylen brown,SF/SG/G/F/UTIL,BOS,26.69%,0.02%,1.05%,8.41%,4.6%,$-0.52
jayson tatum,PF/SF/F/UTIL,BOS,26.52%,0.02%,1.04%,15.05%,11.13%,$-0.56
