Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
day'ron sharpe,C/UTIL,BKN,30.94%,0.02%,2.07%,3.29%,6.37%,$2.99
nikola jokic,C/UTIL,DEN,32.66%,0.01%,1.55%,16.53%,60.14%,$0.78
nic claxton,C/UTIL,BKN,28.14%,0.01%,1.35%,8.26%,17.26%,$0.42
alperen sengun,C/UTIL,HOU,30.88%,0.01%,1.35%,19.3%,38.52%,$0.35
robert williams,C/UTIL,POR,26.65%,0.01%,1.23%,7.63%,12.89%,$0.09
jusuf nurkic,C/UTIL,CHA,25.04%,0.01%,1.17%,5.15%,11.33%,$-0.02
trendon watford,C/PF/F/UTIL,BKN,25.48%,0.01%,1.17%,7.82%,5.98%,$-0.08
anfernee simons,PG/SG/G/UTIL,POR,28.93%,0.01%,1.19%,24.64%,17.85%,$-0.11
killian hayes,PG/G/UTIL,BKN,28.78%,0.01%,1.18%,36.82%,37.14%,$-0.16
deni avdija,PF/SF/F/UTIL,POR,28.6%,0.01%,1.15%,34.52%,28.78%,$-0.22
keon johnson,PG/SG/G/UTIL,BKN,27.01%,0.01%,1.13%,12.97%,9.36%,$-0.28
donovan clingan,C/UTIL,POR,25.78%,0.01%,1.1%,9.59%,20.19%,$-0.33
keyonte george,PG/SG/G/UTIL,UTA,26.9%,0.01%,1.11%,18.07%,13.15%,$-0.34
joel embiid,C/UTIL,PHI,25.93%,0.01%,1.1%,10.28%,20.91%,$-0.34
aaron holiday,PG/G/UTIL,HOU,26.2%,0.01%,1.07%,7.1%,5.43%,$-0.4
jerami grant,PF/F/UTIL,POR,26.83%,0.01%,1.08%,12.92%,15.08%,$-0.42
russell westbrook,PG/G/UTIL,DEN,25.8%,0.01%,1.07%,11.35%,11.97%,$-0.43
cameron johnson,PF/SF/F/UTIL,BKN,26.52%,0.01%,1.05%,19.84%,14.97%,$-0.49
jabari smith jr.,C/PF/F/UTIL,HOU,27.37%,0.01%,1.05%,34.31%,30.22%,$-0.51
aaron gordon,C/PF/F/UTIL,DEN,27.36%,0.01%,1.03%,54.85%,54.97%,$-0.54
michael porter jr.,PF/SF/F/UTIL,DEN,26.63%,0.01%,1.02%,22.98%,17.34%,$-0.58
quentin grimes,SG/G/UTIL,PHI,27.03%,0.01%,1.02%,30.96%,37.21%,$-0.59
toumani camara,SF/SG/G/F/UTIL,POR,26.97%,0.01%,1.02%,22.15%,13.45%,$-0.61
jamal murray,PG/SG/G/UTIL,DEN,27.11%,0.01%,0.99%,31.66%,23.97%,$-0.64
tyrese martin,SG/G/UTIL,BKN,25.43%,0.01%,1.0%,11.05%,8.96%,$-0.65
