Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Davion Mitchell,PG/SG/G/UTIL,TOR,18.14,6.03,27.73%,0.45%,1.18%,1.48%,$-1.59,48
Brook Lopez,C/UTIL,MIL,27.05,7.64,32.99%,0.12%,1.76%,7.96%,$-1.59,48
Jonathan Isaac,C/PF/F/UTIL,ORL,21.13,10.52,31.7%,0.19%,1.48%,3.13%,$-1.60,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,16.6,6.23,31.2%,0.18%,2.42%,1.71%,$-1.63,48
Tyler Herro,PG/SG/G/UTIL,MIA,42.75,11.78,30.45%,0.19%,5.12%,5.18%,$-1.68,48
Nikola Vucevic,C/UTIL,CHI,41.35,13.28,27.97%,0.25%,1.82%,8.41%,$-1.69,48
Naji Marshall,PF/SF/F/UTIL,DAL,24.63,9.13,32.19%,0.08%,3.48%,3.54%,$-1.70,48
CJ McCollum,PG/SG/G/UTIL,NOP,33.7,9.06,31.83%,0.03%,4.72%,4.97%,$-1.77,48
Jordan Hawkins,SG/G/UTIL,NOP,11.64,6.09,27.16%,0.01%,0.1%,0.14%,$-1.78,48
Michael Porter Jr.,PF/SF/F/UTIL,DEN,29.57,9.44,30.58%,0.07%,3.68%,3.66%,$-1.80,48
Derrick White,PG/SG/G/UTIL,BOS,33.84,7.94,27.81%,0.13%,0.73%,4.18%,$-1.96,48
Josh Giddey,PG/G/UTIL,CHI,33.4,12.67,28.24%,0.1%,2.18%,3.8%,$-1.98,48
Julian Strawther,SF/SG/G/F/UTIL,DEN,15.9,6.29,28.72%,0.01%,1.02%,0.75%,$-2.02,48
Patrick Williams,PF/F/UTIL,CHI,19.28,7.44,22.69%,0.0%,0.06%,0.1%,$-2.09,48
Trey Murphy III,SF/SG/G/F/UTIL,NOP,35.64,9.3,25.5%,0.12%,3.65%,2.89%,$-2.10,48
Cody Williams,SF/F/UTIL,UTA,19.76,5.54,29.57%,0.0%,0.08%,0.1%,$-2.11,48
Nick Smith Jr.,SG/G/UTIL,CHA,15.4,7.44,27.36%,0.0%,0.38%,0.24%,$-2.17,48
Christian Braun,SF/SG/G/F/UTIL,DEN,20.25,6.8,25.39%,0.04%,1.15%,0.86%,$-2.22,48
Bam Adebayo,C/UTIL,MIA,38.49,13.87,21.83%,0.25%,0.38%,1.93%,$-2.22,48
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,13.77,6.83,23.84%,0.03%,0.24%,0.15%,$-2.23,48
Terry Rozier,PG/SG/G/UTIL,MIA,21.68,8.9,25.6%,0.01%,1.02%,0.96%,$-2.24,48
Jamal Shead,PG/G/UTIL,TOR,15.04,7.22,23.77%,0.02%,0.62%,0.45%,$-2.26,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,24.97,9.04,24.15%,0.0%,1.83%,1.42%,$-2.33,48
Tidjane Salaun,PF/F/UTIL,CHA,12.52,6.26,25.89%,0.0%,0.2%,0.1%,$-2.36,48
Alex Caruso,PG/SF/G/F/UTIL,OKC,16.41,7.82,23.02%,0.0%,1.04%,0.82%,$-2.46,48
Aaron Wiggins,PF/SF/F/UTIL,OKC,19.75,8.98,22.7%,0.01%,1.77%,1.99%,$-2.47,48
Kristaps Porzingis,C/UTIL,BOS,36.46,14.15,20.81%,0.06%,1.48%,3.94%,$-2.48,48
Lonzo Ball,PG/G/UTIL,CHI,20.79,8.7,22.94%,0.0%,1.61%,2.94%,$-2.49,48
Payton Pritchard,PG/SG/G/UTIL,BOS,24.1,9.05,21.79%,0.01%,0.98%,2.19%,$-2.50,48
Jalen Smith,C/UTIL,CHI,17.05,10.08,19.89%,0.09%,0.9%,2.99%,$-2.53,48
Josh Okogie,SF/SG/G/F/UTIL,CHA,14.22,7.43,19.86%,0.06%,0.83%,0.22%,$-2.54,48
Anthony Black,PG/G/UTIL,ORL,22.5,9.12,19.95%,0.01%,0.22%,1.4%,$-2.58,48
Zion Williamson,C/PF/F/UTIL,NOP,38.31,15.6,20.34%,0.02%,2.33%,3.37%,$-2.60,48
Al Horford,C/PF/F/UTIL,BOS,18.96,7.85,13.22%,0.18%,0.58%,0.1%,$-2.71,48
Kentavious Caldwell-Pope,SG/G/UTIL,ORL,20.97,6.1,15.94%,0.02%,0.31%,0.1%,$-2.76,48
Matas Buzelis,PF/SF/F/UTIL,CHI,11.81,6.27,18.97%,0.0%,0.17%,0.1%,$-2.76,48
Taurean Prince,PF/SF/F/UTIL,MIL,15.12,5.5,18.26%,0.0%,0.64%,0.56%,$-2.79,48
Jimmy Butler,PF/SF/F/UTIL,MIA,33.62,12.48,17.13%,0.01%,1.4%,1.38%,$-2.79,48
Haywood Highsmith,PF/SF/F/UTIL,MIA,17.6,6.0,17.37%,0.0%,0.11%,0.11%,$-2.87,48
Ryan Rollins,PG/G/UTIL,MIL,8.56,5.15,12.73%,0.0%,0.1%,0.1%,$-2.89,48
Javonte Green,PF/SF/F/UTIL,NOP,12.08,5.8,16.85%,0.0%,0.11%,0.1%,$-2.96,48
Kyrie Irving,PG/SG/G/UTIL,DAL,40.22,11.69,14.78%,0.01%,3.28%,3.12%,$-3.01,48
Paolo Banchero,PF/F/UTIL,ORL,38.81,16.95,13.89%,0.0%,1.82%,2.9%,$-3.09,48
Rob Dillingham,PG/G/UTIL,MIN,13.16,6.78,12.71%,0.02%,0.75%,0.58%,$-3.09,48
Ayo Dosunmu,PG/SG/G/UTIL,CHI,23.11,8.65,14.02%,0.0%,0.98%,0.98%,$-3.11,48
Tristan da Silva,PF/SF/F/UTIL,ORL,17.91,7.28,13.55%,0.0%,0.34%,0.72%,$-3.14,48
Aaron Gordon,PF/F/UTIL,DEN,18.3,8.8,10.5%,0.0%,0.12%,0.1%,$-3.18,48
Trevelin Queen,PG/SG/G/UTIL,ORL,14.69,6.39,14.8%,0.0%,0.14%,0.1%,$-3.22,48
Kenrich Williams,C/PF/F/UTIL,OKC,10.96,6.26,11.74%,0.0%,0.25%,0.1%,$-3.25,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,12.29,6.6,12.03%,0.0%,0.13%,0.1%,$-3.27,48
Leonard Miller,C/PF/F/UTIL,MIN,0,0.0,9.29%,0.0%,0.05%,0.03%,$-3.27,48
Jaden Hardy,PG/SG/G/UTIL,DAL,11.74,6.69,9.19%,0.0%,0.08%,0.1%,$-3.29,48
Maxi Kleber,C/PF/F/UTIL,DAL,10.75,4.7,10.35%,0.0%,0.26%,0.1%,$-3.34,48
Spencer Dinwiddie,PG/G/UTIL,DAL,25.24,8.5,9.97%,0.0%,0.67%,1.01%,$-3.35,48
Jose Alvarado,PG/G/UTIL,NOP,13.67,7.23,7.6%,0.0%,0.09%,0.1%,$-3.39,48
Sam Hauser,PF/SF/F/UTIL,BOS,17.44,7.07,12.52%,0.0%,0.05%,0.14%,$-3.45,48
Cameron Payne,PG/SG/G/UTIL,NYK,10.21,6.2,5.75%,0.0%,0.12%,0.1%,$-3.47,48
Patty Mills,PG/G/UTIL,UTA,7.58,4.33,9.83%,0.0%,0.09%,0.1%,$-3.47,48
Oscar Tshiebwe,C/UTIL,UTA,10.22,5.95,8.42%,0.0%,0.12%,0.1%,$-3.49,48
Ousmane Dieng,C/PF/F/UTIL,OKC,2.72,1.9,5.31%,0.0%,0.09%,0.1%,$-3.50,48
Adama Sanogo,C/UTIL,CHI,0,0.0,5.46%,0.0%,0.03%,0.03%,$-3.52,48
Landry Shamet,SF/SG/G/F/UTIL,NYK,7.26,4.13,8.99%,0.0%,0.14%,0.1%,$-3.55,48
Alex Ducas,SG/G/UTIL,OKC,0,0.0,4.3%,0.0%,0.04%,0.03%,$-3.59,48
Moussa Diabate,C/UTIL,CHA,10.35,5.91,3.45%,0.0%,0.12%,0.1%,$-3.64,48
Josh Minott,SF/F/UTIL,MIN,7.16,4.56,4.48%,0.0%,0.22%,0.1%,$-3.66,48
Jazian Gortman,PG/G/UTIL,DAL,0,0.0,2.59%,0.0%,0.03%,0.03%,$-3.69,48
Julian Phillips,PF/F/UTIL,CHI,6.7,3.81,4.76%,0.0%,0.25%,0.1%,$-3.73,48
Keion Brooks Jr.,PF/SF/F/UTIL,NOP,0,0.0,1.94%,0.0%,0.05%,0.03%,$-3.73,48
Chris Duarte,SF/SG/G/F/UTIL,CHI,0,0.0,1.56%,0.0%,0.07%,0.03%,$-3.75,48
Jaime Jaquez Jr.,PF/SF/F/UTIL,MIA,20.81,8.96,3.31%,0.0%,0.49%,0.56%,$-3.75,48
Pelle Larsson,SF/SG/G/F/UTIL,MIA,0,0.0,1.45%,0.0%,0.07%,0.03%,$-3.76,48
Adam Flagler,PG/G/UTIL,OKC,0,0.0,1.3%,0.0%,0.05%,0.03%,$-3.77,48
Jevon Carter,PG/G/UTIL,CHI,0,0.0,0.99%,0.0%,0.02%,0.03%,$-3.79,48
Herbert Jones,C/UTIL,NOP,0,0.0,0.7%,0.0%,0.04%,0.03%,$-3.80,48
Dru Smith,PG/G/UTIL,MIA,0,0.0,0.68%,0.0%,0.05%,0.03%,$-3.80,48
Vasilije Micic,PG/G/UTIL,CHA,8.83,5.31,0.17%,0.0%,0.04%,0.1%,$-3.83,48
Dalen Terry,SF/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.07%,0.03%,$-3.84,48
Matt Ryan,SF/SG/G/F/UTIL,NYK,0,0.0,0.01%,0.0%,0.09%,0.03%,$-3.84,48
Olivier-Maxence Prosper,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.08%,0.03%,$-3.84,48
Dereck Lively II,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.03%,0.05%,$-3.84,48
Dillon Jones,PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.07%,0.03%,$-3.84,48
Tyler Smith,PF/F/UTIL,MIL,0,0.0,0.08%,0.0%,0.07%,0.03%,$-3.84,48
Hunter Tyson,PF/SF/F/UTIL,DEN,0,0.0,0.1%,0.0%,0.09%,0.03%,$-3.84,48
Delon Wright,PG/SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.06%,0.03%,$-3.84,48
Jaylen Clark,SG/G/UTIL,MIN,0,0.0,0.03%,0.0%,0.05%,0.03%,$-3.84,48
Vlatko Cancar,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.84,48
Brandon Ingram,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.03%,0.08%,$-3.84,48
Jamal Cain,SF/F/UTIL,NOP,0,0.0,0.01%,0.0%,0.09%,0.03%,$-3.84,48
Brandon Miller,SF/SG/G/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.09%,0.07%,$-3.84,48
Dwight Powell,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.84,48
Emanuel Miller,PF/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.05%,0.03%,$-3.84,48
Eugene Omoruyi,C/UTIL,TOR,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.84,48
EJ Harkless,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.04%,0.03%,$-3.84,48
Markieff Morris,C/PF/F/UTIL,DAL,0,0.0,0.06%,0.0%,0.08%,0.03%,$-3.84,48
Keshad Johnson,PF/SF/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.05%,0.03%,$-3.84,48
Isaiah Stevens,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.84,48
AJ Johnson,SG/G/UTIL,MIL,0,0.0,0.06%,0.0%,0.04%,0.03%,$-3.84,48
KJ Simpson,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.06%,0.03%,$-3.84,48
Josh Christopher,PG/G/UTIL,MIA,0,0.0,0.1%,0.0%,0.03%,0.03%,$-3.84,48
Donte DiVincenzo,PG/SG/G/UTIL,MIN,0,0.0,0.0%,0.0%,0.03%,0.05%,$-3.84,48
Talen Horton-Tucker,SF/SG/G/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.84,48
Nikola Topic,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.04%,0.03%,$-3.84,48
Luka Garza,C/UTIL,MIN,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.84,48
Garrett Temple,SG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.84,48
Neemias Queta,C/UTIL,BOS,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.84,48
Kessler Edwards,PF/SF/F/UTIL,DAL,0,0.0,0.02%,0.0%,0.06%,0.03%,$-3.84,48
Seth Curry,SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.04%,0.03%,$-3.84,48
Walker Kessler,C/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.06%,$-3.84,48
Micah Potter,C/PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.84,48
Isaiah Hartenstein,C/UTIL,OKC,0,0.0,0.0%,0.0%,0.01%,0.06%,$-3.84,48
PJ Hall,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.84,48
Ariel Hukporti,C/UTIL,NYK,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.84,48
Dario Saric,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.01%,0.03%,$-3.84,48
Pat Connaughton,PF/SF/F/UTIL,MIL,4.48,2.84,2.42%,0.0%,0.21%,0.1%,$-3.86,48
Caleb Houstan,PF/SF/F/UTIL,ORL,13.85,4.93,14.4%,0.0%,0.02%,0.1%,$-3.94,48
Spencer Jones,SF/SG/G/F/UTIL,DEN,0,0.0,0.08%,0.0%,0.13%,0.03%,$-3.99,48
Kevin McCullar Jr.,SF/F/UTIL,NYK,0,0.0,1.52%,0.0%,0.08%,0.03%,$-3.99,48
Kelly Olynyk,C/UTIL,TOR,13.49,7.96,5.36%,0.0%,0.04%,0.1%,$-4.00,48
DaQuan Jeffries,PF/F/UTIL,CHA,0,0.0,0.15%,0.0%,0.11%,0.03%,$-4.01,48
Ochai Agbaji,PF/SF/F/UTIL,TOR,0,0.0,2.26%,0.0%,0.13%,0.1%,$-4.01,48
Karl-Anthony Towns,C/UTIL,NYK,0,0.0,0.0%,0.0%,1.62%,7.47%,$-4.01,48
Pacome Dadiet,SF/SG/G/F/UTIL,NYK,0,0.0,1.87%,0.0%,0.07%,0.03%,$-4.01,48
Antonio Reeves,SF/SG/G/F/UTIL,NOP,0,0.0,0.04%,0.0%,0.1%,0.03%,$-4.03,48
Karlo Matkovic,C/PF/F/UTIL,NOP,0,0.0,1.01%,0.0%,0.07%,0.03%,$-4.06,48
Marjon Beauchamp,PG/SF/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.09%,0.03%,$-4.06,48
Torrey Craig,PF/F/UTIL,CHI,0,0.0,0.01%,0.0%,0.08%,0.03%,$-4.08,48
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0,0.0,0.06%,0.0%,0.08%,0.03%,$-4.08,48
Chris Livingston,SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.08%,0.03%,$-4.08,48
Svi Mykhailiuk,SF/SG/G/F/UTIL,UTA,0,0.0,6.43%,0.0%,0.03%,0.03%,$-4.10,48
Trey Alexander,PG/SG/G/UTIL,DEN,0,0.0,0.13%,0.0%,0.07%,0.03%,$-4.11,48
Joe Ingles,PF/F/UTIL,MIN,0,0.0,0.16%,0.0%,0.07%,0.03%,$-4.11,48
Isaiah Wong,PG/SG/G/UTIL,CHA,0,0.0,0.02%,0.0%,0.07%,0.03%,$-4.12,48
Lauri Markkanen,PF/SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.07%,0.07%,$-4.12,48
Jacob Toppin,PF/F/UTIL,NYK,0,0.0,0.0%,0.0%,0.07%,0.03%,$-4.12,48
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,0,0.0,0.02%,0.0%,0.07%,0.03%,$-4.12,48
Jamison Battle,SF/F/UTIL,TOR,3.87,2.52,1.32%,0.0%,0.05%,0.03%,$-4.15,48
Tyler Kolek,PG/G/UTIL,NYK,0,0.0,0.01%,0.0%,0.06%,0.03%,$-4.16,48
Jonathan Mogbo,C/PF/F/UTIL,TOR,0,0.0,0.0%,0.0%,0.06%,0.03%,$-4.16,48
Luka Doncic,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.12%,0.1%,$-4.17,48
Taylor Hendricks,SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.06%,0.03%,$-4.17,48
Dante Exum,SF/F/UTIL,DAL,0,0.0,0.09%,0.0%,0.05%,0.03%,$-4.22,48
Alec Burks,PG/G/UTIL,MIA,0,0.0,1.75%,0.0%,0.04%,0.03%,$-4.22,48
John Collins,C/PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.05%,0.06%,$-4.23,48
Branden Carlson,C/UTIL,OKC,12.29,6.83,1.34%,0.0%,0.04%,0.1%,$-4.24,48
Tristen Newton,PG/G/UTIL,MIN,0,0.0,0.31%,0.0%,0.04%,0.03%,$-4.31,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.32,48
AJ Lawson,PG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.33,48
Grant Williams,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.33,48
Brandon Williams,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.33,48
Jalen Pickett,PG/SG/G/UTIL,DEN,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.33,48
Taj Gibson,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.33,48
Zeke Nnaji,C/UTIL,DEN,0,0.0,0.67%,0.0%,0.03%,0.03%,$-4.45,48
DeAndre Jordan,C/UTIL,DEN,7.77,5.03,0.13%,0.0%,0.03%,0.1%,$-4.48,48
Josh Richardson,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Immanuel Quickley,PG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.03%,0.06%,$-4.49,48
Stanley Umude,SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Ulrich Chomche,C/UTIL,TOR,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Jesse Edwards,C/UTIL,MIN,0,0.0,0.01%,0.0%,0.02%,0.03%,$-4.80,48
Tre Mann,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.04%,$-4.81,48
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.05%,$-4.81,48
Chet Holmgren,PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.07%,$-4.81,48
Kevin Love,C/UTIL,MIA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.81,48
Ja'Kobe Walter,SG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.81,48
Ajay Mitchell,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.77,48
Yves Missi,C/UTIL,NOP,0,0.0,0.0%,0.0%,0.01%,0.04%,$-5.77,48
E.J. Liddell,C/UTIL,CHI,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.77,48
Liam Robbins,C/UTIL,MIL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-5.77,48
