Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4649272436,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),RJ Barrett (37770118),Jayson Tatum (37770012),Brandon Clarke (37770406),Neemias Queta (37770755),Cole Anthony (37770201),Kelly Olynyk (37770294),Giannis Antetokounmpo (37769998)
4649272437,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Luka Doncic (37770002),Payton Pritchard (37770208),Bradley Beal (37770150),Sam Hauser (37770402),Alperen Sengun (37770052),Brandin Podziemski (37770175),Klay Thompson (37770196),Gradey Dick (37770339)
4649272438,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Ja Morant (37770078),RJ Barrett (37770118),Sam Hauser (37770402),Jayson Tatum (37770012),Neemias Queta (37770755),Damion Baugh (37770458),LeBron James (37770008),Jaxson Hayes (37770315)
4649272439,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Jose Alvarado (37770193),Brandin Podziemski (37770175),RJ Barrett (37770118),Jayson Tatum (37770012),Alperen Sengun (37770052),Damion Baugh (37770458),Brandon Clarke (37770406),Tari Eason (37770190)
4649272440,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Damion Baugh (37770458),Sam Hauser (37770402),De'Andre Hunter (37770269),Alperen Sengun (37770052),Ja Morant (37770078),Jimmy Butler (37770090),Jaren Jackson Jr. (37770099)
4649272441,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Cole Anthony (37770201),Sam Hauser (37770402),Jayson Tatum (37770012),Kelly Olynyk (37770294),Trey Murphy III (37770073),Royce O'Neale (37770275),Alperen Sengun (37770052)
4649272442,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Donovan Mitchell (37770066),Gradey Dick (37770339),Jaylen Brown (37770094),Santi Aldama (37770228),Neemias Queta (37770755),Desmond Bane (37770125),Zion Williamson (37770048),Jarrett Allen (37770161)
4649272443,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Ty Jerome (37770281),Payton Pritchard (37770208),Franz Wagner (37770036),Jayson Tatum (37770012),Wendell Carter Jr. (37770226),Brandin Podziemski (37770175),Vince Williams Jr. (37770467),Jarrett Allen (37770161)
4649272444,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Payton Pritchard (37770208),Jaylen Brown (37770094),Jimmy Butler (37770090),Jayson Tatum (37770012),Moussa Diabate (37770279),Vince Williams Jr. (37770467),Tari Eason (37770190),Cole Anthony (37770201)
4649272445,NBA $60K Four Point Play [20 Entry Max],174268489,$4,Stephen Curry (37770033),Vince Williams Jr. (37770467),Sam Hauser (37770402),Zion Williamson (37770048),Kelly Olynyk (37770294),Brandin Podziemski (37770175),LeBron James (37770008),Moussa Diabate (37770279)
