Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jonas valanciunas,C/UTIL,WAS,23.0%,0.02%,1.29%,1.88%,3.79%,$0.47
nikola jokic,C/UTIL,DEN,28.38%,0.01%,1.44%,14.36%,24.87%,$0.33
chris boucher,C/PF/F/UTIL,TOR,24.45%,0.02%,1.26%,0.73%,0.61%,$0.31
keaton wallace,PG/G/UTIL,ATL,26.62%,0.01%,1.35%,7.88%,10.64%,$0.3
ty jerome,PG/G/UTIL,CLE,26.0%,0.01%,1.33%,10.93%,14.47%,$0.23
dalton knecht,SF/SG/G/F/UTIL,LAL,25.99%,0.01%,1.25%,0.56%,0.31%,$0.18
daniel gafford,C/UTIL,DAL,28.28%,0.01%,1.31%,21.46%,43.99%,$0.17
russell westbrook,PG/G/UTIL,DEN,27.91%,0.01%,1.24%,37.41%,52.63%,$0.03
patrick williams,PF/F/UTIL,CHI,26.16%,0.01%,1.22%,12.27%,12.69%,$-0.01
jordan poole,PG/G/UTIL,WAS,24.73%,0.01%,1.18%,5.2%,6.66%,$-0.01
jalen duren,C/UTIL,DET,24.58%,0.01%,1.17%,5.13%,8.99%,$-0.02
kyle kuzma,PF/F/UTIL,WAS,25.08%,0.01%,1.15%,6.09%,6.15%,$-0.11
rj barrett,SF/F/UTIL,TOR,25.59%,0.01%,1.16%,12.25%,14.56%,$-0.13
zach lavine,SF/SG/G/F/UTIL,CHI,26.46%,0.01%,1.16%,16.47%,10.06%,$-0.14
mark williams,C/UTIL,CHA,22.06%,0.01%,1.07%,2.31%,4.48%,$-0.17
michael porter jr.,PF/SF/F/UTIL,DEN,26.26%,0.01%,1.14%,27.86%,20.26%,$-0.19
aaron gordon,PF/F/UTIL,DEN,23.87%,0.01%,1.12%,5.18%,5.69%,$-0.19
kyshawn george,PF/SF/F/UTIL,WAS,25.8%,0.01%,1.15%,28.6%,20.67%,$-0.2
jalen smith,C/UTIL,CHI,23.32%,0.01%,1.07%,2.2%,4.44%,$-0.2
lebron james,PF/F/UTIL,LAL,23.42%,0.01%,1.11%,4.68%,6.77%,$-0.21
josh okogie,PF/SF/F/UTIL,CHA,24.42%,0.01%,1.1%,2.79%,1.85%,$-0.21
kel'el ware,C/UTIL,MIA,24.36%,0.01%,1.09%,1.92%,4.16%,$-0.22
julius randle,C/PF/F/UTIL,MIN,25.41%,0.01%,1.11%,9.77%,8.02%,$-0.23
lonzo ball,PG/G/UTIL,CHI,24.43%,0.01%,1.11%,10.77%,13.5%,$-0.24
josh giddey,PG/G/UTIL,CHI,25.67%,0.01%,1.12%,17.84%,23.71%,$-0.25
domantas sabonis,C/UTIL,SAC,25.34%,0.01%,1.1%,9.22%,18.99%,$-0.28
quentin grimes,SF/F/UTIL,DAL,23.73%,0.01%,1.06%,5.78%,6.05%,$-0.28
anthony davis,C/UTIL,LAL,24.1%,0.01%,1.1%,9.27%,15.97%,$-0.3
jakob poeltl,C/UTIL,TOR,24.67%,0.01%,1.08%,9.1%,18.75%,$-0.3
nikola vucevic,C/UTIL,CHI,23.65%,0.01%,1.06%,6.08%,10.73%,$-0.31
malik monk,PG/SG/G/UTIL,SAC,25.33%,0.01%,1.07%,15.67%,12.67%,$-0.33
cade cunningham,PG/G/UTIL,DET,22.93%,0.01%,1.06%,5.53%,6.0%,$-0.33
karl-anthony towns,C/UTIL,NYK,24.91%,0.01%,1.07%,11.28%,22.2%,$-0.34
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,24.7%,0.01%,1.07%,28.3%,16.47%,$-0.36
ausar thompson,PF/SF/F/UTIL,DET,24.02%,0.01%,1.05%,11.58%,7.87%,$-0.37
gradey dick,SG/G/UTIL,TOR,23.64%,0.01%,1.04%,6.29%,6.28%,$-0.38
jamal murray,PG/SG/G/UTIL,DEN,24.73%,0.01%,1.04%,16.84%,13.05%,$-0.4
max christie,SF/SG/G/F/UTIL,LAL,24.91%,0.01%,1.05%,9.5%,5.26%,$-0.4
mike conley,PG/G/UTIL,MIN,23.79%,0.01%,1.02%,3.39%,4.36%,$-0.42
corey kispert,SF/SG/G/F/UTIL,WAS,23.96%,0.01%,1.03%,11.83%,6.58%,$-0.44
naz reid,C/PF/F/UTIL,MIN,22.97%,0.01%,0.99%,5.26%,4.02%,$-0.44
jaylen brown,SF/SG/G/F/UTIL,BOS,23.99%,0.01%,1.01%,8.89%,4.97%,$-0.44
trey lyles,C/PF/F/UTIL,SAC,23.45%,0.01%,1.01%,8.15%,5.54%,$-0.45
pj washington,C/PF/F/UTIL,DAL,25.18%,0.01%,1.01%,12.83%,9.99%,$-0.46
rudy gobert,C/UTIL,MIN,23.6%,0.01%,0.97%,2.78%,5.37%,$-0.47
alexandre sarr,C/PF/F/UTIL,WAS,23.82%,0.01%,0.99%,13.75%,9.67%,$-0.5
keegan murray,PF/F/UTIL,SAC,24.83%,0.01%,0.99%,6.63%,6.3%,$-0.52
rob dillingham,PG/G/UTIL,MIN,25.55%,0.01%,1.04%,0.04%,0.08%,$-0.53
dorian finney-smith,PF/F/UTIL,LAL,23.93%,0.01%,0.99%,4.79%,4.69%,$-0.54
max strus,SF/SG/G/F/UTIL,CLE,24.08%,0.01%,0.99%,15.41%,8.49%,$-0.54
jalen brunson,PG/G/UTIL,NYK,23.15%,0.01%,0.95%,7.32%,8.73%,$-0.54
darius garland,PG/G/UTIL,CLE,21.25%,0.01%,0.91%,2.2%,2.6%,$-0.57
cam whitmore,SF/SG/G/F/UTIL,HOU,21.89%,0.01%,0.94%,4.37%,2.38%,$-0.58
peyton watson,PF/F/UTIL,DEN,22.95%,0.01%,0.95%,5.37%,5.49%,$-0.59
