PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Keaton Wallace (37338930),Stephon Castle (37338477),Paul George (37338105),Andrew Wiggins (37338228),Kristaps Porzingis (37338160),Keyonte George (37338282),Giannis Antetokounmpo (37338014),Wendell Carter Jr. (37338391),297.63,334.10327788943573,49900,100.00%,10667,378.13%,6,131.11,$30.25,ATL 1,SAS 1,user13,1,marvalshot,4423,4611344379_13
Keaton Wallace (37338930),Stephon Castle (37338477),Josh Hart (37338127),Julius Randle (37338149),Daniel Gafford (37338424),Ja Morant (37338082),Jayson Tatum (37338023),Onyeka Okongwu (37338359),300.1,335.9607752286534,49800,100.00%,27826,1366.88%,135,148.07999999999998,$109.35,ATL 2,SAS 1,user16,1,marvalshot,4475,4611344380_16
Keaton Wallace (37338930),Mikal Bridges (37338239),Andrew Wiggins (37338228),Jeremiah Robinson-Earl (37338708),Alperen Sengun (37338065),Russell Westbrook (37338173),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),298.96000000000004,336.0979536323692,49800,100.00%,18364,662.79%,40,127.17999999999999,$53.02,ATL 1,NYK 1,user45,1,marvalshot,4553,4611344381_45
Keaton Wallace (37338930),Cole Anthony (37338216),Devin Vassell (37338234),Jayson Tatum (37338023),Wendell Carter Jr. (37338391),Stephon Castle (37338477),Giannis Antetokounmpo (37338014),Brice Sensabaugh (37338383),297.71,334.61247417179504,50000,100.00%,9907,310.02%,0,154.82999999999998,$24.8,ORL 2,SAS 2,user37,1,marvalshot,4594,4611344382_37
Jalen Brunson (37338088),Devin Vassell (37338234),Jaylen Brown (37338091),Giannis Antetokounmpo (37338014),Onyeka Okongwu (37338359),Keaton Wallace (37338930),Jeremiah Robinson-Earl (37338708),Wendell Carter Jr. (37338391),302.46000000000004,340.04506485294394,49700,100.00%,43635,5123.27%,1149,140.62,$409.86,ATL 2,NYK 1,user1,1,marvalshot,4607,4611344383_1
Jalen Brunson (37338088),Mikal Bridges (37338239),Devin Vassell (37338234),Brice Sensabaugh (37338383),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Quentin Grimes (37338318),Nikola Jokic (37338012),303.99,339.60538431633165,49700,100.00%,48653,12469.73%,4604,145.62,$997.58,NYK 2,SAS 1,user33,1,marvalshot,4688,4611344384_33
Keaton Wallace (37338930),Bogdan Bogdanovic (37338369),Paul George (37338105),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Keyonte George (37338282),Giannis Antetokounmpo (37338014),Dejounte Murray (37338096),297.62,335.9153156404279,50000,100.00%,10240,346.01%,1,154.27999999999997,$27.68,ATL 2,UTA 2,user37,1,marvalshot,4447,4611344379_37
Russell Westbrook (37338173),Anthony Edwards (37338044),Josh Hart (37338127),Julius Randle (37338149),Daniel Gafford (37338424),Stephon Castle (37338477),PJ Washington (37338176),Keaton Wallace (37338930),296.24,328.589108179361,49500,100.00%,4396,218.59%,0,126.30999999999999,$17.49,MIN 2,DAL 2,user18,1,marvalshot,4477,4611344380_18
Keyonte George (37338282),Mikal Bridges (37338239),Jayson Tatum (37338023),Jeremiah Robinson-Earl (37338708),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Jaren Jackson Jr. (37338053),Alperen Sengun (37338065),298.84,332.9002789184117,50000,100.00%,17675,653.64%,44,119.15,$52.29,UTA 1,NYK 1,user13,1,marvalshot,4521,4611344381_13
Keaton Wallace (37338930),Anthony Edwards (37338044),Garrison Mathews (37338609),Andrew Wiggins (37338228),Wendell Carter Jr. (37338391),Amen Thompson (37338122),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),295.08,330.94734587337064,49800,100.00%,1885,164.43%,1,132.82999999999998,$13.15,ATL 2,MIN 1,user14,1,marvalshot,4571,4611344382_14
Jalen Brunson (37338088),Quentin Grimes (37338318),Bogdan Bogdanovic (37338369),Jayson Tatum (37338023),Daniel Gafford (37338424),Dyson Daniels (37338165),Julius Randle (37338149),Keaton Wallace (37338930),299.96999999999997,335.48894283336705,49900,100.00%,27110,824.62%,22,146.48000000000002,$65.97,ATL 3,DAL 2,user8,1,marvalshot,4614,4611344383_8
Jalen Brunson (37338088),Mikal Bridges (37338239),Jayson Tatum (37338023),Brice Sensabaugh (37338383),Alperen Sengun (37338065),Keaton Wallace (37338930),Bogdan Bogdanovic (37338369),Stephon Castle (37338477),304.15999999999997,338.9795591586108,49500,100.00%,49342,10727.84%,2318,177.73,$858.23,NYK 2,ATL 2,user19,1,marvalshot,4674,4611344384_19
Cole Anthony (37338216),Stephon Castle (37338477),Paul George (37338105),Kyle Filipowski (37338420),Nikola Jokic (37338012),Keaton Wallace (37338930),Amen Thompson (37338122),Daniel Gafford (37338424),296.94,332.9502471527203,50000,100.00%,7474,316.19%,15,142.67,$25.3,ORL 1,SAS 1,user35,1,marvalshot,4445,4611344379_35
Keaton Wallace (37338930),Amen Thompson (37338122),Josh Hart (37338127),Jayson Tatum (37338023),Daniel Gafford (37338424),Devin Vassell (37338234),Brice Sensabaugh (37338383),Cole Anthony (37338216),295.42999999999995,328.4761813225068,49700,99.99%,2269,172.86%,1,124.77,$13.83,ATL 1,HOU 1,user2,1,marvalshot,4461,4611344380_2
Stephon Castle (37338477),Mikal Bridges (37338239),Scottie Barnes (37338057),Jayson Tatum (37338023),Daniel Gafford (37338424),Keaton Wallace (37338930),Jaren Jackson Jr. (37338053),Wendell Carter Jr. (37338391),298.81,333.01878834451753,50000,100.00%,17465,570.37%,22,154.66,$45.63,SAS 1,NYK 1,user27,1,marvalshot,4535,4611344381_27
