Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jaylin williams,C/UTIL,OKC,32.4%,0.01%,1.5%,23.82%,50.5%,$0.74
dalano banton,PG/SG/G/UTIL,POR,30.64%,0.01%,1.48%,21.19%,20.45%,$0.66
jalen duren,C/UTIL,DET,27.73%,0.01%,1.3%,7.2%,12.25%,$0.3
deandre ayton,C/UTIL,POR,27.53%,0.01%,1.25%,6.77%,10.66%,$0.18
jarrett allen,C/UTIL,CLE,25.71%,0.01%,1.21%,4.93%,8.26%,$0.09
pascal siakam,PF/F/UTIL,IND,27.62%,0.01%,1.27%,12.59%,12.89%,$0.09
alperen sengun,C/UTIL,HOU,26.47%,0.01%,1.26%,11.46%,20.6%,$0.02
jonas valanciunas,C/UTIL,WAS,22.76%,0.01%,1.07%,1.22%,1.92%,$0.01
ivica zubac,C/UTIL,LAC,27.65%,0.01%,1.22%,15.93%,26.58%,$-0.07
james harden,PG/G/UTIL,LAC,25.25%,0.01%,1.17%,8.76%,11.13%,$-0.18
shai gilgeous-alexander,PG/G/UTIL,OKC,28.69%,0.01%,1.16%,32.02%,45.88%,$-0.19
toumani camara,SF/F/UTIL,POR,28.21%,0.01%,1.13%,19.56%,18.1%,$-0.28
derrick jones jr.,PF/SF/F/UTIL,LAC,26.99%,0.01%,1.09%,18.96%,13.25%,$-0.41
darius garland,PG/G/UTIL,CLE,23.48%,0.01%,1.02%,3.32%,3.95%,$-0.42
scoot henderson,PG/G/UTIL,POR,27.39%,0.01%,1.07%,19.2%,25.77%,$-0.44
tyus jones,PG/G/UTIL,PHX,26.24%,0.01%,1.04%,7.88%,10.61%,$-0.47
kevin porter jr.,PG/G/UTIL,LAC,23.48%,0.01%,0.98%,0.58%,0.94%,$-0.47
devin booker,PG/SG/G/UTIL,PHX,28.12%,0.01%,1.05%,49.32%,50.88%,$-0.48
ryan dunn,PF/SF/F/UTIL,PHX,26.56%,0.01%,1.05%,18.02%,12.18%,$-0.51
myles turner,C/UTIL,IND,25.98%,0.01%,1.02%,8.37%,14.14%,$-0.53
jalen williams,PF/F/UTIL,OKC,26.59%,0.01%,1.03%,28.51%,31.9%,$-0.57
kenrich williams,C/PF/F/UTIL,OKC,26.6%,0.01%,1.0%,30.7%,25.28%,$-0.61
kevin durant,C/PF/F/UTIL,PHX,27.6%,0.0%,0.99%,48.52%,44.47%,$-0.62
donovan mitchell,PG/SG/G/UTIL,CLE,23.26%,0.01%,0.99%,8.03%,6.23%,$-0.66
grayson allen,SF/SG/G/F/UTIL,PHX,26.61%,0.0%,0.99%,39.31%,25.73%,$-0.68
