PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jared Butler (38104141),Stephon Castle (38104102),Ryan Dunn (38104519),Obi Toppin (38104556),Nikola Vucevic (38104030),Tyus Jones (38104407),Scottie Barnes (38103958),Cade Cunningham (38103897),282.03000000000003,271.18,379.74,49900,0.14%,5.97%,501.9%,48.39%,114.38,$20.1,PHX 2,PHI 1,generated,1
Cade Cunningham (38103897),Jared Butler (38104141),Ryan Dunn (38104519),Deni Avdija (38104042),Nikola Vucevic (38104030),Scotty Pippen Jr. (38104335),Jordan Goodwin (38104297),Tre Jones (38104156),291.46000000000004,281.58,385.1,49500,0.08%,7.48%,455.1%,60.28%,156.8,$18.2,CHI 2,DET 1,generated,1
Cade Cunningham (38103897),Stephon Castle (38104102),Brice Sensabaugh (38104385),Ryan Dunn (38104519),Obi Toppin (38104556),Luka Doncic (38103888),Justin Champagnie (38104215),Tyus Jones (38104407),287.72999999999996,283.79999999999995,381.94,50000,0.09%,6.77%,450.8%,55.62%,144.69,$18.0,PHX 2,DET 1,generated,1
Cade Cunningham (38103897),Kevin Huerter (38104255),Ryan Dunn (38104519),Justin Champagnie (38104215),Jalen Duren (38104064),Tyus Jones (38104407),Jordan Goodwin (38104297),Alperen Sengun (38103904),286.94,281.84000000000003,378.92,49800,0.09%,6.16%,434.0%,54.23%,153.93,$17.4,DET 2,PHX 2,generated,1
Cade Cunningham (38103897),Jordan Goodwin (38104297),Kevin Huerter (38104255),Ryan Dunn (38104519),Nikola Vucevic (38104030),Tre Jones (38104156),Deni Avdija (38104042),Donovan Clingan (38104170),295.91999999999996,290.39,386.58000000000004,49800,0.04%,8.33%,424.5%,66.97%,181.03,$17.0,CHI 3,POR 2,generated,1
Cade Cunningham (38103897),Jordan Goodwin (38104297),Deni Avdija (38104042),Justin Champagnie (38104215),Naz Reid (38104134),Tyus Jones (38104407),Scottie Barnes (38103958),Ryan Dunn (38104519),286.92,274.93,379.18,49900,0.1%,5.91%,409.7%,54.24%,138.88,$16.4,PHX 2,DET 1,generated,1
Tre Jones (38104156),Jordan Goodwin (38104297),Deni Avdija (38104042),Obi Toppin (38104556),Alperen Sengun (38103904),Stephon Castle (38104102),Jaren Jackson Jr. (38103963),Ryan Dunn (38104519),286.21,280.46999999999997,379.19,49900,0.08%,5.7%,395.0%,53.21%,148.83999999999997,$15.8,CHI 1,LAL 1,generated,1
Scotty Pippen Jr. (38104335),Anthony Edwards (38103918),Justin Champagnie (38104215),Ryan Dunn (38104519),Alperen Sengun (38103904),Jordan Goodwin (38104297),Deni Avdija (38104042),Orlando Robinson (38104278),286.79999999999995,281.89,378.03000000000003,49800,0.06%,6.03%,388.7%,54.06%,145.57,$15.5,MEM 1,MIN 1,generated,1
Cade Cunningham (38103897),Jordan Goodwin (38104297),Brice Sensabaugh (38104385),Aaron Gordon (38104290),Karl-Anthony Towns (38103895),Tyus Jones (38104407),Justin Champagnie (38104215),Donovan Clingan (38104170),286.7,279.88,377.21000000000004,49700,0.08%,6.13%,388.1%,53.74%,121.39,$15.5,DET 1,LAL 1,generated,1
Cade Cunningham (38103897),Luke Kennard (38104377),Brice Sensabaugh (38104385),Ryan Dunn (38104519),Myles Turner (38104113),Stephon Castle (38104102),Deni Avdija (38104042),Nikola Vucevic (38104030),286.63,279.27,377.02,50000,0.09%,5.55%,386.2%,54.41%,127.69999999999999,$15.4,DET 1,MEM 1,generated,1
