PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Stephen Curry (37368007),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Myles Turner (37368095),Tyrese Maxey (37367996),Buddy Hield (37368188),Luke Kornet (37368285),348.88614583333333,417.34946164388583,49100,100.00%,50000,31574.31%,15589,201.63,$1262.97,PHI 3,GSW 2,opp,1,nflo23,83,4615733131
Stephen Curry (37368007),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Draymond Green (37368110),Luke Kornet (37368285),Darius Garland (37368053),Jaylen Brown (37368031),Donovan Mitchell (37368027),348.8420052083334,430.0479929324694,50000,100.00%,50000,31217.68%,16761,178.78,$1248.71,GSW 2,PHI 2,opp,1,venus44,1398,4614688363
Jrue Holiday (37368176),Kelly Oubre Jr. (37368107),Jayson Tatum (37367987),Ricky Council IV (37368536),Luke Kornet (37368285),Stephen Curry (37368007),Jaylen Brown (37368031),Myles Turner (37368095),348.13712239583333,413.3641274491142,49900,100.00%,50000,22072.71%,7912,208.3,$882.91,BOS 4,PHI 2,opp,1,Coach_Fonzo_Lane,71,4614400644
Tyrese Haliburton (37368019),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Naz Reid (37368172),Luke Kornet (37368285),Trae Young (37367991),Ricky Council IV (37368536),Jarrett Allen (37368069),346.75368489583343,416.11178213969447,49900,100.00%,50000,12206.88%,4590,161.51,$488.28,PHI 2,BOS 2,opp,2,jjlonghorn11,39,4614813298
Trae Young (37367991),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Naz Reid (37368172),Luke Kornet (37368285),Tyrese Haliburton (37368019),Jaylen Brown (37368031),Jarrett Allen (37368069),346.7536848958333,416.11178213969436,49900,100.00%,50000,12206.88%,4590,161.51,$488.28,PHI 2,BOS 2,opp,2,hank1007,39,4615048758
Tyrese Maxey (37367996),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Myles Turner (37368095),Trae Young (37367991),Jaden McDaniels (37368211),Luke Kornet (37368285),346.84161458333335,406.6912455908309,49900,100.00%,50000,11956.17%,2292,188.26999999999998,$478.25,PHI 3,BOS 2,opp,1,colemanwt,14,4615152980
Tyrese Haliburton (37368019),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Draymond Green (37368110),Luke Kornet (37368285),Stephen Curry (37368007),Andrew Wiggins (37368103),Alperen Sengun (37368002),345.5914105902778,425.56014037580485,49900,100.00%,50000,8618.91%,1292,197.05,$344.76,GSW 3,PHI 2,opp,1,VeryBerry69,1756,4615097022
Stephen Curry (37368007),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Myles Turner (37368095),Shaedon Sharpe (37368082),Amen Thompson (37368014),Luke Kornet (37368285),345.96915364583333,414.91109646691916,49600,100.00%,50000,7422.5%,568,164.76,$296.9,PHI 2,BOS 2,opp,2,Deathflower74,408,4613627472
Stephen Curry (37368007),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Shaedon Sharpe (37368082),Amen Thompson (37368014),Myles Turner (37368095),345.96915364583333,414.91109646691916,49600,100.00%,50000,7422.5%,568,164.76,$296.9,PHI 2,BOS 2,opp,2,cncjordan83,408,4615421209
Tyrese Maxey (37367996),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Buddy Hield (37368188),Andrew Wiggins (37368103),Alperen Sengun (37368002),345.0589973958333,417.47635810943603,49200,100.00%,50000,6579.64%,333,218.43,$263.19,PHI 3,BOS 2,opp,1,riel1999,453,4614862192
Anfernee Simons (37368066),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Stephen Curry (37368007),Andrew Wiggins (37368103),Donovan Mitchell (37368027),345.2220052083333,422.1479929324694,49500,100.00%,50000,6540.6%,289,191.18,$261.62,PHI 2,BOS 2,opp,1,McDookatron,1397,4614047358
Anfernee Simons (37368066),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Julius Randle (37368056),Luke Kornet (37368285),Stephen Curry (37368007),Jaylen Brown (37368031),Jarrett Allen (37368069),344.21200520833327,422.7279929324693,49400,100.00%,50000,4665.95%,98,170.4,$186.64,PHI 2,BOS 2,opp,1,RunTheBasesMLB,1403,4615690319
Tyrese Maxey (37367996),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Jalen Green (37368039),Andrew Wiggins (37368103),Jarrett Allen (37368069),343.87899739583327,414.386358109436,49700,100.00%,50000,4407.14%,129,199.37,$176.29,PHI 3,BOS 2,opp,1,gwudking,445,4614141415
Anfernee Simons (37368066),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Pascal Siakam (37368046),Luke Kornet (37368285),Anthony Edwards (37367999),Jaylen Brown (37368031),Myles Turner (37368095),343.5895052083333,410.2129282016657,49600,100.00%,50000,4015.04%,81,157.65999999999997,$160.6,PHI 2,IND 2,opp,1,Mr_SixSeven,154,4615022903
Trae Young (37367991),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Jayson Tatum (37367987),Onyeka Okongwu (37368170),Jrue Holiday (37368176),Jaylen Brown (37368031),Luke Kornet (37368285),343.47233506944445,402.9925712387544,50000,100.00%,50000,3875.63%,28,187.39,$155.03,BOS 4,ATL 2,opp,1,supremexjp,0,4615270224
Tyrese Maxey (37367996),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Stephen Curry (37368007),Nickeil Alexander-Walker (37368313),Donovan Mitchell (37368027),343.3289973958333,416.7463581094361,49700,100.00%,50000,3549.92%,0,214.0,$142.0,PHI 3,BOS 2,opp,1,rtwcandy2021,449,4614201519
Carlton Carrington (37368200),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Stephen Curry (37368007),Julius Randle (37368056),Alperen Sengun (37368002),343.18200520833335,420.1379929324694,49700,100.00%,50000,3476.26%,19,181.56,$139.05,PHI 2,BOS 2,opp,1,RoobK19,1399,4614746366
Tyrese Maxey (37367996),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Buddy Hield (37368188),Draymond Green (37368110),Alperen Sengun (37368002),342.87899739583327,416.256358109436,49100,100.00%,50000,3088.57%,3,199.23,$123.54,PHI 3,BOS 2,opp,2,emperordune55,450,4614169766
Tyrese Maxey (37367996),Kelly Oubre Jr. (37368107),Jaylen Brown (37368031),Ricky Council IV (37368536),Luke Kornet (37368285),Buddy Hield (37368188),Draymond Green (37368110),Alperen Sengun (37368002),342.87899739583327,416.256358109436,49100,100.00%,50000,3088.57%,3,199.23,$123.54,PHI 3,BOS 2,opp,2,rwsmart83,450,4614838881
Tyrese Maxey (37367996),Jaylen Brown (37368031),Ricky Council IV (37368536),Jerami Grant (37368151),Luke Kornet (37368285),Kelly Oubre Jr. (37368107),Andrew Wiggins (37368103),Alperen Sengun (37368002),342.74899739583327,413.66635810943603,49700,100.00%,50000,3001.44%,12,208.04000000000002,$120.06,PHI 3,BOS 2,opp,1,winnerwinston,454,4615239509
Jrue Holiday (37368176),Jaylen Brown (37368031),Jayson Tatum (37367987),Ricky Council IV (37368536),Luke Kornet (37368285),Kelly Oubre Jr. (37368107),Draymond Green (37368110),Alperen Sengun (37368002),342.1299739583333,412.2710239146644,49900,100.00%,50000,2566.61%,1,205.89999999999998,$102.66,BOS 4,PHI 2,opp,1,riel1999,140,4614862188
Stephen Curry (37368007),Jrue Holiday (37368176),Jaylen Brown (37368031),Jayson Tatum (37367987),Luke Kornet (37368285),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Andrew Wiggins (37368103),342.09997395833335,409.67102391466443,49700,100.00%,50000,2429.02%,0,230.15,$97.16,BOS 4,GSW 2,opp,2,SoonersTide,143,4615604744
Jrue Holiday (37368176),Kelly Oubre Jr. (37368107),Ricky Council IV (37368536),Jayson Tatum (37367987),Luke Kornet (37368285),Jaylen Brown (37368031),Andrew Wiggins (37368103),Stephen Curry (37368007),342.0999739583333,409.6710239146644,49700,100.00%,50000,2429.02%,0,230.15,$97.16,BOS 4,PHI 2,opp,2,nathanbaert,143,4615608281
