Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
joel embiid,C/UTIL,PHI,39.32%,0.04%,1.66%,1.98%,35.33%,$3.53
jonathan mogbo,C/UTIL,TOR,32.59%,0.02%,1.27%,12.04%,39.84%,$1.48
orlando robinson,C/UTIL,TOR,42.16%,0.02%,1.15%,6.25%,22.06%,$0.89
ochai agbaji,PF/F/UTIL,TOR,23.88%,0.01%,0.66%,42.81%,39.74%,$0.35
immanuel quickley,PG/G/UTIL,TOR,25.75%,0.01%,0.68%,34.23%,42.16%,$0.32
chris boucher,C/PF/F/UTIL,TOR,27.06%,0.01%,0.68%,29.34%,23.19%,$0.24
scottie barnes,PG/SF/G/F/UTIL,TOR,22.93%,0.01%,0.64%,38.96%,39.95%,$0.21
jamal shead,PG/G/UTIL,TOR,29.87%,0.01%,0.68%,23.46%,21.94%,$0.17
quentin grimes,SF/SG/G/F/UTIL,PHI,23.94%,0.01%,0.48%,41.95%,25.23%,$-0.14
gradey dick,SG/G/UTIL,TOR,26.24%,0.01%,0.52%,30.25%,26.96%,$-0.2
paul george,PF/SF/F/UTIL,PHI,23.54%,0.01%,0.4%,33.4%,31.28%,$-0.3
ja'kobe walter,SF/SG/G/F/UTIL,TOR,23.32%,0.01%,0.41%,41.11%,22.95%,$-0.37
karl-anthony towns,C/UTIL,NYK,25.96%,0.01%,0.43%,100.0%,60.01%,$-0.45
devin booker,PG/SG/G/UTIL,PHX,28.02%,0.0%,0.38%,87.27%,61.0%,$-0.57
kelly oubre jr.,SG/G/UTIL,PHI,30.93%,0.0%,0.42%,20.05%,25.15%,$-0.61
jamison battle,SF/F/UTIL,TOR,67.36%,0.02%,1.14%,0.13%,0.1%,$-0.67
ausar thompson,PF/SF/F/UTIL,DET,22.95%,0.0%,0.25%,32.53%,24.3%,$-0.82
guerschon yabusele,C/PF/F/UTIL,PHI,29.21%,0.0%,0.3%,17.82%,23.24%,$-0.84
isaiah stewart,C/UTIL,DET,31.38%,0.0%,0.33%,8.86%,21.39%,$-0.92
justin edwards,PF/SF/F/UTIL,PHI,26.46%,0.0%,0.27%,27.12%,19.83%,$-0.93
tim hardaway jr.,SF/SG/G/F/UTIL,DET,20.34%,0.0%,0.17%,41.38%,22.77%,$-0.97
ronald holland ii,SF/F/UTIL,DET,26.85%,0.0%,0.24%,22.97%,17.16%,$-1.07
simone fontecchio,PF/F/UTIL,DET,27.19%,0.0%,0.22%,21.41%,17.08%,$-1.12
malik beasley,SF/SG/G/F/UTIL,DET,20.54%,0.0%,0.09%,34.56%,22.9%,$-1.15
tyrese maxey,PG/G/UTIL,PHI,30.05%,0.0%,0.24%,7.78%,28.07%,$-1.27
tobias harris,PF/F/UTIL,DET,27.77%,0.0%,0.16%,19.23%,24.41%,$-1.29
jalen duren,C/UTIL,DET,32.87%,0.0%,0.25%,6.55%,28.33%,$-1.32
brandon clarke,C/UTIL,MEM,50.39%,0.0%,0.08%,0.01%,0.03%,$-1.69
cade cunningham,PG/G/UTIL,DET,20.9%,0.0%,0.08%,5.75%,29.39%,$-1.82
adama sanogo,C/UTIL,CHI,61.3%,0.0%,1.42%,0.06%,0.03%,$-1.91
garrett temple,SG/G/UTIL,TOR,51.66%,0.0%,1.23%,0.07%,0.03%,$-2.07
yuki kawamura,PG/G/UTIL,MEM,70.78%,0.0%,1.12%,0.08%,0.03%,$-2.1
aj lawson,PG/SG/G/UTIL,TOR,64.42%,0.0%,0.59%,0.13%,0.03%,$-2.34
zyon pullin,PG/G/UTIL,MEM,65.0%,0.0%,0.68%,0.13%,0.03%,$-2.35
matt ryan,SF/SG/G/F/UTIL,NYK,50.74%,0.0%,0.78%,0.11%,0.03%,$-2.41
jay huff,C/UTIL,MEM,65.46%,0.0%,1.01%,0.08%,0.03%,$-2.43
ron harper jr.,SF/F/UTIL,DET,63.43%,0.0%,0.29%,0.06%,0.03%,$-2.45
dalen terry,SF/F/UTIL,CHI,56.1%,0.0%,1.03%,0.07%,0.03%,$-2.46
kyle lowry,PG/SG/G/UTIL,PHI,59.57%,0.0%,0.37%,0.14%,0.03%,$-2.49
ricky council iv,PF/SF/F/UTIL,PHI,52.76%,0.0%,0.29%,0.17%,0.03%,$-2.51
e.j. liddell,C/UTIL,CHI,66.02%,0.0%,0.4%,0.04%,0.03%,$-2.53
pacome dadiet,SF/SG/G/F/UTIL,NYK,63.48%,0.0%,0.07%,0.14%,0.03%,$-2.8
lindy waters iii,PF/F/UTIL,DET,54.22%,0.0%,0.18%,0.11%,0.03%,$-2.83
bobi klintman,PF/F/UTIL,DET,73.35%,0.0%,0.12%,0.08%,0.03%,$-2.83
chuma okeke,PF/SF/F/UTIL,PHI,66.6%,0.0%,0.13%,0.09%,0.03%,$-2.87
johnny davis,PG/G/UTIL,MEM,64.12%,0.0%,0.16%,0.1%,0.03%,$-2.87
cam spencer,PG/G/UTIL,MEM,62.53%,0.0%,0.05%,0.09%,0.03%,$-2.88
eric gordon,SG/G/UTIL,PHI,63.02%,0.0%,0.15%,0.13%,0.1%,$-2.9
cameron payne,PG/SG/G/UTIL,NYK,77.35%,0.0%,0.05%,0.04%,0.03%,$-2.9
ulrich chomche,C/UTIL,TOR,57.19%,0.0%,0.0%,0.05%,0.03%,$-2.9
cody martin,SF/SG/G/F/UTIL,PHX,44.56%,0.0%,0.42%,0.1%,0.04%,$-2.96
jalen bridges,SF/F/UTIL,PHX,56.12%,0.0%,0.15%,0.13%,0.03%,$-2.98
john konchar,SF/SG/G/F/UTIL,MEM,56.28%,0.0%,0.15%,0.14%,0.03%,$-2.98
kevin mccullar jr.,SF/F/UTIL,NYK,51.79%,0.0%,0.05%,0.06%,0.03%,$-3.0
johnny furphy,SF/SG/G/F/UTIL,IND,63.94%,0.0%,0.18%,0.09%,0.03%,$-3.02
enrique freeman,C/PF/F/UTIL,IND,61.58%,0.0%,0.07%,0.09%,0.03%,$-3.02
tolu smith,C/UTIL,DET,60.95%,0.0%,0.12%,0.07%,0.03%,$-3.02
jacob toppin,PF/F/UTIL,NYK,60.78%,0.0%,0.1%,0.09%,0.03%,$-3.03
scotty pippen jr.,PG/G/UTIL,MEM,61.43%,0.0%,0.03%,0.04%,0.04%,$-3.03
delon wright,PG/G/UTIL,NYK,56.64%,0.0%,0.16%,0.11%,0.03%,$-3.03
