Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
dennis schroder,PG/SG/G/UTIL,GSW,31.02%,0.01%,1.45%,32.92%,29.75%,$0.59
jonas valanciunas,C/UTIL,WAS,26.05%,0.01%,1.38%,4.36%,7.85%,$0.53
kel'el ware,C/UTIL,MIA,28.91%,0.01%,1.39%,5.32%,9.88%,$0.49
shai gilgeous-alexander,PG/G/UTIL,OKC,28.95%,0.01%,1.39%,15.1%,21.83%,$0.36
nikola jokic,C/UTIL,DEN,27.96%,0.01%,1.39%,11.76%,26.4%,$0.27
gui santos,PF/F/UTIL,GSW,27.24%,0.01%,1.28%,7.77%,6.96%,$0.13
russell westbrook,PG/G/UTIL,DEN,27.59%,0.01%,1.24%,16.47%,21.35%,$0.02
aaron gordon,PF/F/UTIL,DEN,25.99%,0.01%,1.19%,3.35%,3.17%,$-0.02
trayce jackson-davis,C/UTIL,GSW,26.26%,0.01%,1.19%,7.39%,14.11%,$-0.08
andrew wiggins,PF/SF/F/UTIL,GSW,28.91%,0.01%,1.19%,51.11%,44.54%,$-0.1
gradey dick,SG/G/UTIL,TOR,27.36%,0.01%,1.18%,23.61%,28.25%,$-0.16
jakob poeltl,C/UTIL,TOR,26.91%,0.01%,1.16%,7.0%,12.44%,$-0.16
jalen williams,PF/F/UTIL,OKC,25.56%,0.01%,1.12%,4.57%,4.83%,$-0.21
daniel gafford,C/UTIL,DAL,25.21%,0.01%,1.13%,4.66%,7.94%,$-0.22
chris boucher,PF/F/UTIL,TOR,25.12%,0.01%,1.14%,8.91%,7.78%,$-0.26
ivica zubac,C/UTIL,LAC,28.49%,0.0%,1.12%,24.96%,47.51%,$-0.28
corey kispert,SF/SG/G/F/UTIL,WAS,25.86%,0.01%,1.09%,8.43%,4.8%,$-0.37
onyeka okongwu,C/UTIL,ATL,25.15%,0.01%,1.08%,6.22%,11.3%,$-0.38
kyshawn george,PF/SF/F/UTIL,WAS,26.19%,0.01%,1.09%,14.75%,9.86%,$-0.4
gary payton ii,SF/F/UTIL,GSW,24.45%,0.01%,1.07%,2.27%,1.82%,$-0.4
moses moody,SF/SG/G/F/UTIL,GSW,24.85%,0.01%,1.07%,7.18%,4.09%,$-0.4
