PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Cade Cunningham (37514407),AJ Green (37514934),Aaron Wiggins (37514609),Pascal Siakam (37514472),Jonas Valanciunas (37514579),Anthony Edwards (37514420),Precious Achiuwa (37514646),Ryan Rollins (37515010),315.55,413.04,50000,100.00%,23132,12645.97%,1017,153.7,$379.38,MIL 2,DET 1,user2,1,marvalshot,11877,4631198257_2
Cade Cunningham (37514407),Keon Ellis (37514889),Amen Thompson (37514443),Tyler Smith (37515068),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Andre Jackson Jr. (37514872),Nikola Jokic (37514396),313.45,416.66999999999996,49900,100.00%,15735,2171.43%,95,156.51,$65.14,MIL 3,DET 1,user40,1,marvalshot,11941,4631198258_40
Cade Cunningham (37514407),AJ Green (37514934),Aaron Wiggins (37514609),Pascal Siakam (37514472),Nikola Jokic (37514396),Ryan Rollins (37515010),Precious Achiuwa (37514646),Delon Wright (37515257),315.8500000000001,415.93000000000006,50000,100.00%,23249,16921.1%,1479,151.76,$507.63,MIL 3,DET 1,user34,1,marvalshot,11984,4631198259_34
Shai Gilgeous-Alexander (37514402),Keon Ellis (37514889),Andre Jackson Jr. (37514872),Pascal Siakam (37514472),Mark Williams (37514441),Ryan Rollins (37515010),Aaron Wiggins (37514609),Isaiah Hartenstein (37514486),311.06,412.8,49900,100.00%,5846,626.71%,22,144.43,$18.8,OKC 3,MIL 2,user1,1,marvalshot,11991,4631198260_1
Cade Cunningham (37514407),Keon Ellis (37514889),Amen Thompson (37514443),Aaron Wiggins (37514609),Mark Williams (37514441),Ryan Rollins (37515010),Pascal Siakam (37514472),AJ Green (37514934),315.54,409.53000000000003,49800,100.00%,23687,13201.39%,1132,165.35000000000002,$396.04,MIL 2,DET 1,user43,1,marvalshot,12082,4631198261_43
Cade Cunningham (37514407),AJ Green (37514934),De'Andre Hunter (37514572),Precious Achiuwa (37514646),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Gary Trent Jr. (37514781),Nikola Jokic (37514396),310.48999999999995,413.4,49900,100.00%,3786,278.55%,0,155.07,$8.36,MIL 3,DET 1,user1,1,marvalshot,12089,4631198262_1
Trae Young (37514415),Keon Ellis (37514889),Aaron Wiggins (37514609),Precious Achiuwa (37514646),Mark Williams (37514441),Ryan Rollins (37515010),Aaron Gordon (37514723),Cade Cunningham (37514407),311.88,406.78,49900,100.00%,8559,580.07%,10,164.96,$17.4,ATL 1,SAC 1,user28,1,marvalshot,12118,4631198263_28
Shai Gilgeous-Alexander (37514402),Keon Ellis (37514889),Amen Thompson (37514443),Precious Achiuwa (37514646),Mark Williams (37514441),Ryan Rollins (37515010),Tyler Smith (37515068),Pascal Siakam (37514472),313.22999999999996,413.81999999999994,50000,100.00%,14724,2800.67%,180,135.55,$84.02,MIL 2,OKC 1,user,1,marvalshot,6298,4631198264
Jordan Poole (37514515),AJ Green (37514934),Christian Braun (37514621),Michael Porter Jr. (37514568),Mark Williams (37514441),Ryan Rollins (37515010),Precious Achiuwa (37514646),Nikola Jokic (37514396),309.88,404.93,50000,100.00%,2684,279.44%,0,155.11,$8.38,DEN 3,MIL 2,user21,1,marvalshot,12205,4631198265_21
Cade Cunningham (37514407),Keon Ellis (37514889),Amen Thompson (37514443),Miles Bridges (37514424),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Aaron Gordon (37514723),Aaron Wiggins (37514609),306.34,399.59,49800,100.00%,56,156.89%,0,163.56,$4.71,DET 1,SAC 1,user,50,marvalshot,242,4631198266
Cade Cunningham (37514407),AJ Green (37514934),Gary Trent Jr. (37514781),Precious Achiuwa (37514646),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Michael Porter Jr. (37514568),Nikola Jokic (37514396),314.89,416.57,50000,100.00%,21307,7921.3%,628,165.82,$237.64,MIL 3,DEN 2,user10,1,marvalshot,11886,4631198257_10
Cade Cunningham (37514407),Keon Ellis (37514889),Gary Trent Jr. (37514781),Pascal Siakam (37514472),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Tyler Smith (37515068),Nikola Jokic (37514396),313.46999999999997,421.28,49800,100.00%,15752,1984.03%,84,153.15,$59.52,MIL 3,DET 1,user42,1,marvalshot,11943,4631198258_42
Cade Cunningham (37514407),AJ Green (37514934),Amen Thompson (37514443),Tyler Smith (37515068),Nikola Jokic (37514396),Ryan Rollins (37515010),Naz Reid (37514564),Keon Ellis (37514889),315.46000000000004,413.90000000000003,49800,100.00%,22840,13234.42%,1133,172.53,$397.03,MIL 3,DET 1,user22,1,marvalshot,11972,4631198259_22
