Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
kevin porter jr.,PG/G/UTIL,MIL,25.63%,0.02%,1.56%,6.88%,11.55%,$1.35
tristan vukcevic,C/UTIL,WAS,27.63%,0.01%,1.63%,14.67%,37.43%,$1.19
jared butler,PG/SG/G/UTIL,PHI,27.95%,0.01%,1.59%,15.2%,13.37%,$1.12
d'angelo russell,PG/G/UTIL,BKN,25.75%,0.01%,1.43%,9.59%,12.96%,$0.78
ivica zubac,C/UTIL,LAC,25.25%,0.01%,1.39%,5.97%,6.76%,$0.72
ricky council iv,PF/SF/F/UTIL,PHI,25.42%,0.01%,1.29%,16.32%,13.64%,$0.25
nic claxton,C/UTIL,BKN,23.62%,0.01%,1.19%,5.07%,9.85%,$0.2
alexandre sarr,C/UTIL,WAS,25.86%,0.01%,1.27%,18.87%,30.72%,$0.15
lebron james,PF/SF/F/UTIL,LAL,27.41%,0.01%,1.27%,33.62%,14.71%,$0.1
pascal siakam,PF/F/UTIL,IND,23.78%,0.01%,1.2%,8.34%,6.11%,$0.06
nick richards,C/UTIL,PHX,21.07%,0.01%,1.03%,1.25%,3.44%,$-0.02
ryan rollins,PG/G/UTIL,MIL,23.53%,0.01%,1.16%,8.22%,13.23%,$-0.08
trendon watford,C/PF/F/UTIL,BKN,25.37%,0.01%,1.17%,43.01%,42.84%,$-0.16
karl-anthony towns,C/UTIL,NYK,23.76%,0.01%,1.16%,9.97%,7.96%,$-0.17
tyrese haliburton,PG/G/UTIL,IND,23.06%,0.01%,1.13%,8.41%,7.4%,$-0.18
rj barrett,SF/SG/G/F/UTIL,TOR,20.93%,0.01%,1.03%,4.11%,1.75%,$-0.27
keon johnson,PG/SG/G/UTIL,BKN,23.09%,0.01%,1.08%,6.46%,5.94%,$-0.31
gary trent jr.,SF/SG/G/F/UTIL,MIL,24.57%,0.01%,1.12%,50.66%,52.23%,$-0.32
colby jones,SF/SG/G/F/UTIL,WAS,23.53%,0.01%,1.11%,25.41%,24.51%,$-0.35
jt thor,PF/F/UTIL,WAS,21.66%,0.01%,1.03%,2.8%,4.2%,$-0.38
luka doncic,PG/G/UTIL,LAL,24.86%,0.01%,1.09%,25.89%,13.44%,$-0.42
justin champagnie,PF/SF/F/UTIL,WAS,21.5%,0.01%,1.04%,6.5%,6.13%,$-0.42
cameron payne,PG/SG/G/UTIL,NYK,24.54%,0.01%,1.09%,41.52%,52.48%,$-0.44
nikola jokic,C/UTIL,DEN,22.07%,0.01%,1.11%,15.49%,6.56%,$-0.44
ja'kobe walter,SF/SG/G/F/UTIL,TOR,22.73%,0.01%,1.05%,10.44%,9.72%,$-0.47
kyle kuzma,PF/SF/F/UTIL,MIL,23.47%,0.01%,1.05%,18.09%,13.39%,$-0.5
ziaire williams,SF/SG/G/F/UTIL,BKN,23.68%,0.01%,1.05%,35.76%,33.41%,$-0.55
jaylen martin,SF/F/UTIL,WAS,21.53%,0.01%,1.0%,4.54%,7.57%,$-0.55
jordan poole,PG/G/UTIL,WAS,19.14%,0.01%,0.88%,1.2%,1.48%,$-0.57
james harden,PG/G/UTIL,LAC,22.66%,0.01%,1.02%,12.62%,8.72%,$-0.61
myles turner,C/UTIL,IND,21.94%,0.01%,0.94%,3.25%,5.11%,$-0.62
aj johnson,PG/SG/G/UTIL,WAS,22.79%,0.01%,1.0%,15.04%,17.51%,$-0.65
