PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Elfrid Payton (37690015),Anthony Edwards (37688552),Kris Murray (37689600),Evan Mobley (37688602),Thomas Bryant (37689019),Jared Butler (37689662),Bol Bol (37689211),Nikola Jokic (37688512),305.5,306.67,407.37600000000003,49100,0.34%,12.64%,1249.1%,65.88%,103.22,$50.0,CHA 1,MIN 1,generated,1
Jared Butler (37689662),Anthony Edwards (37688552),Tidjane Salaun (37689440),Pascal Siakam (37688662),Thomas Bryant (37689019),Ryan Rollins (37689684),Jalen Williams (37688669),Cade Cunningham (37688534),309.64000000000004,300.86,407.51399999999995,49900,0.22%,13.78%,1188.1%,70.4%,98.07,$47.5,IND 2,PHI 1,generated,1
Elfrid Payton (37690015),Malik Monk (37688677),Jalen Williams (37688669),Bol Bol (37689211),Thomas Bryant (37689019),Jared Butler (37689662),Pj Washington (37688723),Nikola Jokic (37688512),309.25,314.06999999999994,407.017,50000,0.22%,14.2%,1179.2%,69.74%,108.7,$47.2,CHA 1,SAC 1,generated,1
Jared Butler (37689662),Jordan Goodwin (37689271),Aaron Wiggins (37689009),Bobby Portis (37688744),Thomas Bryant (37689019),Stephen Curry (37688579),LeBron James (37688526),Anfernee Simons (37688807),304.0400000000001,291.54999999999995,403.08500000000004,49800,0.32%,11.4%,1156.0%,63.0%,80.43,$46.2,LAL 2,PHI 1,generated,1
Jared Butler (37689662),Cam Whitmore (37689184),Tidjane Salaun (37689440),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Shai Gilgeous-alexander (37688520),Evan Mobley (37688602),LeBron James (37688526),303.39,291.68,407.081,49400,0.26%,12.36%,1101.3%,63.02%,82.63,$44.1,PHI 1,HOU 1,generated,1
Jared Butler (37689662),Buddy Hield (37688987),LeBron James (37688526),Jayson Tatum (37688539),Thomas Bryant (37689019),Tyus Jones (37689046),Pj Washington (37688723),Donovan Clingan (37689146),308.9,297.68,402.2419999999999,49900,0.26%,12.28%,1092.5%,69.54%,90.25,$43.7,PHI 1,GSW 1,generated,1
Jared Butler (37689662),Nickeil Alexander-walker (37689004),LeBron James (37688526),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Brandin Podziemski (37688916),Bol Bol (37689211),Nikola Jokic (37688512),304.01,298.02,406.827,49500,0.2%,11.88%,1031.1%,64.0%,96.59,$41.2,PHI 1,MIN 1,generated,1
Jared Butler (37689662),Caris LeVert (37689077),Jayson Tatum (37688539),Mouhamed Gueye (37689406),Jarrett Allen (37688786),Jalen Brunson (37688599),Zion Williamson (37688596),Donovan Clingan (37689146),302.28999999999996,298.42,405.80099999999993,49400,0.24%,10.38%,981.4%,59.24%,107.63,$39.3,ATL 2,PHI 1,generated,1
Jalen Brunson (37688599),Jordan Goodwin (37689271),Paul George (37688673),Precious Achiuwa (37688895),Thomas Bryant (37689019),Jared Butler (37689662),Mouhamed Gueye (37689406),Nikola Jokic (37688512),305.16,305.76,405.423,49800,0.26%,11.56%,963.1%,65.34%,106.13,$38.5,NYK 2,PHI 2,generated,1
Jared Butler (37689662),Anthony Edwards (37688552),Caris LeVert (37689077),Mouhamed Gueye (37689406),Karl-anthony Towns (37688561),Anfernee Simons (37688807),Evan Mobley (37688602),Donovan Clingan (37689146),306.92,297.91,404.8790000000001,49800,0.18%,11.42%,962.3%,67.58%,102.06,$38.5,ATL 2,POR 2,generated,1
Jalen Brunson (37688599),Donovan Mitchell (37688611),Paul George (37688673),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Jared Butler (37689662),Zion Williamson (37688596),Donovan Clingan (37689146),302.96,300.32,404.98499999999996,49100,0.22%,10.0%,933.8%,60.68%,109.27,$37.4,PHI 2,NYK 1,generated,1
Jared Butler (37689662),Anthony Edwards (37688552),Aaron Nesmith (37689425),Pascal Siakam (37688662),Jarrett Allen (37688786),Anfernee Simons (37688807),Mouhamed Gueye (37689406),Domantas Sabonis (37688556),304.77,291.12,402.06700000000006,49800,0.22%,11.58%,920.6%,64.34%,72.44,$36.8,IND 2,PHI 1,generated,1
Jared Butler (37689662),Donovan Mitchell (37688611),Cam Whitmore (37689184),Mouhamed Gueye (37689406),Jusuf Nurkic (37689152),Cade Cunningham (37688534),Bobby Portis (37688744),Jalen Brunson (37688599),299.52,292.52,404.06499999999994,49600,0.22%,8.52%,904.8%,57.94%,88.55000000000001,$36.2,PHI 1,CLE 1,generated,1
Jared Butler (37689662),Quentin Grimes (37689087),Mikal Bridges (37688795),Pascal Siakam (37688662),Thomas Bryant (37689019),Shai Gilgeous-alexander (37688520),Zion Williamson (37688596),Mouhamed Gueye (37689406),300.19,295.35,399.954,49900,0.24%,9.58%,900.6%,58.36%,80.64,$36.0,PHI 2,IND 2,generated,1
Jared Butler (37689662),Dalano Banton (37689311),Jayson Tatum (37688539),Mouhamed Gueye (37689406),Karl-anthony Towns (37688561),Buddy Hield (37688987),Cam Whitmore (37689184),LeBron James (37688526),302.56,292.72999999999996,404.40099999999995,49900,0.24%,9.94%,798.2%,61.44%,81.71000000000001,$31.9,PHI 1,POR 1,generated,1
Elfrid Payton (37690015),Rj Barrett (37688708),Josh Hart (37688665),Kyle Kuzma (37688816),Thomas Bryant (37689019),Jared Butler (37689662),Amen Thompson (37688606),Alperen Sengun (37688590),305.09,302.88,394.673,49300,0.16%,9.88%,781.0%,65.7%,86.08000000000001,$31.2,HOU 2,CHA 1,generated,1
Trae Young (37688549),Anthony Edwards (37688552),Rj Barrett (37688708),Trendon Watford (37689297),Thomas Bryant (37689019),Jared Butler (37689662),Matas Buzelis (37689041),Rudy Gobert (37688768),299.25000000000006,284.09000000000003,392.036,49700,0.24%,7.1%,778.0%,58.52%,67.08,$31.1,MIN 2,ATL 1,generated,1
Elfrid Payton (37690015),Cam Whitmore (37689184),Josh Hart (37688665),Mouhamed Gueye (37689406),Thomas Bryant (37689019),Shai Gilgeous-alexander (37688520),LeBron James (37688526),Jusuf Nurkic (37689152),300.59999999999997,299.32,400.46899999999994,49600,0.12%,9.42%,769.5%,60.16%,80.80000000000001,$30.8,CHA 2,HOU 1,generated,1
Jared Butler (37689662),Anthony Edwards (37688552),Jalen Williams (37688669),Paul George (37688673),Thomas Bryant (37689019),Anfernee Simons (37688807),Bol Bol (37689211),Isaiah Hartenstein (37688782),307.14,298.73,400.59100000000007,49800,0.16%,9.94%,752.2%,69.02%,108.27,$30.1,PHI 2,OKC 2,generated,1
