PG,SG,SF,PF,C,G,F,UTIL,Proj,Ceiling,Salary,Cash %,Top 1%,ROI%,Wins,Own Sum,Avg Return,Stack1,Stack2,Lineup,Dupes,User,Index,Entry ID
Keaton Wallace (37338930),Buddy Hield (37338351),Paul George (37338105),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Bogdan Bogdanovic (37338369),Scottie Barnes (37338057),Wendell Carter Jr. (37338391),306.923671875,343.49134754803094,50000,100.00%,0,100.0%,0,146.21,$4.0,ATL 2,GSW 1,user2,1,marvalshot,4404,4611344379_2
CJ McCollum (37338156),Devin Vassell (37338234),Josh Hart (37338127),PJ Washington (37338176),Mark Williams (37338232),Keaton Wallace (37338930),Jonathan Isaac (37338510),Alperen Sengun (37338065),296.830625,329.2896410451066,49700,100.00%,0,150.0%,0,109.55000000000001,$6.0,NOP 1,SAS 1,user,1,marvalshot,2385,4611344380
Keaton Wallace (37338930),Mikal Bridges (37338239),Buddy Hield (37338351),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Anthony Edwards (37338044),Naji Marshall (37338314),Rudy Gobert (37338268),300.618125,335.7468567193643,49700,100.00%,0,150.0%,0,101.4,$6.0,DAL 2,MIN 2,user,1,marvalshot,2480,4611344381
Cole Anthony (37338216),Quentin Grimes (37338318),Jayson Tatum (37338023),Cam Whitmore (37338526),Daniel Gafford (37338424),Keaton Wallace (37338930),Giannis Antetokounmpo (37338014),Trayce Jackson-Davis (37338258),287.0158029513889,325.92573952691043,49700,100.00%,0,100.0%,0,107.69999999999999,$4.0,DAL 2,ORL 1,user1,1,marvalshot,4421,4611344382_1
Jalen Brunson (37338088),Stephon Castle (37338477),Zach LaVine (37338073),PJ Washington (37338176),Daniel Gafford (37338424),Anthony Edwards (37338044),Cam Whitmore (37338526),Onyeka Okongwu (37338359),292.363125,326.6058496369982,49900,100.00%,0,100.0%,0,127.78,$4.0,DAL 2,NYK 1,user1,1,marvalshot,4425,4611344383_1
Jalen Brunson (37338088),Mikal Bridges (37338239),Keldon Johnson (37338409),Julius Randle (37338149),Alperen Sengun (37338065),Keaton Wallace (37338930),Amen Thompson (37338122),Kyle Filipowski (37338420),303.18125,334.97700416272346,49900,100.00%,0,100.0%,0,97.58,$4.0,NYK 2,HOU 2,user1,1,marvalshot,4429,4611344384_1
Keaton Wallace (37338930),Stephon Castle (37338477),Paul George (37338105),Naz Reid (37338300),Alperen Sengun (37338065),Jalen Green (37338162),Scottie Barnes (37338057),Onyeka Okongwu (37338359),298.513671875,331.8813658937358,49900,100.00%,0,100.0%,0,116.92,$4.0,ATL 2,HOU 2,user4,1,marvalshot,4410,4611344379_4
Ja Morant (37338082),Bogdan Bogdanovic (37338369),Josh Hart (37338127),PJ Washington (37338176),Giannis Antetokounmpo (37338014),Keaton Wallace (37338930),Garrison Mathews (37338609),Daniel Gafford (37338424),295.390625,332.00956166692805,50000,100.00%,0,100.0%,0,143.01,$4.0,ATL 3,DAL 2,user4,1,marvalshot,4415,4611344380_4
Keaton Wallace (37338930),Mikal Bridges (37338239),Cam Whitmore (37338526),Giannis Antetokounmpo (37338014),Wendell Carter Jr. (37338391),Quentin Grimes (37338318),Buddy Hield (37338351),Victor Wembanyama (37338018),302.51812500000005,339.0479291633277,49800,100.00%,0,100.0%,0,110.03,$4.0,ATL 1,NYK 1,user2,1,marvalshot,4418,4611344381_2
Keaton Wallace (37338930),Stephon Castle (37338477),Jayson Tatum (37338023),Jaren Jackson Jr. (37338053),Onyeka Okongwu (37338359),Anthony Edwards (37338044),Bogdan Bogdanovic (37338369),Buddy Hield (37338351),290.65580295138886,324.22709372656027,49700,100.00%,0,100.0%,0,139.57999999999998,$4.0,ATL 3,SAS 1,user4,1,marvalshot,4424,4611344382_4
Jalen Brunson (37338088),Buddy Hield (37338351),Nickeil Alexander-Walker (37338562),Cam Whitmore (37338526),Daniel Gafford (37338424),Trey Murphy III (37338144),Giannis Antetokounmpo (37338014),Mark Williams (37338232),288.303125,326.1484482324059,49800,100.00%,0,100.0%,0,117.75000000000001,$4.0,NYK 1,GSW 1,user3,1,marvalshot,4427,4611344383_3
Jalen Brunson (37338088),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Andrew Wiggins (37338228),Rudy Gobert (37338268),Stephen Curry (37338062),Trey Murphy III (37338144),Keaton Wallace (37338930),302.34125,331.82357322555924,50000,100.00%,0,100.0%,0,116.74,$4.0,NYK 2,ATL 2,user2,1,marvalshot,4430,4611344384_2
Stephon Castle (37338477),Dennis Schroder (37338285),Paul George (37338105),Keldon Johnson (37338409),Victor Wembanyama (37338018),Keaton Wallace (37338930),Scottie Barnes (37338057),Onyeka Okongwu (37338359),296.803671875,331.2843940850695,49900,100.00%,0,100.0%,0,125.34,$4.0,SAS 3,ATL 2,user3,1,marvalshot,4407,4611344379_3
Stephon Castle (37338477),Bogdan Bogdanovic (37338369),Josh Hart (37338127),Giannis Antetokounmpo (37338014),Daniel Gafford (37338424),Dejounte Murray (37338096),Quentin Grimes (37338318),Jonathan Isaac (37338510),293.990625,330.848907958061,49400,100.00%,0,100.0%,0,149.01,$4.0,DAL 2,SAS 1,user1,1,marvalshot,4411,4611344380_1
Keaton Wallace (37338930),Mikal Bridges (37338239),Bogdan Bogdanovic (37338369),Giannis Antetokounmpo (37338014),Julius Randle (37338149),Buddy Hield (37338351),Jonathan Isaac (37338510),Alperen Sengun (37338065),302.238125,338.3961627262245,50000,100.00%,0,100.0%,0,115.91,$4.0,ATL 2,NYK 1,user1,1,marvalshot,4417,4611344381_1
Keaton Wallace (37338930),Buddy Hield (37338351),Jayson Tatum (37338023),PJ Washington (37338176),Victor Wembanyama (37338018),Klay Thompson (37338250),Garrison Mathews (37338609),Wendell Carter Jr. (37338391),290.7658029513889,324.1164575823119,50000,100.00%,0,100.0%,0,104.63,$4.0,ATL 2,DAL 2,user2,1,marvalshot,4422,4611344382_2
Jalen Brunson (37338088),Buddy Hield (37338351),Keldon Johnson (37338409),Santi Aldama (37338417),Nikola Jokic (37338012),Ja Morant (37338082),Jonathan Isaac (37338510),Keaton Wallace (37338930),287.533125,324.29997951007846,49500,100.00%,0,100.0%,0,99.02,$4.0,MEM 2,NYK 1,user4,1,marvalshot,4428,4611344383_4
Jalen Brunson (37338088),Mikal Bridges (37338239),Brice Sensabaugh (37338383),Harrison Barnes (37338459),Daniel Gafford (37338424),Keaton Wallace (37338930),Julius Randle (37338149),Nikola Jokic (37338012),311.01125,346.89461916701595,49900,100.00%,0,50.0%,0,145.51999999999998,$2.0,NYK 2,UTA 1,user3,1,marvalshot,4431,4611344384_3
Stephon Castle (37338477),Vit Krejci (37338481),Paul George (37338105),Naji Marshall (37338314),Victor Wembanyama (37338018),Keaton Wallace (37338930),Scottie Barnes (37338057),Rudy Gobert (37338268),297.993671875,330.54630470443453,50000,100.00%,0,100.0%,0,142.32,$4.0,SAS 2,ATL 2,user1,1,marvalshot,4403,4611344379_1
LaMelo Ball (37338029),Cole Anthony (37338216),Josh Hart (37338127),Julius Randle (37338149),Wendell Carter Jr. (37338391),Keaton Wallace (37338930),Quentin Grimes (37338318),Mark Williams (37338232),295.380625,328.27326585804735,49800,100.00%,0,100.0%,0,119.29,$4.0,CHA 2,ORL 2,user2,1,marvalshot,4413,4611344380_2
Stephon Castle (37338477),Mikal Bridges (37338239),Trey Murphy III (37338144),Jaren Jackson Jr. (37338053),Victor Wembanyama (37338018),Keaton Wallace (37338930),Brice Sensabaugh (37338383),Wendell Carter Jr. (37338391),303.04812499999997,336.1888520923718,49600,100.00%,0,100.0%,0,153.89000000000001,$4.0,SAS 2,NYK 1,user3,1,marvalshot,4419,4611344381_3
CJ McCollum (37338156),Anthony Edwards (37338044),Jayson Tatum (37338023),Brice Sensabaugh (37338383),Daniel Gafford (37338424),Keaton Wallace (37338930),Trey Murphy III (37338144),Jonathan Isaac (37338510),289.9158029513889,323.9485983744967,49700,100.00%,0,100.0%,0,121.69999999999999,$4.0,NOP 2,MIN 1,user,1,marvalshot,4281,4611344382
Jalen Brunson (37338088),Coby White (37338195),Trey Murphy III (37338144),Keldon Johnson (37338409),Wendell Carter Jr. (37338391),Cole Anthony (37338216),Amen Thompson (37338122),Onyeka Okongwu (37338359),288.28312500000004,319.90899242787117,49900,100.00%,0,100.0%,0,93.61999999999999,$4.0,ORL 2,NYK 1,user2,1,marvalshot,4426,4611344383_2
