Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
sandro mamukelashvili,C/PF/F/UTIL,SAS,35.42%,0.02%,1.44%,1.73%,1.88%,$1.07
alexandre sarr,C/UTIL,WAS,37.49%,0.02%,1.48%,5.5%,8.3%,$0.96
jalen smith,C/UTIL,CHI,35.61%,0.02%,1.39%,4.67%,12.51%,$0.75
jarrett allen,C/UTIL,CLE,35.8%,0.01%,1.34%,7.33%,10.75%,$0.52
trae young,PG/G/UTIL,ATL,34.94%,0.01%,1.31%,9.36%,9.32%,$0.41
anthony black,PG/G/UTIL,ORL,37.55%,0.01%,1.29%,18.88%,35.0%,$0.37
blake wesley,PG/G/UTIL,SAS,35.77%,0.01%,1.24%,8.4%,16.83%,$0.27
dalen terry,SF/SG/G/F/UTIL,CHI,37.04%,0.01%,1.24%,25.26%,22.42%,$0.25
dean wade,C/PF/F/UTIL,CLE,37.38%,0.01%,1.24%,24.89%,28.52%,$0.24
tyler herro,PG/G/UTIL,MIA,38.29%,0.01%,1.2%,25.37%,32.11%,$0.2
colby jones,SF/SG/G/F/UTIL,WAS,36.51%,0.01%,1.22%,25.68%,21.9%,$0.19
wendell carter jr.,C/UTIL,ORL,36.15%,0.01%,1.21%,7.22%,12.25%,$0.17
pascal siakam,PF/F/UTIL,IND,33.49%,0.01%,1.18%,6.11%,6.34%,$0.12
onyeka okongwu,C/UTIL,ATL,35.17%,0.01%,1.16%,4.32%,5.15%,$0.07
donovan mitchell,PG/SG/G/UTIL,CLE,33.4%,0.01%,1.21%,11.83%,8.36%,$0.07
jordan poole,PG/G/UTIL,WAS,31.38%,0.01%,1.08%,2.41%,2.71%,$-0.03
bam adebayo,C/PF/F/UTIL,MIA,37.14%,0.01%,1.11%,30.66%,24.78%,$-0.04
chet holmgren,C/PF/F/UTIL,OKC,35.83%,0.01%,1.13%,21.72%,15.16%,$-0.05
isaiah hartenstein,C/UTIL,OKC,32.44%,0.01%,1.1%,3.41%,4.65%,$-0.07
tristan vukcevic,C/UTIL,WAS,33.46%,0.01%,1.12%,7.78%,17.52%,$-0.08
max strus,SF/SG/G/F/UTIL,CLE,36.24%,0.01%,1.11%,40.14%,33.67%,$-0.1
darius garland,PG/G/UTIL,CLE,31.22%,0.01%,1.05%,2.57%,2.74%,$-0.13
kel'el ware,C/UTIL,MIA,34.53%,0.01%,1.08%,7.86%,10.97%,$-0.17
lebron james,PF/SF/F/UTIL,LAL,34.95%,0.01%,1.09%,24.32%,15.75%,$-0.18
khris middleton,SF/SG/G/F/UTIL,WAS,33.94%,0.01%,1.08%,14.28%,9.3%,$-0.19
myles turner,C/UTIL,IND,32.9%,0.01%,1.05%,3.73%,5.7%,$-0.2
stephon castle,PG/SG/G/UTIL,SAS,33.5%,0.01%,1.06%,9.74%,7.49%,$-0.2
paolo banchero,PF/F/UTIL,ORL,34.46%,0.01%,1.08%,15.26%,14.3%,$-0.21
davion mitchell,PG/G/UTIL,MIA,35.29%,0.01%,1.05%,6.27%,11.3%,$-0.24
franz wagner,SF/SG/G/F/UTIL,ORL,34.95%,0.01%,1.04%,19.43%,10.9%,$-0.26
de'andre hunter,PF/SF/F/UTIL,CLE,33.39%,0.01%,1.05%,8.12%,6.9%,$-0.27
obi toppin,C/PF/F/UTIL,IND,33.02%,0.01%,1.03%,5.89%,5.72%,$-0.28
vince williams jr.,SF/SG/G/F/UTIL,MEM,32.12%,0.01%,1.02%,0.45%,0.41%,$-0.29
keldon johnson,PF/SF/F/UTIL,SAS,33.17%,0.01%,1.03%,9.05%,7.96%,$-0.3
aj johnson,PG/SG/G/UTIL,WAS,34.39%,0.01%,1.02%,10.17%,10.02%,$-0.32
jay huff,C/UTIL,MEM,34.44%,0.01%,0.96%,0.06%,0.1%,$-0.32
shai gilgeous-alexander,PG/G/UTIL,OKC,35.04%,0.01%,1.02%,27.91%,28.13%,$-0.33
andrew wiggins,PF/SF/F/UTIL,MIA,34.63%,0.01%,1.01%,21.76%,16.75%,$-0.36
chris paul,PG/G/UTIL,SAS,33.12%,0.01%,1.0%,4.35%,7.11%,$-0.37
luka doncic,PG/G/UTIL,LAL,33.83%,0.01%,1.0%,21.78%,19.51%,$-0.41
bismack biyombo,C/UTIL,SAS,32.93%,0.01%,1.02%,0.56%,1.24%,$-0.42
jaren jackson jr.,C/PF/F/UTIL,MEM,32.41%,0.01%,0.99%,8.03%,5.57%,$-0.43
matas buzelis,PF/F/UTIL,CHI,32.75%,0.01%,0.99%,2.19%,3.32%,$-0.43
craig porter jr.,PG/G/UTIL,CLE,32.8%,0.01%,0.98%,9.74%,19.28%,$-0.44
scotty pippen jr.,PG/G/UTIL,MEM,32.11%,0.01%,0.97%,3.15%,3.62%,$-0.44
kentavious caldwell-pope,SG/G/UTIL,ORL,34.67%,0.01%,0.99%,3.38%,5.06%,$-0.45
tyrese haliburton,PG/G/UTIL,IND,31.19%,0.01%,0.97%,5.43%,6.13%,$-0.47
zaccharie risacher,PF/SF/F/UTIL,ATL,33.22%,0.01%,0.96%,8.34%,7.59%,$-0.49
isaac okoro,SF/SG/G/F/UTIL,CLE,33.53%,0.01%,0.97%,11.35%,9.04%,$-0.49
sam merrill,SG/G/UTIL,CLE,33.25%,0.01%,0.97%,3.09%,5.1%,$-0.49
julian champagnie,SF/SG/G/F/UTIL,SAS,32.6%,0.01%,0.95%,3.97%,3.15%,$-0.52
bennedict mathurin,SF/SG/G/F/UTIL,IND,31.63%,0.01%,0.94%,4.44%,2.73%,$-0.54
justin champagnie,PF/SF/F/UTIL,WAS,31.89%,0.01%,0.94%,5.27%,4.53%,$-0.57
patrick williams,PF/F/UTIL,CHI,32.43%,0.01%,0.93%,1.79%,3.15%,$-0.58
anthony gill,C/PF/F/UTIL,WAS,32.9%,0.01%,0.93%,3.73%,4.0%,$-0.6
alex caruso,PG/SF/G/F/UTIL,OKC,32.27%,0.01%,0.91%,8.2%,6.63%,$-0.63
dominick barlow,C/PF/F/UTIL,ATL,31.34%,0.01%,0.93%,0.12%,0.1%,$-0.63
jalen williams,PF/SF/F/UTIL,OKC,30.9%,0.01%,0.91%,8.54%,5.81%,$-0.65
nikola vucevic,C/UTIL,CHI,30.06%,0.01%,0.89%,3.27%,3.73%,$-0.66
jaxson hayes,C/UTIL,LAL,32.58%,0.01%,0.89%,0.84%,1.81%,$-0.67
kai jones,C/UTIL,DAL,30.9%,0.01%,0.87%,0.48%,0.78%,$-0.69
carlton carrington,PG/SG/G/UTIL,WAS,32.39%,0.01%,0.87%,4.42%,4.06%,$-0.72
zach edey,C/UTIL,MEM,29.89%,0.01%,0.84%,1.35%,2.75%,$-0.76
harrison barnes,PF/SF/F/UTIL,SAS,31.81%,0.01%,0.86%,8.66%,8.59%,$-0.77
richaun holmes,C/UTIL,WAS,29.57%,0.01%,0.84%,0.96%,2.26%,$-0.83
santi aldama,PF/F/UTIL,MEM,30.66%,0.01%,0.83%,3.43%,3.82%,$-0.84
caris levert,SF/SG/G/F/UTIL,ATL,30.66%,0.01%,0.82%,3.1%,2.03%,$-0.85
jaylen wells,SF/F/UTIL,MEM,31.24%,0.01%,0.82%,2.7%,3.86%,$-0.91
jaime jaquez jr.,SF/SG/G/F/UTIL,MIA,30.8%,0.01%,0.81%,11.64%,9.88%,$-0.92
alec burks,PG/SG/G/UTIL,MIA,30.45%,0.01%,0.81%,1.37%,1.41%,$-0.94
luke kennard,PG/SG/G/UTIL,MEM,31.24%,0.01%,0.79%,2.91%,2.68%,$-0.96
aaron nesmith,SF/SG/G/F/UTIL,IND,31.27%,0.01%,0.79%,6.55%,4.39%,$-0.97
haywood highsmith,PF/F/UTIL,MIA,31.18%,0.01%,0.8%,1.84%,3.12%,$-0.97
kevin huerter,SF/SG/G/F/UTIL,CHI,31.91%,0.0%,0.77%,12.98%,7.67%,$-1.0
josh giddey,PG/G/UTIL,CHI,30.04%,0.01%,0.76%,8.49%,8.23%,$-1.04
anthony davis,C/PF/F/UTIL,DAL,26.23%,0.01%,0.8%,7.69%,4.18%,$-1.07
dyson daniels,PG/SG/G/UTIL,ATL,30.21%,0.01%,0.73%,8.21%,5.51%,$-1.12
isaiah joe,SG/G/UTIL,OKC,29.27%,0.01%,0.73%,0.69%,1.03%,$-1.13
coby white,SF/SG/G/F/UTIL,CHI,30.24%,0.01%,0.72%,9.19%,5.15%,$-1.15
andrew nembhard,PG/SG/G/UTIL,IND,29.82%,0.01%,0.7%,3.75%,2.72%,$-1.19
jarred vanderbilt,PF/F/UTIL,LAL,32.47%,0.0%,0.72%,0.09%,0.1%,$-1.23
jeremy sochan,C/PF/F/UTIL,SAS,30.64%,0.0%,0.68%,49.66%,54.6%,$-1.25
devin vassell,SF/SG/G/F/UTIL,SAS,29.07%,0.0%,0.66%,5.75%,3.39%,$-1.3
austin reaves,PG/SG/G/UTIL,LAL,28.39%,0.01%,0.66%,5.52%,3.64%,$-1.31
cason wallace,PG/SG/G/UTIL,OKC,29.43%,0.0%,0.65%,0.96%,1.05%,$-1.34
desmond bane,SG/G/UTIL,MEM,28.67%,0.0%,0.64%,6.14%,5.53%,$-1.35
jordan goodwin,SF/SG/G/F/UTIL,LAL,28.31%,0.0%,0.67%,0.11%,0.1%,$-1.37
goga bitadze,C/UTIL,ORL,30.28%,0.0%,0.68%,0.08%,0.1%,$-1.4
luguentz dort,SF/SG/G/F/UTIL,OKC,28.93%,0.0%,0.58%,4.77%,3.36%,$-1.51
t.j. mcconnell,PG/G/UTIL,IND,25.72%,0.01%,0.57%,0.14%,0.27%,$-1.62
terance mann,PG/SF/G/F/UTIL,ATL,27.51%,0.0%,0.61%,0.13%,0.1%,$-1.64
klay thompson,SF/SG/G/F/UTIL,DAL,25.99%,0.0%,0.53%,1.54%,0.86%,$-1.71
dwight powell,C/UTIL,DAL,28.01%,0.0%,0.48%,0.05%,0.1%,$-1.75
max christie,SF/SG/G/F/UTIL,DAL,26.46%,0.0%,0.5%,1.13%,0.75%,$-1.81
gabe vincent,PG/SG/G/UTIL,LAL,26.58%,0.0%,0.47%,0.32%,0.24%,$-1.83
mouhamed gueye,C/PF/F/UTIL,ATL,26.73%,0.0%,0.49%,0.14%,0.1%,$-1.91
naji marshall,PF/SF/F/UTIL,DAL,25.64%,0.0%,0.43%,2.62%,1.64%,$-1.93
spencer dinwiddie,PG/SG/G/UTIL,DAL,26.39%,0.0%,0.43%,2.38%,1.68%,$-1.94
georges niang,PF/F/UTIL,ATL,28.31%,0.0%,0.39%,0.05%,0.1%,$-1.95
dalton knecht,SF/SG/G/F/UTIL,LAL,25.07%,0.0%,0.49%,0.14%,0.1%,$-1.97
javonte green,PF/SF/F/UTIL,CLE,26.63%,0.0%,0.38%,0.09%,0.1%,$-2.08
dante exum,PG/G/UTIL,DAL,23.75%,0.0%,0.31%,0.01%,0.03%,$-2.08
tristan da silva,PF/SF/F/UTIL,ORL,26.74%,0.0%,0.38%,0.13%,0.1%,$-2.1
caleb houstan,PF/SF/F/UTIL,ORL,23.73%,0.0%,0.4%,0.16%,0.1%,$-2.11
jett howard,SF/SG/G/F/UTIL,ORL,22.88%,0.0%,0.26%,0.02%,0.03%,$-2.11
dorian finney-smith,C/PF/F/UTIL,LAL,23.0%,0.0%,0.38%,0.12%,0.1%,$-2.14
ben sheppard,SG/G/UTIL,IND,24.13%,0.0%,0.36%,0.11%,0.1%,$-2.22
jaden hardy,PG/SG/G/UTIL,DAL,23.42%,0.0%,0.34%,11.26%,11.36%,$-2.23
cory joseph,PG/G/UTIL,ORL,23.8%,0.0%,0.3%,0.66%,1.12%,$-2.28
julian phillips,PF/SF/F/UTIL,CHI,22.14%,0.0%,0.31%,0.12%,0.1%,$-2.3
adam flagler,PG/G/UTIL,OKC,18.79%,0.0%,0.25%,0.02%,0.03%,$-2.3
brandon williams,PG/G/UTIL,DAL,22.18%,0.0%,0.31%,0.55%,0.9%,$-2.31
jarace walker,PF/SF/F/UTIL,IND,23.26%,0.0%,0.29%,0.05%,0.1%,$-2.36
vit krejci,SF/SG/G/F/UTIL,ATL,22.72%,0.0%,0.27%,0.15%,0.1%,$-2.44
malaki branham,SF/SG/G/F/UTIL,SAS,20.36%,0.0%,0.12%,0.02%,0.03%,$-2.5
caleb martin,PF/F/UTIL,DAL,21.96%,0.0%,0.23%,0.06%,0.1%,$-2.51
moritz wagner,C/UTIL,ORL,16.16%,0.0%,0.26%,0.01%,0.03%,$-2.59
jonathan isaac,C/PF/F/UTIL,ORL,19.99%,0.0%,0.17%,0.1%,0.1%,$-2.69
emanuel miller,PF/F/UTIL,CHI,17.91%,0.0%,0.05%,0.02%,0.03%,$-2.74
thomas bryant,C/UTIL,IND,20.28%,0.0%,0.15%,0.04%,0.1%,$-2.75
garrison mathews,SG/G/UTIL,ATL,20.84%,0.0%,0.12%,0.04%,0.1%,$-2.76
markieff morris,C/PF/F/UTIL,LAL,16.24%,0.0%,0.12%,0.03%,0.03%,$-2.78
jacob toppin,PF/F/UTIL,ATL,21.27%,0.0%,0.14%,0.03%,0.03%,$-2.8
harrison ingram,PF/SF/F/UTIL,SAS,14.56%,0.0%,0.15%,0.02%,0.03%,$-2.83
tristan thompson,C/UTIL,CLE,16.44%,0.0%,0.06%,0.02%,0.03%,$-2.84
pelle larsson,SF/SG/G/F/UTIL,MIA,17.94%,0.0%,0.14%,0.09%,0.1%,$-2.86
