PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Isaiah Collier (37862072),Terry Rozier (37862190),Jaylen Brown (37861970),Giannis Antetokounmpo (37861911),Oscar Tshiebwe (37862528),Payton Pritchard (37862155),Jalen Williams (37861959),Tristan Vukcevic (37862503),311.55,298.73,417.53999999999996,49600,0.26%,8.99%,958.6%,59.17%,118.47,$38.3,UTA 2,BOS 2,generated,1
Payton Pritchard (37862155),Johnny Juzang (37862351),Jaylen Brown (37861970),Julius Randle (37862054),Alexandre Sarr (37862167),Isaiah Collier (37862072),Olivier-Maxence Prosper (37862402),Giannis Antetokounmpo (37861911),318.18,309.59000000000003,417.02,49900,0.22%,10.47%,953.5%,67.66%,133.93,$38.1,BOS 2,UTA 2,generated,1
Isaiah Collier (37862072),Spencer Dinwiddie (37862173),Jaylen Brown (37861970),Al Horford (37862198),Kyle Filipowski (37862131),Keon Ellis (37862322),Olivier-Maxence Prosper (37862402),Nikola Jokic (37861909),320.15,310.33,411.79999999999995,49700,0.2%,11.13%,889.8%,70.24%,169.3,$35.6,UTA 2,DAL 2,generated,1
Isaiah Collier (37862072),Terry Rozier (37862190),Jaylen Brown (37861970),Al Horford (37862198),Oscar Tshiebwe (37862528),Ja Morant (37861952),Kessler Edwards (37862366),Shai Gilgeous-Alexander (37861915),311.05,296.71999999999997,410.09000000000003,49900,0.22%,8.43%,829.2%,58.14%,120.13999999999999,$33.2,UTA 2,BOS 2,generated,1
Darius Garland (37861996),Svi Mykhailiuk (37862405),Jaylen Brown (37861970),KJ Martin (37862319),Julius Randle (37862054),Isaiah Collier (37862072),Giannis Antetokounmpo (37861911),Oscar Tshiebwe (37862528),312.99,313.57,420.33000000000004,50000,0.16%,8.48%,730.6%,61.1%,136.92000000000002,$29.2,UTA 4,CLE 1,generated,1
Isaiah Collier (37862072),Terry Rozier (37862190),Jaylen Brown (37861970),Julius Randle (37862054),Kyle Filipowski (37862131),Russell Westbrook (37862119),Olivier-Maxence Prosper (37862402),Bam Adebayo (37861937),314.71000000000004,303.58,408.25000000000006,49400,0.17%,8.95%,717.6%,63.02%,142.5,$28.7,UTA 2,MIA 2,generated,1
Terry Rozier (37862190),Derrick White (37862026),Deni Avdija (37862042),Olivier-Maxence Prosper (37862402),Kyle Filipowski (37862131),Spencer Dinwiddie (37862173),Giannis Antetokounmpo (37861911),Jonas Valanciunas (37862058),309.38000000000005,298.57,407.07000000000005,50000,0.18%,7.4%,706.0%,56.77%,138.38,$28.2,DAL 2,MIA 1,generated,1
Isaiah Collier (37862072),Jaylen Brown (37861970),Max Christie (37862162),Olivier-Maxence Prosper (37862402),Oscar Tshiebwe (37862528),Terry Rozier (37862190),Jalen Williams (37861959),Shai Gilgeous-Alexander (37861915),310.73,301.03999999999996,409.96000000000004,50000,0.15%,7.74%,635.8%,57.61%,125.9,$25.4,UTA 2,DAL 2,generated,1
Derrick White (37862026),Jaylen Brown (37861970),Vince Williams Jr. (37862296),Brice Sensabaugh (37862280),Kyle Filipowski (37862131),Shai Gilgeous-Alexander (37861915),Olivier-Maxence Prosper (37862402),Isaiah Collier (37862072),315.95,304.18000000000006,413.41999999999996,49700,0.14%,8.92%,615.7%,64.66%,141.32,$24.6,UTA 3,BOS 2,generated,1
Derrick White (37862026),Payton Pritchard (37862155),Sam Hauser (37862389),Julius Randle (37862054),Oscar Tshiebwe (37862528),Jaylen Brown (37861970),Olivier-Maxence Prosper (37862402),Nikola Jokic (37861909),317.36,310.13,410.69,49400,0.09%,9.0%,579.1%,66.85%,163.32,$23.2,BOS 4,MIN 1,generated,1
Payton Pritchard (37862155),Max Christie (37862162),Jaylen Brown (37861970),Al Horford (37862198),Kyle Filipowski (37862131),Shai Gilgeous-Alexander (37861915),Olivier-Maxence Prosper (37862402),Isaiah Collier (37862072),318.46,307.42999999999995,410.65,49600,0.08%,9.73%,571.0%,68.0%,149.37,$22.8,BOS 3,DAL 2,generated,1
Derrick White (37862026),Jaylen Brown (37861970),Johnny Juzang (37862351),Julius Randle (37862054),Oscar Tshiebwe (37862528),Klay Thompson (37862139),Olivier-Maxence Prosper (37862402),Nikola Jokic (37861909),310.96,302.09000000000003,407.72,49700,0.15%,7.2%,567.4%,58.12%,128.73,$22.7,BOS 2,UTA 2,generated,1
Isaiah Collier (37862072),Max Christie (37862162),Johnny Juzang (37862351),Al Horford (37862198),Kyle Filipowski (37862131),Shai Gilgeous-Alexander (37861915),Julius Randle (37862054),Jonas Valanciunas (37862058),306.45,296.96000000000004,404.59999999999997,49500,0.14%,6.42%,559.7%,52.4%,117.63000000000001,$22.4,UTA 3,DAL 1,generated,1
Carlton Carrington (37862148),Jaylen Brown (37861970),Deni Avdija (37862042),Al Horford (37862198),Kyle Filipowski (37862131),Shai Gilgeous-Alexander (37861915),Olivier-Maxence Prosper (37862402),Alexandre Sarr (37862167),314.65,303.72999999999996,408.16,49800,0.12%,7.9%,553.7%,63.26%,143.02,$22.1,WAS 2,BOS 2,generated,1
Terry Rozier (37862190),Spencer Dinwiddie (37862173),Brice Sensabaugh (37862280),Julius Randle (37862054),Oscar Tshiebwe (37862528),Shai Gilgeous-Alexander (37861915),KJ Martin (37862319),Giannis Antetokounmpo (37861911),310.65,302.45,420.98,49600,0.11%,7.49%,546.9%,57.85%,148.74,$21.9,UTA 3,MIA 1,generated,1
Carlton Carrington (37862148),Svi Mykhailiuk (37862405),Vince Williams Jr. (37862296),Julius Randle (37862054),Kyle Filipowski (37862131),Shai Gilgeous-Alexander (37861915),Giannis Antetokounmpo (37861911),Oscar Tshiebwe (37862528),309.48,311.77000000000004,419.76,49900,0.13%,6.95%,537.3%,56.67%,150.11,$21.5,UTA 3,WAS 1,generated,1
Shai Gilgeous-Alexander (37861915),Jaylen Brown (37861970),Sam Hauser (37862389),Al Horford (37862198),Kyle Filipowski (37862131),Anthony Edwards (37861931),Olivier-Maxence Prosper (37862402),KJ Martin (37862319),314.92,306.50999999999993,409.32,50000,0.1%,8.14%,537.2%,63.34%,164.75,$21.5,BOS 3,UTA 2,generated,1
Isaiah Collier (37862072),Jaylen Brown (37861970),Brice Sensabaugh (37862280),Giannis Antetokounmpo (37861911),Kyle Filipowski (37862131),Christian Braun (37862090),Olivier-Maxence Prosper (37862402),Spencer Dinwiddie (37862173),316.46999999999997,305.33000000000004,414.42999999999995,49800,0.11%,8.37%,537.1%,66.27%,152.96,$21.5,UTA 3,DAL 2,generated,1
Terry Rozier (37862190),Spencer Dinwiddie (37862173),Svi Mykhailiuk (37862405),Brice Sensabaugh (37862280),Kyle Filipowski (37862131),Shai Gilgeous-Alexander (37861915),Olivier-Maxence Prosper (37862402),Nikola Jokic (37861909),311.86,317.21999999999997,417.90999999999997,50000,0.11%,7.52%,533.6%,59.56%,196.36,$21.3,UTA 3,DAL 2,generated,1
Terry Rozier (37862190),Payton Pritchard (37862155),Svi Mykhailiuk (37862405),KJ Martin (37862319),Oscar Tshiebwe (37862528),Jaylen Brown (37861970),Bam Adebayo (37861937),Nikola Jokic (37861909),309.22,308.69,413.41,49900,0.13%,6.87%,532.0%,56.27%,157.07999999999998,$21.3,UTA 3,MIA 2,generated,1
Ja Morant (37861952),Payton Pritchard (37862155),Jaylen Brown (37861970),Olivier-Maxence Prosper (37862402),Oscar Tshiebwe (37862528),Shai Gilgeous-Alexander (37861915),Svi Mykhailiuk (37862405),Isaiah Hartenstein (37862040),308.09000000000003,311.13,413.86,49400,0.12%,6.8%,530.5%,54.46%,156.95,$21.2,BOS 2,UTA 2,generated,1
Russell Westbrook (37862119),Terry Rozier (37862190),Brice Sensabaugh (37862280),Julius Randle (37862054),Oscar Tshiebwe (37862528),Ja Morant (37861952),Giannis Antetokounmpo (37861911),Jonas Valanciunas (37862058),300.55,299.68,411.99,50000,0.14%,5.76%,525.7%,46.24%,129.54999999999998,$21.0,UTA 2,DEN 1,generated,1
Isaiah Collier (37862072),Payton Pritchard (37862155),Brice Sensabaugh (37862280),Bam Adebayo (37861937),Kyle Filipowski (37862131),Cason Wallace (37862243),Giannis Antetokounmpo (37861911),Olivier-Maxence Prosper (37862402),310.67,301.02,409.23,49500,0.11%,7.14%,516.4%,58.64%,144.96,$20.7,UTA 3,BOS 1,generated,1
Shai Gilgeous-Alexander (37861915),Jaylen Brown (37861970),Johnny Juzang (37862351),Al Horford (37862198),Tristan Vukcevic (37862503),Keon Ellis (37862322),KJ Martin (37862319),Giannis Antetokounmpo (37861911),309.21000000000004,296.94,413.2099999999999,49800,0.13%,6.66%,513.3%,56.77%,125.82,$20.5,BOS 2,UTA 2,generated,1
Terry Rozier (37862190),Keon Ellis (37862322),Brice Sensabaugh (37862280),KJ Martin (37862319),Kyle Filipowski (37862131),Shai Gilgeous-Alexander (37861915),Olivier-Maxence Prosper (37862402),Nikola Jokic (37861909),308.53000000000003,304.08000000000004,412.90999999999997,49500,0.12%,6.62%,500.3%,55.19%,173.48000000000002,$20.0,UTA 3,MIA 1,generated,1
