Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4672351870,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Scottie Barnes (38181795),Payton Pritchard (38181907),Chuma Okeke (38182055),Justin Edwards (38182038),Jeremy Sochan (38181935),Trae Young (38181765),Jonathan Mogbo (38182136),Deni Avdija (38181840)
4672351871,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Chris Paul (38181990),Jared Butler (38181895),Harrison Barnes (38182109),Guerschon Yabusele (38181949),Onyeka Okongwu (38181844),Tyler Herro (38181814),RJ Barrett (38181819),Jeremy Sochan (38181935)
4672351872,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Stephon Castle (38181866),Devin Vassell (38181861),Justin Edwards (38182038),Jeremy Sochan (38181935),Colin Castleton (38182081),Trae Young (38181765),Jonathan Mogbo (38182136),Ivica Zubac (38181789)
4672351873,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Trae Young (38181765),Dyson Daniels (38181857),Keldon Johnson (38181983),Justin Edwards (38182038),Jeremy Sochan (38181935),Jamal Shead (38182042),Jonathan Mogbo (38182136),Alperen Sengun (38181777)
4672351874,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Davion Mitchell (38182162),Jamal Murray (38181824),Andrew Wiggins (38181903),Jeremy Sochan (38181935),Kel'el Ware (38181968),Trae Young (38181765),Justin Edwards (38182038),Deni Avdija (38181840)
4672351875,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Dyson Daniels (38181857),Stephon Castle (38181866),Justin Edwards (38182038),Deni Avdija (38181840),Guerschon Yabusele (38181949),Jamal Shead (38182042),Colin Castleton (38182081),Trae Young (38181765)
4672351876,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Quentin Grimes (38181779),Justin Edwards (38182038),Oshae Brissett (38182148),Jeremy Sochan (38181935),Dyson Daniels (38181857),Scottie Barnes (38181795),Onyeka Okongwu (38181844)
4672351877,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Jamal Shead (38182042),Christian Braun (38181913),Justin Edwards (38182038),Colin Castleton (38182081),Onyeka Okongwu (38181844),Scottie Barnes (38181795),Jeremy Sochan (38181935),Alperen Sengun (38181777)
4672351878,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Davion Mitchell (38182162),RJ Barrett (38181819),Justin Edwards (38182038),Colin Castleton (38182081),Ivica Zubac (38181789),Dyson Daniels (38181857),Jeremy Sochan (38181935),Tyler Herro (38181814)
4672351879,NBA $40K Four Point Play [20 Entry Max],175098890,$4,Tyler Herro (38181814),Dyson Daniels (38181857),Chuma Okeke (38182055),Jonathan Mogbo (38182136),Guerschon Yabusele (38181949),Trae Young (38181765),Jeremy Sochan (38181935),Aaron Gordon (38181918)
