Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
sandro mamukelashvili,C/PF/F/UTIL,SAS,36.58%,0.03%,2.67%,2.53%,2.16%,$5.0
day'ron sharpe,C/UTIL,BKN,30.9%,0.02%,1.73%,1.76%,3.96%,$1.92
jusuf nurkic,C/UTIL,CHA,35.63%,0.01%,1.9%,17.15%,37.69%,$1.7
trae young,PG/G/UTIL,ATL,29.29%,0.01%,1.53%,3.68%,3.85%,$1.06
bol bol,PF/F/UTIL,PHX,29.92%,0.01%,1.52%,2.78%,3.58%,$1.03
jalen brunson,PG/G/UTIL,NYK,33.52%,0.01%,1.57%,18.33%,23.8%,$0.89
elfrid payton,PG/G/UTIL,CHA,33.1%,0.01%,1.56%,27.12%,43.87%,$0.86
anfernee simons,PG/SG/G/UTIL,POR,31.35%,0.01%,1.45%,5.84%,3.99%,$0.68
santi aldama,PF/F/UTIL,MEM,28.96%,0.01%,1.42%,4.21%,5.56%,$0.62
jalen smith,C/UTIL,CHI,28.07%,0.01%,1.37%,3.43%,7.36%,$0.57
miles bridges,PF/F/UTIL,CHA,27.26%,0.01%,1.32%,3.53%,3.44%,$0.38
trendon watford,C/PF/F/UTIL,BKN,28.28%,0.01%,1.31%,4.13%,3.7%,$0.29
donovan clingan,C/UTIL,POR,27.51%,0.01%,1.24%,1.97%,3.83%,$0.22
pascal siakam,PF/F/UTIL,IND,28.42%,0.01%,1.28%,5.27%,5.27%,$0.18
de'aaron fox,PG/SG/G/UTIL,SAS,30.33%,0.01%,1.3%,17.27%,12.74%,$0.17
nick smith jr.,SF/SG/G/F/UTIL,CHA,28.96%,0.01%,1.24%,12.49%,7.58%,$0.02
devin vassell,SF/SG/G/F/UTIL,SAS,29.55%,0.01%,1.22%,22.95%,13.79%,$-0.06
matas buzelis,PF/F/UTIL,CHI,28.19%,0.01%,1.21%,6.39%,8.28%,$-0.06
vince williams jr.,SF/SG/G/F/UTIL,MEM,27.83%,0.01%,1.21%,13.49%,8.76%,$-0.07
karl-anthony towns,C/UTIL,NYK,29.69%,0.01%,1.18%,17.78%,25.36%,$-0.13
tyrese haliburton,PG/G/UTIL,IND,27.6%,0.01%,1.16%,4.13%,5.13%,$-0.13
tidjane salaun,PF/F/UTIL,CHA,26.87%,0.01%,1.17%,0.66%,0.85%,$-0.14
kawhi leonard,SF/F/UTIL,LAC,29.01%,0.01%,1.18%,24.87%,25.18%,$-0.15
wendell carter jr.,C/UTIL,ORL,27.59%,0.01%,1.16%,4.9%,10.94%,$-0.17
harrison barnes,PF/SF/F/UTIL,SAS,28.15%,0.01%,1.17%,3.73%,3.1%,$-0.17
paolo banchero,PF/F/UTIL,ORL,29.0%,0.01%,1.16%,20.27%,22.51%,$-0.24
cameron payne,PG/SG/G/UTIL,NYK,26.19%,0.01%,1.09%,1.13%,0.91%,$-0.25
lonzo ball,PG/SG/G/UTIL,CHI,27.98%,0.01%,1.14%,11.69%,9.28%,$-0.26
deni avdija,PF/SF/F/UTIL,POR,26.42%,0.01%,1.11%,5.82%,4.02%,$-0.29
josh giddey,PG/G/UTIL,CHI,26.2%,0.01%,1.08%,2.64%,2.78%,$-0.3
goga bitadze,C/UTIL,ORL,26.72%,0.01%,1.1%,4.58%,9.63%,$-0.31
onyeka okongwu,C/UTIL,ATL,27.15%,0.01%,1.08%,4.81%,7.6%,$-0.36
ja morant,PG/G/UTIL,MEM,25.37%,0.01%,1.05%,4.24%,5.29%,$-0.38
nic claxton,C/UTIL,BKN,26.81%,0.01%,1.05%,1.86%,3.3%,$-0.43
shaedon sharpe,SF/SG/G/F/UTIL,POR,26.42%,0.01%,1.06%,4.29%,2.34%,$-0.44
franz wagner,SF/F/UTIL,ORL,26.38%,0.01%,1.08%,8.94%,8.82%,$-0.45
chris paul,PG/G/UTIL,SAS,26.38%,0.01%,1.05%,6.04%,8.34%,$-0.46
caris levert,SF/SG/G/F/UTIL,ATL,27.53%,0.01%,1.07%,20.34%,12.6%,$-0.47
cameron johnson,PF/SF/F/UTIL,BKN,26.8%,0.01%,1.06%,4.68%,3.3%,$-0.47
keon johnson,PG/SG/G/UTIL,BKN,26.72%,0.01%,1.06%,5.5%,4.36%,$-0.47
jalen wilson,SG/G/UTIL,BKN,28.36%,0.01%,1.05%,0.1%,0.1%,$-0.53
coby white,SF/SG/G/F/UTIL,CHI,26.86%,0.01%,1.03%,6.22%,3.22%,$-0.54
darius garland,PG/G/UTIL,CLE,25.18%,0.01%,1.01%,2.11%,2.31%,$-0.55
georges niang,PF/F/UTIL,ATL,26.92%,0.01%,1.04%,6.19%,7.99%,$-0.57
