Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
onyeka okongwu,C/UTIL,ATL,36.26%,0.01%,1.95%,12.97%,18.22%,$1.91
scotty pippen jr.,PG/G/UTIL,MEM,31.72%,0.02%,1.76%,4.18%,9.07%,$1.74
lonnie walker iv,SG/G/UTIL,PHI,32.47%,0.01%,1.67%,14.31%,29.95%,$1.23
gregory jackson,PF/SF/F/UTIL,MEM,31.99%,0.01%,1.61%,7.79%,8.3%,$1.17
ja morant,PG/G/UTIL,MEM,31.31%,0.01%,1.49%,14.42%,12.66%,$0.7
naji marshall,PF/SF/F/UTIL,DAL,31.75%,0.01%,1.38%,31.71%,22.15%,$0.4
jared butler,PG/SG/G/UTIL,PHI,30.05%,0.01%,1.38%,21.41%,28.59%,$0.36
ricky council iv,PF/SF/F/UTIL,PHI,29.97%,0.01%,1.34%,23.27%,28.13%,$0.28
desmond bane,SG/G/UTIL,MEM,30.15%,0.01%,1.34%,15.35%,13.49%,$0.27
jay huff,C/UTIL,MEM,28.79%,0.01%,1.26%,1.14%,2.84%,$0.23
nick richards,C/UTIL,PHX,28.05%,0.01%,1.23%,3.06%,6.78%,$0.15
josh giddey,PG/G/UTIL,CHI,28.85%,0.01%,1.28%,9.12%,7.87%,$0.13
orlando robinson,C/UTIL,TOR,29.84%,0.01%,1.25%,7.88%,21.43%,$0.08
bennedict mathurin,SF/F/UTIL,IND,28.43%,0.01%,1.22%,9.22%,11.79%,$-0.03
pascal siakam,PF/F/UTIL,IND,26.35%,0.01%,1.18%,5.36%,3.86%,$-0.04
luke kornet,C/UTIL,BOS,29.39%,0.01%,1.17%,7.41%,16.83%,$-0.12
chet holmgren,C/PF/F/UTIL,OKC,27.43%,0.01%,1.15%,9.04%,4.95%,$-0.18
alperen sengun,C/UTIL,HOU,27.09%,0.01%,1.14%,5.64%,3.14%,$-0.18
kessler edwards,C/PF/F/UTIL,DAL,29.48%,0.01%,1.17%,13.0%,12.78%,$-0.18
nic claxton,C/UTIL,BKN,27.33%,0.01%,1.11%,3.4%,6.26%,$-0.26
adem bona,C/UTIL,PHI,28.8%,0.01%,1.12%,3.85%,10.52%,$-0.26
payton pritchard,PG/SG/G/UTIL,BOS,28.65%,0.01%,1.14%,26.07%,25.33%,$-0.27
russell westbrook,PG/G/UTIL,DEN,27.79%,0.01%,1.13%,12.02%,18.42%,$-0.3
john collins,C/PF/F/UTIL,UTA,25.87%,0.01%,1.08%,3.82%,2.22%,$-0.31
jordan poole,PG/G/UTIL,WAS,25.76%,0.01%,1.08%,4.04%,4.18%,$-0.31
scottie barnes,PG/SF/G/F/UTIL,TOR,25.58%,0.01%,1.11%,9.96%,4.38%,$-0.35
alexandre sarr,C/UTIL,WAS,27.36%,0.01%,1.06%,2.71%,5.09%,$-0.37
jaylen brown,SF/SG/G/F/UTIL,BOS,27.36%,0.01%,1.1%,22.47%,10.49%,$-0.4
tristan vukcevic,C/UTIL,WAS,26.36%,0.01%,1.04%,2.21%,6.07%,$-0.4
mouhamed gueye,C/PF/F/UTIL,ATL,27.95%,0.01%,1.08%,24.85%,26.12%,$-0.44
klay thompson,SF/SG/G/F/UTIL,DAL,27.06%,0.01%,1.06%,13.62%,8.52%,$-0.49
myles turner,C/UTIL,IND,27.98%,0.01%,1.02%,2.81%,4.59%,$-0.5
shai gilgeous-alexander,PG/G/UTIL,OKC,26.83%,0.01%,1.06%,20.75%,6.19%,$-0.51
cameron johnson,PF/SF/F/UTIL,BKN,26.1%,0.01%,1.04%,7.32%,5.23%,$-0.51
colin castleton,C/UTIL,TOR,28.39%,0.0%,1.03%,2.87%,7.65%,$-0.54
sam hauser,PF/SF/F/UTIL,BOS,27.26%,0.0%,1.03%,21.09%,22.52%,$-0.61
luka doncic,PG/G/UTIL,LAL,27.23%,0.01%,1.0%,23.16%,7.59%,$-0.63
austin reaves,PG/SG/G/UTIL,LAL,26.26%,0.01%,0.99%,9.06%,6.08%,$-0.65
dante exum,PG/SF/G/F/UTIL,DAL,26.62%,0.01%,1.0%,19.81%,17.9%,$-0.67
neemias queta,C/UTIL,BOS,24.94%,0.01%,0.93%,1.33%,3.84%,$-0.68
immanuel quickley,PG/G/UTIL,TOR,24.24%,0.01%,0.95%,3.54%,4.24%,$-0.69
tre jones,PG/G/UTIL,CHI,25.79%,0.01%,0.96%,3.55%,6.46%,$-0.71
jared rhoden,SG/G/UTIL,TOR,26.55%,0.01%,0.97%,4.54%,10.77%,$-0.71
justin champagnie,PF/F/UTIL,WAS,26.03%,0.01%,0.96%,3.78%,5.79%,$-0.72
spencer dinwiddie,PG/SG/G/UTIL,DAL,26.57%,0.0%,0.97%,7.27%,6.32%,$-0.73
nikola jokic,C/UTIL,DEN,26.09%,0.0%,0.94%,21.23%,5.55%,$-0.8
tyus jones,PG/G/UTIL,PHX,26.1%,0.0%,0.94%,5.31%,10.38%,$-0.82
cam reddish,PF/SF/F/UTIL,LAL,34.19%,0.0%,0.98%,0.01%,0.01%,$-0.84
jarred vanderbilt,PF/F/UTIL,LAL,25.61%,0.0%,0.93%,4.36%,5.59%,$-0.85
dyson daniels,PG/SG/G/UTIL,ATL,25.96%,0.0%,0.91%,13.19%,9.65%,$-0.87
devin booker,PG/SG/G/UTIL,PHX,25.26%,0.0%,0.9%,8.79%,4.03%,$-0.88
kevin durant,PF/SF/F/UTIL,PHX,25.62%,0.0%,0.91%,9.39%,3.49%,$-0.88
georges niang,PF/SF/F/UTIL,ATL,25.23%,0.0%,0.91%,8.75%,8.12%,$-0.89
jaylen wells,SF/SG/G/F/UTIL,MEM,25.92%,0.0%,0.92%,2.0%,1.69%,$-0.9
keaton wallace,PG/G/UTIL,ATL,24.37%,0.01%,0.9%,5.25%,12.05%,$-0.91
trey jemison,C/UTIL,LAL,26.12%,0.0%,0.89%,2.47%,7.23%,$-0.92
derrick white,PG/SG/G/UTIL,BOS,24.75%,0.0%,0.89%,5.01%,3.79%,$-0.93
tyler herro,PG/SG/G/UTIL,MIA,25.23%,0.0%,0.88%,7.65%,4.0%,$-0.94
cole anthony,PG/SG/G/UTIL,ORL,24.35%,0.0%,0.88%,4.49%,4.3%,$-0.95
mason plumlee,C/UTIL,PHX,25.21%,0.0%,0.86%,1.65%,4.51%,$-0.96
jrue holiday,PG/SG/G/UTIL,BOS,25.03%,0.0%,0.88%,8.68%,9.68%,$-0.97
michael porter jr.,PF/SF/F/UTIL,DEN,25.3%,0.0%,0.87%,7.67%,4.82%,$-1.0
d'angelo russell,PG/G/UTIL,BKN,23.11%,0.01%,0.83%,2.04%,2.87%,$-1.03
corey kispert,PF/SF/F/UTIL,WAS,25.24%,0.0%,0.86%,6.79%,6.55%,$-1.03
rj barrett,SF/SG/G/F/UTIL,TOR,22.74%,0.01%,0.85%,6.29%,2.89%,$-1.05
collin sexton,PG/SG/G/UTIL,UTA,22.29%,0.01%,0.81%,1.82%,1.57%,$-1.07
bam adebayo,C/PF/F/UTIL,MIA,24.14%,0.0%,0.82%,5.7%,2.17%,$-1.09
coby white,SF/SG/G/F/UTIL,CHI,24.38%,0.0%,0.84%,3.48%,1.74%,$-1.1
franz wagner,SF/F/UTIL,ORL,23.44%,0.0%,0.79%,2.62%,1.87%,$-1.13
sandro mamukelashvili,C/PF/F/UTIL,SAS,23.62%,0.0%,0.8%,6.34%,5.57%,$-1.17
stephon castle,PG/SG/G/UTIL,SAS,22.26%,0.01%,0.79%,3.86%,3.06%,$-1.18
tari eason,PF/F/UTIL,HOU,23.13%,0.0%,0.79%,3.4%,3.42%,$-1.21
max christie,SG/G/UTIL,DAL,24.98%,0.0%,0.8%,7.35%,10.38%,$-1.21
nikola vucevic,C/UTIL,CHI,22.41%,0.01%,0.73%,1.09%,1.4%,$-1.22
keldon johnson,PF/SF/F/UTIL,SAS,23.19%,0.0%,0.78%,3.49%,3.04%,$-1.23
devin vassell,SF/SG/G/F/UTIL,SAS,23.7%,0.0%,0.78%,4.94%,2.9%,$-1.23
miles bridges,PF/F/UTIL,CHA,22.14%,0.0%,0.76%,2.39%,1.72%,$-1.24
justin edwards,PF/SF/F/UTIL,PHI,24.51%,0.0%,0.79%,5.57%,5.46%,$-1.25
aaron nesmith,SF/SG/G/F/UTIL,IND,23.69%,0.0%,0.78%,4.88%,3.5%,$-1.25
paolo banchero,PF/F/UTIL,ORL,22.72%,0.0%,0.75%,3.11%,1.86%,$-1.27
kyshawn george,PF/F/UTIL,WAS,24.96%,0.0%,0.76%,2.56%,2.61%,$-1.32
wendell carter jr.,C/UTIL,ORL,25.09%,0.0%,0.73%,0.52%,0.9%,$-1.32
zaccharie risacher,PF/SF/F/UTIL,ATL,23.14%,0.0%,0.75%,6.52%,5.85%,$-1.35
jalen williams,PF/SF/F/UTIL,OKC,21.21%,0.0%,0.71%,2.76%,1.41%,$-1.36
bilal coulibaly,SF/SG/G/F/UTIL,WAS,24.25%,0.0%,0.73%,2.76%,1.62%,$-1.37
day'ron sharpe,C/UTIL,BKN,22.15%,0.0%,0.71%,0.71%,1.59%,$-1.37
harrison barnes,PF/SF/F/UTIL,SAS,23.94%,0.0%,0.75%,3.48%,3.27%,$-1.38
clint capela,C/UTIL,ATL,21.42%,0.0%,0.69%,0.54%,1.4%,$-1.38
jamal shead,PG/G/UTIL,TOR,22.98%,0.0%,0.7%,0.73%,1.54%,$-1.43
de'aaron fox,PG/SG/G/UTIL,SAS,22.41%,0.0%,0.7%,5.43%,2.84%,$-1.44
jabari smith jr.,C/PF/F/UTIL,HOU,24.93%,0.0%,0.71%,0.89%,0.62%,$-1.45
kel'el ware,C/UTIL,MIA,22.94%,0.0%,0.64%,0.58%,1.0%,$-1.51
grayson allen,SF/SG/G/F/UTIL,PHX,22.61%,0.0%,0.69%,4.67%,4.1%,$-1.54
quentin grimes,PG/SG/G/UTIL,PHI,21.29%,0.0%,0.66%,1.76%,1.33%,$-1.57
royce o'neale,PF/SF/F/UTIL,PHX,22.92%,0.0%,0.66%,3.32%,3.25%,$-1.58
brice sensabaugh,SF/F/UTIL,UTA,23.12%,0.0%,0.66%,0.17%,0.27%,$-1.59
jamison battle,SF/F/UTIL,TOR,22.32%,0.0%,0.69%,0.54%,0.92%,$-1.59
kyle filipowski,C/UTIL,UTA,21.5%,0.0%,0.63%,0.23%,0.31%,$-1.61
christian braun,SF/SG/G/F/UTIL,DEN,22.24%,0.0%,0.64%,1.86%,1.06%,$-1.67
mark williams,C/UTIL,CHA,20.05%,0.0%,0.6%,0.66%,0.88%,$-1.69
dillon brooks,PF/F/UTIL,HOU,22.46%,0.0%,0.62%,1.96%,2.61%,$-1.71
dalton knecht,SF/SG/G/F/UTIL,LAL,21.35%,0.0%,0.62%,3.94%,3.2%,$-1.73
obi toppin,C/PF/F/UTIL,IND,21.73%,0.0%,0.61%,2.24%,2.59%,$-1.73
andrew wiggins,SF/F/UTIL,MIA,20.76%,0.0%,0.58%,2.3%,2.07%,$-1.77
terance mann,PG/SF/G/F/UTIL,ATL,21.64%,0.0%,0.6%,6.85%,6.33%,$-1.78
jalen smith,C/UTIL,CHI,23.13%,0.0%,0.58%,0.07%,0.17%,$-1.79
jamal murray,PG/SG/G/UTIL,DEN,21.27%,0.0%,0.56%,1.81%,1.09%,$-1.8
t.j. mcconnell,PG/G/UTIL,IND,19.56%,0.0%,0.59%,0.6%,1.2%,$-1.8
alex reese,C/UTIL,PHI,22.01%,0.0%,0.55%,1.53%,4.55%,$-1.82
isaiah collier,PG/G/UTIL,UTA,21.78%,0.0%,0.55%,0.37%,0.43%,$-1.82
walker kessler,C/UTIL,UTA,20.48%,0.0%,0.56%,0.28%,0.41%,$-1.82
shake milton,PG/G/UTIL,LAL,25.89%,0.0%,0.65%,0.04%,0.1%,$-1.82
guerschon yabusele,C/PF/F/UTIL,PHI,21.82%,0.0%,0.56%,1.92%,1.39%,$-1.83
aaron holiday,PG/SG/G/UTIL,HOU,21.75%,0.0%,0.57%,0.15%,0.23%,$-1.84
duncan robinson,SF/SG/G/F/UTIL,MIA,20.5%,0.0%,0.58%,1.48%,1.13%,$-1.85
ziaire williams,SF/SG/G/F/UTIL,BKN,20.81%,0.0%,0.57%,1.49%,1.02%,$-1.87
chris paul,PG/G/UTIL,SAS,20.24%,0.0%,0.56%,2.41%,3.72%,$-1.88
svi mykhailiuk,SF/SG/G/F/UTIL,UTA,20.81%,0.0%,0.57%,0.36%,0.31%,$-1.88
seth curry,SG/G/UTIL,CHA,23.5%,0.0%,0.52%,0.04%,0.1%,$-1.88
julian champagnie,SF/SG/G/F/UTIL,SAS,20.76%,0.0%,0.54%,1.66%,1.41%,$-1.89
johnny juzang,SF/SG/G/F/UTIL,UTA,21.15%,0.0%,0.56%,1.22%,1.08%,$-1.89
andrew nembhard,PG/SG/G/UTIL,IND,20.86%,0.0%,0.53%,1.96%,1.75%,$-1.94
collin gillespie,PG/SG/G/UTIL,PHX,19.76%,0.0%,0.52%,0.94%,1.52%,$-1.98
matas buzelis,PF/F/UTIL,CHI,20.42%,0.0%,0.51%,1.04%,1.26%,$-1.98
chris boucher,PF/F/UTIL,TOR,15.14%,0.0%,0.2%,0.01%,0.01%,$-1.99
maxwell lewis,PF/SF/F/UTIL,BKN,22.32%,0.0%,0.5%,0.13%,0.16%,$-2.0
keon johnson,PG/SG/G/UTIL,BKN,19.58%,0.0%,0.51%,3.37%,3.79%,$-2.02
jordan goodwin,SF/SG/G/F/UTIL,LAL,19.96%,0.0%,0.52%,0.14%,0.17%,$-2.03
thomas bryant,C/UTIL,IND,24.69%,0.0%,0.53%,0.04%,0.14%,$-2.03
keshad johnson,SF/F/UTIL,MIA,26.56%,0.0%,0.52%,0.02%,0.03%,$-2.04
davion mitchell,PG/G/UTIL,MIA,20.41%,0.0%,0.53%,0.73%,1.29%,$-2.04
carlton carrington,PG/SG/G/UTIL,WAS,20.44%,0.0%,0.49%,0.86%,0.77%,$-2.05
lamelo ball,PG/G/UTIL,CHA,18.1%,0.0%,0.49%,3.46%,2.01%,$-2.07
hunter tyson,SF/F/UTIL,DEN,15.04%,0.0%,0.15%,0.01%,0.01%,$-2.07
reed sheppard,PG/G/UTIL,HOU,14.78%,0.0%,0.14%,0.01%,0.03%,$-2.07
jalen green,PG/SG/G/UTIL,HOU,19.59%,0.0%,0.47%,1.99%,1.37%,$-2.08
jordan mclaughlin,PG/G/UTIL,SAS,14.25%,0.0%,0.2%,0.01%,0.03%,$-2.08
jalen wilson,PF/SF/F/UTIL,BKN,19.84%,0.0%,0.46%,0.32%,0.42%,$-2.15
garrison mathews,SG/G/UTIL,ATL,21.37%,0.0%,0.51%,0.07%,0.1%,$-2.15
kevin huerter,SF/SG/G/F/UTIL,CHI,19.2%,0.0%,0.44%,6.4%,5.61%,$-2.21
aj lawson,PG/SG/G/UTIL,TOR,18.69%,0.0%,0.45%,1.74%,2.53%,$-2.21
malachi flynn,PG/G/UTIL,CHA,18.09%,0.0%,0.46%,0.69%,2.03%,$-2.21
isaiah hartenstein,C/UTIL,OKC,17.58%,0.0%,0.42%,0.31%,0.44%,$-2.21
goga bitadze,C/UTIL,ORL,19.49%,0.0%,0.41%,0.49%,1.16%,$-2.23
bol bol,PF/F/UTIL,PHX,18.63%,0.0%,0.42%,0.4%,0.51%,$-2.23
haywood highsmith,PF/F/UTIL,MIA,20.66%,0.0%,0.4%,0.05%,0.1%,$-2.25
zeke nnaji,C/PF/F/UTIL,DEN,19.37%,0.0%,0.41%,0.42%,0.48%,$-2.27
anthony black,PG/G/UTIL,ORL,19.06%,0.0%,0.41%,0.4%,1.04%,$-2.32
peyton watson,PF/SF/F/UTIL,DEN,17.87%,0.0%,0.4%,0.38%,0.41%,$-2.36
caleb martin,PF/SF/F/UTIL,DAL,18.58%,0.0%,0.35%,0.13%,0.1%,$-2.36
cody williams,SF/F/UTIL,UTA,11.52%,0.0%,0.18%,0.01%,0.01%,$-2.38
deandre jordan,C/UTIL,DEN,12.18%,0.0%,0.1%,0.01%,0.01%,$-2.4
tony bradley,C/UTIL,IND,22.38%,0.0%,0.35%,0.02%,0.03%,$-2.45
kentavious caldwell-pope,SG/G/UTIL,ORL,16.12%,0.0%,0.24%,0.02%,0.03%,$-2.46
aaron wiggins,PF/SF/F/UTIL,OKC,17.12%,0.0%,0.32%,0.61%,0.47%,$-2.5
jeff dowtin,PG/G/UTIL,PHI,17.06%,0.0%,0.35%,0.04%,0.1%,$-2.5
zach collins,C/UTIL,CHI,16.82%,0.0%,0.3%,0.17%,0.23%,$-2.52
baylor scheierman,SF/SG/G/F/UTIL,BOS,16.57%,0.0%,0.34%,0.13%,0.14%,$-2.55
jonathan isaac,C/PF/F/UTIL,ORL,16.67%,0.0%,0.32%,0.08%,0.1%,$-2.55
luguentz dort,SF/SG/G/F/UTIL,OKC,15.75%,0.0%,0.34%,0.64%,0.59%,$-2.56
de'anthony melton,PG/G/UTIL,BKN,11.5%,0.0%,0.09%,0.01%,0.03%,$-2.56
patrick williams,PF/SF/F/UTIL,CHI,17.25%,0.0%,0.31%,0.11%,0.1%,$-2.6
steven adams,C/UTIL,HOU,17.26%,0.0%,0.28%,0.03%,0.1%,$-2.65
kyle anderson,PF/SF/F/UTIL,MIA,10.98%,0.0%,0.08%,0.01%,0.01%,$-2.65
daquan jeffries,PF/SF/F/UTIL,CHA,16.17%,0.0%,0.3%,0.19%,0.2%,$-2.67
alex caruso,PG/SF/G/F/UTIL,OKC,15.12%,0.0%,0.26%,0.41%,0.29%,$-2.71
kj martin,PF/F/UTIL,UTA,18.42%,0.0%,0.24%,0.04%,0.1%,$-2.71
anthony gill,C/PF/F/UTIL,WAS,9.29%,0.0%,0.12%,0.01%,0.01%,$-2.73
josh green,PF/SF/F/UTIL,CHA,15.36%,0.0%,0.22%,0.16%,0.13%,$-2.74
noah clowney,C/UTIL,BKN,18.9%,0.0%,0.19%,0.02%,0.1%,$-2.75
cody martin,SF/F/UTIL,PHX,10.11%,0.0%,0.06%,0.01%,0.03%,$-2.76
