PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Trae Young (37750915),Cole Anthony (37751114),Nickeil Alexander-Walker (37751134),Georges Niang (37751274),Onyeka Okongwu (37751069),Donovan Mitchell (37750950),Santi Aldama (37751160),Jalen Duren (37751019),283.01,277.18,373.99999999999994,49800,0.13%,7.51%,578.2%,56.32%,162.82,$17.3,ATL 3,ORL 1,generated,1
Cole Anthony (37751114),RJ Barrett (37751003),Zion Williamson (37750934),Santi Aldama (37751160),Onyeka Okongwu (37751069),Vince Williams Jr. (37751460),Evan Mobley (37750964),Jarrett Allen (37751052),282.08,283.89,382.36,50000,0.14%,6.91%,516.5%,54.95%,194.59,$15.5,MEM 2,CLE 2,generated,1
Trae Young (37750915),Bradley Beal (37751061),RJ Barrett (37751003),Kyshawn George (37751149),Jalen Duren (37751019),Cole Anthony (37751114),Ausar Thompson (37751085),Wendell Carter Jr. (37751163),284.14000000000004,277.22,373.24,50000,0.13%,7.0%,505.3%,58.09%,166.48,$15.2,DET 2,ORL 2,generated,1
Cade Cunningham (37750905),Cole Anthony (37751114),Ausar Thompson (37751085),Kelly Olynyk (37751258),Onyeka Okongwu (37751069),Trae Young (37750915),Vince Williams Jr. (37751460),Bradley Beal (37751061),283.36,278.81,378.29,50000,0.13%,6.7%,474.1%,56.96%,182.21999999999997,$14.2,DET 2,ATL 2,generated,1
Davion Mitchell (37751323),Cole Anthony (37751114),Ausar Thompson (37751085),Georges Niang (37751274),Jalen Duren (37751019),Trae Young (37750915),Scottie Barnes (37750922),Onyeka Okongwu (37751069),281.22,273.99,372.55999999999995,50000,0.13%,6.48%,469.8%,53.61%,150.63,$14.1,ATL 3,DET 2,generated,1
Cole Anthony (37751114),Donovan Mitchell (37750950),Vince Williams Jr. (37751460),Georges Niang (37751274),Jakob Poeltl (37751054),Trae Young (37750915),Paolo Banchero (37750942),Wendell Carter Jr. (37751163),279.28000000000003,277.47,374.34999999999997,49900,0.14%,5.61%,466.3%,51.37%,190.88,$14.0,ORL 3,ATL 2,generated,1
Cole Anthony (37751114),Caris LeVert (37751093),RJ Barrett (37751003),Zion Williamson (37750934),Wendell Carter Jr. (37751163),Trae Young (37750915),Vince Williams Jr. (37751460),Alexandre Sarr (37751083),281.77,277.4,378.38,49600,0.11%,6.56%,461.3%,54.93%,182.14,$13.8,ORL 2,ATL 2,generated,1
Cole Anthony (37751114),RJ Barrett (37751003),Ausar Thompson (37751085),Georges Niang (37751274),Jalen Duren (37751019),Trae Young (37750915),Keldon Johnson (37751121),Jarrett Allen (37751052),280.01,275.0,374.64000000000004,49800,0.11%,6.29%,451.3%,52.36%,163.32999999999998,$13.5,DET 2,ATL 2,generated,1
Anthony Edwards (37750911),Cole Anthony (37751114),Ausar Thompson (37751085),Nikola Jovic (37751139),Onyeka Okongwu (37751069),Vince Williams Jr. (37751460),Zion Williamson (37750934),Jarrett Allen (37751052),278.68999999999994,274.91999999999996,374.5,49500,0.1%,5.92%,416.7%,50.66%,167.76999999999998,$12.5,MIN 1,ORL 1,generated,1
Scottie Barnes (37750922),Cole Anthony (37751114),Vince Williams Jr. (37751460),Kyshawn George (37751149),Onyeka Okongwu (37751069),Cade Cunningham (37750905),Kelly Olynyk (37751258),Jalen Duren (37751019),281.91999999999996,278.18,375.75,50000,0.09%,6.14%,396.7%,54.79%,180.23,$11.9,DET 2,TOR 1,generated,1
