PG,SG,SF,PF,C,G,F,UTIL,Fpts Proj,Field Fpts Proj,Ceiling,Salary,Win %,Top 10%,ROI%,Cash %,Own. Sum,Avg. Return,Stack1 Type,Stack2 Type,Lineup Type,Sim Dupes
Jordan Poole (38009599),AJ Lawson (38010081),Scottie Barnes (38009581),Giannis Antetokounmpo (38009507),Orlando Robinson (38010004),Josh Giddey (38009559),Jamison Battle (38010088),Kel'el Ware (38009661),286.53,283.79,386.0,49700,0.15%,5.53%,616.6%,47.1%,158.44,$24.7,TOR 4,WAS 1,generated,1
Trae Young (38009522),AJ Lawson (38010081),Scottie Barnes (38009581),Giannis Antetokounmpo (38009507),Orlando Robinson (38010004),Tre Jones (38009777),Bennedict Mathurin (38009740),Alexandre Sarr (38009707),285.6,282.26,387.36000000000007,50000,0.12%,5.31%,534.8%,45.87%,165.74,$21.4,TOR 3,ATL 1,generated,1
Trae Young (38009522),AJ Lawson (38010081),RJ Barrett (38009606),Pascal Siakam (38009567),Onyeka Okongwu (38009627),Josh Giddey (38009559),Jamison Battle (38010088),Orlando Robinson (38010004),282.86000000000007,278.6700000000001,376.43,49200,0.11%,5.16%,503.0%,42.3%,147.3,$20.1,TOR 4,ATL 2,generated,1
Jamal Shead (38009980),Brandin Podziemski (38009667),Jamison Battle (38010088),Tari Eason (38009699),Orlando Robinson (38010004),Cade Cunningham (38009519),Bam Adebayo (38009530),Stephen Curry (38009527),281.89,273.28,374.47,50000,0.11%,5.06%,490.0%,41.44%,154.16,$19.6,TOR 3,GSW 2,generated,1
AJ Lawson (38010081),Brandin Podziemski (38009667),Jamison Battle (38010088),Tari Eason (38009699),Alperen Sengun (38009525),T.J. McConnell (38009750),Giannis Antetokounmpo (38009507),Jalen Duren (38009622),281.54999999999995,281.62,382.27,49800,0.1%,4.77%,452.4%,41.27%,165.51,$18.1,TOR 2,HOU 2,generated,1
Jamal Shead (38009980),Jared Rhoden (38010114),Jamison Battle (38010088),Giannis Antetokounmpo (38009507),Alperen Sengun (38009525),Jordan Poole (38009599),Ausar Thompson (38009654),Onyeka Okongwu (38009627),281.88,286.71,380.51,49900,0.09%,5.05%,451.6%,41.69%,175.49,$18.1,TOR 3,MIL 1,generated,1
Jamal Shead (38009980),AJ Lawson (38010081),Georges Niang (38009841),Giannis Antetokounmpo (38009507),Orlando Robinson (38010004),Stephen Curry (38009527),Franz Wagner (38009556),Onyeka Okongwu (38009627),282.59000000000003,283.48999999999995,379.19,49800,0.1%,4.92%,439.5%,42.18%,170.26999999999998,$17.6,TOR 3,ATL 2,generated,1
T.J. McConnell (38009750),Jared Rhoden (38010114),Scottie Barnes (38009581),Tari Eason (38009699),Onyeka Okongwu (38009627),Jamal Shead (38009980),Giannis Antetokounmpo (38009507),Jordan Poole (38009599),287.11,294.97999999999996,389.44999999999993,49600,0.09%,5.12%,431.3%,47.69%,223.07999999999998,$17.3,TOR 3,IND 1,generated,1
Jordan Poole (38009599),AJ Lawson (38010081),RJ Barrett (38009606),Pascal Siakam (38009567),Orlando Robinson (38010004),Jamal Shead (38009980),Giannis Antetokounmpo (38009507),Kel'el Ware (38009661),284.95000000000005,285.38,384.67999999999995,49100,0.08%,5.07%,416.0%,45.55%,187.37,$16.6,TOR 4,WAS 1,generated,1
Jamal Shead (38009980),AJ Lawson (38010081),Scottie Barnes (38009581),Tari Eason (38009699),Onyeka Okongwu (38009627),Tre Jones (38009777),Jimmy Butler (38009577),Giannis Antetokounmpo (38009507),293.65,294.68,391.84999999999997,50000,0.07%,6.31%,409.7%,57.21%,227.94,$16.4,TOR 3,HOU 1,generated,1
