Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
day'ron sharpe,C/UTIL,BKN,21.53%,0.0%,1.4%,3.05%,7.1%,$2.84
rob dillingham,PG/G/UTIL,MIN,22.63%,0.0%,1.22%,0.28%,0.54%,$1.21
jalen duren,C/UTIL,DET,23.02%,0.0%,1.36%,11.65%,25.19%,$0.94
daniel gafford,C/UTIL,DAL,22.76%,0.0%,1.31%,10.88%,20.56%,$0.72
trae young,PG/G/UTIL,ATL,22.94%,0.0%,1.32%,11.94%,10.59%,$0.7
nick richards,C/UTIL,PHX,22.63%,0.0%,1.26%,8.42%,18.39%,$0.67
jalen wilson,SF/F/UTIL,BKN,23.37%,0.0%,1.29%,9.81%,10.91%,$0.51
onyeka okongwu,C/UTIL,ATL,20.16%,0.0%,1.09%,4.48%,9.78%,$0.37
jalen williams,PF/F/UTIL,OKC,22.55%,0.0%,1.23%,11.7%,9.89%,$0.34
tari eason,PF/F/UTIL,HOU,20.69%,0.0%,1.11%,7.01%,6.97%,$0.16
jarrett allen,C/UTIL,CLE,21.56%,0.0%,1.12%,6.6%,11.33%,$0.05
kevin durant,PF/F/UTIL,PHX,21.52%,0.0%,1.14%,9.41%,7.93%,$0.03
shai gilgeous-alexander,PG/G/UTIL,OKC,23.93%,0.0%,1.23%,26.34%,25.92%,$0.0
alperen sengun,C/UTIL,HOU,18.44%,0.0%,1.01%,4.22%,6.34%,$-0.02
jaylin williams,C/UTIL,OKC,20.73%,0.0%,1.08%,6.55%,15.03%,$-0.1
keon johnson,PG/SG/G/UTIL,BKN,21.57%,0.0%,1.11%,7.74%,5.82%,$-0.1
santi aldama,PF/F/UTIL,MEM,21.74%,0.0%,1.17%,19.1%,20.83%,$-0.12
nick smith jr.,SF/SG/G/F/UTIL,CHA,22.51%,0.0%,1.18%,60.09%,49.36%,$-0.15
mike conley,PG/G/UTIL,MIN,19.85%,0.0%,1.05%,5.6%,8.79%,$-0.19
mark williams,C/UTIL,CHA,23.44%,0.0%,1.17%,30.32%,60.85%,$-0.25
nic claxton,C/UTIL,BKN,18.12%,0.0%,0.83%,0.81%,1.3%,$-0.29
tyrese martin,SF/SG/G/F/UTIL,BKN,21.86%,0.0%,1.13%,19.43%,11.88%,$-0.31
ryan dunn,PF/SF/F/UTIL,PHX,21.69%,0.0%,1.12%,14.13%,10.4%,$-0.34
naz reid,C/PF/F/UTIL,MIN,21.18%,0.0%,1.09%,16.28%,12.41%,$-0.37
cade cunningham,PG/G/UTIL,DET,22.74%,0.0%,1.13%,25.1%,24.69%,$-0.39
ja morant,PG/G/UTIL,MEM,17.81%,0.0%,0.95%,6.19%,5.75%,$-0.47
clint capela,C/UTIL,ATL,18.09%,0.0%,0.88%,2.7%,6.79%,$-0.49
julius randle,C/PF/F/UTIL,MIN,21.83%,0.0%,1.07%,16.3%,11.12%,$-0.56
darius garland,PG/G/UTIL,CLE,20.68%,0.0%,1.03%,17.58%,19.15%,$-0.68
isaiah stewart,C/UTIL,DET,19.98%,0.0%,0.96%,4.9%,12.59%,$-0.74
ausar thompson,PF/SF/F/UTIL,DET,20.0%,0.0%,1.0%,15.87%,11.55%,$-0.76
tobias harris,PF/F/UTIL,DET,21.72%,0.0%,1.06%,18.35%,18.67%,$-0.76
jaren jackson jr.,C/PF/F/UTIL,MEM,19.14%,0.0%,0.96%,10.3%,6.68%,$-0.76
quentin grimes,SF/SG/G/F/UTIL,DAL,20.9%,0.0%,1.03%,20.35%,12.8%,$-0.83
devin booker,PG/SG/G/UTIL,PHX,20.3%,0.0%,0.98%,14.52%,9.36%,$-0.85
de'andre hunter,PF/SF/F/UTIL,ATL,18.88%,0.0%,0.89%,4.1%,2.58%,$-0.86
donovan mitchell,PG/SG/G/UTIL,CLE,20.49%,0.0%,0.99%,23.52%,16.3%,$-0.92
tyus jones,PG/G/UTIL,PHX,19.37%,0.0%,0.96%,10.78%,16.34%,$-0.93
miles bridges,PF/F/UTIL,CHA,20.01%,0.0%,0.94%,12.01%,10.56%,$-0.98
rudy gobert,C/UTIL,MIN,19.94%,0.0%,0.92%,5.19%,11.31%,$-1.02
desmond bane,SG/G/UTIL,MEM,17.99%,0.0%,0.83%,3.83%,3.68%,$-1.11
ty jerome,PG/G/UTIL,CLE,17.79%,0.0%,0.87%,6.53%,10.87%,$-1.12
jaden mcdaniels,SF/F/UTIL,MIN,20.63%,0.0%,0.96%,8.28%,8.78%,$-1.13
pj washington,PF/F/UTIL,DAL,21.31%,0.0%,0.95%,6.04%,5.04%,$-1.13
lamelo ball,PG/G/UTIL,CHA,21.23%,0.0%,0.95%,28.43%,27.39%,$-1.15
josh okogie,PF/SF/F/UTIL,CHA,19.23%,0.0%,0.91%,8.1%,6.3%,$-1.16
anthony edwards,PG/SG/G/UTIL,MIN,20.05%,0.0%,0.91%,14.04%,8.98%,$-1.18
brandon clarke,C/UTIL,MEM,18.65%,0.0%,0.83%,1.76%,4.51%,$-1.18
nickeil alexander-walker,SF/SG/G/F/UTIL,MIN,19.33%,0.0%,0.92%,12.38%,8.14%,$-1.21
bogdan bogdanovic,SF/SG/G/F/UTIL,ATL,18.61%,0.0%,0.87%,4.53%,2.88%,$-1.22
