Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
jarrett allen,C/UTIL,CLE,28.41%,0.01%,1.32%,7.03%,11.06%,$0.36
ryan rollins,PG/G/UTIL,MIL,28.84%,0.01%,1.35%,16.2%,25.77%,$0.35
de'aaron fox,PG/SG/G/UTIL,SAS,29.31%,0.01%,1.32%,10.15%,11.74%,$0.31
jalen duren,C/UTIL,DET,29.15%,0.01%,1.33%,13.84%,22.27%,$0.28
jordan poole,PG/G/UTIL,WAS,29.32%,0.01%,1.3%,12.31%,18.89%,$0.22
zion williamson,PF/SF/F/UTIL,NOP,27.78%,0.01%,1.29%,15.17%,10.07%,$0.09
rj barrett,SF/SG/G/F/UTIL,TOR,29.71%,0.01%,1.25%,19.14%,12.1%,$0.05
wendell carter jr.,C/UTIL,ORL,28.95%,0.01%,1.23%,19.25%,34.46%,$-0.0
pj washington,C/PF/F/UTIL,DAL,29.95%,0.01%,1.21%,24.17%,16.41%,$-0.05
darius garland,PG/G/UTIL,CLE,26.78%,0.01%,1.15%,8.72%,13.48%,$-0.15
aj green,PG/SG/G/UTIL,MIL,28.48%,0.01%,1.18%,40.22%,46.75%,$-0.16
vince williams jr.,SF/SG/G/F/UTIL,MEM,27.61%,0.01%,1.16%,32.9%,20.8%,$-0.21
santi aldama,PF/F/UTIL,MEM,25.13%,0.01%,1.08%,3.33%,3.14%,$-0.22
ausar thompson,PF/SF/F/UTIL,DET,27.15%,0.01%,1.15%,17.85%,11.03%,$-0.23
karl-anthony towns,C/UTIL,NYK,27.7%,0.01%,1.12%,11.21%,17.13%,$-0.28
brandon clarke,C/UTIL,MEM,24.44%,0.01%,1.01%,0.2%,0.31%,$-0.29
cole anthony,PG/SG/G/UTIL,ORL,27.89%,0.01%,1.12%,26.07%,28.88%,$-0.31
max christie,SF/SG/G/F/UTIL,DAL,28.53%,0.01%,1.12%,28.69%,18.59%,$-0.31
alexandre sarr,C/UTIL,WAS,26.45%,0.01%,1.07%,6.45%,10.17%,$-0.33
charles bassey,C/UTIL,SAS,26.18%,0.01%,1.11%,13.78%,24.69%,$-0.33
jalen brunson,PG/G/UTIL,NYK,26.81%,0.01%,1.08%,6.9%,11.29%,$-0.35
isaiah stewart,C/UTIL,DET,24.84%,0.01%,1.04%,2.59%,4.31%,$-0.37
cade cunningham,PG/G/UTIL,DET,27.54%,0.01%,1.09%,17.85%,27.66%,$-0.4
paolo banchero,PF/F/UTIL,ORL,28.22%,0.01%,1.08%,26.53%,26.57%,$-0.41
scottie barnes,PG/SF/G/F/UTIL,TOR,27.07%,0.01%,1.06%,13.54%,9.09%,$-0.44
miles mcbride,PG/SG/G/UTIL,NYK,27.48%,0.01%,1.05%,46.43%,58.31%,$-0.52
donovan mitchell,PG/SG/G/UTIL,CLE,24.92%,0.01%,1.01%,10.37%,12.11%,$-0.59
khris middleton,PF/SF/F/UTIL,WAS,24.91%,0.01%,1.0%,8.07%,4.7%,$-0.59
devin vassell,SF/SG/G/F/UTIL,SAS,26.93%,0.01%,1.01%,22.46%,13.91%,$-0.61
kyle kuzma,PF/SF/F/UTIL,MIL,27.18%,0.0%,1.0%,25.81%,16.57%,$-0.64
evan mobley,C/PF/F/UTIL,CLE,24.84%,0.01%,0.99%,9.94%,6.9%,$-0.64
franz wagner,SF/F/UTIL,ORL,25.37%,0.01%,0.97%,11.04%,11.03%,$-0.69
bam adebayo,C/PF/F/UTIL,MIA,26.7%,0.01%,0.97%,22.45%,15.28%,$-0.69
