Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
day'ron sharpe,C/UTIL,BKN,21.22%,0.0%,1.34%,3.01%,7.79%,$2.44
reece beekman,PG/G/UTIL,BKN,23.6%,0.0%,1.48%,14.8%,24.98%,$1.54
daniel gafford,C/UTIL,DAL,23.11%,0.0%,1.36%,9.64%,17.48%,$1.0
jalen duren,C/UTIL,DET,22.65%,0.0%,1.33%,9.27%,20.62%,$0.99
jalen williams,PF/F/UTIL,OKC,23.79%,0.0%,1.34%,15.45%,13.19%,$0.64
nick richards,C/UTIL,PHX,22.47%,0.0%,1.25%,8.26%,18.79%,$0.55
onyeka okongwu,C/UTIL,ATL,20.05%,0.0%,1.09%,4.1%,8.55%,$0.38
alperen sengun,C/UTIL,HOU,18.53%,0.0%,1.05%,3.61%,5.18%,$0.37
trae young,PG/G/UTIL,ATL,21.86%,0.0%,1.23%,11.33%,9.87%,$0.33
shai gilgeous-alexander,PG/G/UTIL,OKC,25.08%,0.0%,1.3%,29.12%,28.7%,$0.29
rob dillingham,PG/G/UTIL,MIN,21.28%,0.0%,1.05%,0.31%,0.6%,$0.28
kevin durant,PF/F/UTIL,PHX,21.59%,0.0%,1.18%,9.24%,7.43%,$0.22
jaylin williams,C/UTIL,OKC,21.46%,0.0%,1.15%,8.35%,19.82%,$0.15
tari eason,PF/F/UTIL,HOU,20.34%,0.0%,1.07%,7.15%,7.3%,$-0.11
santi aldama,PF/F/UTIL,MEM,21.63%,0.0%,1.16%,18.9%,20.75%,$-0.16
jarrett allen,C/UTIL,CLE,21.15%,0.0%,1.08%,7.2%,12.17%,$-0.2
nick smith jr.,SF/SG/G/F/UTIL,CHA,22.38%,0.0%,1.16%,61.58%,49.87%,$-0.25
mark williams,C/UTIL,CHA,23.35%,0.0%,1.17%,30.95%,62.21%,$-0.3
darius garland,PG/G/UTIL,CLE,20.73%,0.0%,1.07%,11.54%,12.07%,$-0.35
tyrese martin,SF/SG/G/F/UTIL,BKN,21.69%,0.0%,1.11%,18.73%,10.9%,$-0.36
naz reid,C/PF/F/UTIL,MIN,20.99%,0.0%,1.08%,15.94%,12.32%,$-0.38
donovan mitchell,PG/SG/G/UTIL,CLE,20.73%,0.0%,1.08%,15.55%,10.1%,$-0.39
mike conley,PG/G/UTIL,MIN,20.03%,0.0%,1.02%,5.32%,8.69%,$-0.45
