Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
collin sexton,PG/SG/G/UTIL,UTA,30.22%,0.01%,1.58%,13.1%,10.67%,$0.95
drew eubanks,C/UTIL,UTA,30.93%,0.01%,1.41%,24.46%,35.76%,$0.54
kelly oubre jr.,SG/G/UTIL,PHI,30.17%,0.01%,1.33%,17.45%,20.2%,$0.33
keyonte george,PG/G/UTIL,UTA,27.44%,0.01%,1.28%,8.25%,9.98%,$0.22
micah potter,C/PF/F/UTIL,UTA,27.78%,0.01%,1.21%,2.5%,1.29%,$0.19
quinten post,C/UTIL,GSW,27.22%,0.01%,1.19%,3.81%,4.41%,$0.14
tyrese maxey,PG/G/UTIL,PHI,27.5%,0.01%,1.26%,11.2%,17.83%,$0.11
isaiah collier,PG/SG/G/UTIL,UTA,28.37%,0.01%,1.2%,16.96%,12.84%,$0.01
damian lillard,PG/G/UTIL,MIL,28.79%,0.01%,1.18%,23.7%,34.92%,$-0.1
anthony davis,C/UTIL,LAL,26.7%,0.01%,1.17%,15.97%,28.84%,$-0.21
mouhamed gueye,C/UTIL,ATL,27.29%,0.01%,1.11%,20.17%,19.28%,$-0.24
brandin podziemski,PG/SG/G/UTIL,GSW,27.41%,0.01%,1.1%,22.6%,17.6%,$-0.29
alperen sengun,C/UTIL,HOU,25.27%,0.01%,1.08%,15.51%,27.22%,$-0.42
ricky council iv,PF/SF/F/UTIL,PHI,27.6%,0.01%,1.06%,56.52%,55.42%,$-0.42
trae young,PG/G/UTIL,ATL,26.94%,0.01%,1.07%,21.78%,35.04%,$-0.43
amen thompson,PG/SF/G/F/UTIL,HOU,27.78%,0.01%,1.04%,35.42%,29.57%,$-0.45
lebron james,PF/F/UTIL,LAL,24.22%,0.01%,1.07%,11.98%,19.03%,$-0.5
cam whitmore,SF/SG/G/F/UTIL,HOU,26.3%,0.01%,0.99%,41.05%,28.11%,$-0.61
deni avdija,PF/SF/F/UTIL,POR,25.06%,0.01%,0.99%,13.27%,11.58%,$-0.62
clint capela,C/UTIL,ATL,23.11%,0.01%,0.92%,2.19%,2.82%,$-0.63
khris middleton,SF/SG/G/F/UTIL,MIL,25.64%,0.01%,0.98%,24.59%,16.47%,$-0.64
svi mykhailiuk,SF/SG/G/F/UTIL,UTA,26.51%,0.01%,0.97%,52.44%,40.93%,$-0.65
justin edwards,PF/SF/F/UTIL,PHI,25.96%,0.01%,0.98%,23.45%,17.26%,$-0.67
de'andre hunter,PF/SF/F/UTIL,ATL,25.96%,0.01%,0.96%,27.04%,22.61%,$-0.71
stephen curry,PG/G/UTIL,GSW,24.64%,0.01%,0.97%,15.18%,22.24%,$-0.72
kevon looney,C/UTIL,GSW,23.96%,0.01%,0.88%,1.28%,1.48%,$-0.74
onyeka okongwu,C/UTIL,ATL,22.72%,0.01%,0.9%,3.81%,5.52%,$-0.76
dalton knecht,SF/SG/G/F/UTIL,LAL,24.4%,0.01%,0.89%,2.89%,1.45%,$-0.84
giannis antetokounmpo,C/PF/F/UTIL,MIL,26.28%,0.0%,0.86%,47.57%,57.36%,$-0.87
anfernee simons,PG/SG/G/UTIL,POR,25.41%,0.0%,0.88%,27.66%,23.64%,$-0.9
kyle filipowski,C/PF/F/UTIL,UTA,24.16%,0.01%,0.88%,9.77%,6.23%,$-0.91
deandre ayton,C/UTIL,POR,22.36%,0.01%,0.84%,3.35%,4.68%,$-0.92
guerschon yabusele,C/PF/F/UTIL,PHI,24.86%,0.01%,0.87%,11.47%,7.67%,$-0.93
brice sensabaugh,PF/SF/F/UTIL,UTA,23.36%,0.01%,0.86%,10.86%,7.89%,$-1.01
brook lopez,C/UTIL,MIL,25.4%,0.0%,0.85%,8.21%,11.86%,$-1.02
andrew wiggins,PF/SF/F/UTIL,GSW,24.52%,0.0%,0.85%,16.21%,13.56%,$-1.02
