Player,Position,Team,Cash%,Win%,Top1%,Sim. Own%,Proj. Own%,Avg. Return
moussa diabate,C/UTIL,CHA,30.15%,0.02%,1.57%,13.18%,21.19%,$0.77
jonas valanciunas,C/UTIL,WAS,29.18%,0.02%,1.61%,13.54%,23.12%,$0.76
kelly oubre jr.,SG/G/UTIL,PHI,29.35%,0.01%,1.44%,16.1%,15.22%,$0.44
ty jerome,PG/G/UTIL,CLE,29.03%,0.01%,1.39%,33.36%,41.16%,$0.33
donovan mitchell,PG/SG/G/UTIL,CLE,26.22%,0.01%,1.37%,7.89%,6.37%,$0.29
pascal siakam,PF/F/UTIL,IND,26.52%,0.01%,1.34%,6.8%,7.3%,$0.28
tyrese maxey,PG/G/UTIL,PHI,26.82%,0.01%,1.31%,7.03%,12.16%,$0.19
nikola jokic,C/UTIL,DEN,25.44%,0.01%,1.31%,8.92%,21.7%,$0.04
cade cunningham,PG/G/UTIL,DET,25.24%,0.01%,1.26%,7.02%,10.55%,$0.03
josh okogie,PF/SF/F/UTIL,CHA,26.68%,0.01%,1.17%,61.07%,48.36%,$-0.12
domantas sabonis,C/UTIL,SAC,26.85%,0.01%,1.15%,11.77%,27.73%,$-0.15
jordan poole,PG/G/UTIL,WAS,24.08%,0.01%,1.1%,5.48%,6.98%,$-0.19
bruce brown,SF/SG/G/F/UTIL,TOR,24.04%,0.01%,1.09%,3.11%,1.48%,$-0.2
jalen duren,C/UTIL,DET,24.45%,0.01%,1.11%,6.85%,11.2%,$-0.21
miles bridges,PF/F/UTIL,CHA,23.86%,0.01%,1.1%,5.42%,5.88%,$-0.22
kevin porter jr.,PG/G/UTIL,LAC,23.4%,0.01%,1.09%,6.87%,6.96%,$-0.24
rj barrett,SF/F/UTIL,TOR,25.45%,0.01%,1.11%,16.86%,19.46%,$-0.26
keegan murray,PF/F/UTIL,SAC,25.56%,0.01%,1.11%,13.64%,12.22%,$-0.28
russell westbrook,PG/G/UTIL,DEN,25.38%,0.01%,1.1%,15.07%,19.3%,$-0.28
jarrett allen,C/UTIL,CLE,23.61%,0.01%,1.03%,3.56%,6.26%,$-0.29
bam adebayo,C/PF/F/UTIL,MIA,24.65%,0.01%,1.08%,12.57%,9.48%,$-0.3
malik monk,PG/SG/G/UTIL,SAC,25.38%,0.01%,1.09%,15.79%,12.4%,$-0.3
jakob poeltl,C/UTIL,TOR,25.07%,0.01%,1.07%,11.67%,21.04%,$-0.3
sam merrill,SG/G/UTIL,CLE,24.26%,0.01%,1.07%,4.98%,3.73%,$-0.3
ausar thompson,PF/SF/F/UTIL,DET,24.24%,0.01%,1.08%,15.38%,9.19%,$-0.32
nick smith jr.,SF/SG/G/F/UTIL,CHA,25.16%,0.01%,1.07%,20.59%,10.72%,$-0.35
jalen brunson,PG/G/UTIL,NYK,24.84%,0.01%,1.05%,10.53%,14.59%,$-0.38
isaiah wong,PG/SG/G/UTIL,CHA,23.24%,0.01%,1.04%,8.65%,4.63%,$-0.38
daniel gafford,C/UTIL,DAL,23.12%,0.01%,1.0%,3.27%,6.12%,$-0.38
d'angelo russell,PG/SG/G/UTIL,BKN,23.03%,0.01%,1.01%,4.84%,3.65%,$-0.39
jaylen brown,SF/SG/G/F/UTIL,BOS,25.46%,0.01%,1.02%,32.02%,21.06%,$-0.44
demar derozan,SF/F/UTIL,SAC,24.22%,0.01%,1.01%,9.65%,10.12%,$-0.44
kyle kuzma,PF/F/UTIL,WAS,22.63%,0.01%,0.98%,3.51%,3.32%,$-0.45
zion williamson,PF/F/UTIL,NOP,20.49%,0.01%,0.99%,4.37%,4.71%,$-0.45
derrick jones jr.,PF/F/UTIL,LAC,23.56%,0.01%,1.02%,2.05%,1.61%,$-0.45
evan mobley,C/PF/F/UTIL,CLE,22.57%,0.01%,0.97%,5.79%,4.05%,$-0.5
de'aaron fox,PG/G/UTIL,SAC,24.69%,0.01%,0.98%,16.1%,22.72%,$-0.51
scottie barnes,PG/SF/G/F/UTIL,TOR,22.93%,0.01%,0.98%,10.69%,8.4%,$-0.52
patrick williams,PF/F/UTIL,CHI,22.99%,0.01%,0.98%,3.47%,2.77%,$-0.52
pj washington,PF/F/UTIL,DAL,23.94%,0.01%,0.96%,4.42%,4.09%,$-0.53
nikola vucevic,C/UTIL,CHI,22.25%,0.01%,0.92%,2.62%,4.93%,$-0.53
coby white,PG/SG/G/UTIL,CHI,23.35%,0.01%,0.97%,9.35%,6.38%,$-0.54
vasilije micic,PG/G/UTIL,CHA,23.93%,0.01%,0.97%,7.33%,8.42%,$-0.54
tyrese haliburton,PG/G/UTIL,IND,22.54%,0.01%,0.92%,2.66%,3.77%,$-0.56
karl-anthony towns,C/UTIL,NYK,22.74%,0.01%,0.94%,7.97%,17.79%,$-0.6
daquan jeffries,PF/F/UTIL,CHA,21.85%,0.01%,0.89%,0.71%,0.45%,$-0.6
nikola jovic,C/PF/F/UTIL,MIA,23.07%,0.01%,0.93%,8.49%,5.13%,$-0.61
chris boucher,C/PF/F/UTIL,TOR,20.18%,0.01%,0.89%,0.98%,0.63%,$-0.61
dejounte murray,PG/G/UTIL,NOP,22.75%,0.01%,0.91%,2.91%,3.66%,$-0.62
kyshawn george,PF/SF/F/UTIL,WAS,23.55%,0.01%,0.95%,16.3%,9.54%,$-0.62
gradey dick,SG/G/UTIL,TOR,22.72%,0.01%,0.92%,7.53%,6.81%,$-0.65
michael porter jr.,PF/SF/F/UTIL,DEN,22.61%,0.01%,0.91%,7.57%,4.54%,$-0.66
jamal murray,PG/SG/G/UTIL,DEN,22.79%,0.01%,0.89%,6.46%,5.0%,$-0.68
bilal coulibaly,SF/SG/G/F/UTIL,WAS,22.95%,0.01%,0.91%,4.89%,2.53%,$-0.68
craig porter jr.,PG/G/UTIL,CLE,22.46%,0.01%,0.9%,8.7%,7.36%,$-0.69
ivica zubac,C/UTIL,LAC,21.35%,0.01%,0.84%,1.85%,3.79%,$-0.69
quentin grimes,SF/F/UTIL,DAL,21.34%,0.01%,0.88%,3.45%,3.05%,$-0.71
kristaps porzingis,C/UTIL,BOS,22.78%,0.01%,0.87%,14.12%,25.22%,$-0.72
christian braun,SF/SG/G/F/UTIL,DEN,22.3%,0.01%,0.89%,2.67%,1.2%,$-0.72
aaron gordon,PF/F/UTIL,DEN,21.71%,0.01%,0.88%,3.37%,2.88%,$-0.72
jose alvarado,PG/G/UTIL,NOP,21.61%,0.01%,0.86%,0.3%,0.41%,$-0.75
myles turner,C/UTIL,IND,21.91%,0.01%,0.85%,3.31%,5.8%,$-0.75
t.j. mcconnell,PG/G/UTIL,IND,19.86%,0.01%,0.81%,0.66%,0.67%,$-0.75
max strus,SF/SG/G/F/UTIL,CLE,22.33%,0.01%,0.87%,5.24%,2.61%,$-0.76
day'ron sharpe,C/UTIL,BKN,20.4%,0.01%,0.83%,2.49%,4.54%,$-0.77
keon ellis,SG/G/UTIL,SAC,21.79%,0.01%,0.84%,1.12%,0.96%,$-0.79
jayson tatum,PF/SF/F/UTIL,BOS,22.92%,0.01%,0.85%,23.55%,21.07%,$-0.8
devin vassell,SF/SG/G/F/UTIL,SAS,22.43%,0.01%,0.84%,7.93%,4.33%,$-0.81
corey kispert,SF/SG/G/F/UTIL,WAS,21.88%,0.01%,0.85%,6.4%,2.95%,$-0.82
ziaire williams,SF/F/UTIL,BKN,20.75%,0.01%,0.81%,1.08%,0.96%,$-0.83
ayo dosunmu,PG/SG/G/UTIL,CHI,22.51%,0.01%,0.83%,3.0%,2.05%,$-0.85
duncan robinson,SG/G/UTIL,MIA,21.79%,0.01%,0.83%,4.38%,4.09%,$-0.85
justin edwards,PF/SF/F/UTIL,PHI,21.67%,0.01%,0.84%,0.9%,0.55%,$-0.85
kel'el ware,C/UTIL,MIA,22.53%,0.01%,0.8%,4.1%,7.45%,$-0.85
guerschon yabusele,C/PF/F/UTIL,PHI,21.46%,0.01%,0.79%,0.61%,0.38%,$-0.85
aaron nesmith,SF/SG/G/F/UTIL,IND,21.53%,0.01%,0.8%,0.24%,0.1%,$-0.86
haywood highsmith,PF/SF/F/UTIL,MIA,19.1%,0.01%,0.75%,0.07%,0.02%,$-0.86
naji marshall,PF/SF/F/UTIL,DAL,21.26%,0.01%,0.81%,5.37%,3.25%,$-0.87
josh hart,PF/SF/F/UTIL,NYK,22.45%,0.01%,0.81%,6.14%,4.46%,$-0.88
tim hardaway jr.,SF/SG/G/F/UTIL,DET,22.13%,0.01%,0.83%,3.15%,1.46%,$-0.88
lonzo ball,PG/G/UTIL,CHI,21.27%,0.01%,0.8%,3.68%,4.57%,$-0.89
malik beasley,SG/G/UTIL,DET,21.12%,0.01%,0.8%,1.56%,1.39%,$-0.91
ben simmons,PG/G/UTIL,BKN,20.36%,0.01%,0.78%,0.77%,0.87%,$-0.92
tosan evbuomwan,PF/SF/F/UTIL,BKN,21.52%,0.01%,0.82%,0.93%,0.56%,$-0.92
peyton watson,PF/F/UTIL,DEN,20.62%,0.01%,0.79%,0.96%,0.64%,$-0.93
jaylon tyson,SF/SG/G/F/UTIL,CLE,21.07%,0.01%,0.8%,0.59%,0.28%,$-0.94
tobias harris,PF/F/UTIL,DET,21.4%,0.01%,0.77%,7.77%,6.78%,$-0.98
